row_id,Facility Name,Area,Type,Contact Phone,Managed by,Cost,Apply hours,Apply Location,Eligibility,Other,Address Line1,Address Line2,City,Postal Code,Province,country
Canada-BC-31-BC-SeniorsServicesSoc-output-300,MARJORIE WILLOUGHBY SNOWDEN MEMORIAL HOSPICE,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-372-1336,Kamloops Hospice Association,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,72 Whiteshield Cres. S.,,Kamloops,V2E 2S9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-301,SUNRISE MEADOWS,OKANAGAN NORTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-546-9855,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,4157 Swanson Mountain Rd.,,Armstong,V0E 1B4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-302,THREE OAKS ASSISTED LIVING,OKANAGAN CENTRE,ASSISTED LIVING - PRIVATE (apply directly to facility),250-762-5004,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,2-551 Sherrydale Cres.,,Kelowna,V1V 2E6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-303,RIVERSIDE MANOR,HOPE,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-860-4700,Chartwell REIT,Market Rate,Regular office hours,Directly to building,BC Residency; No Age Requirement,Wheelchair Accessible,765 Hope Princeton,,Hope,V0X 1L4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-304,HILLTOP HOUSE,COAST GARIBALDI,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-892-9337,Vancouver Coastal Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,38146 Behrner Dr.,,Squamish,V8B 0C2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-305,WILLINGDON CREEK VILLAGE,COAST GARIBALDI,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-485-9868,Vancouver Coastal Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,4980 Kiwanis Ave.,,Powell River,V8A 5H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-306,LAKESHORE CARE CENTRE ADDITION,COQUITLAM,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-939-9277,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1399 Foster Ave.,,Coquitlam,V3J 2M8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-307,VANCOUVER GRACE SENIORS HOME,VANCOUVER DOWNTOWN,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-633-1071,Home Mutual Aid Society,Market RateSAFER,Regular office hours,Directly to building,Age Requirement: 65+,Wheelchair Accessible,333 E. Pender St.,,Vancouver,V6A 1V1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-308,RICHMOND GRACE SENIORS HOME ,RICHMOND,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-273-7171,Home Mutual Aid Society,SAFERMarket Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,8733 Westminster Rd.,,Richmond,V6X 4H1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-309,SUN POINTE VILLAGE,OKANAGAN CENTRE,ASSISTED LIVING - PUBLIC (apply through health authority),250-491-1400,Baptist Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,700 Rutland Rd.,,Kelowna,V1X 7W8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-310,THE CONCORDE ASSISTED LIVING RESIDENCE,OKANAGAN SOUTH,ASSISTED LIVING - PRIVATE (apply directly to facility),250-490-8800,Diversicare Management Services,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,3235 Skaha Lake Rd.,,Penticton,V2A 6G5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-311,RETURNING THE FAVOUR CARE HOME,VANCOUVER ISLAND CENTRAL,ASSISTED LIVING - PRIVATE (apply directly to facility),250-724-1520,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,4517 Redford Street,,Port Alberni,V9Y 3P9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-312,THE PENINSULA AT NORGARDEN,VANCOUVER ISLAND SOUTH,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PRIVATE (apply directly to facility)",250-655-8827,Norgarden Ltd,"Assisted Living Private: approx. $1,500-7,000/monthMarket Rate",Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,2300 Henry Ave.,,Sidney,V8L 2B2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-313,MISSION VILLAS,OKANAGAN CENTRE,SUPPORTIVE HOUSING - RETIREMENT HOMES,1-888-764-4431,Pasadena Estates,Market Rate,Regular office hours,Rent or own. Directly to building.; ; www.missionvillas.ca,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,4433 Gordon Dr.,,Kelowna,V1W 1S9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-314,WEXFORD CREEK,VANCOUVER ISLAND CENTRAL,"ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
ASSISTED LIVING - PUBLIC (apply through health authority)",250-753-4044,Good Samaritan Society,"Assisted Living Private: approx. $1,500-7,000/monthResidential Care Private: approx. $2,500-10,000/monthResidential Care Public: 80% of net incomeAssisted Living Public: 70% of net income",Monday - Friday 8AM to 4PM,Directly to building or your local health authority,No Age Requirement,Pets Allowed; Wheelchair Accessible,80 10th St.,,Nanaimo,V9R 0A8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-315,OMINECA LODGE,NORTHERN INTERIOR,ASSISTED LIVING - PUBLIC (apply through health authority),250-567-9205,Nechako Valley Community Services Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,Age Requirement: 55+,Wheelchair Accessible,242 Louvain St.,,Vanderhoof,V0J 3A1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-316,CHARTWELL KAMLOOPS RETIREMENT RESIDENCE,THOMPSON CARIBOO,ASSISTED LIVING - PRIVATE (apply directly to facility),250-376-5363,Chartwell REIT,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,628 Tranquille Rd.,,Kamloops,V0E 1M0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-317,SUNNYSIDE MANOR,SURREY,ASSISTED LIVING - PRIVATE (apply directly to facility),604-531-7470,Unicare Fernbrae Holdings Inc.,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Pets Allowed,15340 17th Ave.,,Surrey,V4A 1T9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-318,ROCKY MOUNTAIN VILLAGE,EAST KOOTENAY,ASSISTED LIVING - PRIVATE (apply directly to facility),250-423-4214,Golden Life Management,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,55 Cokato Rd.,,Fernie,V0B 1M4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-319,BEVAN VILLAGE,ABBOTSFORD,ASSISTED LIVING - PRIVATE (apply directly to facility),604-850-5416,Trillium Care Communities,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,"Cordel Pullar, Building Manager",Age Requirement: 55+,Wheelchair Accessible; Smoking Allowed; Pets Allowed,33386 Bevan Ave.,,Abbotsford,V2S 5G6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-320,WAVERLY SENIORS VILLAGE,CHILLIWACK,"RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-792-6340,Retirement Concepts,"Assisted Living Private: approx. $1,500-7,000/monthResidential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,8445 Young Rd.,,Chilliwack,V2P 4P2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-321,THE WELLESLEY,VANCOUVER ISLAND SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-383-9099,Retirement Concepts,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,2800 Blanshard St.,,Victoria,V8T 5B5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-322,THREE LINKS MANOR,VANCOUVER EAST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-568-6895,Three Links Care Society,Market RateSAFER,Regular office hours,Directly to building manager; ; 604-434-7211,Age Requirement: 55+,Wheelchair Accessible; Smoking Allowed,2898 E. 22nd Ave.,,Vancouver,V5M 2Y2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-323,ALEXANDER MACKIE LODGE,VANCOUVER ISLAND SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-478-4888,Western Communities Seniors Low Cost Hsg.,Market Rate,Regular office hours,Directly to building manager; or at www.hayworth.ca,No Age Requirement,Pets Allowed; Wheelchair Accessible,753 Station Ave.,,Langford,V9B 2S1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-324,ELIM VILLAGE & THE EMERALD,SURREY,"ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)",604-582-5579,Elim Housing Society,"Residential Care Public: 80% of net incomeResidential Care Private: approx. $2,500-10,000/monthAssisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or local health authority,No Age Requirement,Pets Allowed; Wheelchair Accessible,9025 - 160 St. & 90th Ave,,Surrey,V4N 2X7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-325,PENTOKA COMPANION CARE,OKANAGAN SOUTH,"ASSISTED LIVING - PRIVATE (apply directly to facility)
ASSISTED LIVING - PUBLIC (apply through health authority)",N/A,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or your local health authority,No Age Requirement,Wheelchair Accessible,168 Kirkpatrick Ave.,,Penticton,V2A 3P5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-326,SUMMERLAND SENIORS VILLAGE,OKANAGAN SOUTH,ASSISTED LIVING - PRIVATE (apply directly to facility),250-404-4304,Retirement Concepts,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,12803 Atkinson Rd.,,Summerland,V0H 1Z4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-327,THE AGING WELL,VANCOUVER ISLAND NORTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-337-4038,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,Smoking Allowed; Pets Allowed,9411 Doyle Rd.,,Campbell River,V9J 1E6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-328,WINDCHIMES,VANCOUVER DOWNTOWN,"SUBSIDIZED HOUSING
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-254-3747,Triage Emergency Services and Care Society,30% of monthly gross income,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,707 Powell St.,,Vancouver,V6A 1H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-329,PRINCESS ROOMS,VANCOUVER DOWNTOWN,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-254-3731,Triage Emergency Services and Care Society,Market Rate,Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible; Smoking Allowed,215 Princess Ave.,,Vancouver,V6A 3C4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-330,WILP BILAH/HOUSE OF PEARLS,VANCOUVER EAST,"SUBSIDIZED HOUSING
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-320-3312,Vancouver Native Housing Society,Market Rate30% of monthly gross income,Regular office hours,"Vancouver Native Housing Society; 1726 E. Hastings St.; Vancouver, BC; V5L 1S9",Age Requirement: 55+; BC Residency,Smoking Allowed,1545 E. Broadway,,Vancouver,V5N 1V9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-331,RESIDENCES AT BELVEDERE,COQUITLAM,ASSISTED LIVING - PRIVATE (apply directly to facility),604-939-1930,Intercare Management Inc.,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,750 Delestre Ave.,,Coquitlam,V3K 0A1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-332,ALUMNAE MANOR,VANCOUVER WEST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-872-3502,Coast Foundation Society,Fixed Low Rate30% of monthly gross incomeSAFER,Call 604-675-3898 during regular office hours,"Vancouver Community Mental Health Services; 2750 E. Hastings St; Vancouver, BC; V6J 1M5",No Age Requirement; BC Residency,Smoking Allowed,1962 W. 1st Ave.,,Vancouver,V6J 1G1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-333,ABBOTSFORD REGIONAL HOSPITAL,ABBOTSFORD,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-851-4700,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Fraser Health; or visit www.fraserhealth.ca,BC Residency; No Age Requirement,Wheelchair Accessible,32900  Marshall Rd.,,Abbotsford,V2S 0C2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-334,MENNO HOME,ABBOTSFORD,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-853-2411,Mennonite Benevolent Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,32910 Brundige Ave,,Abbotsford,V2S 1N2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-335,FRASER CANYON HOSPITAL,HOPE,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-869-5656,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1275 7th Ave.,,Hope,V0X 1L4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-336,EDEN CARE CENTRE,CHILLIWACK,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-792-8166,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,9100 Charles St.,,Chilliwack,V2P 5K6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-337,VALLEYHAVEN,CHILLIWACK,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-792-0037,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,45450 Menholm Rd.,,Chilliwack,V2P 1M2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-338,BRADLEY CENTRE,CHILLIWACK,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-795-4103,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,"Your local health authority; ; http://www.fraserhealth.ca/find-us/residential-care-facilities/residential-care---chilliwack,-agassiz/bradley-centre",No Age Requirement; BC Residency,Wheelchair Accessible,45600 Menholm Rd.,,Chilliwack,V2P 1P7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-339,DR.STUART PAVILLION,MISSION,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-814-5130,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Pets Allowed; Wheelchair Accessible,7324 Hurd St.,,Mission,V2V 3H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-340,MOUNTAIN VIEW MANOR,DELTA,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-940-3416,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,5800 Mountainview Blvd.,,Delta,V4K 3V6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-341,PEACE ARCH HOSPITAL,WHITE ROCK,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-531-5512,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,15521 Russell Ave.,,White Rock,V4B 2R4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-342,SAGE HEALTH CENTRE,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),250-374-6551,No Manager provided,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,101 Columbia St.,,Kamloops,V2C 2S7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-343,TABOR ASSISTED LIVING,ABBOTSFORD,ASSISTED LIVING - PRIVATE (apply directly to facility),604-859-8718,Tabor Home Society,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,31944 Sunrise Cres.,,Abbotsford,V2T 1N5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-344,THORNEBRIDGE GARDENS,NEW WESTMINSTER,ASSISTED LIVING - PRIVATE (apply directly to facility),604-524-6100,Diversicare Management Services,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Smoking Allowed; Pets Allowed,649 8th Ave.,,New Westminster,V3M 2R2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-345,COOPER PLACE,VANCOUVER DOWNTOWN,ASSISTED LIVING - PUBLIC (apply through health authority),604-684-2545,City Centre Care Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,306 E. Cordova St.,,Vancouver,V6A 1L5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-346,KIWANIS MANOR,WEST VANCOUVER,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-913-9083,Kiwanis Seniors Housing Society of West Vancouver,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,959 21st St.,,West Vancouver,V7V 4Y3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-347,N.G. NAIR PLACE,LANGLEY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-532-1003,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,23390 47th Ave.,,Langley,V2Z 2S3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-348,BANYAN HOUSE,VANCOUVER EAST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-451-3441,Motivation Power and Achievement Society,Shelter portion if on ministry assistanceMarket Rate,Call 604-734-5265 during regular office hours,Vancouver Community Mental Health Services; or your local health authority,Age Requirement: 55+,N/A,4134 Rupert St.,,Vancouver,V5R 2H4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-349,TAMARACK HOUSE,VANCOUVER EAST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-436-9585,Motivation Power and Achievement Society,Market RateShelter portion if on ministry assistance,Call 604-734-5265 or drop in during regular office hours,"Vancouver Community Mental Health Services; 1970 W. 4th Ave.; Vancouver, BC; V6J 1M5",No Age Requirement,N/A,5225 Rupert St.,,Vancouver,V5R 2K2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-350,TILIKUM HOUSE,VANCOUVER WEST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-419-1883,Motivation Power and Achievement Society,Shelter portion if on ministry assistanceMarket Rate,Regular office hours,"Vancouver Community Mental Health Services; 1970 W. 4th Ave.; Vancouver, BC; V6J 1M5; ; 604-734-5265",No Age Requirement,N/A,3126 Grandview Hwy.,,Vancouver,V5M 2E8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-351,BATTEN HOUSE,MAPLE RIDGE,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-476-7165,Motivation Power and Achievement Society,Shelter portion if on ministry assistanceMarket Rate,Regular office hours,Fraser Health or your local health authority; or www.fraserhealth.ca,No Age Requirement,N/A,11674 231B St.,,Maple Ridge,V2X 0H1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-352,TOPAZ PLACE,CHILLIWACK,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-850-6608,Mennonite Central Committee,Market Rate,Call 604-702-4860 during regular office hours,"Chilliwack Mental Health Centre; 45470 Menholm Rd.; Chilliwack, BC; V2P 1M2",No Age Requirement,Wheelchair Accessible,45438 Knight Rd.,,Chilliwack,V2R 3E8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-353,AMICA AT MAYFAIR GARDENS,PORT COQUITLAM,ASSISTED LIVING - PRIVATE (apply directly to facility),604-552-5552,Amica Mature Lifestyles Inc.,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,"Amica Mature Lifestyles ; 10th Floor, 1111 Melville Street; Vancouver, BC; V6E 3V6; ; or email: mail@amica.ca; or visit: www.amica.ca",Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,2267 Kelly Ave.,,Port Coquitlam,V3C 6N4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-354,SHANNON OAKS - OAK BAY,VANCOUVER ISLAND SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-595-6257,Baptist Housing Society,Market Rate,Regular office housr,Directly to building,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,2000 Goldsmith St.,,Victoria,V8R 0A2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-355,RJ KENT THE RESIDENCES,PORT COQUITLAM,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",778-285-5554,Royal Canadian Legion Branch #133,Market Rate,Regular office hours,Directly to building; 604-468-9219,No Age Requirement,Wheelchair Accessible; Pets Allowed,2675 Shaughnessy St.,,Port Coquitlam,V3C 0B9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-356,WILDWOOD ASSISTED LIVING,NORTHERN INTERIOR,ASSISTED LIVING - PRIVATE (apply directly to facility),250-747-1626,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,1901 Alder Rd.,,Quesnel,V2J 3T4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-357,VILLAGE AT MILL CREEK,OKANAGAN CENTRE,"ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",250-860-2117,Baptist Housing Society,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,1450/1460 Sutherland Ave.,,Kelowna,V1Y 5Y5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-358,MAEFORD PLACE,NORTHERN INTERIOR,ASSISTED LIVING - PUBLIC (apply through health authority),250-992-8342,Insite Senior Care,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,574 Kinchant St.,,Quesnel,V2J 2R8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-359,RIVERSIDE PLACE,NORTHEAST BC,ASSISTED LIVING - PUBLIC (apply through health authority),250-567-5344,No Manager provided,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,242 Louvain St.,,Vanderhoof,V0J 3A0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-360,GREEN COURT,COAST GARIBALDI,"SUBSIDIZED HOUSING
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-885-5962,Sunshine Coast Lions Housing Society,30% of monthly gross incomeMarket Rate,Regular office hours,Directly to building,Age Requirement: 55+; BC Residency,Wheelchair Accessible,5821 Medusa St.,,Sechelt,V0N 3A3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-361,GARDEN VIEW VILLAGE,EAST KOOTENAY,ASSISTED LIVING - PRIVATE (apply directly to facility),250-427-4014,Golden Life Management,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,Age Requirement: 55+; Age Requirement: under 55 with disability,Pets Allowed; Wheelchair Accessible,280 4th Ave.,,Kimberley,V1A 2R6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-362,TSAWAAYUUS RAINBOW GARDENS,VANCOUVER ISLAND CENTRAL,ASSISTED LIVING - PUBLIC (apply through health authority),250-724-5655,Westcoast Native Health Care Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,6151 Russell Pl.,,Port Alberni,V9Y 4S1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-363,MADISON COURT,VANCOUVER ISLAND CENTRAL,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-248-6100,No Manager provided,Market Rate,Regular office hours,Directly to building,No Age Requirement,N/A,261 Mills St.,,Parksville,V9P 2N5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-364,EMERALD ESTATES,VANCOUVER ISLAND CENTRAL,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-240-4288,No Manager provided,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,264 McVickers St.,,Parksville,V9P 2N5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-365,CHARTWELL CEDARBROOKE,MISSION,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-820-9300,Chartwell REIT,Market Rate,Regular office hours,Directly to building; or email: karenholmgren@cedarbrookechateau.com; or visit: http://chartwell.com/retirement-homes/chartwell-cedarbrooke-retirement-residence,Age Requirement: 60+,Pets Allowed; Wheelchair Accessible,32331 7th Ave.,,Mission,V2V 6T7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-366,PARRY PLACE,VANCOUVER ISLAND SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-382-4443,Capital Region Housing Corporation,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 65+,Wheelchair Accessible,408 Parry St.,,Victoria,V8V 2H7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-367,LAUREL PLACE,SURREY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-582-6336,Ahmon Group,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Pets Allowed; Wheelchair Accessible,9688 137A Ave.,,Surrey,V3T 4H9,BC,Canada
