row_id,Facility Name,Address,City,Postal Code,Province,Country,Community,Licensee,Contact Phone,Total Unresolved Infractions,Approx Start Rate per Month,Beds (AC),Attributes,Link to Inspection Details,facility_type
Canada-SK-24-SK-PersonalCareHome-output-118,Quality Care Homes Ltd.,1318 Konihowski Rd,Saskatoon ,S7S 1K9,SK,Canada,Saskatoon,Quality Care Homes Ltd. ,(306) 931-0075,1,$2200 to $2799,10,Can only admit and care for residents on the upper level who can climb and descend steps independently; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/5ffb19b9-2be1-489d-a78d-378884f686b; http://personalcarehomes.saskatchewan.ca/Inspection/Details/29854cb0-4d39-44b3-bdec-4618bf13733,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-119,McClure Place Association Inc.,292 Heritage Way,Saskatoon ,S7H 5T4,SK,Canada,Saskatoon,McClure Place Association  Inc. ,(306) 955-7677,0,$2800 to $3499,23,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/abb1a5f1-06a7-4854-81db-763ca2ae41d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/694fa46f-dd77-47d9-9c46-5122a6a45d0,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-120,Westview Manor,Vicinity of Melville,Westview ,S0A 2P0,SK,Canada,Westview,Thelma Raczynski,(306) 728-4400,0,$1800 to $2199,5,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/24ee8a2d-9df3-48db-83bd-1fc0193d0e0,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-121,Debden Heritage Manor Incorporated,410 4 Ave W,Debden ,S0J 0S0,SK,Canada,Debden,Debden Heritage Manor Inc,(306) 724-2100,10,$1800 to $2199,20,Cannot admit or care for residents at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d169465d-18ac-4036-ae2b-b9558e9cc90,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-122,Hope & Charity Care Home,101/103 McIntyre St,Regina ,S4R 2L5,SK,Canada,Regina,Charity & Godknows Kumassah,(306) 545-9165,0,$1800 to $2199,9,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/cfb089c3-710d-43b2-8fb3-c56461ade17; http://personalcarehomes.saskatchewan.ca/Inspection/Details/af6bb0cd-f1e8-40a9-88c6-0d485245c7a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-123,College Park II Retirement Residence,"2nd Floor, 1601 Badham Blvd",Regina ,S4P 0L9,SK,Canada,Regina,College Park GP Inc.,(306) 924-0515,0,$4000 and up,51,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6d536dec-fcc3-4632-8d97-35a2cc1e046,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-124,Maria Villanueva,310 Adilman Dr,Saskatoon ,S7K 7K5,SK,Canada,Saskatoon,Maria Villanueva,(306) 975-1189,5,$1800 to $2199,13,Initial Licence Date: 2016 12 28; Approx Monthly Range: $1800 to $2199,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f87175a6-338f-4a2d-be72-3715a0261a8; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e735560a-1de3-4de8-8725-4215f64a057,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-125,Silva Care,4008 Montague St,Regina ,S4S 3J9,SK,Canada,Regina,101222037 Saskatchewan Ltd.,(306) 790-1373,2,$3500 to $3999,8,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/436971c0-dabc-4d46-aa26-5e57adf59f8; http://personalcarehomes.saskatchewan.ca/Inspection/Details/70324c7f-0102-4300-bd9b-ac4a62824a1,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-126,Saskatoon Mennonite Care Services Inc.,110 LaRonge Road,Saskatoon ,S7K 7H8,SK,Canada,Saskatoon,Saskatoon Mennonite Care Services Inc,(306) 242-9019,0,$2800 to $3499,18,Initial Licence Date: 2016 12 29; Approx Monthly Range: $2800 to $3499,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d767774d-bbb0-45c9-9b42-8b051d2e732; http://personalcarehomes.saskatchewan.ca/Inspection/Details/a680e449-c97e-4564-8ee0-970137862b6,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-127,A1 Care Homes Inc.,1026 Muzyka Rd,Saskatoon ,S7W 0G4,SK,Canada,Saskatoon,A1 Care Homes Inc.,(306) 500-5562,0,$2200 to $2799,15,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4b237653-2ced-4767-993a-1833497810b; http://personalcarehomes.saskatchewan.ca/Inspection/Details/1a571074-4c19-415c-ba49-cdf0e62dc68; http://personalcarehomes.saskatchewan.ca/Inspection/Details/40be56ef-b0c9-41c7-84c7-3d274752350; http://personalcarehomes.saskatchewan.ca/Inspection/Details/56ed3838-fca0-4af3-b71f-8fb6717581f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/093175b8-f491-4f83-bbeb-b370957a751,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-128,Zenaida Gercio-McGrath,382 Appleby Crescent,Saskatoon ,S7M 4B3,SK,Canada,Saskatoon,Zenaida Gercio-McGrath,(306) 664-3305,0,$1800 to $2199,5,Can only admit and care for residents who can climb and descend stairs independently; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d31684af-9e39-48a8-926e-7fecd5d7667,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-129,Silva Care Home,4002 Montague St,Regina ,S4S 3J9,SK,Canada,Regina,101222037 Saskatchewan Ltd.,(306) 539-4718,3,$3500 to $3999,8,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/547cdc77-27f6-4b3f-aedd-a6878cc00ef; http://personalcarehomes.saskatchewan.ca/Inspection/Details/0c327793-336f-423e-9a53-c30d1c8b8da,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-130,Emina and Goran Jelisavac,119 J. J. Thiessen Crescent,Saskatoon ,S7K 5N9,SK,Canada,Saskatoon,Emina & Goran Jelisavac,(306) 242-3494,4,$1800 to $2199,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/867af5cd-2128-4fce-a5f1-66a45916f94; http://personalcarehomes.saskatchewan.ca/Inspection/Details/aefab498-62a0-4ace-b0a5-81877e320b9; http://personalcarehomes.saskatchewan.ca/Inspection/Details/9084313e-f945-482d-8875-be0f14dfb9c,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-131,Hilde Govor,1021 River St W,Prince Albert ,S6V 3A1,SK,Canada,Prince Albert,Hilde Govor,(306) 764-2205,0,$1200 to $1499,4,Can only admit and care for residents who can climb and descend steps independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/3f7584ff-a205-4203-bb40-abfe385a6be,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-132,Gardiner Point Care Home Ltd.,2323 Arens Road,Regina ,S4V 1G3,SK,Canada,Regina,Maria Parasram / Sabitri Sugrim,(306) 585-6333,0,$4000 and up,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/1a791912-216e-4ad4-9700-f3785840413,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-133,Spruce Lane,2047 MacKay St,Regina ,S4N 2S5,SK,Canada,Regina,Mirinae Kim,(306) 541-8930,0,$3500 to $3999,10,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a377427f-77e6-49a1-95fd-05877da9f30; http://personalcarehomes.saskatchewan.ca/Inspection/Details/386beac6-510d-4d87-aa8a-60056684687,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-134,Quality Care Homes Ltd.,1322 Konihowski Rd,Saskatoon ,S7S 1K9,SK,Canada,Saskatoon,Quality Care Homes  Ltd. ,(306) 931-0007,1,$2200 to $2799,10,Can only admit and care for residents on the upper level who can climb and descend steps independently; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d494e393-79c8-457f-b70e-3ee4890bbd4; http://personalcarehomes.saskatchewan.ca/Inspection/Details/da030a7b-4170-4c9c-b22c-a13e40e7c51,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-135,Persephone Care Home Ltd.,1006 Whitewood Crescent,Saskatoon ,S7J 4L1,SK,Canada,Saskatoon,Persephone Care Home Ltd.,(306) 974-1840,0,$2200 to $2799,9,Can only admit and care for residents who can climb and descend steps independently; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/fac68c19-49a8-4e49-80f8-a89b487ab48,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-136,Prairie Spring Care Homes Inc.,807 Kristjanson Rd,Saskatoon ,S7S 1M9,SK,Canada,Saskatoon,Prairie Spring Care Homes  Inc.,(306) 221-1189,0,$2800 to $3499,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/7f7e6b5b-9b8c-4565-8bbf-3e279dc95a8,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-137,Warman Neu-Care Ltd.,104 Canora St West,Warman ,S0K 0A1,SK,Canada,Warman,Warman Neu-Care Ltd,(306) 933-4520,2,$2200 to $2799,10,Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0f863e9c-3f2e-4262-a473-39943d192f3; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b531b321-0064-4bcc-8e31-94adc84aa4a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-138,Sonia Malenab,3278 37 St W,Saskatoon ,S7L 7J3,SK,Canada,Saskatoon,Sonia Malenab,(306) 382-7828,0,$1800 to $2199,4,Can only admit residents to lower level of home who are capable of climbing and descending stairs independently.  Cannot admit or care for residents who are at risk of wandering.  Single rooms; Double room,http://personalcarehomes.saskatchewan.ca/Inspection/Details/eac30fe1-83e6-4d5a-a9cd-0b7ed7f7e8f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/4e4b63b2-3bc4-440b-9b47-843dbf1d590,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-139,Bow Valley Villa Corporation,319 Wylie Ave,Oxbow ,S0C 2B0,SK,Canada,Oxbow,Bow Valley Villa  Corporation,(306) 483-2283,0,$1500 to $1799,22,Initial Licence Date: 1994 06 30; Approx Monthly Range: $1500 to $1799; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0cef0d98-eef4-4890-8e38-df6ab42acaa; http://personalcarehomes.saskatchewan.ca/Inspection/Details/d05e34b3-3656-4dfc-b1c1-905766197fb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-140,Cayden's Premier Care Home Inc.,236 Montreal Ave S,Saskatoon ,S7M 3K8,SK,Canada,Saskatoon,Cayden's Premier Care Home Inc.,(306) 683-4600,0,$1200 to $1499,15,Initial Licence Date: 2017 04 18; Approx Monthly Starting Rate: $1200 to $1499; Cannot admit residents at risk of wandering to lower level of home,http://personalcarehomes.saskatchewan.ca/Inspection/Details/3ca1e4e8-f0a1-4ea1-96f0-2a20b447fa8,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-141,Orange Tree Village,4000 James Hill Rd,Regina ,S4W 0N1,SK,Canada,Regina,Crystal Spooner,(306) 515-4727,4,$4000 and up,45,,http://personalcarehomes.saskatchewan.ca/Inspection/Details/29632401-474e-4c0c-bb31-0bfee16d77f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/ca88c800-e8da-4923-96cc-59525d37b9a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-142,Quality Care Homes Ltd.,322 Maguire Ct,Saskatoon ,S7W 1A3,SK,Canada,Saskatoon,Quality Care Homes Ltd. ,260-0801-Patti,0,$2800 to $3499,15,Cannot admit or care for residents at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f5880b5c-2f4e-4f15-bd9d-f780fde90b0,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-143,Ashok Ukil,113 Avenue Q N,Saskatoon ,S7L 2X4,SK,Canada,Saskatoon,Ashok Ukil,(306) 683-0110,0,$1800 to $2199,10,Initial Licence Date: 2017 05 31; Approx Monthly Starting Range: $1800 to $2199. Cannot admit or care for residents who are at risk of wandering; Can only admit and care for residents who can climb and descend stairs independently; Bedroom #3; #4; #8; #9; and #13 - residents accommodated in these bedrooms must be independently mobile with no mobility aids or respiratory equipment.  4 double rooms and 9 single rooms.,http://personalcarehomes.saskatchewan.ca/Inspection/Details/07d81356-4a64-4630-ab55-ade489628c7,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-144,Quality Care Homes Ltd.,318 Maguire Ct,Saskatoon ,S7W 1A3,SK,Canada,Saskatoon,Quality Care Homes Ltd. ,(306) 260-0801,0,$2800 to $3499,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/56675328-86a1-43c9-ac19-19cafefd61d,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-145,Arbor Villa Care Home Inc.,315 Kenderdine Road,Saskatoon ,S7N 3S9,SK,Canada,Saskatoon,Arbor Villa Care Home Inc,(306) 249-3317,0,$2200 to $2799,13,Can only admit and care for residents to bedrooms on the lower two levels who can climb and descend steps independently; Single rooms; Double rooms.,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0ca056f5-70d9-4c1b-b85d-6c793ec7217; http://personalcarehomes.saskatchewan.ca/Inspection/Details/20cc68d5-903f-4399-9939-8fce5000538,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-146,Paradise Hill Care Home Inc.,105 1 Ave,Paradise Hill ,S0M 2G0,SK,Canada,Paradise Hill,Paradise Hill Care Home  Inc. ,(306) 344-5010,0,$1800 to $2199,14,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/58c57066-6192-4199-9e57-91528d56e31; http://personalcarehomes.saskatchewan.ca/Inspection/Details/33b80f67-b152-4a3d-8101-bc3f70018e0; http://personalcarehomes.saskatchewan.ca/Inspection/Details/bde0188e-8517-4906-bc2f-ac6a2fcadd2,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-147,Genita Songco,118 Verbeke Rd,Saskatoon ,S7K 6R2,SK,Canada,Saskatoon,Genita Songco,(306) 384-1804,0,$1800 to $2199,5,Can only admit residents who are able to climb/descend stairs independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/ca8f229e-93f8-4b8b-b5f2-6fa2a95c5b9; http://personalcarehomes.saskatchewan.ca/Inspection/Details/330ab09c-1fa0-4631-9ab0-6b774b4c85c,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-148,Olga's Care Home,2719 Corbett Rd,Regina ,S4R 8J1,SK,Canada,Regina,Olga Christoph,(306) 545-0271,8,$1800 to $2199,3,Cannot admit or care for residents who are not able to climb or descend stairs independently; Cannot admit or care for resident who are at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4f46fb99-124e-418d-8832-b838bb5b9c9; http://personalcarehomes.saskatchewan.ca/Inspection/Details/debe6b3c-a6f1-416a-87c4-bdd464f1c0c,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-149,Cedar Gardens Personal Care Home Inc.,218 Dunlop St,Saskatoon ,S7N 2B7,SK,Canada,Saskatoon,Cedar Gardens Personal Care Home  Inc.,(306) 290-4151,0,$2800 to $3499,10,Must ensure a nurse (R.N. R.P.N. or L.P.N. is working a minimum of four hours in each home (i.e. minimum of 16 hours per week collectively) each week; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/98e1309b-2473-46ac-b610-7c34beed671,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-150,Green Hill Lodge and Suites,"Main Floor - Northeast and Northwest Wings, 701 13th Street West",Prince Albert ,S6V 3H2,SK,Canada,Prince Albert,Ali Holdings Ltd,(306) 970-9805,0,$2200 to $2799,36,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a4a64fd1-c0de-4d2a-953f-a74c28e1e09; http://personalcarehomes.saskatchewan.ca/Inspection/Details/6cc0edf8-2923-4578-ba0f-d2ae071831a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-151,Gladstone Seniors Residence,162 Dunlop St W,Yorkton ,S3N 0B6,SK,Canada,Yorkton,Sacred Heart Assisted Living  Ltd. ,(306) 828-2000,8,$2200 to $2799,45,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/ae148902-6b7b-4508-8cd7-840a925c4af; http://personalcarehomes.saskatchewan.ca/Inspection/Details/469e9b1f-ccc9-483d-82f5-3bd80100e52,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-152,Janice Bennetto,54/56 Carleton Dr,Saskatoon ,S7H 3N6,SK,Canada,Saskatoon,Janice Bennetto,(306) 477-5608,0,$1800 to $2199,8,Can only admit and care for residents who can climb and descend steps independently; Cannot admit residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/593ae576-4d4a-4b7d-b1de-be5229b911f,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-153,Cora Equina,2955 37 St W,Saskatoon ,S7L 7H9,SK,Canada,Saskatoon,Cora Equina,(306) 382-6420,0,$1800 to $2199,5,Can only admit and care for residents who can climb and descend steps independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/c47e346c-26f2-4723-9b4b-35e6c728eff,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-154,Hillhaven Care Home Ltd.,54 Churchill Dr,Saskatoon ,S7K 3X4,SK,Canada,Saskatoon,Hillhaven Care Home Ltd.,(306) 242-6219,9,$1200 to $1499,8,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/71ec3133-cf4b-4d43-9ca0-2393b6386ec,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-155,Herbert Heritage Manor,1329 Herbert Ave,Herbert ,S0H 2A0,SK,Canada,Herbert,Saskatchewan Conference of Mennonite Brethren Churches,(306) 784-3167,0,$1800 to $2199,41,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6915e882-b42a-4b73-adb3-95384384ec4,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-156,Grey Birch Acres Care Home Ltd,R.M. of Lumsden 189 NW-35-20-22-W2,Regina Beach ,S0G 4C0,SK,Canada,Regina Beach,Grey Birch Acres Care Home Ltd,(306) 731-2200,1,$2200 to $2799,9,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/42ef73af-d015-4913-b724-7df03558ba8; http://personalcarehomes.saskatchewan.ca/Inspection/Details/63a96bc9-934e-4b7f-807e-69bf5ecfbab; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e7244b3a-41bc-4f5d-8fda-a818d4f659a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-157,Klasskare Care Home Inc.,134 Neusch Crescent,Saskatoon ,S7K 7V3,SK,Canada,Saskatoon,Klasskare Care Home  Inc.,(306) 934-0009,0,$1800 to $2199,5,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/1ae0fe44-30c1-41d0-b86b-e689fce4c49; http://personalcarehomes.saskatchewan.ca/Inspection/Details/0797d087-44e3-4b4c-b750-f239a90ec6b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-158,Greenfield Care Homes,424 Evergreen Boulevard,Saskatoon ,S7W 0L9,SK,Canada,Saskatoon,101208136 Saskatchewan  Ltd,(306) 954-3455,0,$2200 to $2799,15,Single rooms; Double rooms,,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-159,Aspen Grove Home Ltd.,1119 Front Ave,Grenfell ,S0G 2B0,SK,Canada,Grenfell,Aspen Grove Home  Ltd. ,(306) 697-3344,0,$2200 to $2799,14,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/90ff99c0-0e55-4a11-b673-5f2b93a13cb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-160,The Olive Branch Care Home Inc.,142 McCarthy Blvd North,Regina ,S4R 6A4,SK,Canada,Regina,The Olive Branch Care Home  Inc.,(306) 522-2993,0,$2800 to $3499,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f90b7834-82fd-46a2-9cc4-a8d8664773f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/def8c0f0-e49d-4e81-ac13-3b3c4fe83de,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-161,William Albert House,333 Emerald Park Road,Emerald Park ,S4L 1C9,SK,Canada,Emerald Park,Heather Haupstein,(306) 347-9900,0,$2800 to $3499,60,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/be5b5894-66ab-4e89-aeff-b1244930662; http://personalcarehomes.saskatchewan.ca/Inspection/Details/a7ee51bc-c35e-4576-bae3-1375fc6470e,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-162,Kurt Greenwood,2540 Melrose Ave,Saskatoon ,S7J 0V6,SK,Canada,Saskatoon,Kurt Greenwood,(306) 653-4728,0,$1800 to $2199,5,Can only admit and care for residents who can climb and descend stairs independently; Cannot admit or care for residents who are at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9e889276-87a2-4504-aba7-cb3b64c8377,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-163,Edna Labudahon,353 Johnson Crescent,Saskatoon ,S7L 5P8,SK,Canada,Saskatoon,Edna Labudahon,(306) 715-8857,0,$1500 to $1799,4,Can only admit residents to main level of home who are capable of climbing and descending stairs independently.  Cannot admit or care for residents who are at risk of wandering.  Single room; Double room,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a3b2503c-0ff6-4aad-8450-a63e04f8f78; http://personalcarehomes.saskatchewan.ca/Inspection/Details/51d10496-c0b1-4417-a176-d27dbdaef20,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-164,Aspen Bluffs Villa Inc.,27 Alderwood Pl,Yorkton ,S3N 4G3,SK,Canada,Yorkton,Aspen Bluffs Villa Inc.,(306) 783-8452,10,$2200 to $2799,37,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f4ae787a-ccf8-4e9f-81a4-d6ea1eef088; http://personalcarehomes.saskatchewan.ca/Inspection/Details/94587045-eeb3-47ae-9489-7efe760789d,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-165,Mak Lodge,1601 1 St E,Prince Albert ,S6V 0E8,SK,Canada,Prince Albert,Mak  Homes Ltd,(306) 960-7316,12,$2200 to $2799,20,Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f3cec1f5-8674-4e89-aa45-2daf7cd60f7; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e78c403f-f55d-4b34-8015-f0d8496975f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/04d2e71a-f9b3-4a18-ab34-2f2aaff115e; http://personalcarehomes.saskatchewan.ca/Inspection/Details/c09194d1-78db-4ba1-8228-f27e0bfde35,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-166,Lorraine Reddekopp,205 6 Ave S,Warman ,S0K 0A1,SK,Canada,Warman,Lorraine Reddekopp,(306) 382-5841,0,$1800 to $2199,10,Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/afa5dab6-5d94-4a10-9af6-7f703a718ac; http://personalcarehomes.saskatchewan.ca/Inspection/Details/044e74ed-f03c-420e-94d7-6ef980fe3a4,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-167,Dove Home Care Services,2220 Cameron St,Regina ,S4T 2V8,SK,Canada,Regina,630393 Saskatchewan  Ltd. ,(306) 525-0045,0,$3500 to $3999,20,Residents accommodated in bedrooms on the second floor must be able to climb and descend steps independently; Specialized Care Procedures need to be taught by Health Region Home Care Nurses; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/1a229dcf-d244-4256-9d0b-f596d2f16ca,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-168,Arbor Villa Care Home Inc.,202 Lewis Crescent,Saskatoon ,S7L 7H5,SK,Canada,Saskatoon,Arbor Villa Care Home Inc,(306) 384-1419,0,$1800 to $2199,9,Can only admit and care for residents who can climb and descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4e11dd98-6017-46c7-86af-f22151373d0,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-169,Esther Wilk,10108 Ross Crescent,North Battleford ,S9A 3R6,SK,Canada,North Battleford,Esther Wilk,(306) 445-5011,0,$1500 to $1799,10,Can only admit and care for residents on the lower level who can climb and descend steps independently; Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a6b69ff1-163d-46e1-8d24-d528fafda2b; http://personalcarehomes.saskatchewan.ca/Inspection/Details/a434a82a-e84a-457e-92a5-626318ea90b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-170,Morris Lodge,Main St,Bangor ,S0A 0E0,SK,Canada,Bangor,Morris Lodge Society,(306) 728-5322,0,$2200 to $2799,20,Initial Licence Date: 1991 10 01; Approx Monthly Range: $2200 to $2799; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6a7a2456-5ba4-4e37-b70b-422b717422b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-171,Cedar Gardens Personal Care Home Inc.,603 Rutherford Way,Saskatoon ,S7N 4X8,SK,Canada,Saskatoon,Cedar Gardens Personal Care Home  Inc. ,(306) 290-4151,1,$2800 to $3499,10,Must ensure a nurse (RN; RPN or LPN is working a minimum of four hours in each home (i.e. minimum of 16 hours per week collectively) each week; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f383c9bb-9a90-403f-b367-3a0d03714a7,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-172,The Palisades Residential Group,514 23rd Street East,Saskatoon ,S7K 0J8,SK,Canada,Saskatoon,Birchwood Holdings Ltd / Larden Holdings  Ltd. ,(306) 653-3995,0,$2200 to $2799,25,Single rooms; Double rooms,,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-173,Elenita Ramales-Bolo,59 Beurling Crescent,Saskatoon ,S7H 4V6,SK,Canada,Saskatoon,(306) 261-4965,,0,$1800 to $2199,5,Initial Licence Date: 2017 05 10; Approx Monthly Starting Range: $1800 to $2199; Can only admit residents who can climb and descend stairs independently; Cannot admit residents at risk of wandering; Cannot admit resident to bedroom number 5 in lower level of home,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0fa37e3f-6443-4f35-8334-4d5ce523b1f,Assisted Living
