row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-NursingHomes-182,"Ridgeview Health Services, Inc.","907 11th Street, Northeast",,Jasper,AL,35504,Walker,N6401,01-5155,47-5328,Kara Holland,(205) 221-9111,Nursing Home,148,,,Skilled Nursing Facility,148,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-183,"Ridgewood Health Services, Inc.",201 Oakhill Road,,Jasper,AL,35504,Walker,N6402,01-5315,47-5501,Andrea Burton,(205) 221-4862,Nursing Home,98,,,Skilled Nursing Facility,98,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-184,River City Center,"1350 Fourteenth Avenue, Southeast",,Decatur,AL,35601,Morgan,N5204,01-5113,47-5113,James Arthur,(256) 355-6911,Nursing Home,183,,,Skilled Nursing Facility,183,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-185,Roanoke Rehabilitation & Healthcare Center,680 Seymour Drive,,Roanoke,AL,36274-1522,Randolph,N5601,01-5424,47-5795,Emilee Rose Burchette,(334) 863-6151,Nursing Home,65,,,Skilled Nursing Facility,65,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-186,Robertsdale Rehabilitation & Healthcare Center,18700 U S Highway 90,,Robertsdale,AL,36567-3271,Baldwin,N0209,01-5443,47-5807,Mary Kay Polys,(251) 947-1911,Nursing Home,152,,,Skilled Nursing Facility,152,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-187,"Russellville Health Care, Inc.",705 Northeast Gandy Street,,Russellville,AL,35653,Franklin,N3002,01-5071,47-5071,Brenda Hovater,(256) 332-3773,Nursing Home,50,,,Skilled Nursing Facility,50,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-188,Sea Breeze Healthcare Center,550 Congress Street,,Mobile,AL,36603,Mobile,N4918,01-5429,47-5797,Shuntay Carter,(251) 433-5471,Nursing Home,120,,,Skilled Nursing Facility,120,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-189,"Self Health Care & Rehab Center, Inc.",131 East Crest Road,,Hueytown,AL,35023,Jefferson,N3728,01-5212,47-5343,"J. A. Self, Jr.",(205) 491-2411,Nursing Home,131,,,Skilled Nursing Facility,131,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-190,Senior Rehab & Recovery at Limestone Health Facility,1600 West Hobbs Street,,Athens,AL,35611,Limestone,N4202,01-5024,47-5670,David A. Hunt,(256) 232-3461,Nursing Home,170,,,Skilled Nursing Facility,170,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-191,Shadescrest Health Care Center,"331 25th Street, West",P.O. Box 1012,Jasper,AL,35501,Walker,N6405,01-5114,47-5401,Robert Mumpower,(205) 384-9086,Nursing Home,107,,,Skilled Nursing Facility,107,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-192,Shelby Ridge Nursing Home,"881 3rd Street, NE",,Alabaster,AL,35007,Shelby,N5903,01-5411,47-5804,Jeanine Shaw,(205) 620-8500,Nursing Home,131,,,Skilled Nursing Facility,131,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-193,Signature Healthcare of Whitesburg Gardens,105 Teakwood Drive,,Huntsville,AL,35801,Madison,N4502,01-5116,47-5756,Anita Chandler,(256) 881-5000,Nursing Home,159,,,Skilled Nursing Facility,159,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-194,South Hampton Nursing & Rehabilitation Center,213 Wilson Mann Road,,Owens Cross Roads,AL,35763,Madison,N4511,01-5448,47-58120S,Michelle Watson,(256) 725-3400,Nursing Home,81,,,Skilled Nursing Facility,81,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-195,South Haven Health and Rehabilitation Center,1300 East South Boulevard,,Montgomery,AL,36116,Montgomery,N5105,01-5043,47-5043,Larry Huffman,(334) 288-0122,Nursing Home,102,,,Skilled Nursing Facility,102,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-196,"South Haven Health and Rehabilitation, LLC",3141 Old Columbiana Road,,Birmingham,AL,35226,Jefferson,N3729,01-5321,47-5321,James K. Holmes,(205) 822-1580,Nursing Home,101,,,Skilled Nursing Facility,101,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-197,"South Health and Rehabilitation, LLC",1220 South Seventeenth Street,,Birmingham,AL,35205,Jefferson,N3726,01-5097,47-5758,Sam Cook,(205) 933-2180,Nursing Home,83,,,Skilled Nursing Facility,83,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-198,Southern Springs Healthcare Facility,745 Southern Springs Road,,Union Springs,AL,36089,Bullock,N0602,01-5171,47-5345,Kristy L. Tanner,(334) 738-5590,Nursing Home,123,,,Skilled Nursing Facility,123,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-199,Southland Nursing Home,500 Shivers Terrace,,Marion,AL,36756,Perry,N5302,01-5104,47-5104,Cathy Swanson,(334) 683-6141,Nursing Home,91,,,Skilled Nursing Facility,91,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-200,Spring Hill Manor Nursing Home,3900 Old Shell Road,P.O. Box 8395,Mobile,AL,36608,Mobile,N4911,01-5415,47-5232,Angela Hart,(251) 342-5623,Nursing Home,34,,,Skilled Nursing Facility,34,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-201,Springhill Senior Residence,3717 Dauphin Street,,Mobile,AL,36608,Mobile,N4913,01-5435,47-5773,Lana Davis,(251) 343-0909,Nursing Home,151,,,Skilled Nursing Facility,151,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-202,St. Martins in the Pines,4941 Montevallo Road,,Birmingham,AL,35210,Jefferson,N3727,01-5433,47-5800,Joseph Dunavant,(205) 956-1831,Nursing Home,128,,,Skilled Nursing Facility,128,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-203,Strickland/Stringfellow ICF/IID,101 Horizon Drive,P O Box 740 (Mailing Address),Eastaboga,AL,36260-0740,Talladega,N6104,01-G012,,Stentson Carpenter,(256) 831-0919,Nursing Home,0,,,Intermediate Care Facility/Individuals with Intellectual Disabilities,0,,0,,0,,0,,0,Corporation,Not subject to licensure,
USA-AL-66-All-66-NursingHomes-204,"Summerford Nursing Home, Inc.",4087 Highway 31 Southwest,,Falkville,AL,35622,Morgan,N5206,01-5075,47-5075,Ryan Anthony Summerford,(256) 784-5275,Nursing Home,216,,,Skilled Nursing Facility,216,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-205,"Sumter Health and Rehabilitation, LLC",1505 East 4th Avenue,,York,AL,36925,Sumter,N6001,01-5042,47-5042,Kay Harrell,(205) 392-5281,Nursing Home,125,,,Skilled Nursing Facility,125,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-206,Sunset Manor,251 Sunset Place,,Guin,AL,35563,Marion,N4702,01-5149,47-5319,Lance H. Junkin,(205) 412-4429,Nursing Home,71,,,Skilled Nursing Facility,71,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-207,Sylacauga Health and Rehab Services,1007 West Fort Williams Street,,Sylacauga,AL,35150,Talladega,N6101,01-5160,47-5317,Valerie Scoggins,(256) 245-7402,Nursing Home,149,,,Skilled Nursing Facility,149,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-208,"Talladega Healthcare Center, Inc.",616 Chaffee Street,,Talladega,AL,35160,Talladega,N6103,01-5162,47-5021,Mary Tuberville,(256) 362-4197,Nursing Home,234,,,Skilled Nursing Facility,234,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-209,"Tallassee Health and Rehabilitation, LLC",2639 Gilmer Avenue,P.O. Box 780277,Tallassee,AL,36078,Elmore,N2601,01-5139,47-5362,Tammy R. McGee,(334) 283-3975,Nursing Home,111,,,Skilled Nursing Facility,111,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-210,Terrace Manor Nursing & Rehabilitation Center,390 Underwood Road,,Russellville,AL,35653,Franklin,N3004,01-5066,47-5760,Michael Brian Wade,(256) 332-3826,Nursing Home,63,,,Skilled Nursing Facility,63,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-211,Terrace Oaks Care & Rehabilitation Center,4201 Bessemer Super Highway,,Bessemer,AL,35020,Jefferson,N3717,01-5060,47-5060,Kelly Pendleton,(205) 428-3249,Nursing Home,69,,,Skilled Nursing Facility,69,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-212,Thomasville Health Care and Rehabilitation Center,1425 Mosley Drive,,Thomasville,AL,36784,Clarke,N1302,01-5220,47-5439,Diane O. Gatlin,(334) 636-5614,Nursing Home,80,,,Skilled Nursing Facility,80,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-213,TLC Nursing Center,212 Ellen Street,P. O. Box 698,Oneonta,AL,35121,Blount,N0503,01-5422,47-5794,Glen Cummings,(205) 625-3520,Nursing Home,103,,,Skilled Nursing Facility,103,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-214,Traylor Retirement Community,1235 Yancey Street,P.O. Box 467,Roanoke,AL,36274,Randolph,N5603,01-5126,47-5224,Ronald L. Traylor,(334) 863-3500,Nursing Home,123,,,Skilled Nursing Facility,123,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-215,Troy Health & Rehabilitation Center,515 Elba Highway,P.O. Drawer 787,Troy,AL,36079,Pike,N5501,01-5213,47-5426,Warren Kelly,(334) 566-0880,Nursing Home,234,,,Skilled Nursing Facility,234,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-216,Trussville Health & Rehabilitation Center,119 Watterson Parkway,,Trussville,AL,35173,Jefferson,N3755,01-5467,,Susan Potts,(205) 655-3226,Nursing Home,125,,,Nursing Facility,125,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-217,Twin Oaks Rehabilitation & HealthCare Center,857 Crawford Lane,,Mobile,AL,36617-3877,Mobile,N4910,01-5211,47-5080,George Mixon,(251) 476-3420,Nursing Home,131,,,Skilled Nursing Facility,131,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-218,"Valley View Health and Rehabilitation, LLC",5968 Wall Triana Highway,,Madison,AL,35757,Madison,N4509,01-5431,47-5798,Thomas Hughes,(256) 830-2316,Nursing Home,155,,,Skilled Nursing Facility,155,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-219,Village at Cook Springs Skilled Nursing Facility,415 Cook Springs Road,,Pell City,AL,35125,St. Clair,N5802,01-5195,47-5305,Trent Jackson,(205) 814-3250,Nursing Home,168,,,Skilled Nursing Facility,168,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-220,"Walker Rehabilitation Center, Inc.",350 Northeast 4th Street,PO Box 30,Carbon Hill,AL,35549,Walker,N6403,01-5408,47-5650,Carol C. Holt,(205) 924-4404,Nursing Home,59,,,Skilled Nursing Facility,59,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-221,Warren Manor Health and Rehabilitation Center,11 Bell Road,,Selma,AL,36701,Dallas,N2404,01-5119,47-5428,Elmore Patterson,(334) 874-7425,Nursing Home,172,,,Skilled Nursing Facility,172,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-222,Washington County Nursing Home,14600 St. Stephens Avenue,P.O. Box 1299,Chatom,AL,36518,Washington,N6501,01-5123,47-5442,Teresa Grimes,(251) 847-2223,Nursing Home,88,,,Skilled Nursing Facility,88,,0,,0,,0,,0,County,Regular,
USA-AL-66-All-66-NursingHomes-223,Wesley Place on Honeysuckle,718 Honeysuckle Road,,Dothan,AL,36305,Houston,N3502,01-5175,47-5367,Patrick Davies,(334) 792-0921,Nursing Home,166,,,Skilled Nursing Facility,166,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-224,West Gate Village,100 Pineview Street & Third Avenue,P.O. Box 49,Brewton,AL,36426,Escambia,N2701,01-5035,47-5035,James McInnish,(251) 867-6077,Nursing Home,129,,,Skilled Nursing Facility,129,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-225,Westminster Village,500 Spanish Fort Boulevard,,Spanish Fort,AL,36527,Baldwin,N0205,01-5381,,Stephen Davis,(251) 626-7007,Nursing Home,60,,,Skilled Nursing Facility,60,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-226,Westside Terrace Health and Rehabilitation Center,501 North Woodburn Drive,,Dothan,AL,36303,Houston,N3503,01-5425,47-5796,Kristie Hughes,(334) 794-1000,Nursing Home,165,,,Skilled Nursing Facility,165,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-227,"Wetumpka Health and Rehabilitation, LLC",1825 Holtville Road,,Wetumpka,AL,36092,Elmore,N2603,01-5027,47-5027,Sandra M. Cousins,(334) 567-5131,Nursing Home,121,,,Skilled Nursing Facility,121,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-228,William F. Green State Veterans Home,300 Faulkner Drive,,Bay Minette,AL,36507,Baldwin,N0207,,,Brian L. McFeely,(251) 937-9881,Nursing Home,150,,,Skilled Nursing Facility,150,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-229,Willow Trace Health and Rehabilitation Center,1406 East Pushmataha Street,,Butler,AL,36904-0729,Choctaw,N1201,01-5164,47-5106,Kenyetta Pearson,(205) 459-5506,Nursing Home,120,,,Skilled Nursing Facility,120,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-230,WillowBrooke Court at Magnolia Trace,One Crown Circle,,Huntsville,AL,35802,Madison,N4512,01-5450,,Katherine Spegal,(256) 261-1602,Nursing Home,59,,,Skilled Nursing Facility,59,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-231,Windsor House,4411 McAllister Drive,,Huntsville,AL,35805,Madison,N4507,01-5397,47-5787,Beverly T. Cox,(256) 837-8585,Nursing Home,117,,,Skilled Nursing Facility,117,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-232,Wiregrass Rehabilitation Center & Nursing Home,1200 West Maple Avenue,,Geneva,AL,36340,Geneva,N3101,01-5150,47-5339,Blake Jackson,(334) 684-3655,Nursing Home,96,,,Skilled Nursing Facility,96,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-233,Woodhaven Manor Nursing Home,105 West Windsor Street,,Demopolis,AL,36732,Marengo,N4602,01-5177,47-5432,Brandon Taylor,(334) 289-2741,Nursing Home,75,,,Skilled Nursing Facility,75,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-234,Woodland Village Rehabilitation and Healthcare Center,1900 Olive Street,P.O. Box 190,Cullman,AL,35056,Cullman,N2204,01-5383,47-5775,Emily Holcomb,(256) 739-1430,Nursing Home,149,,,Skilled Nursing Facility,149,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-235,"Woodley Manor Health and Rehabilitation ""Special Focus Facility""",3312 Woodley Road,,Montgomery,AL,36116,Montgomery,N5107,01-5037,47-5037,Mary Alice Stevenson,(334) 288-2780,Nursing Home,105,,,Skilled Nursing Facility,105,,0,,0,,0,,0,Limited Liability Company,Regular,
