row_id,name,license_num,website,contact,phone,cell,fax,email,management_company_name,management_company_phone,rents,subsidized_rent,included_utilities,safety_features,resident_parking,visitor_parking,shuttle_bus,bus_stop,year_built,number_of_floors,building_features,laundry_type,flooring_type,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-22-SeniorHousing-22-SeniorHousing-90,Sek On Toi,,,,204 - 947-1705,,,,Armour Property Management,204-515-6411,Bachelor/Studio - 28% of Gross Income; One Bedroom - 28% of Gross Income,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building,on street,FALSE,,Route 26 on Logan Ave.,,13,Elevator; Exercise Facilities; Party Room; Recycling Program,Included In Rent,; Tile flooring,289 Pacific Ave,,Winnipeg,MB,R3B 3B7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-91,Roney Plaza,,,,204 944-8776,,,,JC Property Management,204 943-1720,Bachelor/Studio - $550+ up; One Bedroom - $766 + up; Two Bedroom - $840 + up,FALSE,Cable; Heat; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Available - call for cost,FALSE,No,Edmonton St route 43,,6,Elevator; Storage Locker/Room; Drapery included,"Included In Rent, On every floor",; Parquet floors,10 Edmonton St,,Winnipeg,MB,R3C 1P7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-92,Rideau Towers,,http://www.crystalproperties.ca,,204 947-9732,,,,Crystal Properties Ltd.,101-90 Garry St,One Bedroom - $875 + (671- 682 sq/ft); Two Bedroom - $1245+ (1051-1513 sq/ft); Three Bedroom - Penthouse $2000 + (1836sq/ft),FALSE,Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Surface lot $40 /month  covered $60/month,FALSE,None,On Garry St at Broadway (southbound) routes 2 & 34,1986,18,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Storage Locker/Room,"Included In Rent, In-suite in 2 BR apartments",Carpet; Vinyl,90 Garry St,,Winnipeg,MB,R3C 4J4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-93,Place Promenade,,,,204 988-6880,,,,,,Bachelor/Studio - $640 +; One Bedroom - $750 +; Two Bedroom - $925 + or with 2 Bath $940 +,FALSE,Heat; Water,Enterphone System; Locked Building; On site management,$78 / month underground,FALSE,,Route 15 on Ellice & Vaughan,,,Air Conditioning; Balcony/Patio; Exercise Facilities; Pool; seasonal pool;  in-suite storage room;  grocery store,Coin Operated,Carpet; Vinyl,"400, 410 420 Webb Pl",,Winnipeg,MB,R3B 3J3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-94,Pamela Apts,,,,204 416-5552,,,,Globe General Agencies,204 956-2233,Bachelor/Studio - $550+; One Bedroom - $740+; Two Bedroom - $840+,FALSE,Heat; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $45 / month,FALSE,No,On Wolseley route #10,,5,Elevator; Recycling Program; Storage Locker/Room,Smart Card,Hardwood; Vinyl,761 Wolseley Ave,,Winnipeg,MB,R3G 1C5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-95,McClure Place Inc.,,http://www.sam.mb.ca,,,,,,S.A.M. Management Inc.,200 - 1080 Portage Avenue R3G 3M3,One Bedroom - $665; Two Bedroom - $793,TRUE,Heat; Hydro; Water,Alarm System; Enterphone System,Aboveground  $32 / month,FALSE,To grocer weekly,On Portage Ave at Dominion St (eastbound & westbound) route 11,,8,Party Room,", no cost for laundry",,533 Greenwood Pl,,Winnipeg,MB,R3G 3M1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-96,Lions Place,,http://www.lhc.ca,,204 784-1273,,,,,,One Bedroom - $776 (525 sq/ft)       lge suite  (550 sqft) $837; Two Bedroom - $980             * double occupancy add $16/mo,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Key-Card Entry; Locked Building,Aboveground & covered $56 / month with plug in,TRUE,Yes 1x per week,On Portage Ave at Langside St (eastbound & westbound) route 11,1983,18,Air Conditioning; Elevator; Exercise Facilities; Party Room; Recycling Program; garden patio;  on site restaurant;  exercise facilities;  green-house;  onsite-grocery store;  party room; hairdresser,Included In Rent,Carpet; Vinyl,610 Portage Ave,,Winnipeg,MB,R3C 0G5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-97,Lions Manor,,http://www.lhc.ca,,204 784-1239,,,,,,Bachelor/Studio - $590 (300 sq/ft); One Bedroom - $795 (490 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Key-Card Entry; Locked Building,Aboveground $56 / month with plug in,TRUE,,"On Portage Ave at Sherbrook St (eastbound & westbound) routes 11, 21, 22, 24, 25 & 67",1965,11,Elevator; Recycling Program; Hairdresser on site,"Included In Rent, laundry service $42.50/mth for biweekly service",Carpet; Vinyl,320 Sherbrook St,,Winnipeg,MB,R3B 2W6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-98,Le Chateau York,,,,204 942-7784,,,leasing@lechateauyork.com,3901751 Manitoba Ltd.,,One Bedroom - $728 +; Two Bedroom - $850 - $900; Three Bedroom - Penthouse studio-1BR $1000      2BR $1500,FALSE,Water,Cameras; Locked Building,$85.00 ,,,"Route 66, 62 on Smith St",1979,22,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Pool; Recycling Program; Sauna; Storage Locker/Room; A/C included;  dishwasher;  amenities;  drapes;  in suite storage;  squash court;  indoor pool,Smart Card,Carpet; Vinyl,134 Smith St,,Winnipeg,MB,R3C 3W2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-99,Lar Santa Isabel,,,,204 982-2000,,,,Murdoch Management,204 982-2000,One Bedroom - 28% of Gross Income,TRUE,Heat; Hydro; Water,Locked Building,Surface lot $24 / month,FALSE,No,On Ellice Ave. Route #14,,3,Balcony/Patio; Elevator; Party Room; Gazebo & lounge,Coin Operated,Carpet; Vinyl,857 Wall St,,Winnipeg,MB,R3G 2T9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-100,Madison Memorial Lodge,,,,204 956-4344,,,,Siloam Mission,204 956-4344,Bachelor/Studio - $627 (8x10),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Locked Building; On-Site Personnel,None,FALSE,,"On Portage Ave at Lenore St (eastbound) route 11 and at Burnell St (westbound) routes 11, 21, 22, 24 & 67",1941,4,Elevator; Two TV Lounges & Games Room,Coin Operated,Carpet; Vinyl,210 Evanson St,,Winnipeg,MB,R3G 3K9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-101,Kirby Terrace,,,,204 942-2554,,,,Sussex Realty,204 488-4444,One Bedroom - $674 + up; Two Bedroom - $760 - $833 +,FALSE,Water,Enterphone System; Locked Building; On-Site Personnel,Available > call for pricing,FALSE,No,Kennedy St route 15,,7,Elevator; Exercise Facilities; Fireplace;  dishwasher,Smart Card,Carpet; Vinyl,393 Kennedy St,,Winnipeg,MB,R3B 3H2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-102,Keystone Senior Citizens Housing,,,,204 489-9510,,,,Brydges Property Management,830 Scotland Ave,One Bedroom - $650 +,TRUE,Heat; Hydro; Water,Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Aboveground $35/month,TRUE,,"On Memorial Blvd at York Ave (northbound & southbound) 17 & 20 routes (northbound) 10, 34, 43, 44 & 1 and (southbound) routes 2, 32 & 45",1978,6,Elevator; Exercise Facilities; Party Room,Smart Card,Carpet; Vinyl,224 Colony St,,Winnipeg,MB,R3C 3X9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-103,Kelly House,,,,204 956-1221,,,,Globe General Agencies,204  956-2233,One Bedroom - $910; Two Bedroom - $1255; Three Bedroom - $1300,FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Outdoor $63 / month; indoor $63 / month,FALSE,No,On Carlton Route 43,,10,Air Conditioning; Balcony/Patio; Elevator; Pool,Smart Card,Carpet; Vinyl,15 Carlton St,,Winnipeg,MB,R3C 1N8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-104,Fort Garry Place I,,http://www.edisonpropertis.ca,,204 940-3478,,,55garry@edisonproperties.ca,Edison Properties,401-10 Fort St.    R3C 1C4,One Bedroom -  $783 - $929      * discount rate $730 - $870; Two Bedroom -  $1017 - $1184    * discount rate $965 - $1120,FALSE,Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,$50 ,FALSE,,"On Broadway routes 29, 34. On Garry St 37,62,65,66,70",,30,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Pool; Sauna; A/C included;  not all suites have balcony;  dishwasher;  indoor hot tub;  wheelchair access;  ATM;  grocery store;  haridresser;  restaurant;  gift shop;  dry cleaners,En Suite,Carpet; Vinyl,55 Garry St,,Winnipeg,MB,R3C 4H4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-105,Fort Garry Place III,,http://www.edisonproperties.ca,,240  940-3475,,,20fort@edisonproperties.ca,Edison Properties,401 - 10 Fort St.,"Bachelor/Studio -  INQUIRE ABOUT RENT DISCOUNTS; One Bedroom - $757 (588 sq/ft),  large $913  (696 sq/ft); Two Bedroom - $1162 - $1186    (910 -1142 sq/ft); Three Bedroom - 2 BR lge newly renovated  $1712",FALSE,Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; Night Security; On-Site Personnel; 20 hour security,Underground $50/month,TRUE,To grocer every two weeks,"On Fort St at Assiniboine Ave (northbound) routes 1, 2 & 24",1990,21,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Pool; Recycling Program; Activity Room;  Hot Tub & Steam Room,"Included In Rent, (in-suite)",Carpet; Ceramic Tile,20 Fort St,,Winnipeg,MB,R3C 4L3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-106,Ellice Place (Assisted Living),,,,204-948-2328,,,Ellice.SHAL@gov.mb.ca,Manitoba Housing,204 945-4663,Bachelor/Studio - 28% of gross income plus service charge (365 sq/ft; One Bedroom - 28% of gross income plus service charge (620 sq/ft,TRUE,Heat; Hydro; Water,Alarm System; Cameras; Emergency Pull Cord; Enterphone System; Key-Card Entry; Locked Building; Night Security; On-Site Personnel,No,FALSE,No,On Ellice Ave at Langside St (eastbound & westbound) route 14,1981,14,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; outdoor  patio space /  building renovated in 2015,Included In Rent,Carpet,555 Ellice Ave,,Winnipeg,MB,R3B 3C4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-107,Eastry House,,,,204 956-5548,,,,J. C. Property Management,204 943-1720,Bachelor/Studio - $658 + up; One Bedroom - $823+ up; Two Bedroom - $1037+ up,FALSE,Cable; Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel; Mail boxes on every floor,Available > call for pricing,FALSE,No,Edmonton St. route 43,,7,Elevator; Storage Locker/Room; Storage on every floor,Included In Rent,; Parquet flooring,61 Edmonton St,,Winnipeg,MB,R3C 1P9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-108,Downtown Commons,,,,204 988-7678,,,c.wels@uwinnipeg.ca,Univercity of Winnipeg Community Renewal Corp,204 988-7678,Bachelor/Studio -  1 BR w/c accessible suite @  $871  (646 sq/ft); One Bedroom - $920  (517 sq/ft); Two Bedroom - $1200  (785 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,above ground $90 / month,FALSE,no,,2016,14,Air Conditioning; Balcony/Patio; Pool; Recycling Program; bicycle storage,"Smart Card, w/c accesible 1 BR suites  have in suite laundry",Carpet; Vinyl,320 Colony Street,,Winnipeg,MB,R3C 0S8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-109,Grenoble Manor,,,,204 257-5838,,,,Globe General Agencies,204 956-2233,One Bedroom - $860+; Two Bedroom - $990+; Three Bedroom - $1115+,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground & Covered $45/ month,FALSE,No,"On St. Jean Baptiste, route 56 + Dart service in area",,5,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Storage Locker/Room,Coin Operated,Carpet; Hardwood; Vinyl,415,,Winnipeg,MB,R2H 2X6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-110,Grandview Apts,,http://www.towersrealty.ca,,204 297-4527,,,,Towers Realty Group,204 956-2739,Bachelor/Studio - $725; One Bedroom - $937; Two Bedroom - $1085 +,FALSE,Heat; Water,Enterphone System; On-Site Personnel,$55 for surface stall,FALSE,Dart Service available in area,"Route 19 on Goulet (WB) and Marion (EB), route 10 on Des Meurons",,3,Air Conditioning; Storage Locker/Room; newly renovated suites,Smart Card,Carpet; vinyl plank flooring,"77, 85 93 Eugenie St",,Winnipeg,MB,R2H 0X6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-111,Foyer Vincent Inc.,,,,204 233-1925,,,foyer@mts.net,,,Bachelor/Studio - $381 (377.5 sq/ft); One Bedroom - $656 (510 sq/ft) $738 (755 sq/ft),FALSE,Cable; Heat; Hydro; Water,Alarm System; Emergency Pull Cord; Enterphone System; Locked Building; On-Site Personnel,Aboveground $35/month,FALSE,To grocer every second Thursday,"On Marion St at Traverse Ave (eastbound) route 19, Dart bus 110 at front door",1969,10,Air Conditioning; Elevator; Exercise Facilities; Recycling Program; Storage Locker/Room; Chapel & Hairdresser,Included In Rent,Carpet; Vinyl,200 Horace St,,Winnipeg,MB,R2H 0W5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-112,Eiffel Tower B,,http://www.globegeneral.ca,,204 231-2215,,,,Globe General Agencies,204 956-2233,Bachelor/Studio - $715+; One Bedroom - $918+; Two Bedroom - $970+,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Covered $51 / month,FALSE,To mall 1x / month,Route 19 on Goulet St. Dart service available,,4,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Storage Locker/Room; Seasonal pool,Smart Card,Carpet; Vinyl,261 Goulet St,,Winnipeg,MB,R2H 0S3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-113,Eiffel Tower A,,http://www.globegeneral.ca,,204 237-8013,,,,Globe General Agencies,204  956-2233,Bachelor/Studio - $730 +; One Bedroom - $850+; Two Bedroom - $950 +,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Covered $51/ month,FALSE,,"Rpoute 19 on goulet St, Dart service available",,4,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Storage Locker/Room; Seasonal pool,Smart Card,Carpet; Vinyl,291 Goulet St,,Winnipeg,MB,R2H 0S4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-114,Dawson Trail Apartments,,http://www.wredevelopment.ca,,204 256-1011,,,,W.R.E. Development Ltd,204  889-5409,One Bedroom - $1013 + (848 sq/ft); Two Bedroom - $1273 +  (980 sq/ft); Three Bedroom - $1596 +(1229 sq/ft),FALSE,Water,Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Aboveground $45/month; Underground $75/month,TRUE,no,On Lagimodiere Blvd at Fermor Ave (northbound) route 50 and at Cottonwood Rd (southbound) route 19,2007,3,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Clubhouse,"Included In Rent, In-suite",Carpet; Vinyl,"5, 25 35 45 & 55 Leveque St",,Winnipeg,MB,R2J 0T6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-115,Columbus Manor,,,,204 233-7080,,,,A.S.H. Management Group Inc,100-233 Portage Ave.,Bachelor/Studio - 25% of gross income (360 sq/ft); One Bedroom - 27% of gross income (480 sq/ft),TRUE,Heat; Hydro; Water,Cameras; Emergency Pull Cord; Key-Card Entry; Locked Building; On-Site Personnel; On-Site Security,Aboveground $24/month,FALSE,2 times per month to grocer,On Goulet St at Braemar Ave (westbound) routes 19 & 56,1971,10,Elevator; Recycling Program; Lounge,Included In Rent,; Tile,100 303 Goulet St,,Winnipeg,MB,R2H 3C4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-116,Colonial Courts,,,,204 233-7916,,,,WRE Developments,204 889-5409,One Bedroom - $819 + up; Two Bedroom - $920 + up,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel; security system,1 stall included in rent,FALSE,No,Route 19 on Archibald St,,2 floor walk up,Air Conditioning; Storage Locker/Room; Storage in suite;  near Boni-Vital pool;  near Windsor Park Golf Course,"Smart Card, On every floor",Carpet; Tile,1006 1024 Archibald St,,Winnipeg,MB,R2J 0Z1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-117,Chez Nous,,,,204 233-7761,,,,L'Accueil Colombien Inc.,204 233-0501,Bachelor/Studio - 28% of gross income (380 sq/ft); One Bedroom - 28% of gross income (506 sq/ft),TRUE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel; 24 spaces of Supportive beds call for info 233-3692 ext. 554,Aboveground $30/month,TRUE,To grocer twice monthly,On Cathedrale Ave at Aulneau St (eastbound & westbound) route 56,1973,9,Elevator; Recycling Program; Rooftop Patio;  Gazebo,Coin Operated,; Tile,187 de la Cathedrale Ave,,Winnipeg,MB,R2H 3C6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-118,Chateau Guay,,http://www.EdisonProperties.ca,,204 940-3485,,,231goulet@edisonproperties.ca,Edison Properties,401 - 10 Fort Street,Bachelor/Studio - starting  at $749       *ask about rent discounts; One Bedroom - starting at  $1023     *ask about rent discounts; Two Bedroom - starting at $1210     *ask about rent discounts,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Key-Card Entry; On-Site Personnel,Underground $36/month,TRUE,,On Goulet St at Traverse Ave (westbound) route 19,1969,15,Air Conditioning; Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Sauna,", laundry card system",Carpet; Vinyl; Parkay,231 Goulet St,,Winnipeg,MB,R2H 0S1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-119,Catherine Place (Assisted Living),,http://www.catherineplace.com,,204 231-0999,,,info@catherineplace.com,Marwest Management,,Bachelor/Studio - $1600- $1860; One Bedroom - $1895- $2450,FALSE,Cable; Heat; Hydro; Water,Cameras; Emergency Pull Cord; Locked Building; Night Security; On-Site Personnel; On-Site Security,Outdoor parking $30 / Garage $60,TRUE,On Tuesdays  to St Vital Centre,On Enfield Cres at Kenny St (eastbound & westbound) route 10,1990,3,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Activity room,Coin Operated,Carpet; laminate flooring,190 Raymond Pl,,Winnipeg,MB,R2H 1C8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-120,Enfield Estates,,,,204 237-6682,,,,Sunquest Properties,204 953-1758,One Bedroom - $860 + up; Two Bedroom - $990 + up,FALSE,Heat; Hydro; Water,Locked Building; On-Site Personnel,Indoor $60; outdoor $40 / month,FALSE,No,"Route 19 on Goulet St, route 10 on Des Meurons St, + Dart service in area",,2 floor walk up,Air Conditioning; Balcony/Patio; Storage Locker/Room; A/C and dishwasher included,"Included In Rent, In suite washer dryer",,358,,Winnipeg,MB,R2H 1C7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-121,875 Elizabeth Rd,,,,,,,,Manitoba Housing,204 945-4663,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Emergency Pull Cord; Enterphone System; Locked Building; On-Site Personnel,Aboveground $24 / month,FALSE,To grocer & St Vital Mall once or twice per month,On Elizabeth Rd at Hansford Rd  (eastbound) and at De Bourmont Ave (westbound) route 19,1975,3,Elevator,Included In Rent,Vinyl,875 Elizabeth Rd,,Winnipeg,MB,R2J 3K6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-122,101 Marion St,,,,204 945-4663,,,,Manitoba Housing,204 945-4663,Bachelor/Studio - 28% of gross income (350 sq/ft); One Bedroom - 28% of gross income (580 sq/ft),TRUE,Heat; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building,Aboveground $24 /month,TRUE,No,On Marion St at Tache Ave (eastbound) routes 19 & 57,,,Elevator; Grab Bars,Included In Rent,,101 Marion St,,Winnipeg,MB,R2H 3C5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-123,Colony Creek,,http://www.sussexrealty.ca,,204 775-3855,,,,Sussex Realty,204 488-4444,Bachelor/Studio - $650 - $800; One Bedroom - $750 -  $900 +; Two Bedroom - $950+,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,1 stall included in rent,FALSE,No,On,,,Elevator,Coin Operated,Carpet,250 Colony St,,Winnipeg,MB,R3C 3L8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-124,Chateau 100,,http://www.qualitymanagement.ca,,204 452-0110,,,,Quality Management Ltd,204 452-0110,Bachelor/Studio - $780 +(415 sq/ft); One Bedroom - $840 + (517 sq/ft - 650 sq/ft); Two Bedroom - $1049 + (850-900 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Night Security; On-Site Personnel,Aboveground parkade $88 / month,TRUE,,"On Donald St at Hargrave Pl (southbound) routes 62, 65, 66 & 70 and on Broadway at Donald St (eastbound) routes 2, 29, 34 &44 (westbound) routes 1, 29 & 34",1977,22,Balcony/Patio; Elevator; Exercise Facilities; Recycling Program; Sauna; Central Air,Smart Card,Carpet; Vinyl,72 Donald St,,Winnipeg,MB,R3C 1L7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-125,Betelstadur Housing Co,,http://www.sam.mb.ca,,204 772-7164,,,betelstadur@shaw.ca,S.A.M. Management Inc.,200 - 1080 Manitoba Avenue   R3G 3M3,One Bedroom - starts at $619  (Co-op shares $1000.00); Two Bedroom - starts at $741  (Co-op shares $1000.00),TRUE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; locked building at night,Aboveground $30/month,TRUE,To Safeway once a week,On Sargent Ave at Erin St (eastbound & westbound) route 15,1988,6,Air Conditioning; Balcony/Patio; Exercise Facilities; Party Room; Recycling Program; .,Included In Rent,Carpet; Vinyl,op Ltd 1061 Sargent Ave,,Winnipeg,MB,R3E 3M6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-126,Colony Square,,http://www.timbercreekcommunities.com,,204 515-6416,,,,Timbercreek Communities,613-656-1318,Bachelor/Studio - $690-$800 (600 sq/ft)   *price subject to change; One Bedroom - $710-$850 (700 sq/ft)   *price subject to change; Two Bedroom - $950-$1050 (881 sq/ft)  *price subject to change,FALSE,Water,Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel; On-Site Security,Underground call Impark at 204-943-3578,FALSE,,"On Balmoral St at Portage Ave (northbound) routes 40, 41, 42, 46, 47, 48, 49, 57, 3, 50, 53, 54 & 56 and at Broadway (southbound route 10",1980,17 &18,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Pool; Recycling Program; Sauna; squash court & store,Smart Card,Carpet; Vinyl,555 St Mary Ave,,Winnipeg,MB,R3C 3X4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-127,Autumn House Inc.,,,,204 772-5929,,,,,,Bachelor/Studio - 28 % of gross income; One Bedroom - 28% of gross income; Two Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Aboveground $40/month,FALSE,To grocer 1 time per week,On Wellington Ave at Arlington St (eastbound) route 12 & 77,1968,6,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room,Coin Operated,Carpet; Vinyl,100 790 Wellington Ave,,Winnipeg,MB,R3E 3K9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-128,Arms Of The Cross Housing Inc.,,http://www.sam.mb.ca,,204 942-0991,,,,S.A.M. Management,200 - 1080 Portage Avenue      R3G 3M3,Bachelor/Studio - $303 (430 sq/ft); One Bedroom - $442-$452 (517 sq/ft); Two Bedroom - $612 (902 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building,Aboveground $35/month,TRUE,To grocer weekly,On Ellice Ave at Arlington St (eastbound & westbound) route 14,1976,9,Air Conditioning; Elevator; Party Room; Recycling Program; Storage Locker/Room,Coin Operated,Vinyl,555 Burnell St,,Winnipeg,MB,R3G 2L7,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-129,Baptist Mission Apts,,,,204 837-7118,,,,Baptist Mission Apt. Inc.,,Bachelor/Studio - 28 % of gross income; One Bedroom - limited number of 1 BR apts. available,TRUE,Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,$24/ month,FALSE,No,On Sargent at Arlington route 15,1972,6,Recycling Program,Included In Rent,Tile,777 Sargent Ave,,Winnipeg,MB,R3E 0B6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-130,515 Elgin Ave,,,,,,,,Manitoba Housing,204  945-4663,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Enterphone System; Locked Building,Aboveground $24/month,FALSE,No,On Isabel St at Ross Ave (northbound & southbound) routes 17 & 38,,,Elevator,Included In Rent,,515 Elgin Ave,,Winnipeg,MB,R3A 1N9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-131,"ArlingtonHaus, Inc. (Independent & Assisted Living)",,,,204 783-3752,,,kweihs@bethania.ca,The Bethania Group,204 667-0795,Bachelor/Studio - Rent geared to income; One Bedroom - Rent geared to income,TRUE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground; $12/month,TRUE,To grocer,On Arlington St at Notre Dame Ave (northbound & southbound) routes 12 & 71,1973,11,Elevator,Included In Rent,Carpet; Vinyl,880 Arlington St,,Winnipeg,MB,R3E 3H2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-132,444 Kennedy St,,,,,,,,Manitoba Housing,204  945-4663,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income; Two Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Alarm System; Cameras; Locked Building; On-Site Personnel,Aboveground $24/month,TRUE,No,On Kennedy St at Sargent Ave (northbound & southbound) route 15,,,Elevator,Included In Rent,,444 Kennedy St,,Winnipeg,MB,R3B 2N5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-133,470 Pacific Ave,,,,,,,,Manitoba Housing,204 945-7585,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Enterphone System; Locked Building,Aboveground $24/month,TRUE,No,On Isabel St at Ross Ave (northbound & southbound) routes 17 & 38,,,,Included In Rent,,470 Pacific Ave,,Winnipeg,MB,R3A 1R6,Canada,Senior Housing
