name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood
Edgewood Estates,,,,edgewood@devonshire-inc.com,,,,,,,,,,,,,,204 339-9286,,,,,,,,,,,,,,,,,Senior Housing,,,,60 Whellams Lane,,,Winnipeg,,,MB,,R2G 2G7,Canada,49.9484475,-97.09502189999999,Kildonan Drive
East Concordia Manor,,,,eastconcordia@broadstreet.ca,,,,,,,,,,,,,,204 415-3600,,,,,,,,,,,,,,,,,Senior Housing,,,,1350 Concordia Ave,,,Winnipeg,,,MB,,R3W 0C8,Canada,49.9128176,-97.0493568,Grassie
East Concordia Landing,,,,,,,,,,,,,,,,,,204 415-3600,,,,,,,,,,,,,,,,,Senior Housing,,,,"525, 535 545 Peguis Street",,,Winnipeg,,,MB,,R2W 0G9,Canada,49.91352179999999,-97.0466836,Grassie
Donwood South,,,,donwoodsouth@donwoodmanor.org,,,,,,,,,,,,,,204 668-4410,,,,,,,,,,,,,,,,,Senior Housing,,,,1245 Henderson Hwy,,,Winnipeg,,,MB,,R2G 1M1,Canada,49.9408707,-97.0897552,Rossmere - A
Donwood Manor (Assisted living),,,,,,,,,,,,,,,,,,204 668-4410,,,,,,,,,,,,,,,,,Senior Housing,,,,165 Donwood Dr,,,Winnipeg,,,MB,,R2G 2H9,Canada,49.945918,-97.078477,Rossmere - A
Crescent Ridge Towers,,,,,,,,,,,,,,,,,,204 663-3530,,,http://www.homebase.ca,,,,,,,,,,,,,,Senior Housing,,,,15,,,Winnipeg,,,MB,,R2K 3X7,Canada,49.88615,-96.95913019999999,
Cosmopolitan Club Homes,,,,,,,,,,,,,,,,,,204 989-4210,,,,,,,,,,,,,,,,,Senior Housing,,,,"561A,B,C Cosmo Ave",,,Winnipeg,,,MB,,R2L 1J2,Canada,49.9040396,-97.10053459999999,Talbot - Grey
Concordia Village I & II (Assisted Living),,,,ecunningham@concordiavillage.ca,,,,,,,,,,,,,,204 667-6479,,,http://www.concordiahospital.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,1115 & 1125 Molson St,,,Winnipeg,,,MB,,R2K 0A7,Canada,49.9133583,-97.0590958,Eaglemere
Concordia Village  III (Assisted Living),,,,ecunningham@concordiavillage.ca,,,,,,,,,,,,,,204 667-6479,,,,,,,,,,,,,,,,,Senior Housing,,,,1105 Molson Street,,,Winnipeg,,,MB,,R2K 4G4,Canada,49.9147152,-97.0607117,
Columbus Centennial Seniors Co,,,,,,,,,,,,,,,,,,204 982-2000,,,http://www.lifelease.ca,,,,,,,,,,,,,,Senior Housing,,,,op Housing 404 Desalaberry Ave,,,Winnipeg,,,MB,,R2L 2G3,Canada,49.904415,-97.10735059999999,Chalmers
Canadian Legion Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,675 Talbot Ave,,,Winnipeg,,,MB,,R2L 0R9,Canada,49.90517999999999,-97.09309999999999,Talbot - Grey
"BethaniaHaus, Inc.",,,,kweihs@bethania.ca,,,,,,,,,,,,,,204 654-5041,,,,,,,,,,,,,,,,,Senior Housing,,,,1060 Kimberly Ave,,,Winnipeg,,,MB,,R2K 4J7,Canada,49.91436299999999,-97.0654239,Valley Gardens
53 Stadacona St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,53 Stadacona St,,,Winnipeg,,,MB,,R2L 1P8,Canada,49.9074495,-97.1113432,Chalmers
St Josaphat Selo,,,,,,,,,,,,,,,,,,204 586-4346,,,,,,,,,,,,,,,,,Senior Housing,,,,Villa 114 McGregor St,,,Winnipeg,,,MB,,R2W 5J7,Canada,49.91584160000001,-97.1501402,Dufferin
Point Douglas Manor,,,,,,,,,,,,,,,,,,204 945-3431,,,,,,,,,,,,,,,,,Senior Housing,,,,817 Main St,,,Winnipeg,,,MB,,R2W 5J2,Canada,49.907426,-97.133207,North Point Douglas
Lord Selkirk Towers,,,,,,,,,,,,,,,,,,204  943-3615,,,,,,,,,,,,,,,,,Senior Housing,,,,269 Dufferin Ave,,,Winnipeg,,,MB,,R2W 2X8,Canada,49.9097528,-97.13704500000001,Lord Selkirk Park
KeKiNan Centre Inc.,,,,,,,,,,,,,,,,,,204-949-2880,,,http://www.whrc.ca,,,,,,,,,,,,,,Senior Housing,,,,100 Robinson St,,,Winnipeg,,,MB,,R2W 5M8,Canada,49.91145849999999,-97.1394926,Lord Selkirk Park
Fred Douglas Apts,,,,ajanuska@shaw.ca,,,,,,,,,,,,,,204 654-1919,,,http://www.freddouglassociety.com,,,,,,,,,,,,,,Senior Housing,,,,"1280, 1290 1300 Aberdeen Ave",,,Winnipeg,,,MB,,R2X 0X3,Canada,49.93036350000001,-97.17595449999999,Shaughnessy Park
Flora Place,,,,,,,,,,,,,,,,,,204 949-2880,,,,,,,,,,,,,,,,,Senior Housing,,,,1 Flora Place,,,Winnipeg,,,MB,,R2X 0A9,Canada,49.9193682,-97.15999079999999,Dufferin
CGS Manor Inc.,,,,info@whrc.ca,,,,,,,,,,,,,,204 949-2880,,,http://www.whrc.ca,,,,,,,,,,,,,,Senior Housing,,,,595 Mountain Ave,,,Winnipeg,,,MB,,R2W 5L7,Canada,49.9245311,-97.1440792,Inkster - Faraday
Canadian Polish Manor,,,,,,,,,,,,,,,,,,204 949-2880,,,http://www.whrc.ca,,,,,,,,,,,,,,Senior Housing,,,,300 Selkirk Ave,,,Winnipeg,,,MB,,R2W 5H7,Canada,49.91276519999999,-97.13727929999999,Lord Selkirk Park
Ivan Franko Manor,,,,,,,,,,,,,,,,,,204  589-4949,,,,,,,,,,,,,,,,,Senior Housing,,,,200 McGregor St,,,Winnipeg,,,MB,,R2W 5L6,Canada,49.9182923,-97.1484481,William Whyte
KeKiNan Centre (Assisted Living),,,,,,,,,,,,,,,,,,204 949-2880,,,http://www.whrc.ca,,,,,,,,,,,,,,Senior Housing,,,,102 Robinson St,,,Winnipeg,,,MB,,R2W 0T5,Canada,49.90882420000001,-97.14114119999999,Lord Selkirk Park
Fred Douglas Courts,,,,ajanuska@shaw.ca,,,,,,,,,,,,,,204  654-1919,,,http://www.freddouglassociety.com,,,,,,,,,,,,,,Senior Housing,,,,1286,,,Winnipeg,,,MB,,R2X 0X3,Canada,49.92745360000001,-97.1767677,Shaughnessy Park
Prairie Landing Apts,,,,,,,,,,,,,,,,,,204-663-6983,,,,,,,,,,,,,,,,,Senior Housing,,,,20 Cal Gardner Dr,,,Winnipeg,,,MB,,R3W 1P7,Canada,49.89977930000001,-97.05054799999999,Peguis
Kildonan Green Apartments,,,,,,,,,,,,,,,,,,204  228-9076,,,http://www.kildonangreenapartments.ca,,,,,,,,,,,,,,Senior Housing,,,,45 Kildonan Green Drive,,,Winnipeg,,,MB,,R3W 0E6,Canada,49.9113328,-97.0276145,Meadows
Edgewood Place,,,,,,,,,,,,,,,,,,204 777-5182,,,,,,,,,,,,,,,,,Senior Housing,,,,30 Guy Savoie Drive,,,Winnipeg,,,MB,,R2J 3R7,Canada,49.8852468,-97.03580579999999,Transcona South
East Park Lodge,,,,,,,,,,,,,,,,,,204  222-3251,,,,,,,,,,,,,,,,,Senior Housing,,,,720 Kildare Ave,,,Winnipeg,,,MB,,R2C 4P2,Canada,49.90018999999999,-96.981635,Kildare - Redonda
Devonshire House II (Assisted Living),,,,,,,,,,,,,,,,,,204  222-8962,,,,,,,,,,,,,,,,,Senior Housing,,,,65 Kildonan Green Drive,,,Winnipeg,,,MB,,R3W 0E1,Canada,49.9113953,-97.0273359,Meadows
145 Powers St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,145 Powers St,,,Winnipeg,,,MB,,R2W 5J4,Canada,49.91542489999999,-97.1434091,William Whyte
Devonshire House I (Assisted Living),,,,devshire@mts.net,,,,,,,,,,,,,,204  667-2412,,,,,,,,,,,,,,,,,Senior Housing,,,,75 Kildonan Green Dr,,,Winnipeg,,,MB,,R2C 4M2,Canada,49.91175320000001,-97.0259313,Meadows
Columbus Villa,,,,,,,,,,,,,,,,,,204  222-8292,,,,,,,,,,,,,,,,,Senior Housing,,,,680 Kildare Ave,,,Winnipeg,,,MB,,R2C 3M8,Canada,49.9003282,-96.9848665,Kildare - Redonda
Southgate Plaza,,,,,,,,,,,,,,,,,,204 257-8228,,,http://www.sussexrealty.ca,,,,,,,,,,,,,,Senior Housing,,,,50 Alpine Ave,,,Winnipeg,,,MB,,R2M 0Y6,Canada,49.85666200000001,-97.098579,Alpine Place
Seine River Retirement Residence (Assisted Living),,,,hmutcheson@allseniorscare.com,,,,,,,,,,,,,,204 256-8877,,,http://www.allseniorscare.ca,,,,,,,,,,,,,,Senior Housing,,,,1095 St Anne's Rd,,,Winnipeg,,,MB,,R2N 4G5,Canada,49.815897,-97.0772485,Dakota Crossing
Seine River Haven,,,,,,,,,,,,,,,,,,204 942-0991,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,571 St Anne's Rd,,,Winnipeg,,,MB,,R2M 1T3,Canada,49.8355474,-97.08963,Meadowood
Seine River Gardens,,,,41clayton@edisonproperties.ca,,,,,,,,,,,,,,204 940-3477,,,http://www.EdisonProperties.ca,,,,,,,,,,,,,,Senior Housing,,,,41 Clayton Dr,,,Winnipeg,,,MB,,R2M 1G3,Canada,49.85074599999999,-97.0978669,Alpine Place
Rotunda Towers,,,,,,,,,,,,,,,,,,204 255-2838,,,http://www.sussexrealty.ca,,,,,,,,,,,,,,Senior Housing,,,,22 Beliveau Rd,,,Winnipeg,,,MB,,R2M 1S5,Canada,49.8344858,-97.1119721,Worthington
Riverside Lions Seniors Residences (Assisted Living),,,,admin@riversidelions.mb.ca,,,,,,,,,,,,,,204 255-8940,,,http://www.riversidelions.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,180 Worthington Ave,,,Winnipeg,,,MB,,R2M 5K1,Canada,49.8423388,-97.0971867,Worthington
Riverside Lions Estates,,,,admin@riversidelions.mb.ca,,,,,,,,,,,,,,204 255-8940,,,http://www.riversidelions.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,188 Worthington Ave,,,Winnipeg,,,MB,,R2M 5K1,Canada,49.84239679999999,-97.0964012,Worthington
River Meadow Estates,,,,,,,,,,,,,,,,,,204 256-5666,,,http://www.broadstreet.ca,,,,,,,,,,,,,,Senior Housing,,,,1153 1177 Rd,,,Winnipeg,,,MB,,R2N 0C2,Canada,49.8890389,-97.1369435,Downtown
River Gardens,,,,21clayton@edisonproperties.ca,,,,,,,,,,,,,,204 940-3476,,,http://www.EdisonProperties.ca,,,,,,,,,,,,,,Senior Housing,,,,21 Clayton Dr,,,Winnipeg,,,MB,,R2M 1G2,Canada,49.850068,-97.0986392,Alpine Place
River Clayton,,,,,,,,,,,,,,,,,,204 254-1731,,,http://www.globegeneral.ca,,,,,,,,,,,,,,Senior Housing,,,,61 Clayton Dr,,,Winnipeg,,,MB,,R2M 1G8,Canada,49.84998,-97.09634799999999,Alpine Place
Niakwa Tower,,,,niawka@ranchowinnipeg.com,,,,,,,,,,,,,,204 254-4176,,,http://www.ranchowinnipeg.com,,,,,,,,,,,,,,Senior Housing,,,,115 Niakwa Rd,,,Winnipeg,,,MB,,R2M 5A8,Canada,49.8555265,-97.0998565,Alpine Place
Mike Sunka Place,,,,,,,,,,,,,,,,,,204 942-0991,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,275 St Anne's Rd,,,Winnipeg,,,MB,,R2M 4V1,Canada,49.8533632,-97.1014423,Alpine Place
Meadowood Manor Towers,,,,info@meadowood.ca,,,,,,,,,,,,,,204 257-2394,,,http://www.meadowood.ca,,,,,,,,,,,,,,Senior Housing,,,,575 St Anne's Rd,,,Winnipeg,,,MB,,R2M 5B2,Canada,49.83470730000001,-97.0902912,Meadowood
Meadowood Gardens,,,,,,,,,,,,,,,,,,204 255-8346,,,http://www.crystalproperties.ca,,,,,,,,,,,,,,Senior Housing,,,,566 576 Rd,,,Winnipeg,,,MB,,R2M 5S8,Canada,49.8890389,-97.1369435,Downtown
Markie Plaza,,,,,,,,,,,,,,,,,,204 253-5129,,,http://www.globegeneral.ca,,,,,,,,,,,,,,Senior Housing,,,,410 St Anne's Rd,,,Winnipeg,,,MB,,R2M 3C2,Canada,49.84695199999999,-97.0983959,St. George
Kenbur Gardens,,,,329stannes@edisonproperties.ca,,,,,,,,,,,,,,204 940-3486,,,http://www.EdisonProperties.ca,,,,,,,,,,,,,,Senior Housing,,,,329 St Anne's Rd,,,Winnipeg,,,MB,,R2M 3B2,Canada,49.85091,-97.099327,Alpine Place
Golden Arms,,,,,,,,,,,,,,,,,,204 255-8600,,,http://www.globegeneral.ca,,,,,,,,,,,,,,Senior Housing,,,,11 St Michael Rd,,,Winnipeg,,,MB,,R2M 2K5,Canada,49.83347,-97.115234,Pulberry
Dakota Towers,,,,,,,,,,,,,,,,,,204 255-1294,,,,,,,,,,,,,,,,,Senior Housing,,,,1106 St Mary's Rd,,,Winnipeg,,,MB,,R2M 3T5,Canada,49.8344083,-97.1142945,Pulberry
Dakota House (Assisted Living),,,,dakotaactivities@mymts.net,,,,,,,,,,,,,,204 663-4983,,,http://www.homesteadmanitoba.ca,,,,,,,,,,,,,,Senior Housing,,,,1145 Dakota St,,,Winnipeg,,,MB,,R2N 0A4,Canada,49.820684,-97.097695,Dakota Crossing
Creekside Terrace,,,,,,,,,,,,,,,,,,204 415-3913,,,,,,,,,,,,,,,,,Senior Housing,,,,200 Burning Glass Road,,,Winnipeg,,,MB,,R2X 0H3,Canada,49.836916,-97.0479026,Sage Creek
Chesterfield Housing Dev Inc.,,,,chesterfieldhousing@shaw.ca,,,,,,,,,,,,,,204 504-6096,,,,,,,,,,,,,,,,,Senior Housing,,,,30 Chesterfield Ave,,,Winnipeg,,,MB,,R2M 1T6,Canada,49.83395609999999,-97.111694,Worthington
86 Niawka Road,,,,,,,,,,,,,,,,,,204 257-1887,,,,,,,,,,,,,,,,,Senior Housing,,,,86 Niawka Road,,,Winnipeg,,,MB,,R2M 3A5,Canada,49.854249,-97.10086199999999,Alpine Place
Anavet Lodge,,,,,,,,,,,,,,,,,,204 942-0991,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,166 Beliveau Rd,,,Winnipeg,,,MB,,R2M 1S9,Canada,49.8367188,-97.1056241,Worthington
60 Chesterfield Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,60 Chesterfield Ave,,,Winnipeg,,,MB,,R2M 5A3,Canada,49.83424609999999,-97.11072539999999,Worthington
