row_id,Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Canada-QC-18-AssistedLiving(Assoc)-output-847,Résidence au Clair de Lune (4902),"444, rue St-Laurent, C. P. 2",Saint-Siméon,G0T 1X0,418-638-1049,QC,Canada,Martine Tremblay,9,9,Résidence à but lucratif,2006,7/1/2006,4/11/2017,Aucune,9/14/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4902,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-848,Résidence Famille Boyer (4903),818 boul Forest,Val-d'Or,J9P 2L6,819-824-1166,QC,Canada,"Boyer, David",9,9,Résidence à but lucratif,1989,1/1/1990,3/2/2017,Aucune,11/18/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4903,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-849,Villa Goyette 9158-0860 Québec Inc. (4909),"863, rue Bagot",Saguenay,G7B 2N6,418-544-1626,QC,Canada,9158-0860 Québec inc.,30,30,Résidence à but lucratif,2005,8/1/2005,3/14/2017,Aucune,10/28/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4909,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-850,La Tourellière et Les Cotonniers (4913),"39-45, rue Buntin",Salaberry-de-Valleyfield,J6S 6V9,450-377-9200,QC,Canada,9129-0163 Québec Inc.,226,190,Résidence à but lucratif,2005,12/5/2005,7/24/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/25/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4913,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-851,Résidence Souvenirs du Coeur (4918),"141, rue de la Plage",Lavaltrie,J5T 1E8,450-586-0056,QC,Canada,9118-0463 Québec INC.,52,52,Résidence à but lucratif,1995,6/1/2014,9/1/2017,Aucune,1/19/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4918,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-852,Résidence Chez Maman (4919),"1780, 6e Rang",Saint-Gabriel-de-Brandon,J0K 2N0,450-835-5123,QC,Canada,9182-0159 Québec inc.,19,19,Résidence à but lucratif,1976,1/8/2007,7/18/2016,Aucune,4/7/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4919,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-853,Résidence St-Cuthbert (4922),"1960, rue Principale",Saint-Cuthbert,J0K 2C0,450-836-6712,QC,Canada,Résidence St-Cuthbert inc.,13,13,Résidence à but lucratif,1995,8/1/2015,2/17/2017,Aucune,9/12/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4922,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-854,Résidence Odette (4925),"205, rue De Salaberry",Joliette,J6E 4E9,450-759-6226,QC,Canada,9325-3300 Québec inc.,15,15,Résidence à but lucratif,1986,7/15/2015,5/12/2016,Aucune,2/18/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4925,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-855,Résidences St-Georges de St-Michel-des-Saints inc. (4931),"160, rue Guy-Gauthier",Saint-Michel-des-Saints,J0K 3B0,450-833-1111,QC,Canada,Résidences St-Georges de St-Michel-des-Saints inc.,58,48,Résidence à but lucratif,2007,6/16/2007,6/23/2016,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/21/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4931,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-856,Villa des Sables (4937),"2682, rue St-Dominique",Saguenay,G7X 0K5,418-547-3858,QC,Canada,9132-7460 Québec inc. Villa des Sables,214,209,Résidence à but lucratif,2006,1/4/2006,3/20/2017,Aucune,3/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4937,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-857,Manoir Gouin (4939),"12300, boulevard Laurentien",Montréal,H4K 2Z6,514-335-1881,QC,Canada,Les Jardins Chomedey inc.,109,109,Résidence à but lucratif,2005,7/1/2005,7/5/2016,RQRA- Regroupement québecois des résidences pour aînés,4/21/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4939,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-858,Manoir Cinq Saisons (4951),"243, 5e Avenue",Dolbeau-Mistassini,G8L 1W9,418-276-5537,QC,Canada,Manoir Cinq Saisons (organisation),177,177,Résidence à but lucratif,2005,1/7/2005,3/14/2017,RQRA- Regroupement québecois des résidences pour aînés,2/27/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4951,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-859,S.E.C Ambiance IDS (4953),"50, Place du Commerce",Montréal,H3E 2C3,514-768-2888,QC,Canada,Société en commandite Ambiance IDS,252,252,Résidence à but lucratif,2005,7/1/2005,7/11/2017,RQRA- Regroupement québecois des résidences pour aînés; AQESS,9/24/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4953,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-860,Chartwell Ste-Marthe résidence pour retraités (4954),"675, rue St-Pierre Ouest",Saint-Hyacinthe,J2T 1N7,450-773-1279,QC,Canada,CSH Ste-Marthe Inc.,190,190,Résidence à but lucratif,2005,1/1/2005,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés,6/7/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4954,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-861,Résidence Mieux-Être (4957),"16010, avenue Demers",Saint-Hyacinthe,J2T 3V3,450-773-3087,QC,Canada,Lucie Doucet,7,7,Résidence à but lucratif,2004,5/5/2008,7/25/2017,Aucune,10/26/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4957,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-862,Les Résidences Pignons Verts inc. (4961),"127, rue Hémond",Longueuil,J4G 1K2,450-442-1629,QC,Canada,Les Résidences Pignons Verts inc.,9,9,Résidence à but lucratif,2004,6/8/2017,7/17/2017,Aucune,7/7/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4961,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-863,Résidence St-Constant (4962),"38, rue Locas",Saint-Constant,J5A 1E8,450-632-6016,QC,Canada,Céline Bélanger,6,6,Résidence à but lucratif,2005,1/10/2005,7/31/2017,RQRA- Regroupement québecois des résidences pour aînés,2/20/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4962,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-864,Résidence Cavalier de Lasalle (4963),"800, rue Gagné",Montréal,H8P 3W3,514-364-0004,QC,Canada,Société en commandite Cavalier de Lasalle,269,269,Résidence à but lucratif,2004,5/1/2004,5/23/2017,RQRA- Regroupement québecois des résidences pour aînés; AQESS,6/30/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4963,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-865,Résidence Saint-Marc Mo-Ly (4964),"1121, avenue Principale",Saint-Marc-des-Carrières,G0A 4B0,418-268-3666,QC,Canada,Alexandre Yolette,9,9,Résidence à but lucratif,2005,4/7/2017,5/24/2017,Aucune,7/3/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4964,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-866,Résidence au Papillon bleu (4965),"41, rue des Citadins Nord",Farnham,J2N 3B6,450-293-2184,QC,Canada,Nicole Tarte,5,5,Résidence à but lucratif,2005,7/23/2005,7/6/2016,Aucune,6/18/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4965,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-867,Manoir Sutton Inc. (4966),"54, rue Principale Sud",Sutton,J0E 2K0,450-538-0820,QC,Canada,Manoir Sutton Inc.,9,5,Résidence à but lucratif,2005,1/2/2005,6/14/2017,Aucune,12/9/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4966,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-868,Les Villas des Rivières (4967),"32, rue Saint-Joseph",Bedford,J0J 1A0,450-248-9018,QC,Canada,Office municipal d'habitation de Bedford,30,30,Organisme à but non lucratif (OBNL ou OSBL),2005,2/1/2005,3/10/2017,RQOH-Réseau québécois des osbl díhabitation,7/2/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4967,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-869,Résidence Alexis-Nihon (4974),"1200, boulevard Alexis-Nihon",Montréal,H4R 3C9,514-337-2005,QC,Canada,Résidence Alexis-Nihon,139,139,Organisme à but non lucratif (OBNL ou OSBL),2005,7/1/2005,4/26/2017,RQRA- Regroupement québecois des résidences pour aînés; FOHM - Fédération des organismes d'habitation de Montréal,9/25/2013,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4974,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-870,Résidence du Haut-Richelieu Inc. (4985),"160, rue Jacques-Cartier Sud",Saint-Jean-sur-Richelieu,J3B 4H9,450-357-9141,QC,Canada,Résidence du Haut-Richelieu Inc.,56,26,Résidence à but lucratif,2005,10/1/2013,7/19/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/21/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4985,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-871,Résidence Neuve-France (4987),"552, rue de la Neuve-France",Saint-Jean-sur-Richelieu,J3B 1A9,450-348-9254,QC,Canada,Résidence Neuve-France,9,9,Résidence à but lucratif,2006,1/7/2006,8/14/2017,Aucune,1/28/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4987,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-872,Résidence Les Promenades du Parc (4994),"1910, rue Adoncour, bureau 500",Longueuil,J4N 1T3,450-448-3448,QC,Canada,S.E.C. Les Promenades du Parc,301,301,Résidence à but lucratif,2006,7/1/2006,8/4/2017,RQRA- Regroupement québecois des résidences pour aînés,11/3/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=4994,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-873,Marival Sur Le Fleuve (5011),"1293, boulevard Marie-Victorin",La Prairie,J5R 1C8,450-724-1262,QC,Canada,France Mercure,9,9,Résidence à but lucratif,2005,9/23/2007,7/21/2017,Aucune,10/12/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5011,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-874,La Maison de la Renaissance (5016),"19, rue François-Cleyn",Huntingdon,J0S 1H0,450-264-2779,QC,Canada,La Maison de la Renaissance,15,15,Résidence à but lucratif,2006,5/1/2006,7/27/2017,Aucune,1/15/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5016,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-875,"Chartwell, Belvédères de Lachine, résidence pour retraités (5023)","3000, rue Notre-Dame",Montréal,H8S 2H1,514-639-7776,QC,Canada,CSH-HCN Lessee (Lachine) LP,266,266,Résidence à but lucratif,2006,7/1/2006,8/21/2017,RQRA- Regroupement québecois des résidences pour aînés,3/31/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5023,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-876,Résidence Paquin (5024),"631, rue Allard",Saint-Donat,J0T 2C0,819-424-3064,QC,Canada,Paquin Bruno,7,7,Résidence à but lucratif,2006,7/15/2006,6/23/2016,Aucune,6/23/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5024,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-877,Résidence Le Bourg-Joie (5029),"559, boulevard Lacombe",Repentigny,J5Z 5G1,450-582-9418,QC,Canada,Société de gestion CBJ inc.,104,102,Résidence à but lucratif,2005,1/7/2005,5/29/2017,RQRA- Regroupement québecois des résidences pour aînés,8/25/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5029,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-878,Résidence Diane Denault (5032),"29, rue Proudfoot",Fort-Coulonge,J0X 1V0,819-683-1069,QC,Canada,Diane Denault,7,7,Résidence à but lucratif,2006,1/1/2006,7/24/2017,Aucune,10/17/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5032,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-879,Résidence Marie-Rose (5038),"8227, avenue Souligny",Montréal,H1L 6L2,514-353-2530,QC,Canada,LEB Immobilier inc.,26,26,Résidence à but lucratif,2005,5/26/2005,7/24/2017,Aucune,12/23/2014,Repas; Assistance personnelle; Aide domestique,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5038,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-880,Westmount One (5041),"4800, chemin de la Côte St-Luc",Montréal,H3W 2H9,514-487-8282,QC,Canada,116862 Canada inc.,128,128,Résidence à but lucratif,2005,12/1/2005,8/15/2014,Aucune,8/19/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5041,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-881,Les Jardins de Renoir/Le Renoir (5042),"1400, boulevard Chomedey",Laval,H7V 5C5,450-687-4994,QC,Canada,"Le Renoir, société en commandite",587,587,Résidence à but lucratif,2006,1/5/2006,6/10/2016,RQRA- Regroupement québecois des résidences pour aînés; RQRA : paie 2 cotisations parce que RPA constituée de 2 immeubles distincts,4/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5042,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-882,Résidence Des Ormes (5043),"348, rue des Ormes",Saint-Eustache,J7P 3V7,450-491-2706,QC,Canada,Résidence des Ormes,9,9,Résidence à but lucratif,1988,1/1/2005,6/6/2016,Aucune,6/29/2011,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5043,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-883,Le Cherbourg (Les Placements Cherbourg inc.) (5044),"8160, boulevard du Saint-Laurent, suite 100",Brossard,J4X 3A9,450-672-6972,QC,Canada,Les Placements Cherbourg inc.,271,271,Résidence à but lucratif,2006,7/1/2006,7/19/2017,RQRA- Regroupement québecois des résidences pour aînés,3/7/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5044,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-884,Résidence Réjeanne Proulx (5058),"340, rue De Ramesay",Sorel-Tracy,J3P 7P2,450-743-2934,QC,Canada,Réjeanne Proulx,3,3,Résidence à but lucratif,1996,1/1/1996,8/2/2017,Aucune,3/25/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5058,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-885,Résidence La Joie de Vivre (5059),"7, rue des Verdiers",Blainville,J7C 5V5,450-419-4686,QC,Canada,9357-1644 Québec inc,8,8,Résidence à but lucratif,2002,6/9/2017,6/28/2017,Aucune,1/7/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5059,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-886,Résidence Les Deux Aires (506),"505, boulevard Gouin Ouest",Montréal,H3L 3T2,514-333-1515,QC,Canada,Société en commandite Résidence Les Deux Aires,260,260,Résidence à but lucratif,1988,5/20/1988,3/2/2017,Aucune,4/28/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=506,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-887,Résidences B'nai Brith House (5076),"8000, chemin Côte-Saint-Luc",Côte-Saint-Luc,H4W 1R6,514-223-2023,QC,Canada,Résidences B'nai Brith House,95,95,Organisme à but non lucratif (OBNL ou OSBL),2006,7/1/2006,8/21/2017,FOHM - Fédération des organismes d'habitation de Montréal,4/30/2015,Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5076,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-888,Résidence La clé d'or (5077),"926, rue de l'Ontario",Sherbrooke,J1J 3S3,819-563-2086,QC,Canada,Résidence La clé d'or,12,12,Résidence à but lucratif,2007,1/1/2007,4/18/2016,RQRA- Regroupement québecois des résidences pour aînés,6/6/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5077,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-889,Château Vincent d'Indy (507),"60, avenue Willowdale",Montréal,H3T 2A3,514-739-1707,QC,Canada,CSH Vincent d'Indy inc.,96,96,Résidence à but lucratif,1986,10/1/1986,8/28/2017,RQRA- Regroupement québecois des résidences pour aînés,10/25/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=507,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-890,Manoir Cousineau (5080),"7000, boulevard Cousineau",Longueuil,J3Y 9K7,450-445-9229,QC,Canada,9123-7578 Québec Inc.,203,203,Résidence à but lucratif,2002,11/3/2002,8/15/2017,RQRA- Regroupement québecois des résidences pour aînés,7/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5080,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-891,Domaine des générations S.E.N.C (5081),"359, rue Manville Ouest",Asbestos,J1T 1H3,819-879-0909,QC,Canada,Domaine des générations S.E.N.C,6,6,Résidence à but lucratif,2006,5/13/2016,1/17/2017,Aucune,4/3/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5081,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-892,Résidence Plein d'Amour (5083),"158, rue Merry Nord",Magog,J1X 2E8,819-868-2074,QC,Canada,RÉSIDENCE PLEIN D'AMOUR,9,7,Résidence à but lucratif,2006,1/7/2006,3/8/2017,RESSAQ,3/10/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5083,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-893,Résidence du Moulin (5119),"165, rue de l'École",Saguenay,G7H 3X8,418-549-1468,QC,Canada,Résidence du Moulin (organisation),19,19,Organisme à but non lucratif (OBNL ou OSBL),2007,12/15/2007,3/17/2017,FROH,1/15/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5119,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-894,Manoir Louisiane (511),"3600, rue Sherbrooke Est",Montréal,H1W 3Z1,514-529-7897,QC,Canada,9121-1490 Québec Inc.,122,122,Résidence à but lucratif,1991,10/15/2002,8/28/2017,RQRA- Regroupement québecois des résidences pour aînés,9/3/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=511,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-895,Résidence Sainte-Catherine (5121),"2380, Ste-Catherine Est",Montréal,H2K 2J4,514-529-3439,QC,Canada,9157-5902 Québec inc.,99,99,Résidence à but lucratif,2007,1/1/2007,3/2/2017,Aucune,8/6/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5121,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-896,Résidence Le Boisé du Lac inc. (5136),"168, rue Albert-Dion",Sherbrooke,J1N 3H2,819-864-6631,QC,Canada,RÉSIDENCE LE BOISÉ DU LAC INC.,35,35,Résidence à but lucratif,1976,1/26/2007,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,12/8/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5136,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-897,Les Jardins de Jouvence (513),"2552, avenue Lebrun",Montréal,H1L 6P1,514-353-9533,QC,Canada,SEC 2552 Lebrun,61,61,Résidence à but lucratif,1993,1/1/1993,3/2/2017,RQRA- Regroupement québecois des résidences pour aînés,2/19/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=513,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-898,Résidence du Belvédère (5140),"10 332, rue du Belvédère",Montréal,H8Y 2J3,514-752-0728,QC,Canada,Christiane Lapointe,7,7,Résidence à but lucratif,2007,4/30/2007,8/22/2017,ARFAQ - Association des résidences familiales pour aînés du Québec; RQRA- Regroupement québecois des résidences pour aînés; Programme Qualité Logi-être; Societé d'Alzheimer,1/17/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5140,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-899,Les Habitations Bordeleau (Phase IV) (5143),"100, rue Roméo-Gaudreault",Saint-Charles-Borromée,J6E 0A1,450-752-2552,QC,Canada,Construction Bernard Bordeleau inc.,145,145,Résidence à but lucratif,2006,1/5/2006,6/16/2017,Aucune,6/1/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5143,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-900,Résidences Lachance (Division 40) inc. (5144),"40, rue Wildrid-Ranger",Saint-Charles-Borromée,J6E 8M7,450-756-8119,QC,Canada,Résidences Lachance (Division 40) inc.,80,80,Résidence à but lucratif,2004,8/9/2016,7/28/2017,RQRA- Regroupement québecois des résidences pour aînés,6/1/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5144,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-901,Résidence Au coeur de l'amitié (5145),"130, rue Bernard",Saint-Charles-Borromée,J6E 2C5,450-753-4133,QC,Canada,9217-2451 Québec inc.,22,10,Résidence à but lucratif,2007,1/10/2007,4/29/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,6/9/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5145,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-902,Les Seigneuries du Carrefour (5147),"445, rue des Érables",Sherbrooke,J1L 0C2,819-566-0808,QC,Canada,Chartwell Master Care LP,264,264,Résidence à but lucratif,2007,6/25/2007,10/27/2015,RQRA- Regroupement québecois des résidences pour aînés,2/26/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=5147,Assisted Living
