row_id,Facility Name,License Number,License Exp.,Facility Type,Type,Address,County,City,Zip,State,Contact Phone,Mailing Address,Administrator,Admin Phone,Mailing City,Mailing Zip,Mailing State,Facility Email,Licensee,Fac. Contact Email,Country
USA-SC-56-SC-HealthCareFacilities-output-333,OAKRIDGE COMMUNITY CARE HOME #2,CRC-0429,4/30/2018,Residential Care,Corporation,35 S HOWARD ST,Spartanburg,INMAN,29349-1339,SC,864-472-6979,35 S HOWARD ST,COKER ROBIN S,864-708-3299,INMAN,29349-1339,SC,OAKRIDGEONE@GMAIL.COM,OAKRIDGE COMMUNITY CARE HOME INC,OAKRIDGECOMMCARE@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-334,OAKVIEW BOARDING HOME,CRC-1153,4/30/2018,Residential Care,Corporation,1818 S LIVE OAK DR,Berkeley,MONCKS CORNER,29461-7216,SC,843-761-3273,1818 S LIVE OAK DR,BIASCAN ERLINDA M,843-761-3273,MONCKS CORNER,29461-7216,SC,BIASCANA@YAHOO.COM,OAKVIEW BOARDING HOME INC,BIASCANA@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-335,OAKVIEW PARK,CRC-1566,10/31/2017,Residential Care,,110 HOOD RD,Anderson,GREENVILLE,29611,SC,864-412-8990,PO BOX 6384,LITTLE DAVID D,864-579-0086,SPARTANBURG,29304-6384,SC,DLITTLE3@MINDSPRING.COM,OAKVIEW PARK ALF,DLITTLE3@MINDSPRING.COM,US
USA-SC-56-SC-HealthCareFacilities-output-336,OASIS RESIDENTIAL HOME,CRC-1219,8/31/2018,Residential Care,Corporation,2317 PRINCE ST,Georgetown,GEORGETOWN,29440-2925,SC,843-527-4848,2317 PRINCE ST,GRAHAM MAZIE E,843-527-4848,GEORGETOWN,29440-2925,SC,OASISINC2001@YAHOO.COM,OASIS RESIDENTIAL HOME INC,OASISINC2001@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-337,OLIVER'S CARE HOME,CRC-1480,8/31/2018,Residential Care,Limited Liability,1200 LAWHORN RD,Richland,BLYTHEWOOD,29016-8975,SC,803-754-3585,1200 LAWHORN RD,ANDERSON VALENCIA W,803-754-3585,BLYTHEWOOD,29016-8975,SC,CLINZY.OLIVER@YAHOO.COM,OLIVER CARE HOME LLC,CLINZY.OLIVER@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-338,PACIFICA SENIOR LIVING SKYLYN,CRC-1950,12/31/2017,Residential Care,Limited Liability,1705 SKYLN DR,Spartanburg,SPARTANBURG,29307,SC,864-582-6838,1775 HANCOCK ST STE 200,DAVIDSON MICHAEL S,864-582-6838,SAN DIEGO,92110,CA,No Facility Email on Record,PACIFICA SKYLYN LLC,ED.SKYLYN@PACIFICASENIORLIVING.COM,US
USA-SC-56-SC-HealthCareFacilities-output-339,PADD-WREN HOME,CRC-1451,7/31/2018,Residential Care,Non-Profit Corporation,2350 REGIONAL RD,Florence,FLORENCE,29501-7028,SC,843-673-1005,PO BOX 5534,TUMBLESON KIMBERLY,843-673-1005,FLORENCE,29502-5534,SC,KIMBERLYTUMBLESON2014@YAHOO.COM,PRESBYTERIAN AGENCY FOR THE DEVELOPMENTALLY DISABLED INC,KIMBERLYTUMBLESON2014@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-340,PAGELAND CARE FACILITY,CRC-0999,4/30/2018,Residential Care,Corporation,206 S GUM ST,Chesterfield,PAGELAND,29728-2304,SC,843-672-5930,PO BOX 697,FUNDERBURK DENNIS R,843-672-5930,LANCASTER,29721-0697,SC,PAGECARE@SHTC.NET,FUNDERBURK ASSOCIATES INC,PAGECARE@SHTC.NET,US
USA-SC-56-SC-HealthCareFacilities-output-341,PALMETTO GARDENS,CRC-1916,4/30/2018,Residential Care,Sole Proprietorship,425 S WHEELER AVE,Newberry,PROSPERITY,29127,SC,803-364-9113,425 S WHEELER AVE,PEOPLES TIFFANY,803-364-9113,PROSPERITY,29127,SC,PALMETTOGARDENSRESIDENTIAL@GMAIL.COM,YVONNE HARRISON,PALMETTOGARDENSRESIDENTIAL@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-342,PALMETTO RESIDENTIAL CARE OF NORTH CHARLESTON,CRC-1322,08/31/2017 (Renewal Pending),Residential Care,Corporation,2834 SPRUILL AVE,Charleston,NORTH CHARLESTON,29405-8051,SC,843-566-1509,PO BOX 31774,LESESNE CLARA P,843-566-1509,CHARLESTON,29417-1774,SC,PATCH29311@HOTMAIL.COM,EVERGREEN RESIDENTIAL CARE INC,PATCH29311@HOTMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-343,PALMETTO RIDGE ASSISTED LIVING & MEMORY CARE,CRC-1393,3/21/2018,Residential Care,Limited Liability,840 MANOR RD,Chesterfield,CHERAW,29520-4035,SC,843-537-4197,PO BOX 278,SMITH REGINA,843-537-4197,CHERAW,29520-0278,SC,CHERAWMANOEASSIS@BELLSOUTH.NET,PALMETTO RIDGE ASSISTED LIVING AND MEMORY CARE LLC,CHERAWMANOEASSIS@BELLSOUTH.NET,US
USA-SC-56-SC-HealthCareFacilities-output-344,PALMETTO VILLAGE OF CHESTER,CRC-1399,6/30/2018,Residential Care,Ltd. Liability,570 CENTER ST,Chester,CHESTER,29706-1342,SC,803-581-7319,PO BOX 1597,WATTS GLORIA (SUSIE) F,803-581-7319,KING,27021,NC,AUDREY@PVCHESTER.COM,BHM OF CHESTER LLC,AUDREY@PVCHESTER.COM,US
USA-SC-56-SC-HealthCareFacilities-output-345,PALMETTOS OF CHARLESTON,CRC-1263,7/31/2018,Residential Care,Limited Liability,1900 ASHLEY CROSSING DR,Charleston,CHARLESTON,29414-5751,SC,843-852-0505,1900 ASHLEY CROSSING DR,MARTIN MEGAN W,843-852-0505,CHARLESTON,29414-5751,SC,MMARTIN@PALMETTOSOFCHARLESTON.COM,NHC PLACE-CHARLESTON LLC,MMARTIN@PALMETTOSOFCHARLESTON.COM,US
USA-SC-56-SC-HealthCareFacilities-output-346,PALMETTOS OF GARDEN CITY,CRC-1649,6/30/2018,Residential Care,Limited Liability Company (multiple member),9415 HWY 17 BYPASS,Horry,MURRELLS INLET,29576,SC,843-668-2500,PO BOX 1398,CRONIN TONI,843-668-2500,MURFREESBORO,37133-1398,TN,TCRONIN@THEPALMETTOSGARDENCITY.COM,PALMETTOS OF GARDEN CITY LLC,TCRONIN@THEPALMETTOSGARDENCITY.COM,US
USA-SC-56-SC-HealthCareFacilities-output-347,PALMETTOS OF MAULDIN,CRC-1503,3/31/2018,Residential Care,Ltd. Liability,810 E BUTLER RD,Greenville,GREENVILLE,29607-5842,SC,864-627-0803,PO BOX 749,DAVIS KATHRYN H,864-627-0803,MAULDIN,29662-0749,SC,KDAVIS@THEPALMETTOSMAULDIN.COM,NHC HEALTHCARE/MAULDIN LLC,KDAVIS@THEPALMETTOSMAULDIN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-348,PALMETTOS OF PARKLANE,CRC-1513,4/30/2018,Residential Care,Limited Liability,7811 PARKLANE RD,Richland,COLUMBIA,29223-5620,SC,803-741-7233,7811 PARKLANE RD,DAVILA KIMBERLY P,803-741-7233,COLUMBIA,29223-5620,SC,KDAVILA@THEPALMETTOSPARKLANE.COM,PALMETTOS OF PARKLANE LLC,KDAVILA@THEPALMETTOSPARKLANE.COM,US
USA-SC-56-SC-HealthCareFacilities-output-349,PARKER'S RESIDENTIAL CARE HOME,CRC-0311,1/31/2018,Residential Care,Sole Proprietorship,935 PINEVIEW DR,Aiken,NEW ELLENTON,29809-3302,SC,803-652-7290,935 PINEVIEW DR,PARKER DRUCILLA O,803-652-7290,NEW ELLENTON,29809-3302,SC,PARKERSRCF@AOL.COM,DRUCILLA PARKER,PARKERSRCF@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-350,PASSIONATE CARE COMMUNITY CENTER,CRC-1500,12/31/2017,Residential Care,Sole Proprietorship,2206 HERTFORD DR,Richland,COLUMBIA,29210-6130,SC,803-834-4544,2206 HERTFORD DR,MARTIN DONALD E,803-834-4544,COLUMBIA,29210-6130,SC,MARTINDONALD49@YAHOO.COM,MARTIN DONALD E,MARTINDONALD49@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-351,PEACHTREE CENTRE COMMUNITY RESIDENTIAL CARE FACILITY,CRC-1904,12/31/2017,Residential Care,County,1434 N LIMESTONE ST,Cherokee,GAFFNEY,29340-4798,SC,864-487-2717,1434 N LIMESTONE ST,MATTHEWS CYNTHIA F,864-487-2717,GAFFNEY,29340-4798,SC,CINDY.M@PEACHTREECTR.COM,PEACHTREE OPERATING GROUP LLC,CINDY.M@PEACHTREECTR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-352,PEARL AT FIVE FORKS,CRC-1953,2/28/2018,Residential Care,Limited Liability,15 FIVE FORKS RD,Greenville,SIMPSONVILLE,29681,SC,864-568-3833,15 FIVE FORKS RD,WILLIAMS ELMO,864-568-3833,SIMPSONVILLE,29681,SC,WADE.WILLIAMS@PHOENIXSRLIVING.COM,THE PHOENIX AT FIVE FORKS LLC,WADE.WILLIAMS@PHOENIXSRLIVING.COM,US
USA-SC-56-SC-HealthCareFacilities-output-353,PEE DEE GARDENS,CRC-1391,5/31/2018,Residential Care,,3117 W PALMETTO ST,Florence,FLORENCE,29501,SC,843-667-6699,3117 W PALMETTO ST,FLICK JOANN EVANS,843-667-6699,FLORENCE,29501,SC,JFLICK@DEPAUL.ORG,DEPAUL ADULT CARE COMMUNITIES INC,JFLICK@DEPAUL.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-354,PENDLETON MANOR,CRC-1455,8/31/2018,Residential Care,Ltd. Liability,414 SUMMIT DR,Greenville,GREENVILLE,29609-4821,SC,864-271-7562,414 SUMMIT DR,BLAIR SUSAN S,864-271-7562,GREENVILLE,29609-4821,SC,SUSAN@PENDLETONMANOR.COM,GREENVILLE RETIREMENT PROPERTIES LLC,SUSAN@PENDLETONMANOR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-355,PERRY ELDERCARE,CRC-1183,1/31/2018,Residential Care,Corporation,182 ROBERTS ST E,Aiken,PERRY,29137-8943,SC,803-564-5092,182 ROBERTS ST E,BROWN MARY W,803-564-5092,PERRY,29137-8943,SC,THEELDERCARES@AOL.COM,TOMACO INC,THEELDERCARES@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-356,PETTIS ANGELS RESIDENTIAL CARE,CRC-0850,1/31/2018,Residential Care,Sole Proprietorship,2614 MADDEN DR,Charleston,NORTH CHARLESTON,29405-5529,SC,843-308-9413,3879 WALNUT ST,PETTIS ETHEL S,843-308-9413,CHARLESTON,29405-7050,SC,SPETTIS@KNOLOGY.NET,ETHEL S PETTIS,SPETTIS@KNOLOGY.NET,US
USA-SC-56-SC-HealthCareFacilities-output-357,PHAIRE'S CARE AT KATURA SPRINGS,CRC-1301,6/30/2018,Residential Care,Sole Proprietorship,12488 OLD NUMBER SIX HWY,Orangeburg,EUTAWVILLE,29048-9167,SC,803-492-7122,12488 OLD NUMBER SIX HWY,PHAIRE CARLTON,803-492-7122,EUTAWVILLE,29048,SC,PHAIREONE@AOL.COM,PHAIRE CARLTON,PHAIREONE@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-358,PIEDMONT PATHWAYS COMMUNITY RESIDENTIAL CARE FACILITY,CRC-1421,1/31/2018,Residential Care,State,5640 LOWER RICHLAND BLVD,Richland,HOPKINS,29061-9525,SC,803-783-2273,5640 LOWER RICHLAND BLVD,SCOTT GWENDOLYN,803-783-2273,HOPKINS,29061,SC,GWENDOLYN.SCOTT@SCDMH.ORG,PIEDMONT CENTER FOR MENTAL HEALTH SERVICES,GWENDOLYN.SCOTT@SCDMH.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-359,PINEDALE RESIDENTIAL CENTER,CRC-0460,2/28/2018,Residential Care,Corporation,798 HERMITAGE POND RD,Kershaw,CAMDEN,29020-9534,SC,803-432-9900,PO BOX 331,HUDSON PHILLIP E,803-432-9900,CAMDEN,29020-0331,SC,PHUDSON@PINDALERESIDENTIAL.COM,SHARECARE CORPORATION,NONE,US
USA-SC-56-SC-HealthCareFacilities-output-360,PINEWOOD PLACE,CRC-1406,11/30/2017,Residential Care,,101 CENTENNIAL BLVD,Berkeley,GOOSE CREEK,29445-7079,SC,843-569-2520,330 N WABASH AVE STE 3700,KILMER CATHERINE O,843-569-2520,CHICAGO,60611-7605,IL,ALCLICENSE@ENLIVANT.COM,PINEWOOD AID OPCO LLC,CKILMER@ENLIVANT.COM,US
USA-SC-56-SC-HealthCareFacilities-output-361,PONDVIEW RESIDENTIAL CARE HOME #1,CRC-0378,4/30/2018,Residential Care,Sole Proprietorship,5342 HARDSCRABBLE RD,Richland,BLYTHEWOOD,29016-9171,SC,803-735-0420,PO BOX 544,THOMAS KATHERINE,803-735-0420,BLYTHEWOOD,29016-0544,SC,ADMIN@UNIVERSALCARESOLUTIONS.COM,KATHERINE W THOMAS,ADMIN@UNIVERSALCARESOLUTIONS.COM,US
USA-SC-56-SC-HealthCareFacilities-output-362,PONDVIEW RESIDENTIAL CARE HOME #2,CRC-1190,11/30/2017,Residential Care,Sole Proprietorship,5338 HARDSCRABBLE RD,Richland,BLYTHEWOOD,29016-9171,SC,803-735-0420,PO BOX 544,THOMAS KATHERINE W,803-735-0420,BLYTHEWOOD,29016-0544,SC,ADMIN@UNIVERSALCARESOLUTIONS.COM,KATHERINE W THOMAS,ADMIN@UNIVERSALCARESOLUTIONS.COM,US
USA-SC-56-SC-HealthCareFacilities-output-363,PORT ROYAL COMMUNITY RESIDENCE,CRC-1173,9/30/2018,Residential Care,,1508 OLD SHELL RD,Beaufort,PORT ROYAL,29935-1705,SC,843-255-6335,100 CLEARWATER WAY,MAYSE WANDA D,843-255-6335,BEAUFORT,29906-5798,SC,WMAYSE@BCGOV.NET,BEAUFORT COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,WMAYSE@BCGOV.NET,US
USA-SC-56-SC-HealthCareFacilities-output-364,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-CLINTON,CRC-0014,4/30/2018,Residential Care,Non-Profit Corporation,801 MUSGROVE ST,Laurens,CLINTON,29325-1796,SC,864-833-5190,801 MUSGROVE ST,PRIDMORE ROBERT P,864-833-5190,CLINTON,29325-1796,SC,PAUL.PRIDMORE@PRESCOMM.ORG,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,PAUL.PRIDMORE@PRESHOMESC.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-365,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-COLUMBIA,CRC-0387,6/30/2018,Residential Care,Non-Profit Corporation,700 DAVEGA DR,Lexington,LEXINGTON,29073-9698,SC,803-796-8700,700 DAVEGA DR,BASILE JASON,803-796-8700,LEXINGTON,29073-9698,SC,JASON.BASILE@PRESHOME.ORG,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,JASON.BASILE@PRESHOMESC.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-366,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENCE,CRC-0242,9/30/2017,Residential Care,Non-Profit Corporation,2350 W LUCAS ST,Florence,FLORENCE,29501-1201,SC,843-665-2222,2350 W LUCAS ST,LILLY ORPHA LORETTA,843-665-2222,FLORENCE,29501-1201,SC,LORETTA.LILLY@PRESHOMESC.ORG,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,LORETTA.LILLY@PRESHOMESC.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-367,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FOOTHILLS,CRC-1030,7/31/2018,Residential Care,Non-Profit Corporation,205 BUD NALLEY DR,Pickens,EASLEY,29642,SC,864-859-3367,205 BUD NALLEY DR,NICHOLS KAREN H,864-859-3367,EASLEY,29642,SC,KAREN.NICHOLS@PRESHOMESC.ORG,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,KAREN.NICHOLS@PRESHOMESC.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-368,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERVILLE,CRC-0245,9/30/2018,Residential Care,Non-Profit Corporation,201 W 9TH NORTH ST,Dorchester,SUMMERVILLE,29483-6721,SC,843-873-2550,201 W 9TH NORTH ST OFC 140,MILLER ROBIN C,843-873-2550,SUMMERVILLE,29483-6701,SC,RMILLER@PRESHOMESC.ORG,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,RMILLER@PRESHOMESC.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-369,QUALITY CARE RESIDENTIAL HOME,CRC-0715,1/31/2018,Residential Care,,107 ETLING AVE,Berkeley,GOOSE CREEK,29445-3001,SC,843-863-0209,610 E LIBERTY ST,DOTTERY VERNELL,843-863-0209,CHINA GROVE,28023,NC,VERNELL@QUALITYCAREOFSC.COM,QUALITY CARE RESIDENTIAL HOME SC LLC,VERNELL@QUALITYCAREOFSC.COM,US
USA-SC-56-SC-HealthCareFacilities-output-370,QUIET ACRES RETIREMENT HOME,CRC-0588,5/31/2018,Residential Care,Sole Proprietorship,2968 OLD DOUGLAS MILL RD,Abbeville,HODGES,29653-8930,SC,864-446-2264,2968 OLD DOUGLAS MILL RD,MULLINS STEPHANIE,864-446-2264,HODGES,29653-8930,SC,QUIETACRES2@CS.COM,PROMISES KEPT CUSTOMER SERVICE LLC,QUIETACRES2@CS.COM,US
USA-SC-56-SC-HealthCareFacilities-output-371,QUILLEN MANOR,CRC-1321,6/30/2018,Residential Care,Limited Liability,709 QUILLEN AVE,Greenville,FOUNTAIN INN,29644-9444,SC,864-862-3252,PO BOX 805,FREEMAN LEIGHA M,864-862-3252,FOUNTAIN INN,29644-0805,SC,LEIGHA.FREEMAN@QUILLENMANORLIVING.COM,QUILLEN MANOR LLC,LEIGHA.FREEMAN@QUILLENMANORLIVING.COM,US
USA-SC-56-SC-HealthCareFacilities-output-372,RAPHA RESIDENTIAL CARE INC,CRC-1283,4/30/2018,Residential Care,Limited Liability Limited Partnership,3959 FISH HATCHERY RD,Lexington,GASTON,29053-9038,SC,803-755-6541,3959 FISH HATCHERY RD,PROSSER PAULA C,803-755-6541,GASTON,29053-9038,SC,P_PROSSER@ATT.NET,MASTERMIND LIMITED PARTNERSHIP LLP,P_PROSSER@ATT.NET,US
USA-SC-56-SC-HealthCareFacilities-output-373,REESE'S COMMUNITY CARE HOME #1,CRC-0053,3/31/2018,Residential Care,Corporation,1203 E MULLER AVE,Richland,COLUMBIA,29203-5926,SC,803-786-1843,1203 E MULLER AVE,REESE JR JAMES S,000-000-0000,COLUMBIA,29203-5926,SC,SHARON12357@GMAIL.COM,REESE'S COMMUNITY CARE HOME INC,SHARON12357@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-374,REESE'S COMMUNITY CARE HOME #2,CRC-0054,3/31/2018,Residential Care,Sole Proprietorship,717 CINDY DR,Richland,COLUMBIA,29203-5205,SC,803-754-9798,717 CINDY DR,REESE JR JAMES S,000-000-0000,COLUMBIA,29203-5205,SC,SHARON12357@GMAIL.COM,REESE'S COMMUNITY CARE HOME INC,SHARON12357@GMAIL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-375,REFLECTIONS AT CAROLINA FOREST,CRC-1456,11/30/2017,Residential Care,Corporation,219 MIDDLEBURG DR,Horry,MYRTLE BEACH,29579-3409,SC,843-903-0700,219 MIDDLEBURG DR,CLARDY JR WALLACE D,843-997-0773,MYRTLE BEACH,29579-3409,SC,SONNY@REFLECTIONSASSISTEDLIVING.COM,REFLECTIONS AT CAROLINA FOREST INC,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-376,REID HOUSE INC,CRC-1463,3/31/2018,Residential Care,Corporation,117 DODD ST,Spartanburg,WELLFORD,29385-9475,SC,864-949-5120,117 DODD ST,DANIELS KEISHA G,864-949-5120,WELLFORD,29385-9475,SC,KDANIELS@THE-REIDHOUSE.COM,REID HOUSE INC,KDANIELS@THE-REIDHOUSE.COM,US
USA-SC-56-SC-HealthCareFacilities-output-377,REID'S RESIDENTIAL CARE FACILITY,CRC-0771,5/31/2018,Residential Care,Sole Proprietorship,726 OLD SPARTANBURG HWY,Spartanburg,WELLFORD,29385-9668,SC,864-439-9238,726 OLD SPARTANBURG HWY,DANIELS JUDY C,864-439-9238,WELLFORD,29385-9668,SC,GARVINJUDY@BELLSOUTH.NET,JUDY DANIELS,GARVINJUDY@BELLSOUTH.NET,US
USA-SC-56-SC-HealthCareFacilities-output-378,RENAISSANCE,CRC-1207,12/31/2017,Residential Care,Corporation,19 FRANK PRESSLEY DR,Abbeville,DUE WEST,29639,SC,864-379-2570,PO BOX 307,FLEMING SHERRYL,864-379-2570,DUE WEST,29639-0307,SC,SHERYL@CHOOSERENAISSANCE.COM,RENAISSANCE LLC,SHERYL@CHOOSERENAISSANCE.COM,US
USA-SC-56-SC-HealthCareFacilities-output-379,RESIDENCES AT PARK PLACE,CRC-1493,8/31/2018,Residential Care,Corporation,115 GILLESPIE RD,Oconee,SENECA,29678-1126,SC,864-882-0783,PO BOX 609,HICKS KYLE L,864-882-0783,LEXINGTON,29071-0609,SC,LICENSING@MSA-CORP.COM,AMERICAN SENIOR LIVING COMMUNITIES INC,LICENSING@MSA-CORP.COM,US
USA-SC-56-SC-HealthCareFacilities-output-380,RESTING PLACE #1,CRC-0499,11/30/2017,Residential Care,Sole Proprietorship,207 E SHOCKLEY FERRY RD,Anderson,ANDERSON,29624-3731,SC,864-226-0990,PO BOX 13866,TOUCHTON MARY S,864-226-0990,ANDERSON,29624-0018,SC,No Facility Email on Record,MARY SIMS TOUCHTON,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-381,RICE ESTATE - ASSISTED LIVING,CRC-1075,3/31/2018,Residential Care,Non-Profit Corporation,100 FINLEY RD,Richland,COLUMBIA,29203-9264,SC,803-691-5740,300 MINISTRY DR,VALLENTINE TERESA,803-691-5740,IRMO,29063-2366,SC,TVALLENTINE@LHOMES.ORG,LUTHERAN HOMES OF SOUTH CAROLINA INC (NPC),TVALLENTINE@LHOMES.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-382,RIDGEVIEW COMMUNITY CARE HOMES UNIT A,CRC-0559,1/31/2018,Residential Care,Corporation,217 CHANDLER RD,Greenville,GREER,29651-1290,SC,864-877-8599,217 CHANDLER RD,DAUGHERTY PATRICIA L,864-877-8599,GREER,29651-1290,SC,RIDGEVIEW1@MSN.COM,RIDGEVIEW COMMUNITY CARE HOMES INC,RIDGEVIEW1@MSN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-383,RIDGEVIEW COMMUNITY CARE HOMES UNIT B,CRC-0560,1/31/2018,Residential Care,Corporation,217 CHANDLER RD,Greenville,GREER,29651-1290,SC,864-877-8599,217 CHANDLER RD,DAUGHERTY PATRICIA L,864-877-8599,GREER,29651-1290,SC,RIDGEVIEW1@MSN.COM,RIDGEVIEW COMMUNITY CARE HOMES INC,RIDGEVIEW1@MSN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-384,RIDGEVIEW COMMUNITY CARE HOMES UNIT C,CRC-0561,1/31/2018,Residential Care,Corporation,217 CHANDLER RD,Greenville,GREER,29651-1290,SC,864-877-8599,217 CHANDLER RD,DAUGHERTY PATRICIA L,864-877-8599,GREER,29651-1290,SC,RIDGEVIEW1@MSN.COM,RIDGEVIEW COMMUNITY CARE HOMES INC,RIDGEVIEW1@MSN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-385,RIDGEVIEW COMMUNITY CARE HOMES UNIT D,CRC-0562,1/31/2018,Residential Care,Corporation,217 CHANDLER RD,Greenville,GREER,29651-1290,SC,864-877-8599,217 CHANDLER RD,DAUGHERTY PATRICIA L,864-877-8599,GREER,29651-1290,SC,RIDGEVIEW1@MSN.COM,RIDGEVIEW COMMUNITY CARE HOMES INC,RIDGEVIEW1@MSN.COM,US
USA-SC-56-SC-HealthCareFacilities-output-386,RILEYS RESIDENTIAL CARE HOME,CRC-0900,10/31/2017,Residential Care,Sole Proprietorship,2327 BRIAN CHRISTOPHER RD,Chester,GREAT FALLS,29055-8844,SC,803-482-3290,2327 BRIAN CHRISTOPHER RD,GOODE-RILEY BEVERLY,803-482-3290,GREAT FALLS,29055-8844,SC,No Facility Email on Record,BEVERLY GOODE-RILEY,No Facility Contact Email on Record,US
USA-SC-56-SC-HealthCareFacilities-output-387,RIVER OAKS,CRC-0733,1/31/2018,Residential Care,,1251 LADYS ISLAND DR,Beaufort,PORT ROYAL,29935-1106,SC,843-521-2298,15807 BISCAYNE BLVD STE 105,MINGUS KATHY L,843-521-2298,NORTH MIAMI BEACH,33160,FL,KMINGUS@ROYALRIVEROAKS.COM,CARE RSL PORT ROYAL OPCO LLC,KMINGUS@ROYALRIVEROAKS.COM,US
USA-SC-56-SC-HealthCareFacilities-output-388,ROCKHAVEN COMMUNITY CARE HOME,CRC-0800,1/31/2018,Residential Care,Sole Proprietorship,524 ROCKHAVEN DR,Richland,COLUMBIA,29223-7805,SC,803-699-5361,524 ROCKHAVEN DR,BARNES RICHIE D,803-699-5361,COLUMBIA,29223-7805,SC,RBARNES3469@GMAIL.COM,RICHIE D BARNES,RBARNES5@SC.RR.COM,US
USA-SC-56-SC-HealthCareFacilities-output-389,ROCKY RIVER BAPTIST ASSOCIATION RESIDENTIAL CARE HOME,CRC-1270,4/30/2018,Residential Care,Non-Profit Corporation,250 UNION HIGH DR,Anderson,BELTON,29627-2445,SC,864-338-1410,250 UNION HIGH DR,TOUCHTON JORDANA M,864-338-1410,BELTON,29627-2445,SC,ROCKYRIVERRCF@YAHOO.COM,ROCKY RIVER BAPTIST ASSOCIATION,ROCKYRIVERRCF@YAHOO.COM,US
USA-SC-56-SC-HealthCareFacilities-output-390,ROLLING GREEN VILLAGE ASSISTED LIVING FACILITY,CRC-0573,3/31/2018,Residential Care,Non-Profit Corporation,1 HOKE SMITH BLVD OFC,Greenville,GREENVILLE,29615-5399,SC,864-987-9800,"1 HOKE SMITH BLVD OFC, ROLLING GREEN VILLAGE ASSISTED",TOERNER RYAN J,864-987-9800,GREENVILLE,29615-5399,SC,RYANT@ROLLINGGREENVILLAGE.COM,ROLLING GREEN VILLAGE,RYANT@ROLLINGGREENVILLAGE.COM,US
USA-SC-56-SC-HealthCareFacilities-output-391,ROSECREST COMMUNITY RESIDENTIAL CARE,CRC-1208,7/31/2018,Residential Care,Non-Profit Corporation,200 FORTRESS DR,Spartanburg,INMAN,29349-9160,SC,864-599-8600,200 FORTRESS DR,BAYNARD BETHANY,864-599-8600,INMAN,29349-9160,SC,BBAYNARD@ROSECREST.ORG,LUTHERAN HOMES OF SOUTH CAROLINA INC (NPC),BBAYNARD@ROSECREST.ORG,US
USA-SC-56-SC-HealthCareFacilities-output-392,ROSEWOOD ASSISTED LIVING,CRC-1367,11/30/2017,Residential Care,Ltd. Liability,5221 HWY 215,Spartanburg,PAULINE,29374-1908,SC,864-573-4060,PO BOX 35,CLOBES KIMBERLY H,864-573-4060,PAULINE,29374-0035,SC,WIJG38@GMAIL.COM,ROSEWOOD ASSISTED LIVING LLC,WIJG38@AOL.COM,US
USA-SC-56-SC-HealthCareFacilities-output-393,ROUSE COMMUNITY CARE HOME #1,CRC-0327,12/31/2017,Residential Care,Corporation,102 BALLENTON RD,Richland,COLUMBIA,29203-9073,SC,803-788-1753,PO BOX 134,ROUSE CHARLENE E,803-788-1753,STATE PARK,29147-0134,SC,CHARLENEROUSEAOL.COM,ROUSE COMMUNITY CARE HOME INC,CHARLENEROUSE@AOL.COM,US
