row_id,Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Expiration Date,Authorities,Department,Agency,Board,type
USA-ME-97-AssistedLiving-output-367,LEAP'S OUR HOUSE 1,LEAP'S OUR HOUSE 1,RCC2033,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,148 WHITTIER RD,,FARMINGTON,ME,04938-6323,23007,FRANKLIN,US,+1 (207) 778-9651,+1 (207) 778-2001,,7/31/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-368,"LEDGEVIEW ASSISTED LIVING, LLC","LEDGEVIEW ASSISTED LIVING, LLC",RCD1581,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,92 US ROUTE 1,,CUMBERLAND FORESIDE,ME,04110-1315,23005,CUMBERLAND,US,+1 (207) 781-2408,+1 (207) 781-5618,,2/23/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-369,LEDGEVIEW LIVING CENTER,LEDGEVIEW LIVING CENTER,RCD22496,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,141 BETHEL RD,,WEST PARIS,ME,04289-5227,23017,OXFORD,US,+1 (207) 674-2250,+1 (207) 674-3101,,8/31/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-370,LEGACY MEMORY CARE,LEGACY MEMORY CARE,ALP2262,ASSISTED LIVING PROGRAM,ACTIVE,4 SCHOOL HOUSE DR,,FALMOUTH,ME,04105-1994,23005,CUMBERLAND,US,+1 (207) 781-4428,+1 (207) 781-2786,,7/23/2019,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-371,LEIGHTON MANOR,LEIGHTON MANOR,RCC2106,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,110 HIGHLAND AVE,,BANGOR,ME,04401-4659,23019,PENOBSCOT,US,+1 (207) 460-9303,+1 (888) 460-3866,,7/28/2017,"Adult Family Care Home, Dementia/Alzheimer's",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-372,LENOX STREET HOME,LENOX STREET HOME,RCC599,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,45 LENOX ST,,SANFORD,ME,04073-3209,23031,YORK,US,+1 (207) 324-2423,+1 (207) 324-6050,,8/8/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-373,LEWIS FOSTER HOME,LEWIS FOSTER HOME,RCA601,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,223 SILVER RD,,BANGOR,ME,04401-5831,23019,PENOBSCOT,US,+1 (207) 942-4186,,,11/13/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-374,LEWISTON RIDGE,LEWISTON RIDGE,RCC2091,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,26 OLD LISBON RD,,LEWISTON,ME,04240-1500,23001,ANDROSCOGGIN,US,+1 (207) 786-5248,+1 (207) 786-5260,,11/12/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-375,LIMERICK RESIDENTIAL CARE FACILITY,LIMERICK RESIDENTIAL CARE FACILITY,RCC604,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,319 B FOSS ROAD,,LIMERICK,ME,4048,23031,YORK,US,+1 (207) 793-2221,+1 (207) 797-6398,,12/2/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-376,"LINCOLN HOME, THE",THE LINCOLN HOME,ALP1068,ASSISTED LIVING PROGRAM,ACTIVE,22 RIVER RD,,NEWCASTLE,ME,04553-3851,23015,LINCOLN,US,+1 (207) 563-3350,+1 (207) 563-8190,,5/11/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-377,LINCOLN STREET GROUP HOME,LINCOLN STREET GROUP HOME,PNC607,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,18 LINCOLN ST,,PORTLAND,ME,04103-4408,23005,CUMBERLAND,US,+1 (207) 774-2552,+1 (207) 772-1373,,3/8/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-378,LINTON STREET FACILITY,LINTON STREET FACILITY,RCA610,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,66 LINTON ST,,SOUTH PORTLAND,ME,04106-3319,23005,CUMBERLAND,US,+1 (207) 772-7255,+1 (207) 879-1146,,2/28/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-379,LIVING WELL ADULT DAY HEALTH BRUNSWICK,LIVING WELL ADULT DAY HEALTH BRUNSWICK,ADS38645,ADULT DAY SERVICES PROGRAM,ACTIVE,89 ADMIRAL FITCH AVE,,BRUNSWICK,ME,04011-2700,23005,CUMBERLAND,US,+1 (207) 729-6222,+1 (207) 729-0222,,12/14/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-380,LIVING WELL ADULT DAY HEALTH STROUDWATER,LIVING WELL ADULT DAY HEALTH STROUDWATER,ADS38644,ADULT DAY SERVICES PROGRAM,ACTIVE,113 LANDING RD,,WESTBROOK,ME,04092-4094,23005,CUMBERLAND,US,+1 (207) 857-9007,+1 (207) 857-9017,,11/29/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-381,LIVING WELL ADULT DAY HEALTH WELLS,LIVING WELL ADULT DAY HEALTH WELLS,ADS38646,ADULT DAY SERVICES PROGRAM,ACTIVE,86 SANFORD RD,,WELLS,ME,04090-5532,23031,YORK,US,+1 (207) 646-3444,+1 (207) 646-5444,,1/2/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-382,LIZABETH HOUSE II,LIZABETH HOUSE II,RCB1847,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,218 FERN RD,,DEXTER,ME,04930-2609,23019,PENOBSCOT,US,+1 (207) 924-3818,+1 (207) 924-3818,,4/12/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-383,LODGES CARE CENTER,LODGES CARE CENTER,PND1731,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,51 MAIN ST,,SPRINGVALE,ME,04083-1843,23031,YORK,US,+1 (207) 324-4757,+1 (207) 594-4974,,12/10/2017,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-384,LOMBARD STREET WAIVER HOME,LOMBARD STREET WAIVER HOME,RCC1775,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,112 LOMBARD ST,,PRESQUE ISLE,ME,04769-2448,23003,AROOSTOOK,US,+1 (207) 764-7127,+1 (207) 554-4535,,12/13/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-385,LOTHROP FOSTER HOME,LOTHROP FOSTER HOME,RCB619,LEVEL II RESIDENTIAL CARE FACILITY,ACTIVE,62 HOPKINS HILL RD,,NEWCASTLE,ME,04553-3600,23015,LINCOLN,US,+1 (207) 563-2727,+1 (207) 563-2727,,6/11/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-386,LUCETTE'S BOARDING HOME,LUCETTE'S BOARDING HOME,PND622,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,61 MAIN ST,,THOMASTON,ME,04861-3650,23013,KNOX,US,+1 (207) 354-6746,+1 (207) 354-6317,,11/12/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-387,MAC-AUTUMN HOUSE,MAC-AUTUMN HOUSE,RCC2024,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,443 MAIN ST,,MADISON,ME,04950-4203,23025,SOMERSET,US,+1 (207) 566-5766,+1 (207) 566-5260,,8/28/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-388,MAC-HARVEST HILL HOME,MAC-HARVEST HILL HOME,RCC1848,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,60A DUNBAR HILL RD,,EMBDEN,ME,4958,23025,SOMERSET,US,+1 (207) 566-5766,+1 (207) 566-5260,,8/11/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-389,MACHIAS BOARDING HOME,MACHIAS BOARDING HOME,PNC626,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,2 NORTH ST,,MACHIAS,ME,04654-1193,23029,WASHINGTON,US,+1 (207) 255-8596,+1 (207) 255-5078,,10/22/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-390,MAC-HOUSE,MAC-HOUSE,RCC625,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,60B DUNBAR HILL RD,,EMBDEN,ME,4958,23025,SOMERSET,US,+1 (207) 566-5766,+1 (207) 566-5260,,7/30/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-391,MACSULLIVAN HOME,MACSULLIVAN HOME,RCC1662,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 MACSULLIVAN ST,,LEWISTON,ME,04240-4022,23001,ANDROSCOGGIN,US,+1 (207) 786-3270,+1 (207) 786-3270,,2/22/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-392,MADAWASKA GROUP HOME,MADAWASKA GROUP HOME,PND628,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,704 MAIN ST,,MADAWASKA,ME,04756-3043,23003,AROOSTOOK,US,+1 (207) 728-6727,+1 (207) 728-7679,,4/3/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-393,MADIGAN ESTATES ADULT DAY PROGRAM,MADIGAN ESTATES ADULT DAY PROGRAM,ADS631,ADULT DAY SERVICES PROGRAM,ACTIVE,93 MILITARY ST,,HOULTON,ME,04730-2421,23003,AROOSTOOK,US,+1 (207) 532-6593,+1 (207) 532-4456,,6/6/2018,Social,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-394,MADIGAN HOUSE,MADIGAN HOUSE,RCD22498,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,93 MILITARY ST,,HOULTON,ME,04730-2421,23003,AROOSTOOK,US,+1 (207) 532-6593,+1 (207) 532-4456,,6/30/2019,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-395,MADISON AVENUE,MADISON AVENUE,RCC38696,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,92 WHITE SCHOOL HOUSE RD,,MADISON,ME,04950-4007,23025,SOMERSET,US,+1 (207) 696-0807,+1 (844) 451-5681,,6/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-396,MAE LANE,MAE LANE,RCC2191,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,38 MAE LN,,TOPSHAM,ME,04086-6089,23023,SAGADAHOC,US,+1 (207) 725-4371,+1 (207) 725-1416,,10/27/2017,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-397,MAIN STREET WEST,MAIN STREET WEST,ALP2373,ASSISTED LIVING PROGRAM,ACTIVE,1037 W MAIN ST,,DOVER FOXCROFT,ME,04426-3752,23021,PISCATAQUIS,US,+1 (207) 564-8129,+1 (207) 564-8484,,8/4/2018,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-398,"MAINE FAMILY SERVICES, LLC","MAINE FAMILY SERVICES, LLC",RCA38665,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,14B CARRIAGE LN,,PORTLAND,ME,04103-2317,23005,CUMBERLAND,US,+1 (207) 272-2723,,,4/24/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-399,MAINE VETERANS' HOME - AUGUSTA,MAINE VETERANS' HOME - AUGUSTA,RCD22505,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,310 CONY RD,,AUGUSTA,ME,04330-0513,23011,KENNEBEC,US,+1 (207) 622-2454,+1 (207) 626-2957,,2/28/2019,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-400,MAINE VETERANS' HOME - BANGOR,MAINE VETERANS' HOME - BANGOR,RCD22507,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,44 HOGAN RD,,BANGOR,ME,04401-5602,23019,PENOBSCOT,US,+1 (207) 942-2333,+1 (207) 942-4810,,9/30/2019,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-401,MAINE VETERANS' HOME - CARIBOU,MAINE VETERANS' HOME - CARIBOU,RCD22511,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,163 VAN BUREN RD STE 2,,CARIBOU,ME,04736-3567,23003,AROOSTOOK,US,+1 (207) 498-6074,+1 (207) 498-3037,,3/31/2019,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-402,MAINE VETERANS' HOME - MACHIAS,MAINE VETERANS' HOME - MACHIAS,PND1803,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,32 VETERANS WAY,,MACHIAS,ME,04654-3324,23029,WASHINGTON,US,+1 (207) 255-0162,+1 (207) 255-6349,,7/10/2019,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-403,MAINE VETERANS' HOME - SCARBOROUGH,MAINE VETERANS' HOME - SCARBOROUGH,RCD22514,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,290 US ROUTE 1,,SCARBOROUGH,ME,04074-8370,23005,CUMBERLAND,US,+1 (207) 883-7184,+1 (207) 883-7852,,11/30/2017,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-404,MAINE VETERANS' HOME - SOUTH PARIS,MAINE VETERANS' HOME - SOUTH PARIS,PND22516,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,477 HIGH ST,,SOUTH PARIS,ME,04281-6507,23017,OXFORD,US,+1 (207) 743-6300,+1 (207) 743-7595,,7/31/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-405,MAMIE POWELL WAIVER HOME,MAMIE POWELL WAIVER HOME,RCC646,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,38 CARTER ST,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,US,+1 (207) 444-6225,+1 (207) 444-6099,,7/25/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-406,MAPLE STREET GROUP HOME,MAPLE STREET GROUP HOME,RCC652,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,75 MAPLE ST,,MECHANIC FALLS,ME,04256-6110,23001,ANDROSCOGGIN,US,+1 (207) 345-3538,+1 (207) 782-1734,,2/1/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-407,MAPLECREST REHAB AND LIVING CTR ADC PROGRAM,MAPLECREST REHAB AND LIVING CTR ADC PROGRAM,ADS653,ADULT DAY SERVICES PROGRAM,ACTIVE,174 MAIN ST,,MADISON,ME,04950-1523,23025,SOMERSET,US,+1 (207) 696-8225,+1 (207) 696-8507,,6/12/2018,Health,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-408,MAPLETON WAIVER HOME,MAPLETON WAIVER HOME,RCC2312,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 FORDS LN,,MAPLETON,ME,04757-4324,23003,AROOSTOOK,US,+1 (207) 764-1836,,,11/18/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-409,MARCOUX WAIVER HOME,MARCOUX WAIVER HOME,RCC1715,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,36 MAKAYLA DRIVE,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,US,+1 (207) 444-6223,+1 (207) 444-6099,,7/25/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-410,"MARKET SQUARE HEALTH CARE CENTER, LLC","MARKET SQUARE HEALTH CARE CENTER, LLC",PND22579,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3 MARKET SQ,,SOUTH PARIS,ME,04281-1114,23017,OXFORD,US,+1 (207) 743-7086,+1 (207) 743-2395,,6/30/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-411,MARLU STREET,MARLU STREET,RCA2321,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,26 MARLU ST,,WESTBROOK,ME,04092-4649,23005,CUMBERLAND,US,+1 (207) 879-1140,+1 (207) 879-1146,,3/8/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-412,MARSTON STREET HOME,MARSTON STREET HOME,PNC38686,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,16 MARSTON ST,,NORWAY,ME,04268-5776,23017,OXFORD,US,+1 (207) 743-2171,+1 (844) 468-9589,,6/30/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-413,MARTHA BALLARD ASSISTED LIVING,MARTHA BALLARD ASSISTED LIVING,ALP1869,ASSISTED LIVING PROGRAM,ACTIVE,60 BALSAM DR,,HALLOWELL,ME,04347-3008,23011,KENNEBEC,US,+1 (207) 626-7786,+1 (207) 626-7762,,8/8/2018,"Dementia/Alzheimer's, Type II - Medication and Nursing",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-414,MARTIN DRIVE,MARTIN DRIVE,PNC2102,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,30 MARTIN DR # 32,,LEWISTON,ME,04240-5041,23001,ANDROSCOGGIN,US,+1 (207) 376-4809,+1 (207) 786-8061,,7/24/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-415,MARY LANE,MARY LANE,RCC100,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,84 MARY LN,,OAKLAND,ME,04963-5124,23011,KENNEBEC,US,+1 (207) 465-7201,+1 (207) 465-2475,,8/8/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-416,MAST LANDING RESIDENCE,MAST LANDING RESIDENCE,RCC1737,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 DIKES LANDING RD,,BATH,ME,04530-2867,23023,SAGADAHOC,US,+1 (207) 386-5160,+1 (207) 443-8887,,3/21/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-417,MAYFLOWER PLACE,MAYFLOWER PLACE,ALP1311,ASSISTED LIVING PROGRAM,ACTIVE,27 MAYFLOWER ST,,SANFORD,ME,04073-3645,23031,YORK,US,+1 (207) 490-7601,+1 (207) 490-7642,,1/9/2018,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-418,MEADOW ROAD HOME ASSISTED HOUSING PROGRAM,MEADOW ROAD HOME ASSISTED HOUSING PROGRAM,RCC38616,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,113 SANDY CREEK RD,,BRIDGTON,ME,04009-4135,23005,CUMBERLAND,US,+1 (207) 647-9385,+1 (207) 647-9385,,4/4/2019,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-419,"MEADOWS HOME, THE",THE MEADOWS HOME,RCC2247,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,244 RAY ST,,PORTLAND,ME,04103-4305,23005,CUMBERLAND,US,+1 (207) 747-5463,+1 (207) 747-5463,,10/22/2018,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-420,"MEADOWS, THE",THE MEADOWS,PND1069,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,110 PERKINS AVE,,OLD TOWN,ME,04468-1763,23019,PENOBSCOT,US,+1 (207) 827-0547,+1 (207) 827-2397,,11/3/2016,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-421,MEADOWVIEW GROUP HOME,MEADOWVIEW GROUP HOME,PND680,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,90 PARK ST,,ORONO,ME,04473-4408,23019,PENOBSCOT,US,+1 (207) 866-4214,+1 (207) 866-5909,,6/27/2018,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-422,MERCY HOME,MERCY HOME,RCD33876,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3402 AROOSTOOK RD,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,US,+1 (207) 444-5152,+1 (207) 444-6099,,11/30/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-423,MERRY GARDENS ESTATES,MERRY GARDENS ESTATES,ALP684,ASSISTED LIVING PROGRAM,ACTIVE,87 JOHN ST,,CAMDEN,ME,04843-1953,23013,KNOX,US,+1 (207) 973-3571,+1 (207) 973-3699,,10/16/2018,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-424,MID COAST SENIOR HEALTH CENTER-THORNTON HALL,MID COAST SENIOR HEALTH CENTER-THORNTON HALL,ALP1692,ASSISTED LIVING PROGRAM,ACTIVE,56 BARIBEAU DR,,BRUNSWICK,ME,04011-3251,23005,CUMBERLAND,US,+1 (207) 373-3646,+1 (207) 373-3640,,3/3/2019,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-425,MIDDLE STREET HOUSE,MIDDLE STREET HOUSE,PNC1932,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,45 MIDDLE ST,,AUGUSTA,ME,04330-5728,23011,KENNEBEC,US,+1 (207) 626-3484,+1 (207) 626-3469,,2/6/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-426,MILBRIDGE RESIDENCE,MILBRIDGE RESIDENCE,PNC690,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 HARBOR LN,,MILBRIDGE,ME,04658-3550,23029,WASHINGTON,US,+1 (207) 546-5015,+1 (207) 255-6110,,6/6/2019,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-427,MILLER TERRACES,MILLER TERRACES,PND693,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,60 OHIO ST,,BANGOR,ME,04401-4732,23019,PENOBSCOT,US,+1 (207) 942-8603,+1 (207) 942-9077,,12/5/2017,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
USA-ME-97-AssistedLiving-output-428,MILLIE MORRILL HOUSE,MILLIE MORRILL HOUSE,RCC623,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,205 LUDLOW ST,,PORTLAND,ME,04102-1807,23005,CUMBERLAND,US,+1 (207) 420-3281,+1 (207) 854-1787,,9/23/2017,"Dementia/Alzheimer's, Waiver Home",HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,Assisted Living
