row_id,name,address_line_1,address_line_2,city,postal_code,province,County,Contact Phone,Fax,Contact,Email,Website,DHEC License,Link to details,Country,Facility Type,latitude,longitude,neighborhood
USA-SC-58-SC-OfficeOnAging-output-168,Lake Moultrie Nursing Home,1038 Mcgill Ln,,Saint Stephen,29479,SC,Berkeley,843-567-2307,843-567-2305,Casey Segars,crsegars@chsystem.org,,NCF-0738,http://nfbl.sc.gov/FacilityInformation.php?FacID=273,US,Nursing Facility,33.397877,-79.932245,
USA-SC-58-SC-OfficeOnAging-output-169,White Oak Manor Charleston,9285 Medical Plaza Dr,,N Charleston,29406,SC,Charleston,843-797-8282,843-820-1065,Monica Rhoad,mrhoad@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0892,http://nfbl.sc.gov/FacilityInformation.php?FacID=274,US,Nursing Facility,32.973944,-80.07509,
USA-SC-58-SC-OfficeOnAging-output-170,Bishop Gadsden Episcopal Health Care Center,3 Bishop Gadsden Way,,Charleston,29412,SC,Charleston,843-762-3300,,,,,NCF-0577,http://nfbl.sc.gov/FacilityInformation.php?FacID=275,US,Nursing Facility,32.7305317,-79.9751132,James Island
USA-SC-58-SC-OfficeOnAging-output-171,Richard M Campbell Veterans Nursing Home,4605 Belton Hwy,,Anderson,29621,SC,Anderson,864-261-6734,,Lori Hedden,lhedden@hrmvsi.com,www.hmrveteranservices.com,NCF-0549,http://nfbl.sc.gov/FacilityInformation.php?FacID=276,US,Nursing Facility,34.4796253,-82.57445570000002,
USA-SC-58-SC-OfficeOnAging-output-172,PruittHealth of Orangeburg,755 Whitman St Se,,Orangeburg,29115,SC,Orangeburg,803-534-7036,803-534-8148,Scott Williams,scwilliams@pruitthealth.com,uhs-pruitt.com,NCF-0617,http://nfbl.sc.gov/FacilityInformation.php?FacID=277,US,Nursing Facility,33.4924049,-80.85383709999999,
USA-SC-58-SC-OfficeOnAging-output-173,Calhoun Convalescent Center,601 Dantzler St,,Saint Matthews,29135,SC,Calhoun,803-655-7101,803-655-7180,"Tana Shuler, LPN",tshuler@oburg.net,facebook.com/tana.shuler.5,NCF-0505,http://nfbl.sc.gov/FacilityInformation.php?FacID=278,US,Nursing Facility,33.65840479999999,-80.7675494,
USA-SC-58-SC-OfficeOnAging-output-174,Arboretum At The Woodlands,50 Arboretum Ln,,Greenville,29617,SC,Greenville,864-371-3100,,,,,NCF-0957,http://nfbl.sc.gov/FacilityInformation.php?FacID=279,US,Nursing Facility,34.9359893,-82.44467139999999,
USA-SC-58-SC-OfficeOnAging-output-175,Greenwood Transitional Rehabilitation Unit,1530 Pkwy,,Greenwood,29646,SC,Greenwood,864-330-1800,,,,,NCF-0944,http://nfbl.sc.gov/FacilityInformation.php?FacID=280,US,Nursing Facility,34.166874,-82.155675,
USA-SC-58-SC-OfficeOnAging-output-176,NHC Healthcare / Greenwood,437 Cambridge Ave E,,Greenwood,29646,SC,Greenwood,864-223-1950,864-229-0279,Beth Welborn,bwelborn@nhcgreenwood.com,www.nhcgreenwood.com/NHCGreenwood/,NCF-0802,http://nfbl.sc.gov/FacilityInformation.php?FacID=281,US,Nursing Facility,34.197108,-82.153757,
USA-SC-58-SC-OfficeOnAging-output-177,"NHC Healthcare, Greenville",1305 Boiling Springs Rd,,Greer,29650,SC,Greenville,864-458-7566,864-288-8043,Angie Youngblood,socialservices@nhcgreenville.com,nhcgreenville.com,NCF-0807,http://nfbl.sc.gov/FacilityInformation.php?FacID=282,US,Nursing Facility,34.8643705,-82.2794006,
USA-SC-58-SC-OfficeOnAging-output-178,Brushy Creek Rehabilitation and Healthcare Center,101 Cottage Creek Circle,,Greer,29650,SC,Greenville,864-688-3817,864-801-1427,Nicole Pierce,npierce@orianna.com,www.orianna.com,NCF-0992,http://nfbl.sc.gov/FacilityInformation.php?FacID=283,US,Nursing Facility,34.9221887,-82.2465587,
USA-SC-58-SC-OfficeOnAging-output-179,Petra Health & Rehab Of Mccormick,204 Holiday Rd,,Mc Cormick,29835,SC,McCormick,864-391-2390,864-391-2397,Brittany Sims,bsims@covenantdove.com,www.covenantdove.com,NCF-0933,http://nfbl.sc.gov/FacilityInformation.php?FacID=284,US,Nursing Facility,33.8685571,-82.37603589999999,
USA-SC-58-SC-OfficeOnAging-output-180,Unihealth Post-acute Care-tanglewood,213 Tanglewood Ct,,Ridgeway,29130,SC,Fairfield,803-337-3211,803-337-8124,Clem Wood,admissions_rid@uhs-pruitt.com,,NCF-0710,http://nfbl.sc.gov/FacilityInformation.php?FacID=285,US,Nursing Facility,34.302054,-80.964862,
USA-SC-58-SC-OfficeOnAging-output-181,Valley Falls Terrace,400 Locust Grv,,Spartanburg,29303,SC,Spartanburg,864-503-0377,864-503-9631,Dianne Boheler,Dianne.Boheler@fundltc.com,,NCF-0495,http://nfbl.sc.gov/FacilityInformation.php?FacID=286,US,Nursing Facility,35.0009844,-81.9849746,
USA-SC-58-SC-OfficeOnAging-output-182,Emeritus At Skylyn Health Care Center,1705 Skylyn Dr Ofc,,Spartanburg,29307,SC,Spartanburg,864-582-6838,,,,,NCF-0700,http://nfbl.sc.gov/FacilityInformation.php?FacID=287,US,Nursing Facility,34.9791825,-81.89204699999999,
USA-SC-58-SC-OfficeOnAging-output-183,Anchor Health & Rehab Of Aiken,550 Eastgate Dr,,Aiken,29803,SC,Aiken,803-643-3694,803-641-6229,Racheal Thomas,rthomas@orianna.com,www.orianna.com,NCF-0902,http://nfbl.sc.gov/FacilityInformation.php?FacID=288,US,Nursing Facility,33.5079211,-81.7195935,
USA-SC-58-SC-OfficeOnAging-output-184,"Azaleawoods Operating, LLC",123 Dupont Dr NE,,Aiken,29801,SC,Aiken,803-648-0434,803-648-5241,MaryAnn Brewer,mbrewer@cmcseniorcare.com,www.cmc.net,NCF-0982,http://nfbl.sc.gov/FacilityInformation.php?FacID=289,US,Nursing Facility,33.57645769999999,-81.7101572,
USA-SC-58-SC-OfficeOnAging-output-185,Unihealth Post Acute Care-low Country,"252 Liberty Ave., S",,Estill,29918,SC,Hampton,803-625-3852,803-625-2441,Sally Dobson,sdobson@uhs-pruitt.com,,NCF-0922,http://nfbl.sc.gov/FacilityInformation.php?FacID=290,US,Nursing Facility,32.74974020000001,-81.22527579999999,
USA-SC-58-SC-OfficeOnAging-output-186,Heritage Home Of Florence,515 S Warley St,,Florence,29501,SC,Florence,843-662-4573,843-662-8209,"Michelle Turner, LPN",mturner@heritageflorence.com,www.heritageflorence.com,NCF-0450,http://nfbl.sc.gov/FacilityInformation.php?FacID=291,US,Nursing Facility,34.1888219,-79.77480750000001,
USA-SC-58-SC-OfficeOnAging-output-187,Prince George Health Care,901 Maple St,,Georgetown,29440,SC,Georgetown,843-546-6101,843-546-4712,Angela Burns,Angela.Burns@palmltc.com,,NCF-0930,http://nfbl.sc.gov/FacilityInformation.php?FacID=292,US,Nursing Facility,33.331465,-79.304301,
USA-SC-58-SC-OfficeOnAging-output-188,Blue Ridge in Georgetown,2715 S Island Rd,,Georgetown,29440,SC,Georgetown,843-546-4123,(843) 546-6715,Anna Vaca,admissions@georgetown.care,,NCF-0633,http://nfbl.sc.gov/FacilityInformation.php?FacID=293,US,Nursing Facility,33.33150019999999,-79.2975155,
USA-SC-58-SC-OfficeOnAging-output-189,Lakes At Litchfield Skilled Nursing Center,80 Timberview Ct,,Pawleys Island,29585,SC,Georgetown,843-235-9393,,,,,NCF-0843,http://nfbl.sc.gov/FacilityInformation.php?FacID=294,US,Nursing Facility,33.4754323,-79.1047794,
USA-SC-58-SC-OfficeOnAging-output-190,NHC Healthcare Garden City,9405 Hwy 17 Byp,,Murrells Inlet,29576,SC,Horry,843-650-2213,843-650-2236,Jennifer Musick,jmusick@nhcgardencity.com,www.nhcgardencity.com,NCF-0825,http://nfbl.sc.gov/FacilityInformation.php?FacID=295,US,Nursing Facility,33.6003028,-79.0185027,
USA-SC-58-SC-OfficeOnAging-output-191,Fellowship Health & Rehab Of Anderson,208 James St,,Anderson,29625,SC,Anderson,864-226-3427,864-226-7215,Johanna Rice,jrice@covenantdove.com,Covenantdove.com,NCF-0909,http://nfbl.sc.gov/FacilityInformation.php?FacID=296,US,Nursing Facility,34.52562100000001,-82.6608849,
USA-SC-58-SC-OfficeOnAging-output-192,Presbyterian Home Of South Carolina-Florence (crcf),2350 W Lucas St,,Florence,29501,SC,Florence,843-665-2222,,,,,CRC-0242,http://nfbl.sc.gov/FacilityInformation.php?FacID=298,US,Assisted Living Facility,34.2369343,-79.8085179,
USA-SC-58-SC-OfficeOnAging-output-193,Laurel Crest,100 Joseph Walker Dr,,West Columbia,29169,SC,Lexington,803-796-0370,,,,,CRC-0829,http://nfbl.sc.gov/FacilityInformation.php?FacID=299,US,Assisted Living Facility,34.0032796,-81.0671557,
USA-SC-58-SC-OfficeOnAging-output-194,Presbyterian Home Of South Carolina-Clinton (crcf),801 Musgrove St,,Clinton,29325,SC,Laurens,864-833-5190,,,,,CRC-0014,http://nfbl.sc.gov/FacilityInformation.php?FacID=300,US,Assisted Living Facility,34.4848335,-81.8748679,
USA-SC-58-SC-OfficeOnAging-output-195,Martha Franks Baptist Retirement Community (crcf),1 Martha Franks Dr,,Laurens,29360,SC,Laurens,864-984-4541,,,,,CRC-0360,http://nfbl.sc.gov/FacilityInformation.php?FacID=301,US,Assisted Living Facility,34.4997915,-82.02653529999999,
USA-SC-58-SC-OfficeOnAging-output-196,Arboretum At The Woodlands At Furman,50 Arboretum Ln,,Greenville,29617,SC,Greenville,864-371-3100,,,,,CRC-1492,http://nfbl.sc.gov/FacilityInformation.php?FacID=302,US,Assisted Living Facility,34.9359893,-82.44467139999999,
USA-SC-58-SC-OfficeOnAging-output-197,Emeritus At Anderson Place,311 Simpson Rd,,Anderson,29621,SC,Anderson,864-261-3875,,,,,CRC-1303,http://nfbl.sc.gov/FacilityInformation.php?FacID=303,US,Assisted Living Facility,34.5368039,-82.62407999999999,
USA-SC-58-SC-OfficeOnAging-output-198,Summit Place Of North Myrtle Beach,491 Hwy 17,,Little River,29566,SC,Horry,843-399-5662,,,,,CRC-1360,http://nfbl.sc.gov/FacilityInformation.php?FacID=304,US,Assisted Living Facility,33.8657332,-78.64970679999999,
USA-SC-58-SC-OfficeOnAging-output-199,Myrtle Beach Manor Retirement Community,9547 Hwy 17 N,,Myrtle Beach,29572,SC,Horry,843-449-5283,,,,,CRC-1253,http://nfbl.sc.gov/FacilityInformation.php?FacID=305,US,Assisted Living Facility,33.7709899,-78.8022476,
USA-SC-58-SC-OfficeOnAging-output-200,Magnolias Of Myrtle Beach,6309 Hawthorne Ln,,Myrtle Beach,29572,SC,Horry,843-692-2330,,,,,CRC-1415,http://nfbl.sc.gov/FacilityInformation.php?FacID=306,US,Assisted Living Facility,33.7397248,-78.831672,
USA-SC-58-SC-OfficeOnAging-output-201,Brightwater Assisted Living,201 Brightwater Dr,,Myrtle Beach,29579,SC,Horry,843-903-8940,,,,,CRC-1489,http://nfbl.sc.gov/FacilityInformation.php?FacID=307,US,Assisted Living Facility,33.7630682,-78.8445789,
USA-SC-58-SC-OfficeOnAging-output-202,Reflections At Carolina Forest,219 Middleburg Dr,,Myrtle Beach,29579,SC,Horry,843-903-0700,,,,,CRC-1456,http://nfbl.sc.gov/FacilityInformation.php?FacID=308,US,Assisted Living Facility,33.76320349999999,-78.9584926,
USA-SC-58-SC-OfficeOnAging-output-203,Myrtle Beach Estates,3620 Happy Woods Ct,,Myrtle Beach,29588,SC,Horry,843-293-8888,,,,,CRC-1403,http://nfbl.sc.gov/FacilityInformation.php?FacID=309,US,Assisted Living Facility,33.6701365,-78.9711465,
USA-SC-58-SC-OfficeOnAging-output-204,Anderson Oaks Assisted Living,997 Hwy 90,,Conway,29526,SC,Horry,843-347-9280,,,,,CRC-1506,http://nfbl.sc.gov/FacilityInformation.php?FacID=310,US,Assisted Living Facility,33.8237372,-78.9951669,
USA-SC-58-SC-OfficeOnAging-output-205,Emeritus At Conway Place,872 Singleton Ridge Rd,,Conway,29526,SC,Horry,843-347-3050,,,,,CRC-1204,http://nfbl.sc.gov/FacilityInformation.php?FacID=311,US,Assisted Living Facility,33.7775785,-79.0176165,
USA-SC-58-SC-OfficeOnAging-output-206,Carolina Gardens at Garden City,11951 Grandhaven Dr,,Murrells Inlet,29576,SC,Horry,843-357-0200,,Bryan Grawford or Britta Cammarata,Jlittle@agapesenior.com,,CRC-1934,http://nfbl.sc.gov/FacilityInformation.php?FacID=312,US,Assisted Living Facility,33.587434,-79.0247431,
USA-SC-58-SC-OfficeOnAging-output-207,Lois Eargle Home,406 Webb St,,Conway,29527,SC,Horry,843-349-7272,,Allan Cornell- Administrator,tacornell@sccoast.net,,CRC-1450,http://nfbl.sc.gov/FacilityInformation.php?FacID=313,US,Assisted Living Facility,33.817425,-79.079578,
USA-SC-58-SC-OfficeOnAging-output-208,Ladies Community Residence,408 Webb St,,Conway,29527,SC,Horry,843-349-7271,,Allan Cornell- Administrator,tacornell@sccoast.net,,CRC-1449,http://nfbl.sc.gov/FacilityInformation.php?FacID=314,US,Assisted Living Facility,33.817425,-79.079578,
USA-SC-58-SC-OfficeOnAging-output-209,Carolina Gardens at Conway,2320 Hwy 378,,Conway,29527,SC,Horry,843-397-2273,,Matthew Whithead or Jason Taylor,jtaylor@Agapesenior.com,,CRC-1912,http://nfbl.sc.gov/FacilityInformation.php?FacID=315,US,Assisted Living Facility,33.84381329999999,-79.09129779999999,
USA-SC-58-SC-OfficeOnAging-output-210,Lakes At Litchfield Assisted Living,120 Lakes At Litchfield Dr,,Pawleys Island,29585,SC,Georgetown,843-235-9393,,,,,CRC-1116,http://nfbl.sc.gov/FacilityInformation.php?FacID=316,US,Assisted Living Facility,33.4896699,-79.084091,
USA-SC-58-SC-OfficeOnAging-output-211,Thorne Retirement Home,702 W 3Rd Ave,,Lake View,29563,SC,Dillon,843-759-9099,,James N. Sanderson,insanderson@cooke-associates.com,,CRC-0626,http://nfbl.sc.gov/FacilityInformation.php?FacID=317,US,Assisted Living Facility,34.343353,-79.17350730000001,
USA-SC-58-SC-OfficeOnAging-output-212,Morningside Of Georgetown,2628 N Fraser St,,Georgetown,29440,SC,Georgetown,843-520-0319,,,,,CRC-1102,http://nfbl.sc.gov/FacilityInformation.php?FacID=318,US,Assisted Living Facility,33.4109546,-79.2847879,
USA-SC-58-SC-OfficeOnAging-output-213,Jessamine Community Residence,143 Jessamine Ave,,Georgetown,29440,SC,Georgetown,843-527-1390,843-546-1617,Stacey Randolph,santley@gcbdsn.com,gcbdsn.com/,CRC-1445,http://nfbl.sc.gov/FacilityInformation.php?FacID=319,US,Assisted Living Facility,33.410129,-79.28882999999999,
USA-SC-58-SC-OfficeOnAging-output-214,South Island Assisted Living,2902 South Island Rd,,Georgetown,29440,SC,Georgetown,843-545-5427,843-461-4590,Maxine J McAlhany,southisland2003@gmail.com,http:,CRC-1272,http://nfbl.sc.gov/FacilityInformation.php?FacID=320,US,Assisted Living Facility,33.3271299,-79.30044,
USA-SC-58-SC-OfficeOnAging-output-215,Maryville Community Residence,2602 Old Charleston Rd,,Georgetown,29440,SC,Georgetown,843-546-7238,843-546-1617,Stacey Randolph,santley@gcbdsn.com,gcbdsn.com/,CRC-1446,http://nfbl.sc.gov/FacilityInformation.php?FacID=321,US,Assisted Living Facility,33.3369003,-79.3010178,
USA-SC-58-SC-OfficeOnAging-output-216,Oasis Residential Home,2317 Prince St,,Georgetown,29440,SC,Georgetown,843-527-4848,843-527-4838,Mazie Graham,oasisinc2001@yahoo.com,,CRC-1219,http://nfbl.sc.gov/FacilityInformation.php?FacID=322,US,Assisted Living Facility,33.379859,-79.304363,
USA-SC-58-SC-OfficeOnAging-output-217,B & B Assisted Living,412 Pee Dee Church Rd,,Dillon,29536,SC,Dillon,843-774-0623,,,,,CRC-0528,http://nfbl.sc.gov/FacilityInformation.php?FacID=323,US,Assisted Living Facility,34.3917536,-79.3273488,
USA-SC-58-SC-OfficeOnAging-output-218,Mary's Home Care,224 Ward Loop,,Hemingway,29554,SC,Georgetown,843-558-9053,,,,,CRC-1505,http://nfbl.sc.gov/FacilityInformation.php?FacID=324,US,Assisted Living Facility,33.70318,-79.337429,
USA-SC-58-SC-OfficeOnAging-output-219,Dillon Community Residence,506 S 14Th Ave,,Dillon,29536,SC,Dillon,843-841-0778,843-774-0927,Ella Timmons,etimmons@mddsn.org,www.mddsn.ogr,CRC-1377,http://nfbl.sc.gov/FacilityInformation.php?FacID=325,US,Assisted Living Facility,34.4098347,-79.3675461,
USA-SC-58-SC-OfficeOnAging-output-220,M & M Residential Care Home,408 Holiday St,,Marion,29571,SC,Marion,843-423-0120,,,,,CRC-1379,http://nfbl.sc.gov/FacilityInformation.php?FacID=326,US,Assisted Living Facility,34.17380889999999,-79.39084419999999,
USA-SC-58-SC-OfficeOnAging-output-221,Johnsonville Adult Care Services,351 S Midway Hwy,,Johnsonville,29555,SC,Florence,843-380-0777,,,,,CRC-1530,http://nfbl.sc.gov/FacilityInformation.php?FacID=327,US,Assisted Living Facility,33.8081289,-79.4720983,
USA-SC-58-SC-OfficeOnAging-output-222,Bowles Community Care Home 2,9274 N Hwy 17,,McClellanville,29458,SC,Charleston,843-887-4180,843-887-4180,,bbowcare@aol.com,,CRC-1497,http://nfbl.sc.gov/FacilityInformation.php?FacID=328,US,Assisted Living Facility,33.0722668,-79.51969199999999,
USA-SC-58-SC-OfficeOnAging-output-223,Bowles Community Care Home,9270 N Hwy 17,,Mc Clellanville,29458,SC,Charleston,843-887-4180,843-887-4180,,bbowcare@aol.com,,CRC-0090,http://nfbl.sc.gov/FacilityInformation.php?FacID=329,US,Assisted Living Facility,33.071813,-79.520567,
USA-SC-58-SC-OfficeOnAging-output-224,Hannah Residential Manor,3750 Sheminally Rd,,Pamplico,29583,SC,Florence,843-493-0001,843-493-2840,Patricia Hart/ Regina Hart,hrm3750@gmail.com,,CRC-0712,http://nfbl.sc.gov/FacilityInformation.php?FacID=330,US,Assisted Living Facility,33.8820116,-79.56838460000002,
USA-SC-58-SC-OfficeOnAging-output-225,Sunny Pines Boarding Home,108 W Gapway Rd,,Andrews,29510,SC,Georgetown,843-221-7436,,,,,CRC-0098,http://nfbl.sc.gov/FacilityInformation.php?FacID=331,US,Assisted Living Facility,33.4595234,-79.5626595,
USA-SC-58-SC-OfficeOnAging-output-226,BTU Rest Home,113 Ellison Street,,Bennettsville,29512,SC,Marlboro,843-479-9053,843-479-3550,Jo Ann Newton,bturesthome@aol.com,,CRC-0235,http://nfbl.sc.gov/FacilityInformation.php?FacID=332,US,Assisted Living Facility,34.6072713,-79.7003495,
USA-SC-58-SC-OfficeOnAging-output-227,Gene's Residential Care Facility #2,2385 Pamplico Hwy,,Florence,29505,SC,Florence,843-407-4580,,,,,CRC-1479,http://nfbl.sc.gov/FacilityInformation.php?FacID=333,US,Assisted Living Facility,34.143719,-79.7266719,
USA-SC-58-SC-OfficeOnAging-output-228,Burgess Residential Care Facility,2591 S Brehenan Dr,,Florence,29505,SC,Florence,843-665-6843,,,,,CRC-0925,http://nfbl.sc.gov/FacilityInformation.php?FacID=334,US,Assisted Living Facility,34.1597388,-79.7429871,
USA-SC-58-SC-OfficeOnAging-output-229,Carolina Place,240 Charles St,,Lake City,29560,SC,Florence,843-394-5707,,Linda Uwagbai,luwagbai@fcdsn.org,,CRC-1258,http://nfbl.sc.gov/FacilityInformation.php?FacID=335,US,Assisted Living Facility,33.8736888,-79.7487254,
USA-SC-58-SC-OfficeOnAging-output-230,Good Samaritan Residential Care,1356 Bubzy Rd,,Kingstree,29556,SC,Williamsburg,843-382-3530,,,,,CRC-1015,http://nfbl.sc.gov/FacilityInformation.php?FacID=336,US,Assisted Living Facility,33.63196599999999,-79.7504501,
USA-SC-58-SC-OfficeOnAging-output-231,Acline Place,200 S Acline St,,Lake City,29560,SC,Florence,843-394-5707,,Linda Uwagbai,luwagbai@fcdsn.org,,CRC-1257,http://nfbl.sc.gov/FacilityInformation.php?FacID=337,US,Assisted Living Facility,33.8694856,-79.7563608,
USA-SC-58-SC-OfficeOnAging-output-232,Emeritus At Laurel Gardens,1938 Mountain Laurel Ct,,Florence,29505,SC,Florence,843-665-7978,,,,,CRC-1387,http://nfbl.sc.gov/FacilityInformation.php?FacID=338,US,Assisted Living Facility,34.1577288,-79.7553709,
USA-SC-58-SC-OfficeOnAging-output-233,Carolinian,718 S Dargan St,,Florence,29506,SC,Florence,843-665-9314,,,,,CRC-0468,http://nfbl.sc.gov/FacilityInformation.php?FacID=339,US,Assisted Living Facility,34.18601,-79.763502,
USA-SC-58-SC-OfficeOnAging-output-234,Evelyn's Residential Care Facility,162 S Mcqueen St,,Florence,29501,SC,Florence,843-665-5751,,,,,CRC-1164,http://nfbl.sc.gov/FacilityInformation.php?FacID=340,US,Assisted Living Facility,34.1958466,-79.772289,
USA-SC-58-SC-OfficeOnAging-output-235,Victorian Home,313 Warley St,,Florence,29501,SC,Florence,843-664-3090,,,,,CRC-1487,http://nfbl.sc.gov/FacilityInformation.php?FacID=341,US,Assisted Living Facility,34.19235220000001,-79.7747728,
USA-SC-58-SC-OfficeOnAging-output-236,Gene's Residential Care #1,607 W Sumter St,,Florence,29501,SC,Florence,843-662-2529,,,,,CRC-0431,http://nfbl.sc.gov/FacilityInformation.php?FacID=342,US,Assisted Living Facility,34.2030666,-79.7769379,
USA-SC-58-SC-OfficeOnAging-output-237,Burgess Residential Care #3,615 W Evans St,,Florence,29501,SC,Florence,843-665-4940,,Sandy Burgess,,,CRC-1913,http://nfbl.sc.gov/FacilityInformation.php?FacID=343,US,Assisted Living Facility,34.1970056,-79.7773158,
USA-SC-58-SC-OfficeOnAging-output-238,Gene's Residential Care Facility #3,1312 W Evans St,,Florence,29501,SC,Florence,843-667-6636,,,,,CRC-0482,http://nfbl.sc.gov/FacilityInformation.php?FacID=344,US,Assisted Living Facility,34.19584080000001,-79.79068040000001,
USA-SC-58-SC-OfficeOnAging-output-239,Somerby Of Mount Pleasant,3100 Tradition Cir,,Mount Pleasant,29466,SC,Charleston,843-849-3096,,,,,CRC-1481,http://nfbl.sc.gov/FacilityInformation.php?FacID=345,US,Assisted Living Facility,32.8943224,-79.7948978,
USA-SC-58-SC-OfficeOnAging-output-240,Padd-Wren Home,2350 Regional Rd,,Florence,29501,SC,Florence,843-673-1005,,,,,CRC-1451,http://nfbl.sc.gov/FacilityInformation.php?FacID=347,US,Assisted Living Facility,34.2361468,-79.8127073,
USA-SC-58-SC-OfficeOnAging-output-241,Franke Home,1885 Rifle Range Rd,,Mount Pleasant,29464,SC,Charleston,843-856-4700,,,,,CRC-1082,http://nfbl.sc.gov/FacilityInformation.php?FacID=348,US,Assisted Living Facility,32.82166,-79.82047,
USA-SC-58-SC-OfficeOnAging-output-242,Williamsburg Residential Care Facility,14 WRCF Street,,Kingstree,29556,SC,Williamsburg,843-355-6214,843-355-9724,Jacques G. Jackson,wrcf@ftc-i.net,,CRC-0038,http://nfbl.sc.gov/FacilityInformation.php?FacID=349,US,Assisted Living Facility,33.6792194,-79.82129239999999,
USA-SC-58-SC-OfficeOnAging-output-243,Carriage House Of Florence,739 S Parker Dr,,Florence,29501,SC,Florence,843-661-6655,843-667-3289,Mary Jane Singletary,carriageflorence@gmail.com,,CRC-1590,http://nfbl.sc.gov/FacilityInformation.php?FacID=350,US,Assisted Living Facility,34.1763743,-79.8267213,
USA-SC-58-SC-OfficeOnAging-output-244,Elmcroft Of Florence,3006 Hoffmeyer Rd,,Florence,29501,SC,Florence,843-292-0012,,,,,CRC-1422,http://nfbl.sc.gov/FacilityInformation.php?FacID=351,US,Assisted Living Facility,34.2057311,-79.8374252,
USA-SC-58-SC-OfficeOnAging-output-245,Bethea Baptist Assisted Living,157 Home Ave,,Darlington,29532,SC,Darlington,843-393-2867,843-393-2458,Jenny Doll,jdoll@scbma.com,bethearetirement.com,CRC-1533,http://nfbl.sc.gov/FacilityInformation.php?FacID=352,US,Assisted Living Facility,34.2571894,-79.83925789999999,
USA-SC-58-SC-OfficeOnAging-output-246,Pee Dee Gardens,3117 W Palmetto St,,Florence,29505,SC,Florence,843-667-6699,843665-9895,Sherri Scott,sscott@depaul.org,www.depaul.org,CRC-1391,http://nfbl.sc.gov/FacilityInformation.php?FacID=353,US,Assisted Living Facility,34.171159,-79.842139,
USA-SC-58-SC-OfficeOnAging-output-247,Wesleyan Suites,2100 Twin Church Rd,,Florence,29501,SC,Florence,843-664-0700,,,,,CRC-0662,http://nfbl.sc.gov/FacilityInformation.php?FacID=354,US,Assisted Living Facility,34.1492433,-79.86073329999999,
USA-SC-58-SC-OfficeOnAging-output-248,Cooper Hall At The Palms Of Mt Pleasant,937 Bowman Rd Ofc,,Mount Pleasant,29464,SC,Charleston,843-884-6949,,,,,CRC-1432,http://nfbl.sc.gov/FacilityInformation.php?FacID=355,US,Assisted Living Facility,32.8156313,-79.8603347,
USA-SC-58-SC-OfficeOnAging-output-249,Savannah Hall Assisted Living,1010 Lake Hunter Cir,,Mount Pleasant,29464,SC,Charleston,843-388-2030,,,,,CRC-1431,http://nfbl.sc.gov/FacilityInformation.php?FacID=356,US,Assisted Living Facility,32.8144457,-79.86131639999999,
USA-SC-58-SC-OfficeOnAging-output-250,Sweetgrass Court Senior Living Community,1010 Anna Knapp Blvd,,Mount Pleasant,29464,SC,Charleston,843-971-7756,,,,,CRC-1428,http://nfbl.sc.gov/FacilityInformation.php?FacID=357,US,Assisted Living Facility,32.8145809,-79.8635506,
USA-SC-58-SC-OfficeOnAging-output-251,Sandpiper Courtyard Assisted Living,1047 Anna Knapp Blvd,,Mount Pleasant,29464,SC,Charleston,843-884-7977,,,,,CRC-1325,http://nfbl.sc.gov/FacilityInformation.php?FacID=358,US,Assisted Living Facility,32.81007599999999,-79.862359,
USA-SC-58-SC-OfficeOnAging-output-252,Sweetgrass Village Assisted Living Community,601 Mathis Ferry Rd,,Mount Pleasant,29464,SC,Charleston,843-881-9809,,,,,CRC-1427,http://nfbl.sc.gov/FacilityInformation.php?FacID=359,US,Assisted Living Facility,32.81160159999999,-79.87525720000001,
USA-SC-58-SC-OfficeOnAging-output-253,Summit Place Of Daniel Island,320 Seven Farms Dr,,Daniel Island,29492,SC,Berkeley,843-884-4104,,,,,CRC-1282,http://nfbl.sc.gov/FacilityInformation.php?FacID=361,US,Assisted Living Facility,32.858447,-79.9141756,
USA-SC-58-SC-OfficeOnAging-output-254,Palmetto Ridge Assisted Living & Memory Care,840 Manor Rd,,Cheraw,29520,SC,Chesterfield,843-537-4197,843-537-9990,Regina Smith RN,Cherawmanorassis@bellsouth.net,,CRC-1393,http://nfbl.sc.gov/FacilityInformation.php?FacID=362,US,Assisted Living Facility,34.6812468,-79.9199615,
USA-SC-58-SC-OfficeOnAging-output-255,Charles M Ingram Sr Community Residence,1615 State Rd,,Cheraw,29520,SC,Chesterfield,843-537-5122,,Margarete Peterkin,m.peterkin@chescoservices.org,,CRC-1440,http://nfbl.sc.gov/FacilityInformation.php?FacID=363,US,Assisted Living Facility,34.7010545,-79.92772020000001,
USA-SC-58-SC-OfficeOnAging-output-256,Beard's Residential Care Facility #3,201 N Brockington St,,Timmonsville,29161,SC,Florence,843-346-5272,,,,,CRC-0331,http://nfbl.sc.gov/FacilityInformation.php?FacID=364,US,Assisted Living Facility,34.13666,-79.941434,
USA-SC-58-SC-OfficeOnAging-output-257,Beard Residential Care Facility #1,123 N Warren St,,Timmonsville,29161,SC,Florence,843-346-5272,,,,,CRC-0140,http://nfbl.sc.gov/FacilityInformation.php?FacID=365,US,Assisted Living Facility,34.1355393,-79.9426081,
