row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,city,province,postal_code,country
USA-LA-96-All-96-All-120,Kinder Retirement & Rehabilitation Ctr.,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12033/catid/173,Kathy Ashford,(337)738-5671,,(337)738-3371,kinderadmin@managementseven.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 1270,Kinder,LA,70648,,13938 Hwy. 165,Kinder,LA,70648,USA
USA-LA-96-All-96-All-121,High Hope Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12020/catid/173,Mary  Leonards,(337)527-8140,,(337)527-0098,mary.leonards@highhopesulphur.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475 High Hope Rd.,,Sulphur,LA,70663,,475 High Hope Road,Sulphur,LA,70663,USA
USA-LA-96-All-96-All-122,Lacombe Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12034/catid/173,Ms Gwen B Aucoin,(985)882-5417,,(985)882-3100,gwen@lacombecare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 2227,Lacombe,LA,70445,,28119 Hwy. 190,Lacombe,LA,70445,USA
USA-LA-96-All-96-All-123,Holly Hill House,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12023/catid/173,J. Aaron  Johnson,(337)625-5843,,(337)625-3432,hollyhill@tutera.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 Kingston Road,,Sulphur,LA,70663,,100 Kingston Road,Sulphur,LA,70663,USA
USA-LA-96-All-96-All-124,Kentwood Manor Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12032/catid/173,Mr Sheldon  Dykes,(985)229-2112,,(985)229-6992,sdykes@cci.la,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 67,Kentwood,LA,70444,,921 Ave. G,Kentwood,LA,70444,USA
USA-LA-96-All-96-All-125,Kaplan Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12031/catid/173,Ms Tania  Lemaire,(337)643-7302,,(337)643-1579,kaplan.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 W. 8Th Street,,Kaplan,LA,70548,,1300 W. 8th Street,Kaplan,LA,70548,USA
USA-LA-96-All-96-All-126,Jo Ellen Smith Convalescent Ctr.,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12029/catid/173,Mr Clayton C Magee,(504)361-7923,,(504)368-4807,cmagee@jesliving.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502 General Meyers Avenue,,New Orleans,LA,70131,,4502 General Meyer Avenue,New Orleans,LA,70131,USA
USA-LA-96-All-96-All-127,Highland Place Rehab and Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12021/catid/173,Ms Vicki  Ott,(318)221-1983,,(318)222-2095,vott@nursecareofshreveport.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736 Irving Place,,Shreveport,LA,71101,,1736 Irving Place,Shreveport,LA,71101,USA
USA-LA-96-All-96-All-128,Lafourche Home For Aged & Infirm,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12037/catid/173,Mr Jamie J Francise,(985)447-2205,,(985)446-9977,jfrancise@lafourchehome.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002 Tiger Drive,,Thibodaux,LA,70301,,1002 Tiger Drive,Thibodaux,LA,70301,USA
USA-LA-96-All-96-All-129,Lagniappe Healthcare,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12038/catid/173,Ms Amanda  Boatright,(318)281-5188,,(318)283-2989,aboatright@lagniappehealthcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408 Summerlin Lane,,Bastrop,LA,71220,,1408 Summerlin Lane,Bastrop,LA,71220,USA
USA-LA-96-All-96-All-130,"John J. Hainkel, Jr. Home & Rehab Ctr.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12030/catid/173,Mr. Michael Crump,(504)896-5900,,(504)896-5982,chris.crump@hainkelhome.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612 Henry Clay Avenue,,New Orleans,LA,70118,,612 Henry Clay Avenue,New Orleans,LA,70118,USA
USA-LA-96-All-96-All-131,Landmark of Baton Rouge,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12044/catid/173,Korey  Landry,(225)293-1003,,(225)293-1023,klandry@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9105 Oxford Place Drive,,Baton Rouge,LA,70809,,9105 Oxford Place Drive,Baton Rouge,LA,70809,USA
USA-LA-96-All-96-All-132,LaSalle Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12047/catid/173,Mrs Phyllis  Bryan,(318)992-6627,,(318)992-9288,pbryan@lasallenursinghome.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Drawer 1510,Jena,LA,71342,,139 Ninth Street,Jena,LA,71342,USA
USA-LA-96-All-96-All-133,Landmark of Acadiana,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12043/catid/173,Mr Jason  Smith,(337)394-6044,,(337)560-8337,jsmith5@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710 Smede Hwy,,Saint Martinville,LA,70582,,1710 Smede Hwy,Saint Martinville,LA,70582,USA
USA-LA-96-All-96-All-134,Landmark Nursing Center Hammond,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12042/catid/173,Ames  Bankston,(985)542-8570,,(985)429-8352,abankston@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 Derek Drive,,Hammond,LA,70403,,1300 Derek Drive,Hammond,LA,70403,USA
USA-LA-96-All-96-All-135,Lake Charles Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12039/catid/173,Hugh D. Fellows,(337)439-0336,,(337)494-0546,adm.lccc@dhcompanies.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701 Ernest Street,,Lake Charles,LA,70601,,2701 Ernest Street,Lake Charles,LA,70601,USA
USA-LA-96-All-96-All-136,Landmark of Lake Charles,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12045/catid/173,William B Pugh,(337)478-2920,,(337)478-0230,rstelly@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335 Oak Park Blvd,,Lake Charles,LA,70601,,2335 Oak Park Blvd,Lake Charles,LA,70601,USA
USA-LA-96-All-96-All-137,"Maison DeVille Nursing Home-Houma, Inc.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12058/catid/173,William T Daigre,(985)876-3250,,(985)873-0046,wdaigre@devillehouma.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 S. Hollywood Road,,Houma,LA,70360,,107 S. Hollywood Road,Houma,LA,70360,USA
USA-LA-96-All-96-All-138,Lane Nsg Home an affiliate of Lane Reg. Medical Center-Hosp,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12046/catid/173,Kaley W Hill,(225)658-4345,,(225)658-4192,kaley@hometownhc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300 Main Street,,Zachary,LA,70791,,6300 Main Street,Zachary,LA,70791,USA
USA-LA-96-All-96-All-139,"Landmark Nursing & Rehab Ctr of West Monroe, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12041/catid/173,Ms. Virginia Beth Coplin,(318)396-3313,,(318)396-3365,landmarkadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 1655,West Monroe,LA,71294,,1611 Wellerman Rd.,West Monroe,LA,71291,USA
USA-LA-96-All-96-All-140,LeGrand Healthcare & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12048/catid/173,Ms Donnice J Reynolds,(318)281-0322,,(318)281-3770,dreynolds@legrandbastrop.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 667,Bastrop,LA,71220,,650 Holt Street,Bastrop,LA,71220,USA
USA-LA-96-All-96-All-141,Lakeview Manor Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12040/catid/173,Ms. Phyllis Chatelain,(225)638-4404,,(225)638-8607,pchatelain@lakeviewmanornh.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Drawer 320,New Roads,LA,70760,,400 Hospital Road,New Roads,LA,70760,USA
USA-LA-96-All-96-All-142,Maison de Lafayette,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12056/catid/173,Mr Joe  Mcpherson Iii,(337)981-2258,,(337)988-3807,joe@maisondelafayette.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707 Kaliste Saloom Road,,Lafayette,LA,70508,,2707 Kaliste Saloom Road,Lafayette,LA,70508,USA
USA-LA-96-All-96-All-143,Luling Living Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12053/catid/173,Mrs. Lauren A. Weber,(985)785-8271,,(985)785-9944,lauren@lulinglivingcenter.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125 Paul Maillard Rd,,Luling,LA,70070,,1125 Paul Maillard Road,Luling,LA,70070,USA
USA-LA-96-All-96-All-144,Magnolia Estates,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12054/catid/173,Corey Domec,(337)216-0950,,(337)216-0994,cdomec@cci.la,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511 Dulles Dr.,,Lafayette,LA,70506,,1511 Dulles Dr.,Lafayette,LA,70506,USA
USA-LA-96-All-96-All-145,Leslie Lakes Retirement Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12049/catid/173,Ms Stephanie  Bryant,(318)263-9581,,(318)263-9606,sbryant@paramounthcla.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355 6Th Street,,Arcadia,LA,71001,,1355 6th Street,Arcadia,LA,71001,USA
USA-LA-96-All-96-All-146,Meadowview Health and Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12067/catid/173,Rebecca Myles,(318)377-1011,,(318)377-9814,Meadowview.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Meadowview Drive,,Minden,LA,71055,,400 Meadowview Drive,Minden,LA,71055,USA
USA-LA-96-All-96-All-147,Maison DeVille Nursing Home of Harvey,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12057/catid/173,Cheryl  Carter,(504)362-9522,,(504)368-4118,ccarter@devilleharvey.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233 8Th Street,,Harvey,LA,70058,,2233 8th Street,Harvey,LA,70058,USA
USA-LA-96-All-96-All-148,Live Oak,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12051/catid/173,Ms Mary A Wade,(318)212-2000,,(318)212-2134,mwade@wkhs.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 E. Flournoy Lucas Road,,Shreveport,LA,71115,,600 E. Flournoy Lucas Road,Shreveport,LA,71115,USA
USA-LA-96-All-96-All-149,Matthews Memorial Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12066/catid/173,Betty C Powell,(318)445-5215,,(318)448-0726,bcpowell@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100 Jackson Street Ext.,,Alexandria,LA,71303,,5100 Jackson Street Ext.,Alexandria,LA,71303,USA
USA-LA-96-All-96-All-150,"Magnolia Manor Nursing & Rehab Ctr, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12055/catid/173,Ms Suzanne  Smith,(318)868-4421,,(318)868-4431,magnoliaadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P. O. Box 38270,Shreveport,LA,71133,,1411 Claiborne Avenue,Shreveport,LA,71103,USA
USA-LA-96-All-96-All-151,Marrero Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12063/catid/173,Mr Philip  Sweeney,(504)341-3658,,(504)347-3754,marrero.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301 August Avenue,,Marrero,LA,70072,,5301 August Avenue,Marrero,LA,70072,USA
USA-LA-96-All-96-All-152,Many Healthcare North,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12062/catid/173,Sunny  Broadway,(318)256-9233,,(318)256-0739,manynorth.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Natchitoches Hwy.,,Many,LA,71449,,"120 Natchitoches Hwy. 6, East",Many,LA,71449,USA
USA-LA-96-All-96-All-153,Mary Anna Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12064/catid/173,Ms Candace  Sanders,(318)724-7244,,(318)724-6698,Maryanna776@aol.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 776,Wisner,LA,71378,,125 Turner Street,Wisner,LA,71378,USA
USA-LA-96-All-96-All-154,Mansfield Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12061/catid/173,Mr. Stephen Peterson,(318)872-9911,,(318)872-9696,mansfieldadmin@managementseven.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 761,Mansfield,LA,71052,,1725 McArthur Dr.,Mansfield,LA,71052,USA
USA-LA-96-All-96-All-155,Maison du Monde,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12059/catid/173,Luke G. Richard,(337)892-2332,,(337)893-5438,adm.mdm@dhcompanies.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000 Rodeo Road,,Abbeville,LA,70510,,4000 Rodeo Road,Abbeville,LA,70510,USA
USA-LA-96-All-96-All-156,Metairie Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12068/catid/173,Mr Jeffery J Burch,(504)885-8611,,(504)885-8154,jburch@metairiehc.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401 Riverside Drive,,Metairie,LA,70003,,6401 Riverside Drive,Metairie,LA,70003,USA
USA-LA-96-All-96-All-157,Northwest Louisiana War Veterans Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12078/catid/173,Wesley  Pepitone,(318)741-2763,,(318)741-2783,wesley.pepitone@la.gov,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130 Arthur Ray Teague Parkway,,Bossier City,LA,71112,,3130 Arthur Ray Teague Parkway,Bossier City,LA,71112,USA
USA-LA-96-All-96-All-158,Maison Teche Nursing Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12060/catid/173,Ms Hayley R. Boutte,(337)276-4514,,(337)276-3920,hayley@maisonteche.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7307 Old Spanish Trail,,Jeanerette,LA,70544,,7307 Old Spanish Trail,Jeanerette,LA,70544,USA
USA-LA-96-All-96-All-159,Northeast Louisiana War Veterans Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12076/catid/173,Marquita Mihaliak,(318)362-4206,,(318)362-4241,Marquita.Mihaliak@la.gov,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700 Highway 165 North,,Monroe,LA,71211,,6700 Highway 165 North,Monroe,LA,71211,USA
USA-LA-96-All-96-All-160,Mary Goss Nursing Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12065/catid/173,Mr Anthony V Wilson,(318)323-9013,,(318)324-1350,Marygossnursingh@netscape.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 4509,Monroe,LA,71211,,3300 White Street,Monroe,LA,71203,USA
USA-LA-96-All-96-All-161,North Point Healthcare Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12075/catid/173,Ms Amy  Nelson,(225)387-6704,,(225)383-1811,amy.nelson@nphcc.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100 North Blvd.,,Baton Rouge,LA,70806,,4100 North Blvd.,Baton Rouge,LA,70806,USA
USA-LA-96-All-96-All-162,Louisiana War Veterans' Home,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12052/catid/173,Ashlyn  Hilburn,(225)342-8998,,(225)634-4057,ashlyn.hillburn@vetaffairs.la.gov,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4739 Hwy. 10,,Jackson,LA,70748,,4739 Hwy. 10,Jackson,LA,70748,USA
USA-LA-96-All-96-All-163,New Iberia Manor South,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12074/catid/173,Mr Ryan  Richard,(337)365-3441,,(337)365-0879,NewIberiasouth.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 9984,New Iberia,LA,70562,,600 Bayard Street,New Iberia,LA,70560,USA
USA-LA-96-All-96-All-164,"Natchitoches Nursing and Rehabilitation Center, LLC",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12072/catid/173,Terri M Jenson,(318)352-8779,,(318)352-8910,84tjensen@email.taracares.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 2299,Natchitoches,LA,71457,,750 Keyser Ave.,Natchitoches,LA,71457,USA
USA-LA-96-All-96-All-165,Natchitoches Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12071/catid/173,James L. Martin,(318)352-8296,,(318)352-3837,jmartin@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 2178,Natchitoches,LA,71457,,720 Keyser Avenue,Natchitoches,LA,71457,USA
USA-LA-96-All-96-All-166,Northridge Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12077/catid/173,Mr S. Brock  Naquin,(225)778-0573,,(225)775-4724,bnaquin@cci.la,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 626,Baker,LA,70704,,3612 Baker Blvd.,Baker,LA,70714,USA
USA-LA-96-All-96-All-167,Morgan City Health Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12069/catid/173,Mr. Jeremy Ryman,(985)384-1726,,(985)384-4942,Jeremy.Ryman@pcitexas.net,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740 Justa Street,,Morgan City,LA,70380,,740 Justa Street,Morgan City,LA,70380,USA
USA-LA-96-All-96-All-168,Naomi Heights Nursing & Rehab. Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12070/catid/173,Ms Theresa J Wall,(318)443-5638,,(318)442-3118,naomiadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P O Box 12970,Alexandria,LA,71315,,2421 E. Texas Avenue,Alexandria,LA,71301,USA
USA-LA-96-All-96-All-169,Old Jefferson Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12087/catid/173,Howard  Sadler,(225)753-3203,,(225)751-8371,Hsadler@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8340 Baringer Foreman Road,,Baton Rouge,LA,70817,,8340 Baringer Foreman Road,Baton Rouge,LA,70817,USA
USA-LA-96-All-96-All-170,Ochsner Foundation Hospital SNF,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12086/catid/173,Jessica  Crum,(504)736-4949,,(504)736-4990,johwilliams@ochsner.org,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221 South Clearview Parkway,,Jefferson,LA,70121,,1221 South Clearview Parkway,New Orleans,LA,70121,USA
USA-LA-96-All-96-All-171,Oaks Care Center (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12084/catid/173,Phillip  Maxwell,(318)640-9656,,(318)640-1439,pmaxwell@plantationmgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Pinecrest Drive,,Pineville,LA,71360,,50 Pinecrest Drive,Pineville,LA,71360,USA
USA-LA-96-All-96-All-172,Oaks (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12083/catid/173,Ms Rhonda  Mcgee,(318)387-5300,,(318)387-1027,rmcgee@phmcorp.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 Mckeen Place,,Monroe,LA,71201,,1000 McKeen Place,Monroe,LA,71201,USA
USA-LA-96-All-96-All-173,Oak Lane Wellness & Rehabilitative Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12081/catid/173,Rhett Wimberly,(337)550-7200,,(337)550-1143,administrator@oaklanewellness.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 West Magnolia,,Eunice,LA,70535,,1400 W. Magnolia,Eunice,LA,70535,USA
USA-LA-96-All-96-All-174,Oak Haven Community Care Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12080/catid/173,Monique  Brouillette,(318)253-4601,,(318)253-4668,mbrouillette@commcare.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 128,Center Point,LA,71323,,1515 Hwy 107,Center Point,LA,71323,USA
USA-LA-96-All-96-All-175,Lexington House,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12050/catid/173,Sherry  Melton,(318)442-4364,,(318)442-9783,smelton@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Heyman Lane,,Alexandria,LA,71303,,16 Heyman Lane,Alexandria,LA,71303,USA
USA-LA-96-All-96-All-176,Olive Branch Senior Care Center (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12088/catid/173,Wayne L. Morris,(318)574-8111,,(318)574-4691,Wmorris@olivebranchLA.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Crothers Drive,,Tallulah,LA,71282,,32 Crothers Drive,Tallulah,LA,71282,USA
USA-LA-96-All-96-All-177,New Iberia Manor North,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12073/catid/173,Abigail  Benoit,(337)365-2466,,(337)365-2460,newiberianorth.adm@nexion-health.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803 Jane Street,,New Iberia,LA,70563,,1803 Jane Street,New Iberia,LA,70563,USA
USA-LA-96-All-96-All-178,Nottingham Regional Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12079/catid/173,Dante' Landry,(225)291-7049,,(225)906-1921,EDNottingham@regionalrehab.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828 Westfork,,Baton Rouge,LA,70816,,2828 Westfork,Baton Rouge,LA,70816,USA
USA-LA-96-All-96-All-179,Oaks of Houma (The),,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12085/catid/173,Jacques  Beebe,(985)876-5692,,(985)868-1954,CLebon@asimgt.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Monarch Dr.,,Houma,LA,70364,,400 Monarch Dr.,Houma,LA,70364,USA
USA-LA-96-All-96-All-180,Plantation Oaks Nursing & Rehab Center,,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12098/catid/173,Mr Ernie  Reeves,(318)724-7493,,(318)724-6438,poaksadmin@centralmanagement.com,,,,,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.O. Box 190,Wisner,LA,71378,,110 Maple Street,Wisner,LA,71378,USA
