Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,Phone,Latitude,Longitude
COLONIAL MANOR OF ELMA,Free Standing NF/SNF,407 9th St,,Elma,50628,IA, USA,Howard (45),43.2441169,-92.44659659999999
COLONIAL MANORS OF COLUMBUS COMMUNITY,Free Standing NF/SNF,814 Springer Ave,,Columbus Junction,52738,IA, USA,Louisa (58),41.27165309999999,-91.3711471
COMMUNITY CARE CENTER,Free Standing NF/SNF,325 SW 7th St,,Stuart,50250,IA, USA,Adair (01),41.49741270000001,-94.32233810000001
COMMUNITY MEMORIAL HEALTH CENTER,Free Standing NF/SNF,231 N 8th Ave W,,Hartley,51346,IA, USA,O'Brien (71),43.1839399,-95.4868508
CONCORD CARE CENTER,Free Standing NF/SNF,490 W Lyons St,,Garner,50438,IA, USA,Hancock (41),43.0904678,-93.60804549999999
CORNING SPECIALTY CARE,Free Standing NF/SNF,1614 Northgate Dr, PO BOX 479,Corning,50841,IA, USA,Adams (02),40.999178,-94.732328
CORRECTIONVILLE SPECIALTY CARE,Free Standing NF/SNF,1115 US-20, BOX H,Correctionville,51016,IA, USA,Woodbury (97),42.4827454,-95.88499189999999
CORYDON SPECIALTY CARE,Free Standing NF/SNF,745 E South St, BOX 387,Corydon,50060,IA, USA,Wayne (93),40.754318,-93.309196
COUNTRY VIEW MANOR INC.,Free Standing NF/SNF,100 Cedar Ln,,Sibley,51249,IA, USA,Osceola (72),43.4095922,-95.744474
COUNTRY VIEW NF/SNF,Free Standing NF/SNF,1410 W Dunkerton Rd,,Waterloo,50703,IA, USA,Blackhawk (07),42.571656,-92.36542999999999
COUNTRYSIDE HEALTH CARE CENTER,Free Standing NF/SNF,6120 Morningside Ave,,Sioux City,51106,IA, USA,Woodbury (97),42.4602938,-96.3277306
CREST HAVEN CARE CENTRE,Free Standing NF/SNF,1000 E Howard St,,Creston,50801,IA, USA,Union (88),41.0609025,-94.34983249999999
CRESTON SPECIALTY CARE,Free Standing NF/SNF,1001 Cottonwood Rd,,Creston,50801,IA, USA,Union (88),41.0693147,-94.38532
CRESTRIDGE CARE CENTER,Free Standing NF/SNF,1015 Wesley Dr,,Maquoketa,52060,IA, USA,Jackson (49),42.0657923,-90.6800726
CRESTVIEW ACRES,Free Standing NF/SNF,1485 Grand Ave,,Marion,52302,IA, USA,Linn (57),42.01976510000001,-91.5943047
CRESTVIEW NURSING & REHAB,Free Standing NF/SNF,2401 Des Moines St,,Webster City,50595,IA, USA,Hamilton (40),42.4512434,-93.82117869999999
CRESTVIEW SPECIALTY CARE,Free Standing NF/SNF,451 W Orange St,,West Branch,52358,IA, USA,Cedar (16),41.67564350000001,-91.3532261
CRYSTAL HEIGHTS CARE CENTER,Free Standing NF/SNF,1514 High Ave W,,Oskaloosa,52577,IA, USA,Mahaska (62),41.295209,-92.661523
DANVILLE CARE CENTER,Free Standing NF/SNF,401 S Birch St,,Danville,52623,IA, USA,Des Moines (29),40.862451,-91.3162569
DAVENPORT LUTHERAN HOME,Free Standing NF/SNF,1130 W 53rd St,,Davenport,52806,IA, USA,Scott (82),41.576189,-90.5884839
DENISON CARE CENTER,Free Standing NF/SNF,1202 Ridge Rd,,Denison,51442,IA, USA,Crawford (24),42.0316597,-95.3362935
DENVER SUNSET HOME,Free Standing NF/SNF,235 N Mill St,,Denver,50622,IA, USA,Bremer (09),42.674524,-92.33478799999999
DONNELLSON HEALTH CENTER,Free Standing NF/SNF,901 State St,,Donnellson,52625,IA, USA,Lee (56),40.64688499999999,-91.56980899999999
DUBUQUE SPECIALTY CARE,Free Standing NF/SNF,2935 Kaufmann Ave,,Dubuque,52001,IA, USA,Dubuque (31),42.5149487,-90.70750749999999
DUMONT WELLNESS CENTER,Free Standing NF/SNF,921 3rd St,,Dumont,50625,IA, USA,Butler (12),42.75032019999999,-92.976849
DUNLAP SPECIALTY CARE,Free Standing NF/SNF,1403 Harrison Rd,,Dunlap,51529,IA, USA,Harrison (43),41.8486412,-95.58867219999999
EAGLE POINT HEALTH CARE CENTER,Free Standing NF/SNF,801 28th Ave N,,Clinton,52732,IA, USA,Clinton (23),41.877789,-90.1897777
EASTERN STAR MASONIC HOME,Free Standing NF/SNF,715 W 3rd St,,Boone,50036,IA, USA,Boone (08),42.059323,-93.90193889999999
EDGEWATER A WESLEY ACTIVE LIFE COMMUNITY LLC,Free Standing NF/SNF,9225 Cascade Ave,,West Des Moines,50266,IA, USA,Dallas (25),41.5557228,-93.8332076
EDGEWOOD CONVALESCENT HOME,Free Standing NF/SNF,513 S Bell St,,Edgewood,52042,IA, USA,Delaware (28),42.6427598,-91.4034152
ELDORA SPECIALTY CARE,Free Standing NF/SNF,1510 22nd St,,Eldora,50627,IA, USA,Hardin (42),42.35757679999999,-93.11109139999999
ELKADER CARE CENTER,Free Standing NF/SNF,116 Reimer St SW,,Elkader,52043,IA, USA,Clayton (22),42.84727640000001,-91.4068786
ELM CREST RETIREMENT COMMUNITY,Free Standing NF/SNF,2104 12th St,,Harlan,51537,IA, USA,Shelby (83),41.648206,-95.32480100000001
ELM HEIGHTS CARE CENTER,Free Standing NF/SNF,1203 S Elm St,,Shenandoah,51601,IA, USA,Page (73),40.7551581,-95.37325109999999
ELMWOOD CARE CENTER,Free Standing NF/SNF,222 15th St,,Onawa,51040,IA, USA,Monona (67),42.0364708,-96.10486829999999
EMBASSY HEALTHCARE COMMUNITY,Free Standing NF/SNF,206 Port Neal Rd,,Sergeant Bluff,51054,IA, USA,Woodbury (97),42.3972545,-96.3542039
EMMETSBURG CARE CENTER,Free Standing NF/SNF,2405 21st St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.1017714,-94.6823221
ENGLISH VALLEY NURSING CARE CENTER,Free Standing NF/SNF,150 W Washington St,,North English,52316,IA, USA,Iowa (48),41.5183892,-92.078582
ENNOBLE SKILLED NURSING AND REHABILITATION CENTER,Free Standing NF/SNF,2000 Pasadena Dr,,Dubuque,52001,IA, USA,Dubuque (31),42.5044878,-90.71774160000001
EVANS MEMORIAL HOME,Free Standing NF/SNF,1010 N Elm St,,Cresco,52136,IA, USA,Howard (45),43.3835377,-92.1138514
EVENTIDE LUTHERAN HOME,Free Standing NF/SNF,114 S 20th St,,Denison,51442,IA, USA,Crawford (24),42.01385649999999,-95.341895
EXIRA CARE CENTER,Free Standing NF/SNF,409 S Carthage St,,Exira,50076,IA, USA,Audubon (05),41.5868405,-94.8775477
FAITH LUTHERAN HOME,Free Standing NF/SNF,914 Davidson Dr,,Osage,50461,IA, USA,Mitchell (66),43.27664370000001,-92.8084414
FELLOWSHIP VILLAGE,Free Standing NF/SNF,300 E Jefferson St,,Inwood,51240,IA, USA,Lyon (60),43.30716,-96.42910649999999
FLEUR HEIGHTS CENTER FOR WELLNESS & REHAB,Free Standing NF/SNF,4911 SW 19th St,,Des Moines,50315,IA, USA,Polk (77),41.53908,-93.642004
FONDA SPECIALTY CARE,Free Standing NF/SNF,607 Queen St,,Fonda,50540,IA, USA,Pocahontas (76),42.5859896,-94.84266149999999
FORT DODGE HEALTH AND REHABILITATION,Free Standing NF/SNF,728 14th Ave N,,Fort Dodge,50501,IA, USA,Webster (94),42.5197067,-94.1925516
FOUNTAIN WEST HEALTH CENTER,Free Standing NF/SNF,1501 Office Park Rd,,West Des Moines,50265,IA, USA,Polk (77),41.5925538,-93.7247172
FRIENDSHIP HAVEN,Free Standing NF/SNF,420 Kenyon Rd,,Fort Dodge,50501,IA, USA,Webster (94),42.4888372,-94.195821
FRIENDSHIP HOME ASSOCIATION,Free Standing NF/SNF,714 N Division St,,Audubon,50025,IA, USA,Audubon (05),41.7248689,-94.9292979
FRIENDSHIP VILLAGE RETIREMENT CENTER,Free Standing NF/SNF,600 Park Ln,,Waterloo,50702,IA, USA,Blackhawk (07),42.4624899,-92.3504758
GARDEN VIEW CARE CENTER,Free Standing NF/SNF,1200 W Nishna Rd,,Shenandoah,51601,IA, USA,Page (73),40.7565893,-95.38151219999999
GENESIS SENIOR LIVING CENTER,Free Standing NF/SNF,5608 SW 9th St,,Des Moines,50315,IA, USA,Polk (77),41.5330862,-93.6264147
GLEN HAVEN HOME,Free Standing NF/SNF,302 6th St,,Glenwood,51534,IA, USA,Mills (65),41.052412,-95.741177
GOLDEN AGE CARE CENTER,Free Standing NF/SNF,1915 S 18th St,,Centerville,52544,IA, USA,Appanoose (04),40.7151053,-92.8667852
GOLDENROD MANOR,Free Standing NF/SNF,225 W Laperla Dr,,Clarinda,51632,IA, USA,Page (73),40.724596,-95.039538
GOOD NEIGHBOR HOME,Free Standing NF/SNF,105 McCarren Dr,,Manchester,52057,IA, USA,Delaware (28),42.4849121,-91.4378369
GOOD SAMARITAN SOCIETY - ALGONA,Free Standing NF/SNF,412 W Kennedy,,Algona,50511,IA, USA,Kossuth (55),43.06490669999999,-94.2402759
GOOD SAMARITAN SOCIETY - DAVENPORT,Free Standing NF/SNF,700 Waverly Rd,,Davenport,52804,IA, USA,Scott (82),41.5254529,-90.62352969999999
GOOD SAMARITAN SOCIETY - ESTHERVILLE,Free Standing NF/SNF,1646 5th Ave N,,Estherville,51334,IA, USA,Emmet (32),43.408321,-94.8205426
GOOD SAMARITAN SOCIETY - FONTANELLE,Free Standing NF/SNF,326 Summerset St,,Fontanelle,50846,IA, USA,Adair (01),41.2944123,-94.56369869999999
GOOD SAMARITAN SOCIETY - FOREST CITY,Free Standing NF/SNF,606 S 7th St,,Forest City,50436,IA, USA,Winnebago (95),43.2585339,-93.6412314
GOOD SAMARITAN SOCIETY - GEORGE,Free Standing NF/SNF,324 1st Ave N,,George,51237,IA, USA,Lyon (60),43.34873609999999,-95.9950435
GOOD SAMARITAN SOCIETY - HOLSTEIN,Free Standing NF/SNF,505 W 2nd St,,Holstein,51025,IA, USA,Ida (47),42.4886077,-95.55098939999999
GOOD SAMARITAN SOCIETY - INDIANOLA,Free Standing NF/SNF,708 S Jefferson Way,,Indianola,50125,IA, USA,Warren (91),41.35384429999999,-93.5572596
GOOD SAMARITAN SOCIETY - LE MARS,Free Standing NF/SNF,1140 Lincoln St NE,,Le Mars,51031,IA, USA,Plymouth (75),42.7998144,-96.1492768
GOOD SAMARITAN SOCIETY - MANSON,Free Standing NF/SNF,1402 Main St,,Manson,50563,IA, USA,Calhoun (13),42.5344702,-94.53484569999999
GOOD SAMARITAN SOCIETY - NEWELL,Free Standing NF/SNF,415 IA-7, BOX 395,Newell,50568,IA, USA,Buena Vista (11),42.6029608,-95.0079947
GOOD SAMARITAN SOCIETY - OTTUMWA,Free Standing NF/SNF,2035 Chester Ave,,Ottumwa,52501,IA, USA,Wapello (90),41.00511230000001,-92.4587136
GOOD SAMARITAN SOCIETY - POSTVILLE,Free Standing NF/SNF,400 Hardin Dr,,Postville,52162,IA, USA,Allamakee (03),43.0821507,-91.55876429999999
GOOD SAMARITAN SOCIETY - RED OAK,Free Standing NF/SNF,201 Alix St,,Red Oak,51566,IA, USA,Montgomery (69),41.0235325,-95.2312354
GOOD SAMARITAN SOCIETY - SAINT ANSGAR,Free Standing NF/SNF,701 E 4th St,,St Ansgar,50472,IA, USA,Mitchell (66),43.3790519,-92.91016959999999
GOOD SAMARITAN SOCIETY - VILLISCA,Free Standing NF/SNF,202 Central Ave,,Villisca,50864,IA, USA,Montgomery (69),40.9346627,-94.9824774
GOOD SAMARITAN SOCIETY - WAUKON,Free Standing NF/SNF,21 E Main St,,Waukon,52172,IA, USA,Allamakee (03),43.2685766,-91.4739609
GOOD SAMARITAN SOCIETY - WEST UNION,Free Standing NF/SNF,201 Hall St,,West Union,52175,IA, USA,Fayette (33),42.9704778,-91.8112628
GOOD SHEPHERD HEALTH CENTER,Free Standing NF/SNF,302 2nd St NE,,Mason City,50401,IA, USA,Cerro Gordo (17),43.153959,-93.19577799999999
GRAND JI VANTE,Free Standing NF/SNF,502 Butler St,,Ackley,50601,IA, USA,Hardin (42),42.5521792,-93.04661689999999
GRANDVIEW HEALTH CARE CENTER,Free Standing NF/SNF,508 2nd St NE,,Dayton,50530,IA, USA,Webster (94),42.267154,-94.065384
GRANDVIEW HEALTHCARE CENTER,Free Standing NF/SNF,800 5th St SE,,Oelwein,50662,IA, USA,Fayette (33),42.6708471,-91.9018529
GRANDVIEW HEIGHTS,Free Standing NF/SNF,910 E Olive St,,Marshalltown,50158,IA, USA,Marshall (64),42.0293286,-92.897627
GRANGER NURSING AND REHABILITATION CENTER,Free Standing NF/SNF,2001 Kennedy St,,Granger,50109,IA, USA,Dallas (25),41.7629312,-93.8298411
GREAT RIVER CARE CENTER,Free Standing NF/SNF,1400 W Main St,,McGregor,52157,IA, USA,Clayton (22),43.0201263,-91.1931291
GREEN HILLS HEALTH CARE CENTER,Free Standing NF/SNF,2200 Hamilton Dr, SUITE 100,Ames,50014,IA, USA,Story (85),42.002432,-93.64604399999999
GREENFIELD REHABILITATION & HEALTH CARE CENTER,Free Standing NF/SNF,615 SE Kent St,,Greenfield,50849,IA, USA,Adair (01),41.30314799999999,-94.45034799999999
GRISWOLD REHABILITATION & HEALTH CARE CENTER,Free Standing NF/SNF,106 Harrison St,,Griswold,51535,IA, USA,Cass (15),41.2366773,-95.1339033
GRUNDY CARE CENTER,Free Standing NF/SNF,102 E J Ave,,Grundy Center,50638,IA, USA,Grundy (38),42.3582528,-92.7625678
GUTTENBERG CARE CENTER,Free Standing NF/SNF,1315 Acre St,,Guttenberg,52052,IA, USA,Clayton (22),42.7796873,-91.1049943
HALCYON HOUSE,Free Standing NF/SNF,1015 S Iowa Ave,,Washington,52353,IA, USA,Washington (92),41.289216,-91.692049
HALLMARK CARE CENTER MV,Free Standing NF/SNF,215 US-30,,Mt Vernon,52314,IA, USA,Linn (57),41.9160289,-91.4196466
HAPPY SIESTA NURSING HOME,Free Standing NF/SNF,423 Roosevelt St,,Remsen,51050,IA, USA,Plymouth (75),42.8094474,-95.9669619
HARMONY HOUSE HEALTH CARE CENTER NF/SNF,Free Standing NF/SNF,2950 W Shaulis Rd,,Waterloo,50701,IA, USA,Blackhawk (07),42.4435068,-92.4152883
HAWKEYE CARE CENTER BANCROFT,Free Standing NF/SNF,546 E Ramsey St,,Bancroft,50517,IA, USA,Kossuth (55),43.2929742,-94.2093822
HAWKEYE CARE CENTER CARROLL,Free Standing NF/SNF,2241 N West St,,Carroll,51401,IA, USA,Carroll (14),42.0844142,-94.8699887
HAWKEYE CARE CENTER CRESCO,Free Standing NF/SNF,701 Vernon Rd,,Cresco,52136,IA, USA,Howard (45),43.36568399999999,-92.124432
HAWKEYE CARE CENTER DUBUQUE,Free Standing NF/SNF,4885 Asbury Rd,,Dubuque,52002,IA, USA,Dubuque (31),42.5146765,-90.7459174
HAWKEYE CARE CENTER MARSHALLTOWN,Free Standing NF/SNF,2401 S 2nd St,,Marshalltown,50158,IA, USA,Marshall (64),42.0172093,-92.9165761
HAWKEYE CARE CENTER MILFORD,Free Standing NF/SNF,1600 13th St,,Milford,51351,IA, USA,Dickinson (30),43.32876259999999,-95.1591912
HAWKEYE CARE CENTER SIOUX RAPIDS,Free Standing NF/SNF,702 Blake St,,Sioux Rapids,50585,IA, USA,Buena Vista (11),42.8945678,-95.14385050000001
HAWKEYE CARE CENTER SPIRIT LAKE,Free Standing NF/SNF,1912 Zenith Ave,,Spirit Lake,51360,IA, USA,Dickinson (30),43.42158860000001,-95.1225328
HEARTLAND CARE CENTER,Free Standing NF/SNF,604 E Fenton St,,Marcus,51035,IA, USA,Cherokee (18),42.820181,-95.800412
HERITAGE CARE &  REHABILTATION CENTER,Free Standing NF/SNF,501 S Kentucky Ave,,Mason City,50401,IA, USA,Cerro Gordo (17),43.14700559999999,-93.1802768
HERITAGE CARE CENTER,Free Standing NF/SNF,2320 Washington Ave,,Iowa Falls,50126,IA, USA,Hardin (42),42.52057,-93.28609999999999
HERITAGE HOUSE,Free Standing NF/SNF,1200 Brookridge Cir,,Atlantic,50022,IA, USA,Cass (15),41.3977464,-94.9992695
HERITAGE SPECIALTY CARE,Free Standing NF/SNF,200 Clive Dr SW,,Cedar Rapids,52404,IA, USA,Linn (57),41.9665808,-91.723129
HIAWATHA CARE CENTER,Free Standing NF/SNF,405 N 15th Ave,,Hiawatha,52233,IA, USA,Linn (57),42.04283360000001,-91.69223079999999
"HIGHLAND RIDGE CARE CENTER, LLC",Free Standing NF/SNF,102 S Highland St,,Williamsburg,52361,IA, USA,Iowa (48),41.6650166,-92.00732939999999
HILLCREST HEALTH CARE CENTER,Free Standing NF/SNF,2121 Ave L,,Hawarden,51023,IA, USA,Sioux (84),43.0095609,-96.48106419999999
"HILLCREST HOME, INC.",Free Standing NF/SNF,915 W 1st St,,Sumner,50674,IA, USA,Bremer (09),42.847339,-92.109034
HOLY SPIRIT RETIREMENT HOME,Free Standing NF/SNF,1701 W 25th St,,Sioux City,51103,IA, USA,Woodbury (97),42.5171268,-96.4330986
HUBBARD CARE CENTER,Free Standing NF/SNF,403 S State St,,Hubbard,50122,IA, USA,Hardin (42),42.300657,-93.291764
IOOF HOME AND COMMUNITY THERAPY CENTER,Free Standing NF/SNF,1037 19th St SW,,Mason City,50401,IA, USA,Cerro Gordo (17),43.13267,-93.218273
IOWA CITY REHAB & HEALTH CARE CENTER,Free Standing NF/SNF,3661 Rochester Ave,,Iowa City,52245,IA, USA,Johnson (52),41.66816789999999,-91.4792973
IOWA JEWISH SENIOR LIFE CENTER,Free Standing NF/SNF,900 Polk Blvd,,Des Moines,50312,IA, USA,Polk (77),41.593539,-93.68293
IOWA MASONIC HEALTH FACILITIES,Free Standing NF/SNF,2500 Grant St, PO BOX 70,Bettendorf,52722,IA, USA,Scott (82),41.52778,-90.497917
JEFFERSON PLACE,Free Standing NF/SNF,413 Jefferson St,,Pella,50219,IA, USA,Marion (63),41.4122978,-92.9114702
KAHL HOME FOR AGED & INFIRM,Free Standing NF/SNF,6701 Jersey Ridge Rd,,Davenport,52807,IA, USA,Scott (82),41.59028989999999,-90.53623909999999
KANAWHA COMMUNITY HOME,Free Standing NF/SNF,130 W 6th St,,Kanawha,50447,IA, USA,Hancock (41),42.93870690000001,-93.7937613
KAREN ACRES HEALTHCARE CENTER,Free Standing NF/SNF,3605 Elm Dr,,Urbandale,50322,IA, USA,Polk (77),41.6279996,-93.72396359999999
KENNYBROOK VILLAGE,Free Standing NF/SNF,200 SW Brookside Dr,,Grimes,50111,IA, USA,Polk (77),41.6865979,-93.8058444
KEOSAUQUA HEALTH CARE CENTER,Free Standing NF/SNF,819 Country Lane Rd,,Keosauqua,52565,IA, USA,Van Buren (89),40.73664249999999,-91.968058
KEOTA HEALTH CARE CENTER,Free Standing NF/SNF,204 Keokuk-Washington Rd,,Keota,52248,IA, USA,Keokuk (54),41.3670548,-91.9466815
KEYSTONE NURSING CARE CENTER,Free Standing NF/SNF,250 5th St E,,Keystone,52249,IA, USA,Benton (06),42.00392,-92.1980409
KINGSLEY SPECIALTY CARE,Free Standing NF/SNF,Kingsley,,Kingsley,51028,IA, USA,Plymouth (75),42.58832399999999,-95.9675165
LAKE MILLS CARE CENTER,Free Standing NF/SNF,406 S 10th Ave E,,Lake Mills,50450,IA, USA,Winnebago (95),43.4108074,-93.5284037
LAKESIDE LUTHERAN HOME,Free Standing NF/SNF,301 Lawler St,,Emmetsburg,50536,IA, USA,Palo Alto (74),43.1171808,-94.6830763
LAMONI SPECIALTY CARE,Free Standing NF/SNF,215 S Oak St,,Lamoni,50140,IA, United States,Decatur (27),40.622024,-93.92354399999999
LANTERN PARK SPECIALTY CARE,Free Standing NF/SNF,2200 Oakdale Rd,,Coralville,52241,IA, USA,Johnson (52),41.7038255,-91.5941818
LAPORTE CITY SPECIALTY CARE,Free Standing NF/SNF,US-218,BOX 175,La Porte City,50651,IA, USA,Blackhawk (07),42.314911,-92.1919518
LAURENS CARE CENTER,Free Standing NF/SNF,304 E Veterans Rd,,Laurens,50554,IA, USA,Pocahontas (76),42.84264340000001,-94.846112
LENOX CARE CENTER,Free Standing NF/SNF,111 E Van Buren St,,Lenox,50851,IA, USA,Taylor (87),40.8854175,-94.5587487
LEXINGTON SQUARE,Free Standing NF/SNF,500 Messenger Rd,,Keokuk,52632,IA, USA,Lee (56),40.42203300000001,-91.394779
LINN HAVEN REHAB & HEALTHCARE,Free Standing NF/SNF,530 S Linn Ave,,New Hampton,50659,IA, USA,Chickasaw (19),43.0488271,-92.31707139999999
LINN MANOR CARE CENTER,Free Standing NF/SNF,1140 Elim Dr,,Marion,52302,IA, USA,Linn (57),42.0196986,-91.6025239
LITTLE FLOWER HAVEN,Free Standing NF/SNF,736 IA-37,PO BOX 288,Earling,51530,IA, USA,Shelby (83),41.775495,-95.426041
LIVING CENTER EAST,Free Standing NF/SNF,1220 5th Ave SE,,Cedar Rapids,52403,IA, USA,Linn (57),41.982272,-91.6536871
LIVING CENTER WEST,Free Standing NF/SNF,1050 4th Ave SE,,Cedar Rapids,52403,IA, USA,Linn (57),41.9822121,-91.65609839999999
LONE TREE HEALTH CARE CENTER INC,Free Standing NF/SNF,501 E Pioneer Rd,,Lone Tree,52755,IA, USA,Johnson (52),41.480887,-91.42185099999999
LONGHOUSE-NORTHSHIRE LTD,Free Standing NF/SNF,711 W 11th St,,Spencer,51301,IA, USA,Clay (21),43.1491664,-95.1560346
"LONGVIEW HOME, INC.",Free Standing NF/SNF,1010 Longview Rd,,Missouri Valley,51555,IA, USA,Harrison (43),41.5669344,-95.88351449999999
LUTHER MANOR RETIREMENT HOME,Free Standing NF/SNF,3131 Hillcrest Rd,,Dubuque,52001,IA, USA,Dubuque (31),42.50475619999999,-90.7162543
LUTHERAN LIVING SENIOR CAMPUS,Free Standing NF/SNF,2421 Lutheran Dr,,Muscatine,52761,IA, USA,Muscatine (70),41.4186702,-91.0964924
LUTHERAN RETIREMENT HOME,Free Standing NF/SNF,701 9th St N,,Northwood,50459,IA, USA,Worth (98),43.4518617,-93.21961139999999
LYON SPECIALTY CARE,Free Standing NF/SNF,1010 S Union St,BOX 268,Rock Rapids,51246,IA, USA,Lyon (60),43.42054599999999,-96.174883
MADRID HOME FOR THE AGING,Free Standing NF/SNF,613 W North St,,Madrid,50156,IA, USA,Boone (08),41.8782559,-93.8274356
MANILLA MANOR,Free Standing NF/SNF,146 5th St,,Manilla,51454,IA, USA,Crawford (24),41.895356,-95.2320972
MANLY SPECIALTY CARE,Free Standing NF/SNF,601 E South St,,Manly,50456,IA, USA,Worth (98),43.2840678,-93.1944681
MANOR HOUSE CARE CENTER,Free Standing NF/SNF,1212 S Stuart St,,Sigourney,52591,IA, USA,Keokuk (54),41.3233932,-92.20701679999999
MANORCARE HEALTH SERVICES OF CEDAR RAPIDS,Free Standing NF/SNF,1940 1st Ave NE,,Cedar Rapids,52402,IA, USA,Linn (57),41.99397889999999,-91.643255
MANORCARE HEALTH SERVICES OF DAVENPORT,Free Standing NF/SNF,815 E Locust St,,Davenport,52803,IA, USA,Scott (82),41.5378629,-90.5631365
MANORCARE HEALTH SERVICES OF DUBUQUE,Free Standing NF/SNF,901 W 3rd St,,Dubuque,52001,IA, USA,Dubuque (31),42.4946993,-90.67403809999999
MANORCARE HEALTH SERVICES OF WATERLOO,Free Standing NF/SNF,201 W Ridgeway Ave,,Waterloo,50701,IA, USA,Blackhawk (07),42.4685664,-92.3584338
MANORCARE HEALTH SERVICES-UTICA RIDGE,Free Standing NF/SNF,3800 Commerce Blvd,,Davenport,52807,IA, USA,Scott (82),41.5688183,-90.5206695
MANORCARE HEALTH SERVICES-WEST DES MOINES,Free Standing NF/SNF,5010 Grand Ridge Dr,,West Des Moines,50265,IA, USA,Polk (77),41.5426688,-93.76643589999999
MAPLE CREST MANOR,Free Standing NF/SNF,100 Bolger Dr,,Fayette,52142,IA, USA,Fayette (33),42.84185199999999,-91.809242
MAPLE HEIGHTS NURSING HOME,Free Standing NF/SNF,2 Sunrise Ave,,Mapleton,51034,IA, USA,Monona (67),42.1632879,-95.7801176
MAPLE MANOR VILLAGE,Free Standing NF/SNF,345 Parriott St,,Aplington,50604,IA, USA,Butler (12),42.5830727,-92.87404939999999
MAQUOKETA CARE CENTER,Free Standing NF/SNF,1202 German St,,Maquoketa,52060,IA, USA,Jackson (49),42.0721559,-90.6812819
MARIAN HOME,Free Standing NF/SNF,2400 6th Ave N,,Fort Dodge,50501,IA, USA,Webster (94),42.5124821,-94.1656055
"MARTIN HEALTH CENTER, INC.",Free Standing NF/SNF,420 E 11th St,,Cedar Falls,50613,IA, USA,Blackhawk (07),42.52911530000001,-92.4409589
MAYFLOWER HOME,Free Standing NF/SNF,616 Broad St,,Grinnell,50112,IA, USA,Poweshiek (79),41.73959989999999,-92.7232884
MECHANICSVILLE SPECIALTY CARE,Free Standing NF/SNF,104 E 4th St,BOX 430,Mechanicsville,52306,IA, USA,Cedar (16),41.908354,-91.25331600000001
MERCY LIVING CENTER-NORTH,Free Standing NF/SNF,600 14th Ave N,,Clinton,52732,IA, USA,Clinton (23),41.86087149999999,-90.1904361
METH WICK HEALTH CENTER,Free Standing NF/SNF,1625 Brendelwood Dr,,Cedar Rapids,52405,IA, USA,Linn (57),41.9867599,-91.694985
METHODIST MANOR RETIREMENT COMMUNITY,Free Standing NF/SNF,1206 W 4th St,,Storm Lake,50588,IA, USA,Buena Vista (11),42.6420658,-95.21634759999999
MIDLANDS LIVING CENTER L L C,Free Standing NF/SNF,2452 N Broadway,,Council Bluffs,51503,IA, USA,Pottawattamie (78),41.2871466,-95.83660429999999
MILL POND,Free Standing NF/SNF,1201 SE Mill Pond Ct,,Ankeny,50021,IA, USA,Polk (77),41.72450529999999,-93.57822220000001
MILL VALLEY CARE CENTER,Free Standing NF/SNF,1201 Park St,,Bellevue,52031,IA, USA,Jackson (49),42.257273,-90.437647
MONROE CARE CENTER,Free Standing NF/SNF,120 N 13th St,,Albia,52531,IA, USA,Monroe (68),41.0283234,-92.7931773
MONTEZUMA SPECIALTY CARE,Free Standing NF/SNF,316 Meadow Ln Dr,PO BOX 790,Montezuma,50171,IA, USA,Poweshiek (79),41.583009,-92.53721
MONTICELLO NURSING & REHAB CENTER,Free Standing NF/SNF,500 Pinehaven Dr,,Monticello,52310,IA, USA,Jones (53),42.2282604,-91.1833383
MONTROSE HEALTH  CENTER INC,Free Standing NF/SNF,400 S 7th St,,Montrose,52639,IA, USA,Lee (56),40.52617900000001,-91.419004
MORNING SUN CARE CENTER,Free Standing NF/SNF,200 N Washington St,,Morning Sun,52640,IA, USA,Louisa (58),41.0933012,-91.2581956
MORNINGSIDE HEALTHCARE COMMUNITY,Free Standing NF/SNF,600 Morningside St,,Ida Grove,51445,IA, USA,Ida (47),42.34065109999999,-95.46382489999999
MOUNT AYR HEALTH CARE CENTER,Free Standing NF/SNF,1504 E South St,,Mt Ayr,50854,IA, USA,Ringgold (80),40.7111026,-94.2284438
NELSON MANOR,Free Standing NF/SNF,1500 1st Ave E,,Newton,50208,IA, USA,Jasper (50),41.699954,-93.03349299999999
NEW HAMPTON NURSING  & REHAB CENTER,Free Standing NF/SNF,703 S 4th Ave,,New Hampton,50659,IA, USA,Chickasaw (19),43.055071,-92.3045176
NEW LONDON SPECIALTY CARE,Free Standing NF/SNF,100 Care Cir,,New London,52645,IA, United States,Henry (44),40.9173685,-91.40874939999999
NEWALDAYA LIFESCAPES,Free Standing NF/SNF,7511 University Ave,,Cedar Falls,50613,IA, USA,Blackhawk (07),42.51163500000001,-92.449517
NEWTON HEALTH CARE CENTER,Free Standing NF/SNF,200 S 8th Ave E,,Newton,50208,IA, USA,Jasper (50),41.6932115,-93.0521894
NEWTON VILLAGE HEALTH CARE CENTER,Free Standing NF/SNF,114 N 5th Ave W,,Newton,50208,IA, USA,Jasper (50),41.70323570000001,-93.0538112
