row_id,LICENSE #,Facility Name,Facility Type,Address Line 1,City,Zip Code,County,OWNER,Adm First,Adm Last,Telephone,Certified Beds,Licensure Effective,Licensure Expiration,Region,Country
USA-KY-92-KY-NursingHome-long_term_care-179,100750,NURSING FACILITY OF HARDIN MEMORIAL HOSPITAL,Long-Term Care,913 N. DIXIE AVE.,ELIZABETHTOWN,42701,HARDIN,"HARDIN COUNTY, KENTUCKY",JOHN,GODFREY,(270) 706-1206,15,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-180,101018,OAKLAWN HEALTH & REHABILITATION CENTER,Long-Term Care,300 SHELBY STATION DRIVE,LOUISVILLE,40245,JEFFERSON,"NEW OAKLAWN INVESTMENTS, LLC",MIKEAL,PICKRELL,(502) 254-0009,130,10/1/2016,9/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-181,100523,OAKMONT MANOR,Long-Term Care,1100 GRANDVIEW DRIVE,FLATWOODS,41139,GREENUP,"OAKMONT OPERATIONS, LLC",SHANNA,CARVER,(606) 836-3187,85,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-182,100330,OAKVIEW NURSING & REHABILITATION CENTER,Long-Term Care,10456 US HIGHWAY 62,CALVERT CITY,42029,MARSHALL,"LP CALVERT CITY, LLC",Devin,Dame,(270) 898-6288,100,3/1/2017,2/28/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-183,100426,"OAKWOOD ICF/IID, UNIT 1",Long-Term Care,2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,COMMONWEALTH OF KENTUCKY,GARRY,GREENE,(606) 677-4068,60,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-184,101089,"OAKWOOD ICF/IID, UNIT 2",Long-Term Care,2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,COMMONWEALTH OF KENTUCKY,LEAH,ANTLE,(606) 677-4068,48,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-185,101090,"OAKWOOD ICF/IID, UNIT 3",Long-Term Care,2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,COMMONWEALTH OF KENTUCKY,DAVID,PHELPS,(606) 677-4068,24,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-186,101091,"OAKWOOD ICF/IID, UNIT 4",Long-Term Care,2441 SOUTH HIGHWAY 27,SOMERSET,42501,PULASKI,COMMONWEALTH OF KENTUCKY,DAVID,PHELPS,(606) 677-4068,21,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-187,100458,OUTWOOD ICF/IID,Long-Term Care,23524 DAWSON SPRINGS ROAD,DAWSON SPRINGS,42408,HOPKINS,COMMONWEALTH OF KENTUCKY CABINET FOR HEALTH SERVIC,REBECCA,PORTER,(270) 797-3771,80,1/1/2017,12/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-188,100093,OWENSBORO CENTER,Long-Term Care,1205 LEITCHFIELD RD.,OWENSBORO,42303,DAVIESS,"LEISURE YEARS NURSING, LLC",JEFFREY,BAXLEY,(270) 684-0464,145,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-189,100734,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL LTC,Long-Term Care,440 HOPKINSVILLE ST.,GREENVILLE,42345,MUHLENBERG,"OH MUHLENBERG, LLC",BECKY,JAGGERS,(270) 338-8431,45,9/1/2017,8/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-190,100508,OWENTON CENTER,Long-Term Care,905 HWY 127 NORTH,OWENTON,40359,OWEN,OWENTON MANOR NURSING LLC,ALAN,WADE,(502) 484-5721,100,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-191,100526,"OWSLEY COUNTY HEALTH CARE CENTER, INC",Long-Term Care,HIGHWAY 11,BOONEVILLE,41314,OWSLEY,"OWSLEY CO HEALTH CARE CENTER, INC.",WHITTNEY,YOUNTS,(606) 593-6302,91,7/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-192,100757,PARK TERRACE HEALTH CAMPUS,Long-Term Care,9700 STONESTREET ROAD,LOUISVILLE,40272,JEFFERSON,"TRILOGY REAL ESTATE KENTUCKY, LLC",DANA,BOBLITT,(502) 995-6600,88,9/1/2016,Renewal Pending,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-193,100310,PARKVIEW NURSING & REHABILITATION CENTER,Long-Term Care,544 LONE OAK ROAD,PADUCAH,42003,MCCRACKEN,"CONSOLIDATED RESOURCES HEALTH CARE FUND I, L.P.",David ,Miller,(270) 443-6543,228,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-194,100599,PARKVIEW NURSING AND REHABILITATION CENTER,Long-Term Care,200 NURSING HOME LANE,PIKEVILLE,41501,PIKE,"PARKVIEW HEALTHCARE, LLC",Vicki,Bradley-Steege,(606) 639-4840,120,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-195,100990,PAUL E PATTON EASTERN KY VETERANS CENTER,Long-Term Care,200 VETERANS DRIVE,HAZARD,41701,PERRY,"COMMONWEALTH OF KY, DEPT OF VETERANS AFFAIRS",NEIL,NAPIER,(606) 435-6196,120,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-196,100725,PINEVILLE COMMUNITY HOSPITAL,Long-Term Care,850 RIVERVIEW AVENUE,PINEVILLE,40977,BELL,"PINEVILLE COMMUNITY HOSPITAL ASSOCIATION, INC.",DEBORAH,EVANS,(606) 337-3051,30,9/1/2016,Renewal Pending,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-197,100484,"PIONEER TRACE GROUP, LLC",Long-Term Care,115 PIONEER TRACE,FLEMINGSBURG,41041,FLEMING,"PIONEER TRACE GROUP, LLC",ROY,BABER,(606) 845-2131,92,11/1/2016,9/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-198,100126,PRESTONSBURG HEALTH CARE CENTER,Long-Term Care,147 NORTH HIGHLAND AVENUE,PRESTONSBURG,41653,FLOYD,"LP PRESTONSBURG, LLC",LYNN,WATTS,(606) 886-2378,56,1/1/2017,12/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-199,100049,"PRINCETON HEALTH & REHAB CENTER, INC",Long-Term Care,1333 WEST MAIN ST.,PRINCETON,42445,CALDWELL,"PRINCETON HEALTH & REHAB CENTER, INC.",CYNTHIA,BRUTON,(270) 365-3541,104,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-200,100632,PROVIDENCE GALLATIN,Long-Term Care,499 CENTER STREET,WARSAW,41095,GALLATIN,"PROVIDENCE HEALTHCARE OF GALLATIN, LLC",STACIE,DARNOLD,(859) 567-4548,120,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-201,100108,PROVIDENCE HOMESTEAD,Long-Term Care,1608 VERSAILLES ROAD,LEXINGTON,40504,FAYETTE,"PROVIDENCE HEALTHCARE OF HOMESTEAD, LLC",TREVOR,DAVIS,(859) 252-0871,136,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-202,100201,PROVIDENCE LOUISVILLE EAST POST ACUTE,Long-Term Care,4200 BROWNS LANE,LOUISVILLE,40220,JEFFERSON,"LOUISVILLE EAST POST ACUTE, LLC",STOCK,LONGHURST,(502) 459-8900,178,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-203,100435,PROVIDENCE NEW CASTLE,Long-Term Care,50 ADAMS STREET,NEW CASTLE,40050,HENRY,"PROVIDENCE HEALTHCARE OF NEW CASTLE, LLC",TREVOR,DAVIS,(502) 845-2861,60,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-204,100266,PROVIDENCE PAVILION,Long-Term Care,401 EAST 20TH STREET,COVINGTON,41014,KENTON,"PH PROVIDENCE, LLC",TRACY,JOHNSON-CROOM,(859) 283-6600,82,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-205,100638,PROVIDENCE PINE MEADOWS,Long-Term Care,1608 HILL RISE DRIVE,LEXINGTON,40504,FAYETTE,"PROVIDENCE HEALTHCARE OF PINE MEADOWS, LLC",MARK,MILLET,(859) 254-2402,120,10/1/2016,9/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-206,100818,PROVIDENCE RICHWOOD,Long-Term Care,1012 RICHWOOD WAY,LA GRANGE,40031,OLDHAM,"PROVIDENCE HEALTHCARE OF RICHWOOD, LLC",MICHAEL,BOWLDEN,(502) 222-3186,120,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-207,101281,RADCLIFF VETERANS CENTER,Long-Term Care,100 VETERANS DRIVE,RADCLIFF,40160,HARDIN,KY DEPARTMENT OF VETERANS AFFAIRS,ISRAEL,RAY,(270) 498-2503,120,2/13/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-208,100423,REDBANKS,Long-Term Care,851 KIMSEY LANE,HENDERSON,42420,HENDERSON,HENDERSON COUNTY HEALTH CARE CORPORATION,KEN,GRAVES,(270) 826-6436,222,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-209,100440,REDBANKS COLONIAL TERRACE,Long-Term Care,142 ROGER POWELL RD,SEBREE,42455,WEBSTER,"REDBANKS COLONIAL TERRACE, INC",SHARI,NEWTON,(270) 835-2533,87,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-210,100559,REGENCY CENTER,Long-Term Care,1550 RAYDALE DR,LOUISVILLE,40219,JEFFERSON,"REGENCY NURSING, LLC",DIANE,GARRETT,(502) 968-6600,110,3/1/2017,2/28/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-211,100503,REGIS WOODS,Long-Term Care,4604 LOWE RD,LOUISVILLE,40220,JEFFERSON,"PINE TREE VILLA, LLC",TIMOTHY,TRAVIS,(502) 451-1401,186,11/1/2016,10/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-212,100427,RIDGEWAY NURSING & REHABILITATION FACILITY,Long-Term Care,406 WYOMING ROAD,OWINGSVILLE,40360,BATH,"Ridgeway NRF Operations, LLC",RUTH,NELSON,(606) 674-6613,99,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-213,100627,RIDGEWOOD TERRACE NURSING HOME,Long-Term Care,425 ISLAND FORD ROAD,MADISONVILLE,42431,HOPKINS,"RIDGEWOOD TERRRACE, LLC",TYLER,RUMMAGE,(270) 825-0166,110,9/1/2017,8/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-214,100362,RIVER VALLEY NURSING HOME,Long-Term Care,305 TAYLOR STREET #402,BUTLER,41006,PENDLETON,"BUTLER REST HOME, INC",MARY,COLEMAN,(859) 472-2217,60,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-215,100686,RIVER'S BEND RETIREMENT COMMUNITY,Long-Term Care,300 BEECH ST.,KUTTAWA,42055,LYON,"RBRC, INC.",STACEY,BULLOCK,(270) 388-2868,40,4/1/2017,3/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-216,100430,RIVERS EDGE NURSING AND REHABILITATION CENTER,Long-Term Care,6301 BASS ROAD,PROSPECT,40059,JEFFERSON,"THAMES HEALTHCARE GROUP, LLC",JACKIE,CARLIN,(502) 228-8359,100,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-217,100317,RIVERSIDE CARE & REHABILITATION CENTER,Long-Term Care,190 EAST HWY. 136,CALHOUN,42327,MCLEAN,"LP CALHOUN, LLC",LOGAN,MIDKIFF,(270) 273-3783,79,9/1/2016,Renewal Pending,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-218,100504,RIVERVIEW HEALTH CARE CENTER,Long-Term Care,79 SPARROW LANE,PRESTONSBURG,41653,FLOYD,"LP PRESTONSBURG RIVERVIEW, LLC",MELISSA,ALLEN,(606) 886-9178,121,12/1/2016,11/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-219,100656,ROBERTSON COUNTY HEALTH CARE FACILITY,Long-Term Care,"1030 KENTONTOWN ROAD, P O BOX 170",MOUNT OLIVET,41064,ROBERTSON,ROBERTSON MANOR LLC,LINDA,MCCONNELL,(606) 724-5020,60,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-220,100375,ROCKCASTLE HEALTH & REHABILITATION CENTER,Long-Term Care,371 WEST MAIN STREET,BRODHEAD,40409,ROCKCASTLE,"LP BRODHEAD, LLC",ALICIA,BULLOCK,(606) 758-8711,104,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-221,100374,ROCKCASTLE REGIONAL HOSPITAL AND RESPIRATORY CARE,Long-Term Care,145 NEWCOMB AVENUE,MOUNT VERNON,40456,ROCKCASTLE,"ROCKCASTLE HOSPITAL & RESPIRATORY CARE CTR, INC",STEVE,ESTES,(606) 256-2195,127,1/1/2017,12/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-222,100115,ROSE MANOR HEALTH CARE,Long-Term Care,3057 NORTH CLEVELAND ROAD,LEXINGTON,40516,FAYETTE,ALFRED MCGREGOR,DEBORAH,ADDESSI,(859) 299-4117,34,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-223,100269,ROSEDALE GREEN,Long-Term Care,4250 GLENN AVENUE,COVINGTON,41015,KENTON,"KENTON HOUSING, INC",LONDA,KNOLLMAN,(859) 431-2244,210,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-224,100294,SALEM SPRINGLAKE HEALTH & REHABILITATION CENTER,Long-Term Care,509 NORTH HAYDEN AVE.,SALEM,42078,LIVINGSTON,"ORION SALEM, LLC",TERRI,HUMES,(270) 988-4572,75,12/1/2016,11/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-225,100519,SALYERSVILLE NURSING AND REHABILITATION CENTER,Long-Term Care,571 PARKWAY DRIVE,SALYERSVILLE,41465,MAGOFFIN,"SALYERSVILLE HEALTH FACILITIES, L.P.",ELAINE,JONES,(606) 349-6181,142,12/1/2016,11/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-226,100505,SANSBURY CARE CENTER,Long-Term Care,2625 BARDSTOWN ROAD,SAINT CATHARINE,40061,WASHINGTON,"SANSBURY CARE CENTER, INC.",PAMELA,BROOKS,(859)336-3974,48,8/1/2017,7/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-227,100544,SAYRE CHRISTIAN VILLAGE NURSING HOME,Long-Term Care,3775 BELLEAU WOOD DRIVE,LEXINGTON,40517,FAYETTE,"SAYRE CHRISTIAN VILLAGE NURSING HOME, INC.",DANA,GRAVITT,(859) 271-9000,119,1/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-228,100396,SHADY LAWN NURSING AND REHABILITATION CENTER,Long-Term Care,2582 CERULEAN ROAD,CADIZ,42211,TRIGG,"CADIZ HEALTH FACILITIES, L.P.",TERRY,WILLIS,(270) 522-3236,50,3/1/2017,2/28/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-229,100415,SHEMWELL NURSING HOME,Long-Term Care,805 PRINCETON STREET,PROVIDENCE,42450,WEBSTER,"SHEMWELL HEALTHCARE, LLC",SHELLEY,LANEVE,(270) 667-5472,0,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-230,100347,SIGNATURE HEALTHCARE AT COLONIAL REHAB & WELLNESS,Long-Term Care,708 BARTLEY AVENUE,BARDSTOWN,40004,NELSON,"LP BARDSTOWN, LLC",WILLIE,NORRIS,(502) 348-9260,65,7/1/2017,6/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-231,100233,SIGNATURE HEALTHCARE AT GLENVIEW,Long-Term Care,6000 HUNTING RD.,LOUISVILLE,40222,JEFFERSON,"LP LOUISVILLE NORTHFIELD, LLC",KAY,Bush,(502) 426-1425,120,7/1/2017,6/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-232,100431,SIGNATURE HEALTHCARE AT HERITAGE HALL REHAB & WELL,Long-Term Care,331 SOUTH MAIN STREET,LAWRENCEBURG,40342,ANDERSON,"LP LAWRENCEBURG, LLC",CASEY,MALONE,(502) 839-7246,94,5/1/2017,4/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-233,100090,SIGNATURE HEALTHCARE AT HILLCREST,Long-Term Care,3740 OLD HARTFORD RD,OWENSBORO,42303,DAVIESS,"LP OWENSBORO II, LLC",BILL,CONLEY,(270) 684-7259,156,3/1/2017,2/28/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-234,100602,SIGNATURE HEALTHCARE AT JACKSON MANOR REHA & WELLN,Long-Term Care,96 HIGHWAY  3444,ANNVILLE,40402,JACKSON,"LP ANNVILLE, LLC",MELISSA,MCINTOSH,(606) 364-5197,51,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-235,100533,SIGNATURE HEALTHCARE AT JEFFERSON MANOR REHAB & WE,Long-Term Care,1801 LYNN WAY,LOUISVILLE,40222,JEFFERSON,"LP LOUISVILLE LYNN WAY, LLC",CHRIS,THORNE,(502) 426-4513,100,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-236,100644,SIGNATURE HEALTHCARE AT JEFFERSON PLACE REHAB & WE,Long-Term Care,1705 HERR LANE,LOUISVILLE,40222,JEFFERSON,"LP LOUISVILLE HERR LANE, LLC",ADAM,MATHER,(502) 426-5600,95,11/1/2016,10/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-237,100226,SIGNATURE HEALTHCARE AT MEADOWVIEW REHAB & WELLNES,Long-Term Care,9701 WHIPPS MILL RD.,LOUISVILLE,40223,JEFFERSON,"LP LOUISVILLE WHIPPS MILL ROAD, LLC",LISA,ROMANS,(502) 426-2778,95,8/1/2017,7/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-238,100570,SIGNATURE HEALTHCARE AT NORTH HARDIN REHAB & WELLN,Long-Term Care,599 ROGERSVILLE RD.,RADCLIFF,40160,HARDIN,"LP RADCLIFF, LLC",KARA,MEREDITH,(270) 351-2999,148,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-239,100453,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,Long-Term Care,4700 QUINN DR.,LOUISVILLE,40216,JEFFERSON,"LP LOUISVILLE QUINN DRIVE, LLC",LISA,GANN,(502) 448-5850,110,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-240,101233,SIGNATURE HEALTHCARE AT STS MARY & ELIZABETH HOSPI,Long-Term Care,"1850 BLUEGRASS AVENUE, UNIT 3C",LOUISVILLE,40215-1161,JEFFERSON,"LP LOUISVILLE HOSPITAL SOUTH, LLC",JACKIE,SMITH,(502) 361-6000,20,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-241,100517,SIGNATURE HEALTHCARE AT SUMMERFIELD REHAB & WELLNE,Long-Term Care,1877 FARNSLEY RD.,LOUISVILLE,40216,JEFFERSON,"LP LOUISVILLE FARNSLEY ROAD, LLC",CHRIS,BOYD,(502) 448-8622,165,11/1/2016,10/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-242,100003,SIGNATURE HEALTHCARE AT SUMMIT MANOR REHAB & WELLN,Long-Term Care,400 BOMAR HEIGHTS,COLUMBIA,42728,ADAIR,"LP COLUMBIA KY, LLC",MARCELLA,HODGES,(270) 384-2153,104,8/1/2017,7/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-243,100630,SIGNATURE HEALTHCARE AT TANBARK REHAB & WELLNESS C,Long-Term Care,1121 TANBARK ROAD,LEXINGTON,40515,FAYETTE,"NEW TANBARK HEALTH CARE CENTER, LLC",NIKKI,SCHILLING,(859) 273-7377,34,4/1/2017,3/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-244,100410,SIGNATURE HEALTHCARE OF BOWLING GREEN,Long-Term Care,550 HIGH ST.,BOWLING GREEN,42101,WARREN,"LP BOWLING GREEN, LLC",STEPHANIE,Lindsey,(270) 843-3296,176,7/1/2017,6/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-245,100494,SIGNATURE HEALTHCARE OF CARROLLTON REHAB & WELLNES,Long-Term Care,1206 ELEVENTH STREET,CARROLLTON,41045,CARROLL,"LP CARROLLTON, LLC",MATT,MCgREEVY,(502) 732-6683,78,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-246,100221,SIGNATURE HEALTHCARE OF CHEROKEE PARK,Long-Term Care,2100 MILLVALE ROAD,LOUISVILLE,40205,JEFFERSON,"LP LOUISVILLE CHEROKEE PARK, LCC",DENNIS,BROOKS,(502) 451-0990,84,2/1/2017,1/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-247,100428,SIGNATURE HEALTHCARE OF EAST LOUISVILLE,Long-Term Care,2529 SIX MILE LANE,LOUISVILLE,40220,JEFFERSON,"LP LOUISVILLE EAST, LLC",Burke,Stephens,(502) 491-5560,128,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-248,100162,SIGNATURE HEALTHCARE OF ELIZABETHTOWN,Long-Term Care,1117 WOODLAND DRIVE,ELIZABETHTOWN,42701,HARDIN,"LP E-TOWN, LLC",JOE,GAMBLE,(270) 769-2363,112,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-249,100381,SIGNATURE HEALTHCARE OF GEORGETOWN,Long-Term Care,102 POCAHONTAS TRAIL ,GEORGETOWN,40324,SCOTT,"LP GEORGETOWN, LLC",ERICH,HAYMAN,(502) 863-3696,65,12/1/2016,11/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-250,100014,SIGNATURE HEALTHCARE OF GLASGOW REHAB & WELLNESS C,Long-Term Care,220 WESTWOOD ST.,GLASGOW,42141,BARREN,"LP GLASGOW, LLC",Marla,Staples,(270) 651-3499,68,6/1/2017,5/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-251,100662,SIGNATURE HEALTHCARE OF HART COUNTY REHAB & WELLNE,Long-Term Care,1505 SOUTH DIXIE STREET,HORSE CAVE,42749,HART,"LP HORSECAVE, LLC",FRED,ROWE,(270) 786-2200,104,8/1/2017,7/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-252,100354,SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS,Long-Term Care,114 MCMURTRY AVE.,HARTFORD,42347,OHIO,"LP HARTFORD, LLC",TIFFANY,WINCHEL,(270) 298-7437,110,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-253,100635,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE,Long-Term Care,58 CAL HILL ROAD,PINE KNOT,42635,MCCREARY,"LP PINEKNOT, LLC",ANDREW,JACKSON,(606) 354-3155,60,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-254,100337,SIGNATURE HEALTHCARE OF MONROE COUNTY REHAB & WELL,Long-Term Care,706 NORTH MAGNOLIA STREET,TOMPKINSVILLE,42167,MONROE,"LP TOMPKINSVILLE, LLC",RITA,CRABTREE,(270) 487-6135,104,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-255,100367,SIGNATURE HEALTHCARE OF PIKEVILLE,Long-Term Care,260 SOUTH MAYO TRAIL,PIKEVILLE,41501,PIKE,"LP PIKEVILLE, LLC",JUDITH,BRANHAM,(606) 437-7327,106,10/1/2016,9/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-256,100452,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,Long-Term Care,1120 CRISTLAND ROAD,LOUISVILLE,40214,JEFFERSON,"LP LOUISVILLE SOUTH, LLC",NICOLLE,MEADE,(502) 367-0104,100,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-257,100603,SIGNATURE HEALTHCARE OF SPENCER COUNTY,Long-Term Care,625 TAYLORSVILLE RD,TAYLORSVILLE,40071,SPENCER,"LP TAYLORSVILLE, LLC",KAYCEE,LOUCKA,(502) 477-8838,120,3/1/2017,2/28/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-258,100506,SIGNATURE HEALTHCARE OF TRIMBLE COUNTY,Long-Term Care,50 SHEPHERD LANE,BEDFORD,40006,TRIMBLE,"LP BEDFORD, LLC",LAUREN,POWERS,(502) 255-3244,60,9/1/2017,8/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-259,100524,SOMERSET NURSING AND REHABILITATION FACILITY,Long-Term Care,106 GOVER STREET,SOMERSET,42502,PULASKI,"SOMERSET MANOR, LLC",JENNIFER,DAVIS,(606) 679-8331,123,11/1/2016,10/31/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-260,100499,SOMERWOODS NURSING & REHABILITATION CENTER,Long-Term Care,555 BOURNE AVENUE,SOMERSET,42501,PULASKI,"HANGING ROCK, LTC, LLC",BRIAN,JAGGERS,(606) 679-7421,166,9/1/2016,Renewal Pending,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-261,100156,SOUTH SHORE NURSING & REHABILITATION CENTER,Long-Term Care,JAMES E. HANNAH DRIVE,SOUTH SHORE,41175,GREENUP,DIVERSICARE LEASING CORP.,ELIZABETH,TOWNSEND,(606) 932-3127,60,7/1/2017,6/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-262,100756,SPRING CREEK HEALTH CARE,Long-Term Care,1401 SOUTH 16TH STREET,MURRAY,42071,CALLOWAY,MURRAY CALLOWAY CO PUBLIC HOSPITAL CORP.,SANDRA,DICK,(270) 752-2900,226,7/1/2017,6/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-263,100149,"SPRING VIEW HEALTH & REHAB CENTER, INC",Long-Term Care,718 GOODWIN LANE,LEITCHFIELD,42754,GRAYSON,"SPRING VIEW HEALTH & REHAB CENTER, INC.",PAMELA,GRAY,(270) 259-4036,71,1/1/2017,12/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-264,100412,SPRINGFIELD NURSING & REHABILITATION CENTER,Long-Term Care,420 EAST GRUNDY AVENUE,SPRINGFIELD,40069,WASHINGTON,"SPRINGFIELD HEALTH FACILITIES, LP",AUSTIN,GIBSON,(859) 336-7771,70,4/1/2017,3/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-265,100513,SPRINGHURST HEALTH AND REHAB,Long-Term Care,3001 N. HURSTBOURNE PKWY.,LOUISVILLE,40241,JEFFERSON,"BAPTIST HOMES, INC.",LESLIE,BUTTERFIELD,(502) 426-5531,90,12/1/2016,11/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-266,100704,ST CLAIRE MEDICAL CENTER,Long-Term Care,222 MEDICAL CIRCLE,MOREHEAD,40351,ROWAN,"ST. CLAIRE MEDICAL CENTER, INC.",KEVIN,TRENT,(606) 783-6650,10,1/1/2017,12/31/2017,EEB,US
