row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_city,mail_co_province,mail_co_postal_code,street_address,po_box,city,province,postal_code,country,facility_type
USA-CO-72-AssistedLiving-72-AssistedLiving-361,"HOMESTEAD AT LAKEWOOD, THE",,,,,,,,,,,, Ms JO MCCONNELL, (303)233-2121,, (303)462-3349,,Medicaid, LIMITED LIABILITY,,,JEFFERSON COUNTY,,36,, (303)480-5624,,,,,,2121 WADSWORTH BLVD,,LAKEWOOD,CO,80214,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-362,"HOMESTEAD AT MONTROSE, THE",,,,,,,,,,,, Ms DENISE SWANSON, (970)252-9359,, (970)252-9358,,Private, CORPORATE NON-PROFIT,,,MONTROSE COUNTY,,70,, (970)241-6371,,,,,,1819 PAVILION DRIVE,,MONTROSE,CO,81401,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-363,ILA SENIOR LIVING LLC,,,,,,,,,,,, Ms JAYADEVI SEENICHAMY, (303)805-3936,, (303)942-1809,,Private, LIMITED LIABILITY,,,DOUGLAS COUNTY,,5,, (303)480-5624, ILA SENOR LIVING LLC,P.O. BOX 630696,HIGHLANDS RANCH,CO,80163,8051 TEMPEST RIDGE WAY,,PARKER,CO,80134,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-364,INGLENOOK AT BRIGHTON,,,,,,,,,,,, Mr DENNIS VEEN, (303)659-4148,, (303)659-5370,,Medicaid,2,,,ADAMS COUNTY,,110,,PARTNERSHIP,,,,,,2195 E EGBERT STREET,,BRIGHTON,CO,80601,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-365,INN AT GREENWOOD VILLAGE,,,,,,,,,,,, Ms MAUREEN WALKER, (303)327-7340,, (303)327-7341,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,83,, (303)480-5624," INN AT GREENWOOD VILLAGE, THE","4 PARK PLACE, SUITE 500",IRVINE,CA,94614,5565 S YOSEMITE ST,,GREENWOOD VILLAGE,CO,80111,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-366,INN BETWEEN RTF,,,,,,,,,,,, Ms MARY ANNA SEARS, (303)980-4082,, (303)980-4084,,-, CORPORATE NON-PROFIT,,,DENVER COUNTY,,8,, (303)480-5624, JEFFERSON CENTER FOR MENTAL HEALTH,7495 W. 29TH AVE,WHEAT RIDGE,CO,80033,10295 W KEENE AVE,,DENVER,CO,80235,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-367,IRIS CREEK ASSISTED LIVING I,,,,,,,,,,,, Ms BETH HALE, (303)956-3800,, (303)648-6252,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, IRIS CREEK ASSISTED LIVING,7805 KIPLING STREET,ARVADA,CO,80005,2602 S ENSENADA WAY,,AURORA,CO,80013,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-368,"IVORY ASSISTED LIVING, LLC",,,,,,,,,,,, Mr SEUNGJU (JOSEPH) LEE, (303)690-4150,, (303)690-4150,,Medicaid, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,11,, (303)480-5624,,,,,,4633 S IVORY CIR,,AURORA,CO,80015,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-369,IVY COTTAGE ASSISTED LIVING FACILITY,,,,,,,,,,,, Ms CATHERINE HARTMAN, (719)596-0076,, (719)597-1936,,Medicaid, PROFIT-CORPORATION,,,EL PASO COUNTY,,21,, (719)471-7080,,,,,,2060 PIMA DR,,COLORADO SPRINGS,CO,80915,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-370,IVY COTTAGE I,,,,,,,,,,,,,(719)596-0076,,,,,,,,,IVY COTTAGE ASSISTED LIVING FACILITY,,,,,,,,,2060 PIMA DR,,COLORADO SPRINGS,CO,80915,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-371,IVY COTTAGE II,,,,,,,,,,,,,(719)596-0076,,,,,,,,,IVY COTTAGE ASSISTED LIVING FACILITY,,,,,,,,,1945 OKEECHOBEE,,COLORADO SPRINGS,CO,80915,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-372,JACOB J AND ANNE B WALTER MEMORIAL LIVING CENTER,,,,,,,,,,,, Mr DAVID GARNAS, (970)474-3323,, (970)474-4912,,Medicaid, CITY-COUNTY,,,SEDGWICK COUNTY,,26,, (970)867-9409, JACOB J &amp; ANNE B WALTER MEMORIAL LVG CTR,900 CEDAR STREET,JULESBURG,CO,80737,900 PINE ST,,JULESBURG,CO,80737,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-373,JAXPOINTE AT 63RD PLACE ASSISTED LIVING,,,,,,,,,,,, Mr RUSSELL UDELHOFEN, (303)420-9910,, (303)420-9907,,Private,,,,JEFFERSON COUNTY,,8,,LIMITED LIABILITY,,,,,,16495 W. 63RD PLACE,,GOLDEN,CO,80403,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-374,JAXPOINTE AT ALLISON CT ASSISTED LIVING,,,,,,,,,,,, Mr RUSSELL UDELHOFEN, (303)420-9910,, (303)420-9907,,Private,,,,JEFFERSON COUNTY,,8,,LIMITED LIABILITY,,,,,,3525 ALLISON CT,,WHEAT RIDGE,CO,80033,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-375,JAXPOINTE AT FLOWER COURT ASSISTED LIVING,,,,,,,,,,,, Mr RUSSELL UDELHOFEN, (303)420-9910,, (303)420-9907,,Private,,,,JEFFERSON COUNTY,,8,,LIMITED LIABILITY,,,,,,5475 FLOWER COURT,,ARVADA,CO,80003,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-376,JAXPOINTE AT HOLLAND ST ASSISTED LIVING,,,,,,,,,,,, Mr RUSSELL UDELHOFEN, (303)420-9910,, (303)420-9907,,Private,,,,JEFFERSON COUNTY,,8,,LIMITED LIABILITY,,,,,,2013 HOLLAND STREET,,LAKEWOOD,CO,80215,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-377,JAXPOINTE AT SAULSBURY CT ASSISTED LIVING,,,,,,,,,,,, Mr RUSSELL UDELHOFEN, (303)420-5590,, (303)420-9907,,Private,,,,JEFFERSON COUNTY,,8,,LIMITED LIABILITY,,,,,,6445 SAULSBURY CT,,ARVADA,CO,80003,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-378,JEWELL ASSISTED LIVING,,,,,,,,,,,, Mr GREGG DIRKS, (303)755-7602,, (303)893-4384,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,12,, (303)480-5624, JEWELL LANSING ASSISTED LIVING LLC,21231 E SADDLEROCK LANE,AURORA,CO,80016,9271 E JEWELL CIRCLE,,DENVER,CO,80231,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-379,JEWELL PLACE RTF,,,,,,,,,,,, Ms MARY ANNA SEARS, (303)988-8493,, (303)988-8452,,-, CORPORATE NON-PROFIT,,,JEFFERSON COUNTY,,8,, (303)480-5624,,,,,,8640 W JEWELL AVE,,LAKEWOOD,CO,80226,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-380,JOHN THOMAS HOUSE,,,,,,,,,,,, Mr EVERETT GROVE, (303)739-9913,, (303)739-9869,,-, CORPORATE NON-PROFIT,,,ARAPAHOE COUNTY,,15,, (303)480-5624, AURORA MENTAL HEALTH CENTER,11059  E. BETHANY DRIVE  SUITE 200,AURORA,CO,80014,16390 E 14TH PL,,AURORA,CO,80011,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-381,JOHN VALLEGOS HOUSE RTF,,,,,,,,,,,, Ms JOANN TONEY, (303)744-7371,, (303)504-7991,,-, CORPORATE NON-PROFIT,,,DENVER COUNTY,,8,, (303)480-5624, MENTAL HEALTH CENTER OF DENVER,4455 EAST 12TH AVE,DENVER,CO,80220,1810 S COLUMBINE ST,,DENVER,CO,80210,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-382,JOHNSON HOME ACF,,,,,,,,,,,,  PAUL SPICOLA, (719)543-0306,, (719)562-9684,,Medicaid, PROFIT-CORPORATION,,,PUEBLO COUNTY,,21,, (719)583-6123,,,,,,403 W 13TH ST,,PUEBLO,CO,81003,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-383,"JONESES ASSISTED LIVING, THE",,,,,,,,,,,, Mrs ROBIN NEERGAARD, (970)663-2226,, (970)663-2093,,Medicaid, PROFIT-CORPORATION,,,LARIMER COUNTY,,8,, (303)862-3524,,,,,,2127 EAGLE DR,,LOVELAND,CO,80537,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-384,JUNIPER VILLAGE AT AURORA,,,,,,,,,,,, Mr THOMAS HUNTER, (303)341-6335,, (303)341-6340,,Private,2,,,ARAPAHOE COUNTY,,52,,PARTNERSHIP,,,,,,11901 E MISSISSIPPI AVE,,AURORA,CO,80012,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-385,JUNIPER VILLAGE AT LOUISVILLE,,,,,,,,,,,, Ms KARAN MCGRATH, (303)665-3722,, (303)665-5086,,Private,2,,,BOULDER COUNTY,,52,,LIMITED PARTNERSHIP,,,,,,1078 S 88TH ST,,LOUISVILLE,CO,80027,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-386,JUST FOR SENIORS LIVING CENTER I,,,,,,,,,,,, MS ESTHER HELLER, (303)893-5356,, (303)893-4023,,Medicaid, CORPORATE NON-PROFIT,,,DENVER COUNTY,,8,, (303)480-5624, JUST FOR SENIORS LIVING CTR I,1450 WINONA CT,DENVER,CO,80204,1395 VRAIN ST,,DENVER,CO,80204,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-387,JUST FOR SENIORS LIVING CENTER II,,,,,,,,,,,, Ms FINE OTUKOLO, (303)238-6722,, (303)232-4095,,Medicaid, PROFIT-CORPORATION,,,JEFFERSON COUNTY,,24,, (303)480-5624, JUST FOR SENIORS LIVING CTR II,1450 WINONA CT,DENVER,CO,80204,1170-1180 BRENTWOOD STREET,,LAKEWOOD,CO,80214,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-388,KARENS HOUSE,,,,,,,,,,,, Ms MARY ANNA SEARS, (303)424-4136,, (303)424-4125,,Medicaid, CORPORATE NON-PROFIT,,,JEFFERSON COUNTY,,8,, (303)480-5624, JEFFERSON CENTER FOR MENTAL HEALTH-KARENS HOUSE,5801 W. ALAMEDA AVENUE,LAKEWOOD,CO,80226,12751 W 56TH PLACE,,ARVADA,CO,80002,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-389,KAVOD SENIOR LIFE,,,,,,,,,,,, Ms JENNIFER GRANT, (303)399-1146,, (303)394-4149,,Medicaid, CORPORATE NON-PROFIT,,,DENVER COUNTY,,35,, (303)480-5624," ALLIED HOUSING, INC",22 S ADAMS ST,DENVER,CO,80209,11 S ADAMS ST,,DENVER,CO,80209,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-390,KEYSTONE PLACE AT LEGACY RIDGE ASSISTED LIVING,,,,,,,,,,,, Ms MELISSA WARD, (303)465-5600,, (303)465-5602,,Medicaid, LIMITED LIABILITY,,,ADAMS COUNTY,,100,, (303)480-5624,,,,,,11150 IRVING DRIVE,,WESTMINSTER,CO,80031,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-391,KINNICK CENTER RTF,,,,,,,,,,,, Ms SHERRY MEYER PFIFER, (970)347-2281,, (970)392-9940,,-, CORPORATE NON-PROFIT,,,WELD COUNTY,,12,, (970)353-3800, KINNICK CENTER RTF,1306 11TH AVENUE,GREELEY,CO,80631,1316 11TH AVE,,GREELEY,CO,80631,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-392,KRAFT HOME INC,,,,,,,,,,,, MS JULIA KRAFT, (303)288-2851,, (303)288-2852,,Medicaid, PROFIT-CORPORATION,,,ADAMS COUNTY,,8,, (303)480-5624,,,,,,8154 DOWNING DRIVE,,DENVER,CO,80229,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-393,LAKEVIEW COMMONS LLC,,,,,,,,,,,,  JANEL BAILY, (970)278-4000,, (970)278-4001,,Medicaid, LIMITED LIABILITY,,,LARIMER COUNTY,,54,, (303)862-3524,,,,,,1422 W 29TH ST,,LOVELAND,CO,80538,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-394,LAKEWOOD MEMORY CARE,,,,,,,,,,,,  JASON SANCHEZ, (720)358-0014,, (360)882-4501,,Private,5,,,JEFFERSON COUNTY,,55,,LIMITED LIABILITY,,,,,,8201 WEST JEWELL AVENUE,,LAKEWOOD,CO,80232,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-395,LAKEWOOD TERRACE AFFORDABLE ASSISTED LIVING,,,,,,,,,,,, Mr GREGORY GREEN, (720)484-1760,, (303)558-9898,,Medicaid,: (303)480-5624,,,JEFFERSON COUNTY,,8,,OD TERRACE AFFORDABLE ASSISTED LIVING,,,,,,13969 W WARREN AVENUE,,LAKEWOOD,CO,80228,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-396,LANDMARK MEMORY CARE,,,,,,,,,,,, Ms DEBORAH HANSON, (720)537-9355,, (720)242-9984,,Private,4,,,BOULDER COUNTY,,54,,LIMITED LIABILITY,,,,,,1744 S PUBLIC ROAD,,LAFAYETTE,CO,80026,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-397,LANSING ASSISTED LIVING,,,,,,,,,,,, Mr GREGG DIRKS, (720)535-8028,, (303)893-4384,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, JEWELL LANSING ASSISTED LIVING LLC,212131 E. SADDLEROCK LANE,AURORA,CO,80016,2141 S LANSING CT,,AURORA,CO,80014,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-398,LEARNING SERVICES BEAR CREEK,,,,,,,,,,,,  LORI ENGLAND, (303)989-6660,, (303)988-8311,,Private,5,,,JEFFERSON COUNTY,,15,,PROFIT-CORPORATION,,,,,,7201 W HAMPDEN,,LAKEWOOD,CO,80227,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-399,LEARNING SERVICES-GLEN DEE,,,,,,,,,,,,  LORI ENGLAND, (303)232-3236,, (303)988-8311,,Private, INDIVIDUAL,,,JEFFERSON COUNTY,,8,, (303)480-5624, LEARNING SERVICES CORPORATION,7201 WEST HAMPDEN AVENUE,LAKEWOOD,CO,80227,1555 GLEN DEE DR,,LAKEWOOD,CO,80215,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-400,LEAWOOD ASSISTED LIVING,,,,,,,,,,,, Ms CARMEN MUSINA, (720)284-2996,, (720)836-4185,,Private, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624,,,,,,6271 W MAPLEWOOD PLACE,,LITTLETON,CO,80123,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-401,LEAWOOD ASSISTED LIVING #2,,,,,,,,,,,, Ms CARMEN MUSINA, (720)284-2996,,,,Private, LIMITED LIABILITY,,,JEFFERSON COUNTY,,8,, (303)480-5624,,,,,,8385 S YARROW STREET,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-402,LEAWOOD ASSISTED LIVING #3,,,,,,,,,,,, Ms CARMEN MUSINA, (720)630-8228,, (720)836-4182,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LEAWOOD ASSISTED LIVING,6271 W MAPLEWOOD PLACE,LITTLETON,CO,80123,6398 SOUTH CHASE COURT,,LITTLETON,CO,80123,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-403,LEAWOOD ASSISTED LIVING #4,,,,,,,,,,,, Ms CARMEN MUSINA, (720)284-2996,, (720)836-4182,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624,,,,,,1665 E NOBLE PL,,CENTENNIAL,CO,80121,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-404,"LEGACY AT BURLINGTON, THE",,,,,,,,,,,, Ms KRISTY FRIHAUF, (719)346-7403,, (719)346-5708,,Medicaid, LIMITED LIABILITY,,,KIT CARSON COUNTY,,24,, (719)348-5562,,,,,,233 S 9TH ST,,BURLINGTON,CO,80807,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-405,"LEGACY AT LAFAYETTE, THE",,,,,,,,,,,, Ms MARILYN PATTON, (303)666-0691,, (303)666-5496,,Medicaid, LIMITED LIABILITY,,,BOULDER COUNTY,,75,, (303)441-1173,,,,,,225 WANEKA PARKWAY,,LAFAYETTE,CO,80026,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-406,"LEGACY AT LAMAR, THE",,,,,,,,,,,, Ms DANA CHRISTIE, (719)336-7004,, (719)336-7037,,Medicaid, LIMITED LIABILITY,,,PROWERS COUNTY,,24,, (719)383-3167,,,,,,650 KENDALL DR,,LAMAR,CO,81052,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-407,"LEGACY AT MONTE VISTA, THE",,,,,,,,,,,, MS CAROLYN DAVID, (719)852-5179,, (719)852-2370,,Medicaid, LIMITED LIABILITY,,,RIO GRANDE COUNTY,,36,, (719)589-4511,,,,,,100 CHICO CAMINO,,MONTE VISTA,CO,81144,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-408,"LEGACY AT STERLING,THE",,,,,,,,,,,, Ms MEGAN PENNINGTON, (970)526-0400,, (970)526-2976,,Medicaid, LIMITED LIABILITY,,,LOGAN COUNTY,,29,, (970)867-9409,,,,,,2000 ROBIN ROAD,,STERLING,CO,80751,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-409,"LEGACY AT TRINIDAD, THE",,,,,,,,,,,,  GEORGETTE SANTISTEVAN, (719)846-8662,, (719)846-7369,,Medicaid, LIMITED LIABILITY,,,LAS ANIMAS COUNTY,,28,, (719)845-1133,,,,,,33 LEGACY LANE,,TRINIDAD,CO,81082,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-410,"LEGACY CENTER, INC",,,,,,,,,,,, Mr JERRELL HORTON, (719)275-2917,, (719)269-8354,,Medicaid, CORPORATE NON-PROFIT,,,FREMONT COUNTY,,40,, (719)275-4979,,,,,,1335 BAUER LANE,,CANON CITY,CO,81212,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-411,LEGACY COMMONS AT PUEBLO WEST THE,,,,,,,,,,,, Ms CAROLYN SPEAR, (719)547-2538,, (719)547-8294,,Medicaid, LIMITED LIABILITY,,,PUEBLO COUNTY,,56,, (719)583-6123, LEGACY COMMONS AT PUEBLO WEST,179 SOUTH DACONA DRIVE,PUEBLO WEST,CO,81007,170 DACONA DR,,PUEBLO WEST,CO,81007,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-412,LEGACY HOUSE ELDER CARE,,,,,,,,,,,,  BARBARA SEWELL, (720)708-5064,, (720)708-5063,,Private, LIMITED PARTNERSHIP,,,JEFFERSON COUNTY,,8,, (303)480-5624, LEGACY HOUSE ON LEE ASSISTED LIVING,2520 GREENSBOROUGH DR,HIGHLANDS RANCH,CO,80129,6921 S LEE WAY,,LITTLETON,CO,80127,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-413,LEGACY HOUSE ELDER CARE-BERRY,,,,,,,,,,,,  BARBARA SEWELL, (720)708-5064,, (720)708-5063,,Private, PARTNERSHIP,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LEGACY HOUSE ELDER CARE-BERRY,2520 GREENSBOROUGH DR,HIGHLANDS RANCH,CO,80129,10405 W BERRY,,LITTLETON,CO,80127,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-414,LENNOX GUEST HOME INC THE,,,,,,,,,,,, Ms LORI HAMILTON, (303)477-8426,, (303)480-2080,,Medicaid, PROFIT-CORPORATION,,,DENVER COUNTY,,55,, (303)480-5624,,,,,,2875 W 33RD AVENUE,,DENVER,CO,80211,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-415,LIBBY BORTZ ASSISTED LIVING CENTER,,,,,,,,,,,, Ms MARCY PLAMONDON, (303)347-9755,, (303)347-9642,,Private, CORPORATE NON-PROFIT,,,ARAPAHOE COUNTY,,115,, (303)480-5624,,,,,,5844 S CURTICE,,LITTLETON,CO,80120,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-416,LIBERTY HEIGHTS ASSISTED LIVING,,,,,,,,,,,, Ms LISA DELONG, (719)481-9494,, (719)481-5148,,Private,7,,,EL PASO COUNTY,,92,,LIMITED LIABILITY,,,,,,12105 AMBASSADOR DRIVE,,COLORADO SPRINGS,CO,80921,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-417,LIFE QUALITY HOMES II-CHEYENNE HOME,,,,,,,,,,,, Mr DOUGLAS NICOLL, (719)380-7381,, (719)487-9530,,Private,,,,EL PASO COUNTY,,6,,PROFIT-CORPORATION,,,,,,427 W CHEYENNE ROAD,,COLORADO SPRINGS,CO,80906,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-418,LIFE QUALITY HOMES III-WOODBURN HOME,,,,,,,,,,,, Mr DOUGLAS NICOLL, (719)380-7381,, (719)487-9530,,Private,,,,EL PASO COUNTY,,6,,PROFIT-CORPORATION,,,,,,2402 WOODBURN STREET,,COLORADO SPRINGS,CO,80906,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-419,LIFE QUALITY HOMES I-OAKRIDGE HOUSE,,,,,,,,,,,, Mr DOUGLAS NICOLL, (719)380-7381,, (719)487-9530,,Private,,,,EL PASO COUNTY,,6,,PROFIT-CORPORATION,,,,,,2204 OAKRIDGE LANE,,COLORADO SPRINGS,CO,80915,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-420,LIFE QUALITY HOMES IV-LOMA LINDA HOME,,,,,,,,,,,, Mr DOUGLAS NICOLL, (719)380-7381,, (719)487-9530,,Private,,,,EL PASO COUNTY,,8,,PROFIT-CORPORATION,,,,,,19 LOMA LINDA DR,,COLORADO SPRINGS,CO,80906,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-421,LIGHTHOUSE ASSISTED LIVING INC - WADSWORTH,,,,,,,,,,,, Mr CHARLES LITTLETON, (303)979-0055,, (720)200-4906,,Private, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LIGHTHOUSE ASSISTED LIVING,10557 WAGON BOX CIRCLE,HIGHLANDS RANCH,CO,80130,8603 S WADSWORTH COURT,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-422,LIGHTHOUSE ASSISTED LIVING INC-ELIZABETH HOUSE,,,,,,,,,,,, Ms ELISABETH LITTLETON, (720)529-8338,, (720)200-4906,,Private, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624," LIGHTHOUSE ASSISTED LIVING, INC.",10557 WAGON BOX CIR,HIGHLANDS RANCH,CO,80130,7783 SOUTH ELIZABETH WAY,,CENTENNIAL,CO,80122,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-423,LIGHTHOUSE ASSISTED LIVING INC-EMPORIA HOUSE,,,,,,,,,,,, Ms ELISABETH LITTLETON, (303)771-3835,, (720)200-4906,,Medicaid, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LIGHTHOUSE ASSISTED LIVING INC-EMPORIA HOUSE,10557 WAGON BOX CIRCLE,HIGHLANDS RANCH,CO,80130,6318 S EMPORIA CIRCLE,,ENGLEWOOD,CO,80111,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-424,LIGHTHOUSE ASSISTED LIVING INC-STEELE HOUSE,,,,,,,,,,,, Mr CHARLES LITTLETON, (720)489-0864,, (720)200-4906,,Private, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LIGHTHOUSE ASSISTED LIVING INC-STEELE HOUSE,10557 WAGON BOX CIRCLE,HIGHLANDS RANCH,CO,80130,6700 SOUTH STEELE STREET,,CENTENNIAL,CO,80122,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-425,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,,,,,,,,,,,, Ms ELISABETH LITTLETON, (303)948-1005,, (720)200-4906,,Private, LIMITED LIABILITY,,,ARAPAHOE COUNTY,,8,, (303)480-5624, LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,10557 WAGON BOX CIRCLE,HIGHLANDS RANCH,CO,80130,7070 S NEWLAND COURT,,LITTLETON,CO,80128,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-426,"LIGHTHOUSE ASSISTED LIVING, INC-IRWIN HOUSE",,,,,,,,,,,, Ms ELISABETH LITTLETON, (720)493-5008,, (720)200-4906,,Private, PROFIT-CORPORATION,,,ARAPAHOE COUNTY,,8,, (303)480-5624," LIGHTHOUSE ASSISTED LIVING, INC.",10557 WAGON BOX CIR,HIGHLANDS RANCH,CO,80130,2745 E IRWIN PLACE,,LITTLETON,CO,80122,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-427,LIGHTHOUSE ELDER CARE INC,,,,,,,,,,,, Ms ALEXIS COOVER, (970)482-1119,, (970)493-1120,,Private, LIMITED LIABILITY,,,LARIMER COUNTY,,8,, (303)862-3524, FOUR HEARTS GREENBRIAR LLC,500 9TH AVENUE SUITE 7,LONGMONT,CO,80501,700 GREENBRIAR DR,,FORT COLLINS,CO,80524,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-428,LINCOLN HOUSE RTF,,,,,,,,,,,, Ms JOANN TONEY, (303)296-7759,, (303)504-7991,,-, CORPORATE NON-PROFIT,,,DENVER COUNTY,,11,, (303)480-5624, MENTAL HEALTH CORP OF DENVER,4455 EAST 12TH AVE,DENVER,CO,80220,5201 SHERMAN STREET,,DENVER,CO,80216,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-429,LINCOLN MEADOWS SENIOR LIVING,,,,,,,,,,,, Ms CYNTHIA BATEY, (303)790-1910,, (303)662-0169,,Private,0,,,DOUGLAS COUNTY,,90,,LIMITED LIABILITY,,,,,,10001 S OSWEGO,,PARKER,CO,80134,USA,Assisted Living
USA-CO-72-AssistedLiving-72-AssistedLiving-430,LINCOLN PARK LIVING CENTER,,,,,,,,,,,, Ms JESSICA BORNS, (719)743-2421,, (719)743-2880,,Medicaid, LIMITED LIABILITY,,,LINCOLN COUNTY,,12,, (719)348-5562, LINCOLN PARK LIVING CENTER`,P.O. BOX 248,HUGO,CO,80821,323 SEVENTH STREET,,HUGO,CO,80821,USA,Assisted Living
