row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address,type,country
USA-FL-60-FL-HealthFinder-output-1206,11966913,11048,6/25/2017,6/24/2019,Assisted Living Facility,HARMONY FAMILY HOME CARE,9245 SW 208TH TER,,CUTLER BAY,FL,33189-3854,Miami-Dade,(786) 242-5577,9245 SW 208TH TER,,CUTLER BAY,FL,33189-3854,Miami-Dade,LICENSED,HARMONY FAMILY HOME CORP,3/20/2007,NESTOR DOMINGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1207,11968897,12740,10/20/2015,10/19/2017,Assisted Living Facility,HARMONY HOMES,711 CRESTLINE AVE S,,LEHIGH ACRES,FL,33974,Lee,(239) 303-1521,PO BOX 81464,,CONYERS,GA,30013,,LICENSED,HARMONY HOMES CARE INC,8/13/2015,ROBERT KING,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1208,11969219,13060,9/6/2017,9/5/2019,Assisted Living Facility,HARMONY ONE ALF,11972 ORANGE BLOSSOM DR,,SEMINOLE,FL,33772,Pinellas,(727) 289-5331,11972 ORANGE BLOSSOM DR,,SEMINOLE,FL,33772,Pinellas,LICENSED,ENDURING LIFE SERVICES,9/6/2017,SUSANNE MARIE CUBBERLEY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1209,11964835,9289,7/4/2017,7/3/2019,Assisted Living Facility,HARMONY PLACE,11937 NW 31ST ST,,CORAL SPRINGS,FL,33065-3329,Broward,(954) 755-1606,11937 NW 31ST ST,,CORAL SPRINGS,FL,33065-3329,Broward,LICENSED,HARMONY HOME  INC.,3/18/2005,JAPINDER K SAHI,6,For-Profit,www.royalassistedlivingofbroward.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1210,11910117,7361,1/20/2016,1/19/2018,Assisted Living Facility,HARMONY RETIREMENT LIVING  INC,1411 EL PASO AVENUE,,ORLANDO,FL,32806,Orange,(407) 230-5632,5944 LA COSTA DR,,ORLANDO,FL,32807-2945,Orange,LICENSED,HARMONY RETIREMENT LIVING INC,1/20/2006,MAGDALENA JOY CABRAL,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1211,52963075,6906670,3/27/2016,3/26/2018,Adult Family Care Home,HARRELL  TERRY,15151 CAMROSE AVE,,SPRING HILL,FL,34610-6742,Pasco,(727) 856-5569,15151 CAMROSE AVE,,SPRING HILL,FL,34610-6742,Pasco,LICENSED,TERRY PAIGE HARRELL,1/23/2014,TERRY PAIGE HARRELL,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1212,52963266,6906838,1/21/2016,1/20/2018,Adult Family Care Home,HARRIS  JANET,3632 SUNSET OAK DR,,ORANGE PARK,FL,32065,Clay,(305) 510-5829,3632 SUNSET OAK DR,,ORANGE PARK,FL,32065,Clay,LICENSED,JANET HARRIS,11/2/2015,JANET HARRIS,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1213,52963120,6906719,10/27/2016,10/26/2018,Adult Family Care Home,HARRY  JAMIE,995 TUSKAWILLA RD,,WINTER SPGS,FL,32708-4401,Seminole,(407) 637-2159,995 TUSKAWILLA RD,,WINTER SPGS,FL,32708-4401,Seminole,LICENSED,JAMIE HARRY,7/3/2014,JAMIE HARRY,5,For-Profit,www.winterspringsseniorcare.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1214,52960577,29016,4/28/2016,4/27/2018,Adult Family Care Home,HAUGHBROOK  GUSSIE P,2501 HIGHWAY 60 E,,PLANT CITY,FL,33567-3829,Hillsborough,(813) 737-1335,2501 HWY 60 E,,PLANT CITY,FL,33567,Hillsborough,LICENSED,GUSSIE HAUGHBROOK,7/8/1997,GUSSIE HAUGHBROOK,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1215,11965951,10229,11/19/2016,11/18/2018,Assisted Living Facility,HAVENCREST ALF III,4471 COCONUT CREEK BLVD,,COCONUT CREEK,FL,33066,Broward,(954) 971-4289,4471 COCONUT CREEK BLVD,,COCONUT CREEK,FL,33066,Broward,LICENSED,HAVENCREST ALF LLC,10/9/2002,TIA NARATE BROWN,9,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1216,11968185,12157,3/22/2016,3/21/2018,Assisted Living Facility,HAVENCREST ALF OF PALM BEACH,2880 NW 25TH WAY,,BOCA RATON,FL,33434,Palm Beach,(561) 756-9217,2880 NW 25TH WAY,,BOCA RATON,FL,33434,Palm Beach,LICENSED,HAVENCREST ALF LLC,5/26/2006,SEYMOUR OVERTON WILLIAMS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1217,11964932,9357,9/30/2016,9/29/2018,Assisted Living Facility,HAVENCREST ASSISTED LIVING FACILITY  LLC,4280 NW 113TH AVENUE,,CORAL SPRINGS,FL,33065,Broward,(954) 345-2362,4280 NW 113TH AVENUE,,CORAL SPRINGS,FL,33065,Broward,LICENSED,HAVENCREST ALF LLC,8/21/1998,TIA NARATE BROWN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1218,11965525,9878,7/18/2016,7/17/2018,Assisted Living Facility,HAVENCREST II ALF  LLC,4244 NW 51 STREET,,COCONUT CREEK,FL,33073,Broward,(954) 360-0680,4244 NW 51 STREET,,COCONUT CREEK,FL,33073,Broward,LICENSED,HAVENCREST II ALF  LLC,7/18/2000,TIA NARATE BROWN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1219,11968577,12444,12/9/2015,12/8/2017,Assisted Living Facility,HAVENCREST ON THE LAKE,1290 NW 8TH ST,,BOCA RATON,FL,33486-2102,Palm Beach,(561) 465-5345,1290 NW 8TH ST,,BOCA RATON,FL,33486-2102,Palm Beach,LICENSED,HAVENCREST ALF LLC,10/10/2013,SEYMOUR OVERTON WILLIAMS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1220,52963267,6906830,12/7/2015,12/6/2017,Adult Family Care Home,HAYNES  KATIE M,4123 WHITING DR SE,,SAINT PETERSBURG,FL,33705,Pinellas,(727) 821-3930,4123 WHITING DR SE,,SAINT PETERSBURG,FL,33705,Pinellas,LICENSED,KATIE M HAYNES,11/4/2015,KATIE M HAYNES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1221,11969083,12915,10/19/2016,10/18/2018,Assisted Living Facility,HC GOLDEN AGE ALF  CORP,15295 PALMETTO LAKE DR,,MIAMI,FL,33157,Miami-Dade,(786) 283-3697,15295 PALMETTO LAKE DR,,MIAMI,FL,33157,Miami-Dade,LICENSED,HC GOLDEN AGE ALF  CORP,8/15/2016,ODANNYS PEREZ CALAFET,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1222,11969226,13033,7/27/2017,7/26/2019,Assisted Living Facility,HEALING HANDS ASSISTED LIVING FACILITY,1394 ENCLAVE DR,,ROCKLEDGE,FL,32955,Brevard,(321) 604-8892,1815 BLAINE TERR,,WINTER PARK,FL,32792,Orange,LICENSED,HEALING HANDS ASSISTED LIVING FACILITY,5/24/2017,ALEXIS THORPE,7,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1223,32960373,8644,10/14/2015,10/13/2017,Residential Treatment Facility,HEALTH MANAGEMENT INSTITUTE/CANOPY COVE,13305 MAHAN DR,PLANTATION HOUSE,TALLAHASSEE,FL,32309,Leon,(850) 893-8800,13305 MAHAN DR,CARRIAGE HOUSE,TALLAHASSEE,FL,32309,Leon,LICENSED,LYNDA ANNE BROGDON,7/27/2011,BENJAMIN C BROGDON,12,For-Profit,WWW.CANOPYCOVE.COM,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1224,57000070,63,10/14/2015,10/13/2017,Residential Treatment Center for Children and Adolescents,HEALTH MANAGEMENT INSTITUTE/CANOPY COVE,13305 MAHAN DRIVE,MAGNOLIA HOUSE,TALLAHASSEE,FL,32309,Leon,(850) 893-8800,13305 MAHAN DRIVE,MAGNOLIA HOUSE,TALLAHASSEE,FL,32309,Leon,LICENSED,LYNDA ANNE BROGDON,8/18/2011,BENJAMIN C BROGDON,8,For-Profit,WWW.CANOPYCOVE.COM,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1225,11964304,11981,4/18/2017,4/17/2019,Assisted Living Facility,HEART TO HEART  INC.  ASSISTED LIVING FACILITY,2201 N 55TH AVE,,HOLLYWOOD,FL,33021-3321,Broward,(954) 981-5862,2201 N 55TH AVE,,HOLLYWOOD,FL,33021-3321,Broward,LICENSED,HEART TO HEART  INC.  ASSISTED LIVING FACILITY,1/23/2003,KRYSTYNA HOLDA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1226,11967083,11193,12/28/2015,12/27/2017,Assisted Living Facility,HEAVEN ASSISTED LIVING FACILITY INC,30136 SW 148TH PL,,HOMESTEAD,FL,33033-3835,Miami-Dade,(305) 245-2290,30136 SW 148TH PL,,HOMESTEAD,FL,33033-3835,Miami-Dade,LICENSED,HEAVEN ASSISTED LIVING FACILITY  INC.,9/18/2007,ACELIA DELGADO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1227,11969204,13020,6/9/2017,6/8/2019,Assisted Living Facility,HEAVENLY ADULT CARE LLC,3934 SW KAKOPO ST,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 626-9539,3934 SW KAKOPO ST,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,HEAVENLY ADULT CARE LLC,4/14/2017,SONIA REID,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1228,11966548,10738,10/24/2015,10/23/2017,Assisted Living Facility,HEAVENLY HOME CARE OF FLORIDA  INC,17321 SW 109TH AVE,,MIAMI,FL,33157-4039,Miami-Dade,(786) 256-5435,17321 SW 109TH AVE,,MIAMI,FL,33157-4039,Miami-Dade,LICENSED,HEAVENLY HOME CARE OF FLORIDA INC,6/1/2005,KAMELIA RAMNARINE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1229,11968154,12177,5/4/2016,5/3/2018,Assisted Living Facility,HEBERT INC,1101 NW 26TH AVENUE RD,,MIAMI,FL,33125-3139,Miami-Dade,(305) 267-5404,1101 NW 26TH AVENUE RD,,MIAMI,FL,33125-3139,Miami-Dade,LICENSED,HERBERT  INC,8/10/2011,TANIA D CANDELARIA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1230,11965234,9627,1/9/2017,1/8/2019,Assisted Living Facility,ROSEWOOD GARDENS OF PORT SAINT LUCIE  INC,643 NE LAGOON LANE,,PORT SAINT LUCIE,FL,34983,St. Lucie,(561) 344-5974,643 NE LAGOON LANE,,PORT SAINT LUCIE,FL,34983,St. Lucie,LICENSED,ROSEWOOD GARDENS OF PORT SAINT LUCIE  INC,11/8/2002,AGNES LESLIE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1231,11968383,12349,4/10/2017,4/9/2019,Assisted Living Facility,ROSIE'S COTTAGE ALF,1538 SE FACULTY CT,,PORT ST LUCIE,FL,34952-7603,St. Lucie,(772) 807-1513,1102 SW IVANHOE ST,,PORT ST LUCIE,FL,34983-2542,St. Lucie,LICENSED,THE CORNERSTONES OF PORT SAINT LUCIE INC,8/22/2012,RINA AIKENS,4,For-Profit,www.PSLCornerstones.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1232,11968211,12131,2/3/2016,2/2/2018,Assisted Living Facility,ROSIE'S MANOR ALF,1910 SE RAINIER RD,,PORT SAINT LUCIE,FL,34952,St. Lucie,(772) 337-4321,1102 SW IVANHOE ST,,PORT SAINT LUCIE,FL,34983,St. Lucie,LICENSED,THE CORNERSTONES OF PORT SAINT LUCIE INC,7/8/2005,RINA AIKENS,5,For-Profit,www.PSLCornerstones.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1233,11967589,11602,6/9/2017,6/8/2019,Assisted Living Facility,ROSIE'S PLACE ALF,1102 SW IVANHOE ST,,PORT ST LUCIE,FL,34983-2542,St. Lucie,(772) 879-4950,1102 SW IVANHOE ST,,PORT ST LUCIE,FL,34983-2542,St. Lucie,LICENSED,THE CORNERSTONES OF PORT SAINT LUCIE INC,4/16/2009,DAWNMARIE LESALDO,6,For-Profit,www.PSLCORNERSTONES.COM,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1234,11968069,12047,8/1/2017,3/5/2019,Assisted Living Facility,ROSMANDY ALF  INC,6080 SW 38TH ST,,MIAMI,FL,33155-5071,Miami-Dade,(786) 536-2896,6080 SW 38TH ST,,MIAMI,FL,33155-5071,Miami-Dade,LICENSED,ROSMANDY ALF  INC,3/6/2017,ROSA M PADILLA,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1235,52961856,6905755,5/17/2017,5/16/2019,Adult Family Care Home,ROY  MONIQUE & JEAN,170 NE 163RD ST,,MIAMI,FL,33162-3430,Miami-Dade,(305) 356-6384,170 NE 163RD ST,,MIAMI,FL,33162-3430,Miami-Dade,LICENSED,JEAN ROY,2/13/2004,MONIQUE ROY,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1236,11910384,7462,7/19/2016,7/18/2018,Assisted Living Facility,ROYAL CARE ACLF  INC,5081 DUNN ROAD,,FORT PIERCE,FL,34981,St. Lucie,(772) 464-0728,5081 DUNN ROAD,,FORT PIERCE,FL,34981,St. Lucie,LICENSED,ROYAL CARE A.C.L.F. INC,7/19/2004,THOMAS RAUCHETT,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1237,11967715,11708,12/15/2015,12/14/2017,Assisted Living Facility,ROYAL COURT ASSISTED LIVING FACILITY  INC,113 MEADOW WOODE DR,,ROYAL PLM BCH,FL,33411-4720,Palm Beach,(561) 793-7553,PO BOX 210243,,ROYAL PLM BCH,FL,33421-0243,Palm Beach,LICENSED,ROYAL COURT ASSISTED LIVING FACILITY  INC.,10/5/2009,TOYA MARIE LEONCE,6,For-Profit,www.royalcourtalf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1238,11966525,10731,10/24/2015,10/23/2017,Assisted Living Facility,ROYAL DESTINY HOME CARE LLC,3260 NW 179 STREET,,MIAMI GARDENS,FL,33056,Miami-Dade,(305) 474-9056,19245 NW 53 STREET,,MIAMI,FL,33055,Miami-Dade,LICENSED,ROYAL DESTINY LLC,7/22/2005,EVELYN BRANFORD,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1239,11932619,5180,4/3/2017,4/2/2019,Assisted Living Facility,ROYAL GARDENS VILLA INC,1270 NE 112TH ST,,MIAMI,FL,33161,Miami-Dade,(305) 640-8244,1270 NE 112TH ST,,MIAMI,FL,33161,Miami-Dade,LICENSED,ROYAL GARDENS VILLA  INC.,8/29/2003,DAYBEL MENDOZA,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1240,11965682,10020,5/15/2017,5/14/2019,Assisted Living Facility,ROYAL GREEN ALF  INC.,2011 SW 4 STREET,,MIAMI,FL,33135,Miami-Dade,(305) 409-3742,2011 SW 4 STREET,,MIAMI,FL,33135,Miami-Dade,LICENSED,ROYAL GREEN ALF  INC.,3/12/2001,ERIC BERMUDEZ,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1241,11964786,9267,5/7/2017,5/6/2019,Assisted Living Facility,ROYAL LIVING ALF  INC.,621 NW 76TH AVE,,PLANTATION,FL,33324-1440,Broward,(954) 474-4292,621 NW 76TH AVE,,PLANTATION,FL,33324-1440,Broward,LICENSED,ROYAL LIVING ALF  INC.,3/18/2005,NATALIE REID KNIGHT,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1242,11967068,11167,11/27/2015,11/26/2017,Assisted Living Facility,ROYAL LIVING AT COCONUT CREEK INC,3420 NW 71ST STREET,,COCONUT CREEK,FL,33073,Broward,(954) 427-2161,3420 NW 71ST STREET,,COCONUT CREEK,FL,33073,Broward,LICENSED,ROYAL LIVING AT COCONUT CREEK  INC.,5/7/2007,JAPINDER K SAHI,6,For-Profit,www.Royalassistedlivingofbroward.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1243,11967965,11929,1/1/2017,12/31/2018,Assisted Living Facility,ROYAL LIVING AT POMPANO ALF INC,4200 NE 19TH AVE,,POMPANO BEACH,FL,33064-6019,Broward,(954) 942-2433,4200 NE 19TH AVE,,POMPANO BEACH,FL,33064-6019,Broward,LICENSED,ROYAL LIVING AT POMPANO ALF INC,11/5/2012,JAPINDER K SAHI,6,For-Profit,www.royalassistedlivingofbroward.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1244,11966261,10471,5/17/2016,5/16/2018,Assisted Living Facility,ROYAL LIVING AT SUNRISE  INC.,3181 NW 94TH WAY,,SUNRISE,FL,33351,Broward,(954) 600-6935,3181 NW 94TH WAY,,SUNRISE,FL,33351,Broward,LICENSED,ROYAL LIVING AT SUNRISE  INC.,4/29/2004,NATALIE REID KNIGHT,6,For-Profit,www.royalassistedlivingofbroward.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1245,11964115,8886,2/2/2017,2/6/2019,Assisted Living Facility,ROYAL LIVING REST HOME INC.,2926 SW 2 STREET,,MIAMI,FL,33135,Miami-Dade,(305) 649-7334,2926 SW 2 STREET,,MIAMI,FL,33135,Miami-Dade,LICENSED,ROYAL LIVING REST HOME INC,8/7/2000,BARBARA PEREZ,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1246,11966216,10457,3/29/2017,11/29/2018,Assisted Living Facility,RS WILLOW HAVEN ALF  INC,1220 NE 207 STREET,,MIAMI,FL,33179,Miami-Dade,(305) 653-3894,1220 NE 207 STREET,,MIAMI,FL,33179,Miami-Dade,LICENSED,RS WILLOW HAVEN ALF INC,11/30/2016,RUTH VALDA CHANEY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1247,11910074,7616,2/12/2016,2/11/2018,Assisted Living Facility,RUBY'S RESIDENTIAL CARE  INC,5906 NORTH 32ND STREET,,TAMPA,FL,33610,Hillsborough,(813) 237-1330,5906 NORTH 32ND STREET,,TAMPA,FL,33610,Hillsborough,LICENSED,RUBY'S RESIDENTIAL CARE INC.,1/30/2002,ANITA PIERCE,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1248,11969048,12857,6/23/2016,6/22/2018,Assisted Living Facility,RUDY'S AGAPE HOUSE II,2104 55TH AVE  W,,BRADENTON,FL,34207,Manatee,(941) 756-0200,2104 55TH AVENUE WEST,,BRADENTON,FL,34207,Manatee,LICENSED,RUDY'S AGAPE HOUSE  LLC,5/24/2016,NANCY E CUSHMAN,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1249,52961471,6905445,8/3/2015,8/2/2017,Adult Family Care Home,RUIZ  BEVERLY ANN,2814 EDWARDS AVE S,,ST PETERSBURG,FL,33705-3653,Pinellas,(727) 642-6894,2814 EDWARDS AVE S,,ST PETERSBURG,FL,33705-3653,Pinellas,IN REVIEW,BEVERLY BROADNAX RUIZ,6/1/2001,BEVERLY BROADNAX RUIZ,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1250,52962162,6905982,3/31/2017,3/30/2019,Adult Family Care Home,RUSSELL  MEGZIE YVONNE,1902 E 6TH ST,,LEHIGH ACRES,FL,33936-1006,Lee,(239) 368-9538,1902 E 6TH ST,,LEHIGH ACRES,FL,33936-1006,Lee,LICENSED,MEGZIE Y RUSSELL,12/30/2005,MEGZIE Y RUSSELL,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1251,11968401,12302,12/11/2016,12/10/2018,Assisted Living Facility,S & B KINGDOM CARE  LLC,53 RIVIERE LN,,PALM COAST,FL,32164,Flagler,(386) 313-5988,53 RIVIERE LN,,PALM COAST,FL,32164,Flagler,LICENSED,S&B KINGDOM CARE LLC,9/14/2012,PATRICE EBONY NOTICE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1252,52963001,6906611,5/7/2017,5/6/2019,Adult Family Care Home,SABINO  VIRGINIA ZETA-DELEON,212 SE 21ST ST,,CAPE CORAL,FL,33990-4359,Lee,(239) 628-7747,212 SE 21ST ST,,CAPE CORAL,FL,33990-4359,Lee,LICENSED,VIRGINIA Z SABINO,3/25/2013,VIRGINIA Z SABINO,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1253,11965758,10088,9/5/2015,9/4/2017,Assisted Living Facility,SABRENA'S RETIREMENT RESORT 2  INC,2528 WOODHAVEN COURT,,ORLANDO,FL,32818,Orange,(407) 296-9349,2528 WOODHAVEN COURT,,ORLANDO,FL,32818,Orange,IN REVIEW,SABRENA'S RETIREMENT RESORT 2 INC,6/19/2014,HARRIETT SABRENA SAMAROO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1254,11966479,10663,9/8/2015,9/7/2017,Assisted Living Facility,SABRENA'S RETIREMENT RESORT 4  INC,7000 HIAWASSEE OAK DR,,ORLANDO,FL,32818,Orange,(407) 299-4290,7000 HIAWASSEE OAK DR,,ORLANDO,FL,32818,Orange,IN REVIEW,SABRENA'S RETIREMENT RESORT 4 INC,6/19/2014,HARRIETT SABRENA SAMAROO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1255,11964675,9174,9/4/2015,9/3/2017,Assisted Living Facility,SABRENA'S RETIREMENT RESORT  INC,2325 N. HASTINGS STREET,,ORLANDO,FL,32808,Orange,(407) 578-4453,2325 N. HASTINGS STREET,,ORLANDO,FL,32808,Orange,IN REVIEW,SABRENA'S RETIREMENT RESORT  INC,6/19/2014,HARRIETT SABRENA SAMAROO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1256,11967166,11207,1/16/2016,1/15/2018,Assisted Living Facility,SAEJCA'S CASTLE LLC,13393 SW 32ND STREET,,MIRAMAR,FL,33027,Broward,(954) 450-5506,13393 SW 32ND ST,,MIRAMAR,FL,33027-3911,Broward,LICENSED,SAEJCA'S CASTLE LLC,12/3/2007,EVELYNE LARUE FONTAINE,6,For-Profit,www.saejcascastle.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1257,11969215,13046,8/21/2017,8/20/2019,Assisted Living Facility,SAEJCA'S CASTLE LLC II,761 NW 203 ST,,MIAMI,FL,33169,Miami-Dade,(305) 974-4511,1340 NE 179 ST,,NORTH MIAMI BEACH,FL,33162,Miami-Dade,LICENSED,SAEJCA'S CASTLE LLC,5/10/2017,EVELYNE LARUE FONTAINE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1258,11965627,9977,2/9/2017,2/8/2019,Assisted Living Facility,SAFE AND SECURE RESPITE CARE  LLC,3091 SKYLINE DRIVE,,CRESTVIEW,FL,32539,Okaloosa,(850) 398-5207,3091 SKYLINE DRIVE,,CRESTVIEW,FL,32539,Okaloosa,LICENSED,SAFE AND SECURE RESPITE CARE LLC,1/1/2013,SANDRA TINGLE,8,For-Profit,www.caringtonmanor.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1259,11969153,12988,3/23/2017,3/22/2019,Assisted Living Facility,SAFE FAITH PARADISE ALF LLC,541 BRENTFORD CT,,KISSIMMEE,FL,34758,Osceola,(407) 518-1930,541 BRENTFORD CT,,KISSIMMEE,FL,34758,Osceola,LICENSED,SAFE FAITH PARADISE ALF  LLC,12/29/2016,JOSETTE ALTIDOR,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1260,11969166,13030,7/13/2017,7/12/2019,Assisted Living Facility,SAINT CYRIL THE GREAT LLC,4580 SW 33 AVE,,DANIA BEACH,FL,33312,Broward,(954) 647-8859,4580 SW 33 AVE,,DANIA BEACH,FL,33312,Broward,LICENSED,SAINT CYRIL THE GREAT LLC,2/1/2017,TERESITA WHITTER,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1261,11964433,9178,9/16/2016,9/15/2018,Assisted Living Facility,SAINT JOHNS ALF INC,7580 SW 30 TERRACE,,MIAMI,FL,33155,Miami-Dade,(305) 265-9337,7580 SW 30 TERRACE,,MIAMI,FL,33155,Miami-Dade,LICENSED,SAINT JOHNS ALF CORP,2/23/1998,GASTON H VALLETTI,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1262,11968203,12112,12/22/2015,12/21/2017,Assisted Living Facility,SAINT JOSEPH ASSISTED LIVING FACILITY  INC,7615 BARRY RD,,TAMPA,FL,33615-2406,Hillsborough,(813) 374-5307,7615 BARRY RD,,TAMPA,FL,33615-2406,Hillsborough,LICENSED,SAINT JOSEPH ASSISTED LIVING FACILITY  INC.,10/26/2011,MANUEL BRITO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1263,11910419,6611,11/10/2016,11/9/2018,Assisted Living Facility,SAINT JUDE ADULT CARE CORP.,9981 SW 48 STREET,,MIAMI,FL,33165,Miami-Dade,(305) 226-2915,9981 SW 48 STREET,,MIAMI,FL,33165,Miami-Dade,LICENSED,SAINT JUDE ADULT CARE  CORP.,12/18/2002,LUCIA LEON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1264,11967642,11688,11/3/2015,11/2/2017,Assisted Living Facility,SAINT LAZARUS ALF,5209 LANDSMAN AVE,,TAMPA,FL,33625-3344,Hillsborough,(813) 963-0142,5209 LANDSMAN AVE,,TAMPA,FL,33625-3344,Hillsborough,LICENSED,SAINT LAZARUS ASSISTED LIVING INC,6/15/2009,DAINERYS GIL,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1265,52963123,6906716,10/10/2016,10/9/2018,Adult Family Care Home,SAINT-LOUIS  ALIDA,412 MURIEL ST,,LEHIGH ACRES,FL,33972-1040,Lee,(239) 200-9111,412 MURIEL ST,,LEHIGH ACRES,FL,33972-1040,Lee,LICENSED,ALIDA SAINT-LOUIS,7/22/2014,ALIDA SAINT-LOUIS,5,For-Profit,www.ALFCI.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-1266,52963285,6906845,3/3/2016,3/2/2018,Adult Family Care Home,SAINT-LOUIS  MARIE YVROSE,5302 65 TERR E,,ELLENTON,FL,34222,Manatee,(941) 447-3455,5302 65 TERR E,,ELLENTON,FL,34222,Manatee,LICENSED,MARIE YVROSE SAINT-LOUIS,1/19/2016,MARIE YVROSE SAINT-LOUIS,5,For-Profit,,Assisted Living Facilities,US
