row_id,Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location,Country
USA-NY-45-AdultCare-45-AdultCare-157,The Belvedere,5110 19th Avenue,Kings,Brooklyn,11204,(718) 223-1800,(718) 223-1801,AF0367B,Boro Park Senior Living Community LLC,331-F-288,200,0,200,50,32,AH,PPHA,MARO,"5110 19th Avenue
Brooklyn, NY 11204
(40.62561432900003, -73.98001415199997)",USA
USA-NY-45-AdultCare-45-AdultCare-158,The Bristal at White Plains,305 North Street,Westchester,White Plains,10605,(914) 202-2656,(914) 681-1801,AF0700A,"EBC White Plains, LLC",800-S-145,190,0,190,50,32,EHP,PPHA,MARO,"305 North Street
White Plains, NY 10605
(41.02664723300006, -73.74575955099994)",USA
USA-NY-45-AdultCare-45-AdultCare-159,"Seaview Manor, LLC",210 Beach 47th Street,Queens,Far Rockaway,11691,(718) 471-1311,(718) 471-1352,AF0386B,"Seaview Manor, LLC",590-F-313,118,114,118,0,0,AH/ALP,PPHA,MARO,"210 Beach 47th Street
Far Rockaway, NY 11691
(40.59312572400006, -73.77788487499998)",USA
USA-NY-45-AdultCare-45-AdultCare-160,Mountain Valley Manor,373-421 Wilbur Avenue,Ulster,Kingston,12401,(845) 331-1254,,AF0658A,"Salaber, Inc.",740-F-078,53,0,0,0,0,AH,PPHA,MARO,"373-421 Wilbur Avenue
Kingston, NY 12401
(41.92251134400004, -74.00873253499998)",USA
USA-NY-45-AdultCare-45-AdultCare-161,Loretto EHP #3 Nottingham,1301 Nottingham Road,Onondaga,Jamesville,13078,(315) 445-9242,(315) 446-5346,AF0176A,"Loretto Adult Community, Inc.",520-S-114,64,0,64,16,0,EHP,NFP,CNYRO,"1301 Nottingham Road
Jamesville, NY 13078
(43.01069278500006, -76.08408910599996)",USA
USA-NY-45-AdultCare-45-AdultCare-162,Buckley Landing Enriched Housing Site #6,7430 Buckley Road,Onondaga,North Syracuse,13212,(315) 452-1207,(315) 452-5949,AF0151A,"Loretto Adult Community, Inc.",520-S-121,85,66,0,0,0,EHP/ALP,NFP,CNYRO,"7430 Buckley Road
North Syracuse, NY 13212
(43.13124718300003, -76.16370026099997)",USA
USA-NY-45-AdultCare-45-AdultCare-163,Meadowview at the Wartburg,2 Wartburg Place,Westchester,Mount Vernon,10552,(914) 699-0800,(914) 699-2512,AF0309A,"Wartburg Senior Housing, Inc.",800-S-125,105,0,105,10,15,EHP,NFP,MARO,"2 Wartburg Place
Mount Vernon, NY 10552
(40.917740596000044, -73.81316274399995)",USA
USA-NY-45-AdultCare-45-AdultCare-164,E.R.I.E.  EHP #1 Toomey Abbott Tower,1207 Almond Street,Onondaga,Syracuse,13210,(315) 428-8562,(315) 425-0529,AF0155A,Enriched Resources for the Independent Elderly Inc,520-S-118,95,0,0,0,0,EHP,NFP,CNYRO,"1207 Almond Street
Syracuse, NY 13210
(43.03901700000006, -76.14092701099997)",USA
USA-NY-45-AdultCare-45-AdultCare-165,Masonic Home,2150 Bleecker Street,Oneida,Utica,13501,(315) 798-4800,(315) 798-4901,AF0079A,Trustees - Masonic Hall,510-E-033,96,0,0,0,0,AH,NFP,CNYRO,"2150 Bleecker Street
Utica, NY 13501
(43.08919982800006, -75.18947801799999)",USA
USA-NY-45-AdultCare-45-AdultCare-166,Samaritan Summit Village,22691 Campus Drive,Jefferson,Watertown,13601,(315) 782-6800,(315) 782-6950,AF0705A,"Samaritan Senior Village, Inc.",330-E-005,120,80,40,40,0,AH/ALP,NFP,CNYRO,"22691 Campus Drive
Watertown, NY 13601
(43.98909889600003, -75.93579465599998)",USA
USA-NY-45-AdultCare-45-AdultCare-167,Eden Heights of Olean,161 South Twenty-Fifth Street,Cattaraugus,Olean,14760,(716) 372-4466,(716) 372-1681,AF0488A,"Eden Management of Olean, Inc.",040-F-028,120,0,0,0,0,AH,PPHA,WRO,"161 South Twenty-Fifth Street
Olean, NY 14760
(42.07418533900005, -78.45925650899994)",USA
USA-NY-45-AdultCare-45-AdultCare-168,Morans Rest Home,1741 State Route 32,Ulster,Modena,12548,(908) 763-9402,(845) 883-5304,AF0319A,"Moran, Albert",740-F-008,32,0,0,0,0,AH,PPHA,MARO,"1741 State Route 32
Modena, NY 12548
(41.63854658100007, -74.10878821199998)",USA
USA-NY-45-AdultCare-45-AdultCare-169,The Bristal at Massapequa,400 County Line Road,Nassau,Massapequa,11758,(516) 691-0706,(516) 691-7204,AF0648B,"EB CARE at Massapequa, LLC",400-S-314,86,0,0,0,0,EHP,PPHA,MARO,"400 County Line Road
Massapequa, NY 11758
(40.679979900000035, -73.47347199999996)",USA
USA-NY-45-AdultCare-45-AdultCare-170,Greenfield Court,5951 Broadway,Erie,Lancaster,14086,(716) 684-8400,(716) 684-8480,AF0507A,Lutheran Church Home at Greenfield Inc.,240-S-105,57,0,57,0,0,EHP,NFP,WRO,"5951 Broadway
Lancaster, NY 14086
(42.894918948000054, -78.63178069199995)",USA
USA-NY-45-AdultCare-45-AdultCare-171,The Villa at Westhampton,68 Old Country Road,Suffolk,Westhampton,11977,(631) 240-8100,(631) 240-8190,AF0752A,"Westhampton Senior Living, Inc.",700-F-939,100,0,100,100,24,AH,PPHA,MARO,"68 Old Country Road
Westhampton, NY 11977
(40.82641367600007, -72.67641277399997)",USA
USA-NY-45-AdultCare-45-AdultCare-172,Atria South Setauket,4089 Nesconset Highway,Suffolk,Centereach,11720,(631) 473-8000,(631) 473-0384,AF0392C,"ATR New York LH, Inc.",700-F-933,200,0,0,0,0,AH,PPHA,MARO,"4089 Nesconset Highway
Centereach, NY 11720
(40.90434515700008, -73.07238786699997)",USA
USA-NY-45-AdultCare-45-AdultCare-173,Valley Vista Adult Home and Assisted Living Program,141 North Road,Ulster,Highland,12528,(845) 691-7400,(845) 691-3787,AF0429B,"New York Senior Care in the Valley, LLC",740-F-076,89,56,0,0,0,AH/ALP,PPHA,MARO,"141 North Road
Highland, NY 12528
(41.73522238100003, -73.96387733899996)",USA
USA-NY-45-AdultCare-45-AdultCare-174,Green Hills Estate,1 South Route 9W,Rockland,Haverstraw,10927,(845) 429-8411,(845) 947-2668,AF0257A,"Sanchez, Anita",620-F-036,164,0,0,0,0,AH,PPHA,MARO,"1 South Route 9W
Haverstraw, NY 10927
(41.193220309000026, -73.96716856899997)",USA
USA-NY-45-AdultCare-45-AdultCare-175,Brookdale West Side Rochester,1404 Long Pond Road,Monroe,Rochester,14626,(585) 225-7210,(585) 225-6314,AF0576C,"Painted Post, LLC",370-F-234,72,0,0,0,0,AH,PPHA,WRO,"1404 Long Pond Road
Rochester, NY 14626
(43.20074380900007, -77.69910794599997)",USA
USA-NY-45-AdultCare-45-AdultCare-176,"Bickford Country Home, LLC",630 Curran Road,Ontario,Shortsville,14548,(315) 502-4076,(315) 597-5179,AF0751A,"Bickford Country Home, LLC",530-F-061,23,0,0,0,0,AH,PPHA,WRO,"630 Curran Road
Shortsville, NY 14548
(43.00643482000004, -77.21026672899995)",USA
USA-NY-45-AdultCare-45-AdultCare-177,Atria Riverdale,3718-3726 Henry Hudson Parkway,Bronx,Riverdale,10463,(718) 432-2448,(718) 432-2447,AF0827A,"ATR New York LH, Inc.",020-S-001,195,0,195,55,40,EHP,PPHA,MARO,"3718-3726 Henry Hudson Parkway
Riverdale, NY 10463
(40.88837814300007, -73.91013104699994)",USA
USA-NY-45-AdultCare-45-AdultCare-178,The Hearth at Greenpoint Senior Living,150 Old Liverpool Road,Onondaga,Liverpool,13088,(315) 453-7911,(315) 457-5602,AF0162B,Hearth Management LLC,520-S-129,139,0,0,0,0,EHP,PPHA,CNYRO,"150 Old Liverpool Road
Liverpool, NY 13088
(43.08282681700007, -76.18136113499997)",USA
USA-NY-45-AdultCare-45-AdultCare-179,Five Star Premier Residences of Yonkers,537 Riverdale Avenue,Westchester,Yonkers,10705,(914) 423-7200,(914) 423-7046,AF0273C,D & R Yonkers LLC,800-S-143,84,0,84,42,0,EHP,PPHA,MARO,"537 Riverdale Avenue
Yonkers, NY 10705
(40.91360962600004, -73.90235827199996)",USA
USA-NY-45-AdultCare-45-AdultCare-180,New Gloria's Manor Home for Adults,140 Beach 119th Street,Queens,Rockaway Park,11694,(718) 945-5700,(718) 945-6086,AF0327B,Gloria's Manor LLC,590-F-307,172,0,0,0,0,AH,PPHA,MARO,"140 Beach 119th Street
Rockaway Park, NY 11694
(40.577430614000036, -73.83883470199999)",USA
USA-NY-45-AdultCare-45-AdultCare-181,The Arbors at Bohemia,1065 Smithtown Avenue,Suffolk,Bohemia,11716,(631) 567-3113,(631) 567-3116,AF0276C,"Arcadia Management, Inc.",700-F-913,200,0,200,0,0,AH,PPHA,MARO,"1065 Smithtown Avenue
Bohemia, NY 11716
(40.768073077000054, -73.10849835099998)",USA
USA-NY-45-AdultCare-45-AdultCare-182,Amber Court of Westbury,3400 Brush Hollow Road,Nassau,Westbury,11590,(516) 334-3838,(516) 780-7162,AF0723A,"Amber Court of Westbury II, LLC",400-F-331,64,0,64,32,32,AH,PPHA,MARO,"3400 Brush Hollow Road
Westbury, NY 11590
(40.77503222900003, -73.56073822799993)",USA
USA-NY-45-AdultCare-45-AdultCare-183,Home of the Good Shepherd,390 Church Street,Saratoga,Saratoga Springs,12866,(518) 584-3317,(518) 584-4760,AF0603B,Church Aid/ Episcopal,640-E-037,42,0,42,10,42,AH,NFP,CDRO,"390 Church Street
Saratoga Springs, NY 12866
(43.086191652000025, -73.81878612599996)",USA
USA-NY-45-AdultCare-45-AdultCare-184,The New Falls,117 Schuyler Street,Schuyler,Montour Falls,14865,(607) 535-7165,,AF0566B,The New Falls Home. LLC,670-F-006,111,80,0,0,0,AH/ALP,PPHA,WRO,"117 Schuyler Street
Montour Falls, NY 14865
(42.346359912000025, -76.84969685799996)",USA
USA-NY-45-AdultCare-45-AdultCare-185,Hilltop Manor West,286 Deyo Hill Road,Broome,Johnson City,13790,(607) 798-7818,(607) 798-9382,AF0061B,UMH NY Corp.,030-E-008,98,26,72,72,36,AH/ALP,NFP,CNYRO,"286 Deyo Hill Road
Johnson City, NY 13790
(42.14441300800007, -75.95938657199997)",USA
USA-NY-45-AdultCare-45-AdultCare-186,North Brook Heights Home for Adults,170 Murray Street Extension,Cayuga,Auburn,13021,(315) 253-2755,(315) 252-9970,AF0182B,"North Brook Heights Home for Adults, Inc.",050-F-022,178,92,0,0,0,AH/ALP,PPHA,CNYRO,"170 Murray Street Extension
Auburn, NY 13021
(42.94755543700006, -76.55502811899999)",USA
USA-NY-45-AdultCare-45-AdultCare-187,Babylon Beach House Home for Adults,23 Yacht Club Road,Suffolk,Babylon,11702,(631) 669-3323,(631) 669-2571,AF0199A,"Lockwood, William A.",700-F-131,67,0,0,0,0,AH,PPHA,MARO,"23 Yacht Club Road
Babylon, NY 11702
(40.684671524000066, -73.31672631799995)",USA
USA-NY-45-AdultCare-45-AdultCare-188,Atria Greece,150 Towngate Road,Monroe,Rochester,14626,(585) 225-3010,(585) 225-3011,AF0551B,"ATR New York LH, Inc.",370-F-210,79,0,0,0,0,AH,PPHA,WRO,"150 Towngate Road
Rochester, NY 14626
(43.20483554600003, -77.69807519199998)",USA
USA-NY-45-AdultCare-45-AdultCare-189,"Good Shepherd- Fairview Home, Inc.",80 Fairview Avenue,Broome,Binghamton,13904,(607) 724-2477,(607) 724-0957,AF0049A,"Good Shepherd-Fairview Home, Inc.",030-E-005,67,32,35,35,0,AH/ALP,NFP,CNYRO,"80 Fairview Avenue
Binghamton, NY 13904
(42.11053062700006, -75.87667721499997)",USA
USA-NY-45-AdultCare-45-AdultCare-190,Bronxwood,799 East Gun Hill Road,Bronx,Bronx,10467,(718) 881-9100,(718) 515-0150,AF0211A,"Bronxwood Home For The Aged, Inc.",020-E-004,320,177,0,0,0,AH/ALP,NFP,MARO,"799 East Gun Hill Road
Bronx, NY 10467
(40.87610370200008, -73.86236499799998)",USA
USA-NY-45-AdultCare-45-AdultCare-191,The Country House in Westchester,2000 Baldwin Road,Westchester,Yorktown Heights,10598,(914) 962-3625,(914) 962-4130,AF0226B,"The Country House in Westchester, an Adult Home LLC",800-F-007,100,0,100,0,0,AH,PPHA,MARO,"2000 Baldwin Road
Yorktown Heights, NY 10598
(41.276250772000026, -73.79150181699998)",USA
USA-NY-45-AdultCare-45-AdultCare-192,"Mariners Residence, Inc.",2099 Forest Avenue,Richmond,Staten Island,10303,(718) 720-8800,(718) 447-8095,AF0377B,"Mariners Residence, Inc.",610-F-066,270,0,0,0,0,AH,PPHA,MARO,"2099 Forest Avenue
Staten Island, NY 10303
(40.62641539400005, -74.15929743099997)",USA
USA-NY-45-AdultCare-45-AdultCare-193,Brothers of Mercy Sacred Heart Home,"4520 Ransom Road, P.O. Box 117",Erie,Clarence,14031,(716) 759-2644,(716) 759-6433,AF0461A,Brothers of Mercy,240-E-005,70,0,0,0,0,AH,NFP,WRO,"4520 Ransom Road, P.O. Box 117
Clarence, NY 14031
(42.96936473100004, -78.59266043999997)",USA
USA-NY-45-AdultCare-45-AdultCare-194,Eden Heights,4071 Hardt Road,Erie,Eden,14057,(716) 992-4466,(716) 992-9078,AF0487A,"Eden Management,Inc",240-F-861,120,0,0,0,0,AH,PPHA,WRO,"4071 Hardt Road
Eden, NY 14057
(42.66671953300005, -78.83316092799998)",USA
USA-NY-45-AdultCare-45-AdultCare-195,Brentland Woods,3831 East Henrietta Road,Monroe,Henrietta,14467,(585) 321-1490,(585) 321-3289,AF0455A,"CH Services, Inc.",370-S-838,60,0,0,0,0,EHP,NFP,WRO,"3831 East Henrietta Road
Henrietta, NY 14467
(43.046986170000025, -77.61909392999996)",USA
USA-NY-45-AdultCare-45-AdultCare-196,Brookdale Fayetteville,5125 Highbridge Street,Onondaga,Fayetteville,13066,(315) 637-2000,(315) 637-2004,AF0153A,"Manlius Clare Bridge Operator, Inc.",520-F-145,52,0,0,0,0,AH,PPHA,CNYRO,"5125 Highbridge Street
Fayetteville, NY 13066
(43.018777957000054, -76.01036333999997)",USA
USA-NY-45-AdultCare-45-AdultCare-197,Valehaven Home for Adults,"2989 North Main Street, Box 683",Clinton,Peru,12972,(518) 643-2740,(518) 643-0923,AF0006A,"Kane, James E.",090-F-003,40,30,0,0,0,AH/ALP,PPHA,CDRO,"2989 North Main Street, Box 683
Peru, NY 12972
(44.58008552300004, -73.52714019999996)",USA
USA-NY-45-AdultCare-45-AdultCare-198,East Road Adult Home,7731 East Road,Lewis,Lowville,13367,(315) 376-7072,(315) 376-8652,AF0038A,"East Road Adult Home, Inc.",340-F-017,20,0,0,0,0,AH,PPHA,CNYRO,"7731 East Road
Lowville, NY 13367
(43.84365686800004, -75.51284181599993)",USA
USA-NY-45-AdultCare-45-AdultCare-199,"New Homestead Home for Adults, Inc.",82-45 Grenfell Street,Queens,Kew Gardens,11415,(718) 441-2000,(718) 849-3997,AF0329B,"New Homestead Home for Adults, Inc.",590-F-311,163,0,0,0,0,AH,PPHA,MARO,"82-45 Grenfell Street
Kew Gardens, NY 11415
(40.70901598900008, -73.83111304299996)",USA
USA-NY-45-AdultCare-45-AdultCare-200,Adirondack Manor Home for Adults,128 Main Street,Oneida,Camden,13316,(315) 245-1520,(315) 245-4764,AF0007A,"Kane, James E.",510-F-028,40,0,0,0,0,AH,PPHA,CNYRO,"128 Main Street
Camden, NY 13316
(43.33894128800006, -75.74861020599997)",USA
USA-NY-45-AdultCare-45-AdultCare-201,Tappan Zee Manor,51 Mountainview Avenue,Rockland,Nyack,10960,(845) 353-6100,(845) 353-1660,AF0413B,"TZ Manor, LLC",620-F-087,150,0,0,0,0,AH,PPHA,MARO,"51 Mountainview Avenue
Nyack, NY 10960
(41.09686443100003, -73.93635559699999)",USA
USA-NY-45-AdultCare-45-AdultCare-202,The Arbors at Islandia East,1515A Veterans Memorial Highway,Suffolk,Islandia,11749,(631) 232-3131,(631) 342-1855,AF0277C,"Arcadia Management, Inc.",700-F-914,200,0,200,0,48,AH,PPHA,MARO,"1515A Veterans Memorial Highway
Islandia, NY 11749
(40.81026765300004, -73.18650686199999)",USA
USA-NY-45-AdultCare-45-AdultCare-203,Clinton Crest Manor,411 Clinton Street,Yates,Penn Yan,14527,(315) 536-8800,(315) 531-9088,AF0471A,Clinton Crest Manor,910-E-004,42,0,0,0,0,AH,NFP,WRO,"411 Clinton Street
Penn Yan, NY 14527
(42.66875995500004, -77.04213549899998)",USA
USA-NY-45-AdultCare-45-AdultCare-204,Dutchess Care,186 Washington Street,Dutchess,Poughkeepsie,12601,(845) 471-7930,(845) 473-8189,AF0239A,Azzy Reckess DBA Dutchess Care,230-F-044,92,79,0,0,0,AH/ALP,PPHA,MARO,"186 Washington Street
Poughkeepsie, NY 12601
(41.71446726000005, -73.92954738699996)",USA
USA-NY-45-AdultCare-45-AdultCare-205,The Plaza at Clover Lake,838 Fair Street,Putnam,Carmel,10512,(845) 878-4111,(845) 878-4333,AF0696A,"Clover Lake Management, LLC",580-F-001,175,135,40,0,0,AH/ALP,PPHA,MARO,"838 Fair Street
Carmel, NY 10512
(41.470858184000065, -73.63918716899997)",USA
USA-NY-45-AdultCare-45-AdultCare-206,Frederic Fleming Residence,443-445 West 22nd Street,New York,New York,10011,(212) 242-5277,(212) 675-8619,AF0249A,West Side Federation For Senior Housing,420-E-374,47,0,0,0,0,AH,NFP,MARO,"443-445 West 22nd Street
New York, NY 10011
(40.74643224400006, -74.00306529699998)",USA
USA-NY-45-AdultCare-45-AdultCare-207,The Bristal at North Hills,99 South Service Road,Nassau,North Hills,11040,(516) 233-3100,(516) 233-3300,AF0644A,"Engel Burman Senior Housing at North Hills, Inc.",400-S-309,140,0,0,0,0,EHP,PPHA,MARO,"99 South Service Road
North Hills, NY 11040
(40.77026694700004, -73.68808609599995)",USA
USA-NY-45-AdultCare-45-AdultCare-208,"Carlucci Homes, Inc.",516 Mullock Road,Orange,Port Jervis,12771,(914) 443-6835,(845) 355-7700,AF0830A,"Carlucci Homes, Inc.",540-F-034,23,0,23,19,0,AH,PPHA,MARO,"516 Mullock Road
Port Jervis, NY 12771
(41.40154744800003, -74.56683901299994)",USA
USA-NY-45-AdultCare-45-AdultCare-209,Ladies Home of Oswego,43 East Utica Street,Oswego,Oswego,13126,(315) 343-6951,(315) 343-5348,AF0168A,Ladies Home Of Oswego,560-E-007,21,0,0,0,0,AH,NFP,CNYRO,"43 East Utica Street
Oswego, NY 13126
(43.45466288800003, -76.50285105099994)",USA
USA-NY-45-AdultCare-45-AdultCare-210,Bristol Home,1500 Main Street,Erie,Buffalo,14209,(716) 884-4371,(716) 884-0850,AF0459A,"Bristol Home, Inc.",240-E-004,55,0,55,0,0,AH,NFP,WRO,"1500 Main Street
Buffalo, NY 14209
(42.91410256200004, -78.86500391699997)",USA
USA-NY-45-AdultCare-45-AdultCare-211,The Barton Home,301 Grove Street,Chemung,Elmira,14905,(607) 733-6151,(607) 737-9808,AF0445B,"JJM Health, LLC",070-F-038,26,0,0,0,0,AH,PPHA,WRO,"301 Grove Street
Elmira, NY 14905
(42.08668384500004, -76.81999396099997)",USA
USA-NY-45-AdultCare-45-AdultCare-212,Heritage at The Plains at Parish Homestead,163 Heritage Circle,Otsego,Oneonta,13820,(607) 267-4013,(607) 267-4971,AF0678B,"CSL Heritage AL, Inc.",570-F-051,53,0,53,0,16,AH,PPHA,CDRO,"163 Heritage Circle
Oneonta, NY 13820
(42.44431211600005, -75.11341253999996)",USA
USA-NY-45-AdultCare-45-AdultCare-213,Shire Senior Living Assisted Living Program,2515 Culver Road,Monroe,Rochester,14609,(585) 467-4544,(585) 338-2877,AF0554B,Shire Senior Living LLC,370-F-240,200,48,0,0,0,AH/ALP,PPHA,WRO,"2515 Culver Road
Rochester, NY 14609
(43.19289333200004, -77.56130797799995)",USA
USA-NY-45-AdultCare-45-AdultCare-214,The Landing of Poughkeepsie,251 Boardman Road,Dutchess,Poughkeepsie,12603,(845) 867-4331,(845) 462-1329,AF0727A,"WRP Operating, LLC",230-S-003,121,0,121,44,34,EHP,PPHA,MARO,"251 Boardman Road
Poughkeepsie, NY 12603
(41.65830109600006, -73.89041025199998)",USA
USA-NY-45-AdultCare-45-AdultCare-215,Bishop's Commons at St. Luke,4 Burkle Street,Oswego,Oswego,13126,(315) 349-0799,(315) 349-0797,AF0829A,"Bishop's Commons, Inc.",560-S-002,68,0,0,0,0,EHP,NFP,CNYRO,"4 Burkle Street
Oswego, NY 13126
(43.447576122000044, -76.49540264199999)",USA
USA-NY-45-AdultCare-45-AdultCare-216,The Pavilion at Pine Valley,661 North Main Street,Rockland,Spring Valley,10977,(845) 426-5600,(845) 356-2781,AF0741A,"TPPV, LLC",620-F-095,56,56,0,0,0,AH/ALP,PPHA,MARO,"661 North Main Street
Spring Valley, NY 10977
(41.13623983900004, -74.03711134299994)",USA
USA-NY-45-AdultCare-45-AdultCare-217,Brookdale Liverpool,4055 Long Branch Road,Onondaga,Liverpool,13090,(315) 451-3221,(315) 457-0305,AF0189C,"Painted Post, LLC",520-F-165,80,0,0,0,0,AH,PPHA,CNYRO,"4055 Long Branch Road
Liverpool, NY 13090
(43.12522299900007, -76.23292147499996)",USA
USA-NY-45-AdultCare-45-AdultCare-218,Oyster Bay Manor,150 South Street,Nassau,Oyster Bay,11771,(516) 624-0600,(516) 624-7764,AF0650A,"Oyster Bay Manor, Inc.",400-F-313,72,0,72,0,0,AH,PPHA,MARO,"150 South Street
Oyster Bay, NY 11771
(40.87076369600004, -73.53120597999998)",USA
USA-NY-45-AdultCare-45-AdultCare-219,Atria Bay Shore,53 Ocean Ave.,Suffolk,Bay Shore,11706,(631) 206-1200,(631) 206-1300,AF0359C,"ATR New York LH, Inc.",700-S-305,116,0,0,0,0,EHP,PPHA,MARO,"53 Ocean Ave.
Bay Shore, NY 11706
(40.716900499000076, -73.24687745999995)",USA
USA-NY-45-AdultCare-45-AdultCare-220,"Briarwood Manor, Inc.",1001 Lincoln Avenue,Niagara,Lockport,14094,(716) 433-1513,(716) 433-8142,AF0457A,"Ferreri, Salvatore",500-F-092,160,160,0,0,0,AH/ALP,PPHA,WRO,"1001 Lincoln Avenue
Lockport, NY 14094
(43.153294509000034, -78.66873220599996)",USA
USA-NY-45-AdultCare-45-AdultCare-221,Massry Residence at Daughters of Sarah,182 Washington Ave. Extension,Albany,Albany,12203,(518) 689-0453,(518) 689-0454,AF0591A,"Daughters of Sarah Housing Company, Inc.",000-S-006,70,0,70,0,0,EHP,NFP,CDRO,"182 Washington Ave. Extension
Albany, NY 12203
(42.70038612700006, -73.85197828899999)",USA
USA-NY-45-AdultCare-45-AdultCare-222,Morgan Estates,4588 Morgan View Road,Livingston,Geneseo,14454,(585) 243-6000,(585) 243-0286,AF0535A,"Bruckel, Peter S.",350-F-008,78,0,78,39,27,AH,PPHA,WRO,"4588 Morgan View Road
Geneseo, NY 14454
(42.79579155000005, -77.77804936299998)",USA
USA-NY-45-AdultCare-45-AdultCare-223,McHarrie Pointe,7740 Meigs Road,Onondaga,Baldwinsville,13027,(315) 638-2521,(315) 638-2552,AF0674A,Syracuse Home Association,520-E-093,47,0,47,0,27,AH,NFP,CNYRO,"7740 Meigs Road
Baldwinsville, NY 13027
(43.144456372000036, -76.34505249099993)",USA
USA-NY-45-AdultCare-45-AdultCare-224,Castle Senior Living at Forest Hills,108-25 Horace Harding Expressway,Queens,Forest Hills,11368,(718) 760-4600,(718) 592-1808,AF0218D,"Midway A.L., LLC",590-S-307,177,120,0,0,0,EHP/ALP,PPHA,MARO,"108-25 Horace Harding Expressway
Forest Hills, NY 11368
(40.73781223100008, -73.85180980499996)",USA
USA-NY-45-AdultCare-45-AdultCare-225,New South Shore Manor,1041 East 83rd Street,Kings,Brooklyn,11236,(718) 241-7035,(718) 241-7039,AF0332A,"Katz, George",331-F-266,74,0,0,0,0,AH,PPHA,MARO,"1041 East 83rd Street
Brooklyn, NY 11236
(40.634598803000074, -73.90845366799994)",USA
USA-NY-45-AdultCare-45-AdultCare-226,Family Srvs/Rochester EHP1 Danforth Towers East,140 West Avenue,Monroe,Rochester,14611,(585) 436-9462,(585) 529-4863,AF0494A,Family Services Of Rochester,370-S-051,28,0,0,0,0,EHP,NFP,WRO,"140 West Avenue
Rochester, NY 14611
(43.15000252300007, -77.64180299999998)",USA
USA-NY-45-AdultCare-45-AdultCare-227,Elderwood Assisted Living at Wheatfield,2600 Niagara Falls Boulevard,Niagara,Niagara Falls,14304,(716) 731-2200,(716) 731-6590,AF0691B,"2600 Niagara Falls Boulevard AL Operating Company, LLC",500-F-103,65,37,0,0,0,AH/ALP,PPHA,WRO,"2600 Niagara Falls Boulevard
Niagara Falls, NY 14304
(43.09241749900008, -78.90624022199995)",USA
USA-NY-45-AdultCare-45-AdultCare-228,Loretto Village Apts. Enriched Housing Site #5,750 East Brighton Avenue,Onondaga,Syracuse,13205,(315) 492-1329,(315) 492-6076,AF0178A,"Loretto Adult Community, Inc.",520-S-120,79,38,0,0,0,EHP/ALP,NFP,CNYRO,"750 East Brighton Avenue
Syracuse, NY 13205
(43.00563430400007, -76.13135872699996)",USA
USA-NY-45-AdultCare-45-AdultCare-229,Ivy Lodge,108 Main Street,Ulster,Saugerties,12477,(845) 246-4646,(845) 246-6095,AF0832A,"Ivy Hall at the Family Lodge, LLC",740-F-082,40,0,40,40,16,AH,PPHA,MARO,"108 Main Street
Saugerties, NY 12477
(42.079009435000046, -73.94878249099997)",USA
USA-NY-45-AdultCare-45-AdultCare-230,Bergquist Adult Home,"4600 Route 60, P.O. Box 350",Chautauqua,Gerry,14740,(716) 985-4612,(716) 985-4197,AF0448A,Gerry Homes,060-E-036,32,0,32,0,0,AH,NFP,WRO,"4600 Route 60, P.O. Box 350
Gerry, NY 14740
(42.195492486000035, -79.25131177099996)",USA
USA-NY-45-AdultCare-45-AdultCare-231,The Bristal at Westbury,117 Post Ave.,Nassau,Westbury,11590,(516) 333-9828,(516) 918-4002,AF0418A,Westbury Senior Living Inc.,400-S-300,180,0,0,0,0,EHP,PPHA,MARO,"117 Post Ave.
Westbury, NY 11590
(40.75244628100006, -73.58780956599998)",USA
USA-NY-45-AdultCare-45-AdultCare-232,"Elant at Goshen, Inc.",46 Harriman Drive,Orange,Goshen,10924,(845) 291-3700,(845) 291-3737,AF0196A,"Elant at Goshen, Inc.",540-E-050,120,0,0,0,0,AH,NFP,MARO,"46 Harriman Drive
Goshen, NY 10924
(41.38920047900007, -74.31928345099993)",USA
USA-NY-45-AdultCare-45-AdultCare-233,Metro Interfaith EHP,110 Chenango Place,Broome,Binghamton,13901,(607) 724-3774,(607) 724-9602,AF0082A,Metro Interfaith Housing Management,030-S-041,37,0,0,0,0,EHP,NFP,CNYRO,"110 Chenango Place
Binghamton, NY 13901
(42.101464167000074, -75.90893203799999)",USA
USA-NY-45-AdultCare-45-AdultCare-234,"Canton Enriched Housing Program, Inc.  EHP #1",37 Riverside Drive,St. Lawrence,Canton,13617,(315) 386-8830,(315) 386-2383,AF0020B,"Canton Enriched Housing Program, Inc.",630-S-022,25,0,0,0,0,EHP,NFP,CNYRO,"37 Riverside Drive
Canton, NY 13617
(44.597685700000056, -75.17386059299997)",USA
USA-NY-45-AdultCare-45-AdultCare-235,Rochester Presbyterian Home,256 Thurston Road,Monroe,Rochester,14619,(585) 235-9100,(585) 235-1315,AF0547A,"Rochester Presbyterian Home, Inc.",370-E-022,102,0,102,22,65,AH,NFP,WRO,"256 Thurston Road
Rochester, NY 14619
(43.13989800000007, -77.65095233799997)",USA
