row_id,Facility Name,Address,City,Postal Code,Province,Terms of Occupancy,Housing Type,Number of Units,Eligibility Criteria,Application Procedure,Additional Criteria,Minimum Rate $,Maximum Rate $,RGI Rent Rate,Service Package Rate,Unit Square Footage Minimum,Unit Square Footage Maximum,Additional Suite Information,Additional Suite Features,Additional Services,Additional Building Information,Booleans (see readme),Site Contact Name,Site Phone,Site Email,Facebook,Twitter,Site Website,Site Description,facility_type,country
Canada-AB-26-AB-HousingDirecotry-output-480,Columbus Manor ,40 - 11A Street N.E,Calgary,T2E 7T2,AB,Not Specified,Not Specified,100,"65+ *Tenants are selected on a priority basis. Priority is determined by the evaluation of the need for subsidized housing. A criterion of need includes income, present housing circumstances and assets.",Not Specified,"*All applicants must provide proof of income from line 150 of income tax notice of assessment form. *A Security Deposit of $120 is required. *All tenants are required to make rental payments through a pre-authorized payment plan. *Tenants are required to have $1,000,000 liability insurance.",Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,"Electricity is $50 per month and parking (if available) is $25.00. Water, sewer and gas are included in the rent payment. Tenants are responsible for their own telephone and cable TV.",Not Specified,Not Specified,Not Specified,"[False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",Not Specified,403-452-0803,admissions@bobha.com,Not Specified,Not Specified,www.calgaryseniorshousing.com,"Columbus Manor is a warm and welcoming building with 99 one bedroom units. It is located beside Columbus Place, in the Bridgeland area. The neighbourhood of Bridgeland is located to the immediate northeast of downtown Calgary and has access to a number of businesses and services including a variety of restaurants, food markets, retail shopping, financial services and churches. , Amenities at Columbus Manor Include:, , A full service hair salon, Recreation & exercise auditorium, Laundry room, Meeting area with fireplace and television, Social room with television, ,  There is a Tenant Resource Person on staff to assist tenants in accessing community services.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-481,St. Paul's Villa ,3211 Edmonton Trail N.E,Calgary,T2E 8P3,AB,Not Specified,Not Specified,50,"65+. Tenants are selected on a priority basis. Priority is determined by the evaluation of the need for subsidized housing. A criterion of need includes income, present housing circumstances and assets.",Not Specified,"All applicants must provide proof of income from line 150 of income tax notice of assessment form. *A Security Deposit of $120 is required. *All tenants are required to make rental payments through a pre-authorized payment plan. *Tenants are required to have $1,000,000 liability insurance.",Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,"*Electricity is $50 per month and parking (if available) is $25.00. Water, sewer and gas are included in the rent payment. Tenants are responsible for their own telephone and cable TV.",Not Specified,Not Specified,Not Specified,"[True, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",Not Specified,403-452-0803,admissions@bobha.com,Not Specified,Not Specified,www.calgaryseniorshousing.com,"St. Paul's Villa has 50 one bedroom apartments and is located in the Tuxedo area. Tuxedo is an inner city community in the northeast quadrant of Calgary, found between the Trans-Canada Highway and 32nd Avenue NE and is therefore extremely accessible. With numerous amenities and services nearby as well as good downtown commuting times with the nearest bus stop being #4 and #5 stopping right at the door. Tuxedo is a great place to live if you would like to live close to the heart of the city but far enough away to miss all the traffic. , Amenities at St Pau's Villa include:, , Laundry, Social room with television, Meeting rooms, Outdoor exercise area and gazebo, Chinese/English bilingual staff, ,  St. Paul's Villa has a tenant resource person on staff to assist tenants to access community services.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-482,West Pine Lodge ,5 Ave & 4 St,Winfield,T0C 2X0,AB,Rental/Lease,Public Not-For-Profit,38,"All applications are rated according to a provincial priority rating system based on five areas:   income; risk in current housing situation; degree of independence; housing needs; and, special circumstances. Those who have the most significant need, as evaluated by the rating system, will go to the top of the waiting list.",Not Specified,Not Specified,1110,1110,Not Specified,Not Specified,192,379,Not Specified,Not Specified,"basic room furnishings (if required); weekly housekeeping, including laundering of towels and linens; access to community-based services; opportunities for life enriching activities to enhance physical, emotional, social, spiritual, and intellectual well-being.  The provincial and federal governments provide income support programs to assist low-to-moderate income residents. The Bethany Group offers a wide range of programs and services which provide quality care, comfort and support to our clients. The organization also offers a wide range of programs and services that provide quality care, comfort, and support to its clients in health facilities.",Not Specified,"[True, False, False, True, False, False, False, False, False, False, True, True, False, True, True, True, False, True, False, True, True, False, True, False, True]",Not Specified,780-682-3960,Not Specified,Not Specified,Not Specified,Not Specified,"Each lodge features its own unique community environment, as well as dedicated and friendly staff that help ensure residents enjoy life. From birthday celebrations to holidays, laughter and fun is encouraged.  The mandate of the Seniors Lodge Program is to provide affordable room and board for senior citizens who are functionally independent or functionally independent with the assistance of existing community-based services.  The facilities are audited by and in compliance with the standards set by the Government of Alberta.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-483,St. James Court ,2040 - 54th Avenue S.W,Calgary,T3E 1L6,AB,Not Specified,Not Specified,23,"65+ *Tenants are selected on a priority basis. Priority is determined by the evaluation of the need for subsidized housing. A criterion of need includes income, present housing circumstances and assets.",Not Specified,"*All applicants must provide proof of income from line 150 of income tax notice of assessment form. *A Security Deposit of $120 is required.  *All tenants are required to make rental payments through a pre-authorized payment plan. *Tenants are required to have $1,000,000 liability insurance.",Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,"*Electricity is $50 per month and parking (if available) is $25.00. Water, sewer and gas are included in the rent payment. Tenants are responsible for their own telephone and cable TV.",Not Specified,Not Specified,Not Specified,"[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",Not Specified,403-452-0803,admissions@bobha.com,Not Specified,Not Specified,www.calgaryseniorshousing.com,"This 23 one bedroomed apartment building is located in Lincoln Park in the southwest quadrant of Calgary. Situated just a few blocks from the Marda Loop shopping area and adjacent to St. James Catholic Church, St. James Court makes for a wonderful area for our senior tenants to reside. It is made easily accessible with the nearest bus being #7, which stops right at the door., Amenities at St. James Court include: , , Laundry, Social room with television, Private outdoor area in quiet residential neighborhood, , St. James Court private outdoor area allows our tenants to relax during the warm summer months, chat and socialize with family and friends or just get some fresh air every now and again. Parking is also available at St. James Court., St. James Court has a tenant resource person on staff to assist tenants to access community services",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-484,Carroll Place ,1540 Northmount Drive N.W,Calgary,T2L 0G6,AB,Not Specified,Not Specified,100,"65+. Priority is determined by the evaluation of the need for subsidized housing. A criterion of need includes income, present housing circumstances and assets.",Not Specified,"All applicants must provide proof of income from line 150 of income tax notice of assessment form. *A Security Deposit of $120 is required. *All tenants are required to make rental payments through a pre-authorized payment plan. *Tenants are required to have $1,000,000 liability insurance.",Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,"Electricity is $50 per month, parking (if available) is $25.00 per month and cable (if desired) is $35.00 per month. Water, sewer and gas are included in the rent payment. Tenants are responsible for their own telephone and internet.",Not Specified,Not Specified,Not Specified,"[True, False, False, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",Not Specified,403-452-0803,admissions@bobha.com,Not Specified,Not Specified,www.calgaryseniorshousing.com,"Carroll Place is a five storey building with a mix of one bedroom and bachelor suites. It is ideally located in the desirable NW community of Brentwood, tucked between St Luke’s Catholic Church and Nosehill Library. It has 23 one bedroom suites, and 67 bachelor suites. Tenants here have access to a range of services that are within walking distance. Such services and facilities include Sir Winston Churchill Pool, Brentwood Sportsplex, Northland Village Mall and Northland Plaza which is right across the road., The University of Calgary and Foothills Medical Centre round out major facilities in the area. Access to public transport is great as the #2 bus stops right in front of the building and Brentwood LRT is nearby., Carroll Place has a close relationship with the community of Brentwood and we participate in events and activities in each other’s facilities for example; the Good Food Box Program, exercise classes which are ran by the City of Calgary in Carroll Place, computer classes, a knitting club and gardening, just to mention a few., All in all Carroll Place is a well-rounded, connected residence in which independent seniors can pursue a lifestyle of their choice., Other amenities include:, , Full service hair salon, Laundry, Social room with television, Sitting areas with library, Outdoor living space with gazebo, ,  , Carroll Place has a Tenant Resource Person on staff to assist tenants in accessing community services.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-485,Crossroads Court ,1720 - 14th Avenue N.E,Calgary,T2E 8R6,AB,Not Specified,Not Specified,50,"65+. Tenants are selected on a priority basis. Priority is determined by the evaluation of the need for subsidized housing. A criterion of need includes income, present housing circumstances and assets. .",Not Specified,"All applicants must provide proof of income from line 150 of income tax notice of assessment form. All tenants are required to make rental payments through a pre-authorized payment plan. *Tenants are required to have $1,000,000 liability insurance.",Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,"Electricity is $50 per month and parking (if available) is $25.00. Water, sewer and gas are included in the rent payment. Tenants are responsible for their own telephone and cable TV.",Not Specified,Not Specified,Not Specified,"[True, False, False, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403-452-0803,admissions@bobha.com,Not Specified,Not Specified,www.calgaryseniorshousing.com,"Crossroads Court has 50 one bedroom units, located in Mayland Heights residential area in Northeast Calgary. Crossroad Court is a beautiful, tall and clean building with great seating areas to gaze at the city view. Here the tenants can enjoy the large green outdoor space, while also taking shelter under the gazebo. The building is located across the street from Crossroads Community Centre and adjacent to Our Lady of Grace Church, so our tenants have plenty of access to the community and the services it offers. The nearest bus (#19) stop is only one block away., Other amenities include:, , Laundry, Lounge with television, Sitting areas with city view, Large green space with gazebo, , Crossroads Court has a Tenant Resource Person on staff to assist tenants in accessing community services.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-486,Bow Centre Place ,"115, 7915 - 43 Ave. NW",Calgary,T3B 4R6,AB,Rental/Lease,Private Not-For-Profit,81,"Low Income Seniors Housing Independent Living

No Subsidy Available","email for application or call the main office.



Medical forms required to be completed by doctor",Not Specified,695,825,Not Specified,Not Specified,575,650,Includes all utilities and basic cable,Not Specified,Not Specified,Not Specified,"[False, False, False, True, True, False, False, True, False, True, True, False, False, False, False, False, False, False, False, True, True, True, False, False, True]",Bow Centre Housing Society,403-288-3626,bowcentreplace@shaw.ca,Not Specified,Not Specified,Not Specified,"Five story apartment building, located in beautiful Bowness., 10 Bachelor Suites and 71 one bedroom suites. Some units have balconies overseeing the large enclosed garden (courtyard)., Located on 2 major bus routes #1 and #40, Shopping includes groceries, drugstore, loonie store and bakery along with medical and dental offices next door to the apartment building.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-487,Wentworth Manor ,5717 14 Avenue SW,Calgary,T3H 3M2,AB,Not Specified,Not Specified,70,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403-242-5005,brenda.baker@straffordfoundation.org,Not Specified,Not Specified,Not Specified,"With all inclusive living space, large rooms, chef prepared meals, social and recreational activities, medication monitoring and security of an age-friendly environment, Wentworth Manor is a natural transition. While Wentworth Manor is conveniently located near shopping and the C-train, it offers quiet grounds for visiting and relaxation., Adult Day Program: a social, recreational program tailored for our clients' cognitive and physical needs. To promote independence and improve quality of life. Caregivers can benefit from our Respite Services, knowing their loved ones needs are being met.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-488,Tudor Manor ,200 Sandstone Dr.,Okotoks,T1S 1R1,AB,Not Specified,Not Specified,152,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Care for those with moderate dementia,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403-995-9540.,Lesia.Mullings@straffordfoundation.org,Not Specified,Not Specified,Not Specified,"Opening in 2012, Tudor Manor is one of Alberta’s newest supportive living communities. More than 150 people with complex care needs associated with chronic health conditions and/or disabilities benefit from privacy and independence in a home-like environment with the comfort of knowing health and personal care supports are on site.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-489,Araubasca House ,10203 Main Street,Fort McMurray,T9H 2G8,AB,Rental/Lease,Public Not-For-Profit,18,To have resided in the Wood Buffalo region for at least 3 months and at least 65 years of age.,Contact administration at 780-791-1164 or print seniors self contained application from website www.wbhadc.ca,Not Specified,170,2140,30%,Rental rate includes monthly utility service fee of $50.00,500,515,Not Specified,Not Specified,Not Specified,Not Specified,"[True, False, True, False, True, False, False, True, True, True, True, False, False, False, False, False, False, False, False, True, False, True, True, False, True]",Terry Richardson,780-791-1164,terry@wbhadc.ca,Not Specified,Not Specified,www.wbhadc.ca,Three storey apartment building located downtown,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-490,Caleb Manor ,"100, 6411 - 199 St.",Edmonton,T5T 6Y4,AB,Not Specified,Not Specified,111,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,(780) 497-7737,admin.edm@calebgroup.ca,Not Specified,Not Specified,Not Specified,"Georgian architecture lends a stately charm to Caleb Manor Retirement Community in West Edmonton. This is a place where you can live the carefree lifestyle you've always dreamed of., Spark some friendly competition playing a round of bridge or billiards in the games room, relax with a good book in the library, share a bowl of popcorn during the movie nights in the TV room, and join in any of the many scheduled activities., Caleb Manor is a great place to form lasting memories and new friendships. We take away the burden of household chores and cooking, so you can really enjoy your retirement., Caleb Manor offers a full complement of activities and amenities.  Additional features include a licensed dining room and beauty salon.  Home Care services are available through an independent operator based on assessed need as determined by Alberta Health Services.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-491,Wah Ying Mansion ,122 - 3 Ave. SE,Calgary,T2G 5G4,AB,Not Specified,Not Specified,104,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403.233.7598,cklyip@shaw.ca,Not Specified,Not Specified,Not Specified,TBD,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-492,Foothills Manor ,3118 - 34 Ave. NW,Calgary,,AB,Not Specified,Not Specified,30,"-65 or over

-resident in Calgary for 1 year

-resident in Canada for 10 years

-Canadian citizen",Not Specified,Not Specified,Not Specified,Not Specified,30%,Not Specified,Not Specified,Not Specified,No deposit required,Not Specified,Not Specified,"Phone, cable and parking come at an additional cost","[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]",Not Specified,403.289.7237,cchassn@gmail.com,Not Specified,Not Specified,Not Specified,TBD,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-493,Sharon Manor ,255 - 17 Ave. NE,Calgary,T2E 1M9,AB,Not Specified,Not Specified,43,"-65 or over

-resident in Calgary for 1 year

-resident in Canada for 10 years

-Canadian citizen",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Phone, cable and parking come at an additional cost",Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False]",Not Specified,403-289-7237,ccha@telus.net,Not Specified,Not Specified,Not Specified,TBD,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-494,Luther Place ,8847 Fairmount Dr. SE,Calgary,T2H 0Z4,AB,Not Specified,Not Specified,30,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403.255.4552,ccha@telus.net,Not Specified,Not Specified,Not Specified,TBD,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-495,Rose Manor ,120 - 18 Ave. NE,Calgary,T2E 1L9,AB,Not Specified,Not Specified,30,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",Not Specified,403.277.0961,ccha@telus.net,Not Specified,Not Specified,Not Specified,TBD,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-496,Jewish Community Apartments ,1607 - 90 Ave. SW,Calgary,T2V 4V7,AB,Rental/Lease,Public Not-For-Profit,61,"Must be 60 years or over.

Must not own property.

Must not show more that current CNIT.",Need a medical report with an application,Not Specified,120,Not Specified,Not Specified,Not Specified,400,500,Not Specified,"Full kitchen

On floor, complimentary, laundry",Not Specified,Not Specified,"[True, False, False, True, True, True, False, True, False, False, True, False, False, False, False, False, False, False, False, True, True, True, True, False, True]",Marin Shibley,403-255-8033,jcapartments@shaw.ca,Not Specified,Not Specified,www.berthagoldseniors.com,"Conveniently located near the corner of 14th St. and 90th Ave SW, the Residence includes 40 studios, 20 one-bedroom units, and one two-bedroom unit. Our proximity to Glenmore Landing means easy access to medical services, groceries, coffee shops and restaurants, as well as a number of retail outlets. There is a bus stop just steps from our front door, and we are only a short walk away from the Glenmore Reservoir / City of Calgary pathway system. The building is connected by a breezeway to the Calgary Jewish Community Centre which houses a café and hosts a range of cultural programs, and opportunities exist for subsidized access to their other facilities., Within the Residence, we are pleased to offer a Move and Mingle exercise program, ESL classes, Podiatry care (by appointment), Home Care support and a Senior’s Outreach worker. We host frequent speakers on a variety of topics of interest to our tenants, plan affordable excursions to points of interest like Banff and the Tyrelll Museum, and welcome regular visits from Calgary Public Library, which provides onsite pickup and delivery of library materials., Our well-used common areas include a large kitchen, TV room, courtyard and garden, and we are adjacent to a landscaped park.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-497,J.E. Harris House ,400 40 Avenue N.W.,Calgary,T2K 6B6,AB,Rental/Lease,Public Not-For-Profit,98,"Preference will be given to seniors who are 65 or older. Applicants must be functionally independent. Applicants must be Canadian Citizen(s) or Landed Immigrant(s). Under no circumstances will a person's race, religion, colour, sex, ancestry, or place of origin be a consideration for eligibility.",For further information please contact Wendy Gibson at 403-286-7402 or send your inquiry to the above-mentioned address. Housing is assigned on the basis of need. We require a completed application form and a personal interview before placing an applicant on the waiting list.,"This is a no pets, no smoking facility.",Not Specified,Not Specified,30% of total income on current Notice of Assessment,Not Specified,554,554,Not Specified,There are two specially designed wheelchair accessible units in the building.,Not Specified,Not Specified,"[True, False, False, False, True, False, False, False, True, True, True, False, False, False, False, False, False, False, False, True, True, True, True, False, True]",Wendy Gibson,403-286-7402,Not Specified,Not Specified,Not Specified,www.calgarywestseniors.ca,"Built by the Alberta Government in 1983 with funds from the Heritage Trust Fund, J.E. Harris House consists of 98 self-contained one-bedroom suites of approximately 554 square feet. Building ammenities include secure entry, two elevators, shared laundry facilities and a common area lounge for social activities. Conveniently located near shopping and three city bus routes, the building also has limited on-site parking available.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-498,Cambrian Manor ,4811 Niven Road N.W.,Calgary,T2K 6B7,AB,Rental/Lease,Public Not-For-Profit,50,"Preference will be given to seniors who are 65 or older. Applicants must be functionally independent. Applicants must be Canadian Citizen(s) or Landed Immigrant(s). Under no circumstances will a person's race, religion, colour, sex, ancestry, or place of origin be a consideration for eligibility.",For further information please contact Wendy Gibson at 403-286-7402 or send your inquiry to the above-mentioned address. Housing is assigned on the basis of need. We require a completed application form and a personal interview before placing an applicant on the waiting list.,"This is a no pets, no smoking facility.",Not Specified,Not Specified,30% of total income on current Notice of Assessment,Not Specified,550,550,Not Specified,Not Specified,Not Specified,Not Specified,"[True, False, False, False, True, True, False, False, True, True, False, False, False, False, False, False, False, False, False, True, True, True, True, False, True]",Wendy Gibson,403-286-7402,Not Specified,Not Specified,Not Specified,www.calgarywestseniors.ca,"Cambrian Manor was built by the Alberta Government in 1983 with funds from the Alberta Heritage Fund. The apartment-style building consists of 49 one-bedroom self-contained suites and one two-bedroom unit for couples only. The units are approximately 530 square feet. Building amenities include an elevator, a second-floor common area lounge for social acitivities, and shared laundry facilities. There's a city bus stop directly across the street, and two others two blocks away. Limited parking is available on site.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-499,AYABASKAW HOME LODGE ,144 McDonald Street,Fort Chipewyan,T0P 1B0,AB,Rental/Lease,Public Not-For-Profit,25,To be a resident of the Wood Buffalo region for at least 3 months and at least 65 years of age.,Not Specified,Not Specified,328,800,30%,Not Specified,600,600,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, True, False, True, False, False, True, True, True, False, True, False, False, False, False, False, False, False, False, True, False, True, False, True]",Claris Voyageur,780-697-3791,claris@wbhadc.ca,Not Specified,Not Specified,www.wbhadc.ca,ADD DESCRIPTION,Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-500,CapitalCare McConnell Place West ,8720 - 165 St.,Edmonton,T5R 5Y8,AB,Not Specified,Public Not-For-Profit,36,Not Specified,"Contact Alberta Health Services - Community Care Access, 780.496.1300",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, True, False, True]",Not Specified,780.413.4770,info@capitalcare.net,Not Specified,Not Specified,www.capitalcare.net/ie/Page156.aspx,"McConnell Place West has 36 supportive living beds and is suitable for people with a diagnosis of dementia., The centre emphasizes maintaining each person's independence and dignity in a home-like environment and include a large outdoor area. Residents are encouraged to participate in familiar activities such as gardening, housecleaning and baking. Special FeaturesThe ""E"" shaped facility has:, , , three houses with each house having 10 single rooms and one double room (2 people sharing), , combined living room, dining room, kitchen and laundry room, common areas including a great room, private dining room, and sitting area with a fireplace.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-501,CapitalCare McConnell Place North ,9113 - 144 Avenue,Edmonton,T5E 6K2,AB,Not Specified,Public Not-For-Profit,36,Not Specified,Call Alberta Health Services - Community Care Access 780.496.1300,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, True, False, True]",Not Specified,780.496.2575,info@capitalcare.net,Not Specified,Not Specified,www.capitalcare.net/ie/Page157.aspx,"McConnell Place North has 36 supportive living beds and is suitable for people with a diagnosis of dementia.The centre emphasizes maintaining each person's independence and dignity in a home-like environment and includes a large outdoor area. Residents are encouraged to participate in familiar activities such as gardening, housecleaning and baking., Both ""E"" shaped buildings have:, , three houses with each house having 10 single rooms and one double room (2 people sharing), combined living room, dining room, kitchen and laundry room, common areas including a great room, private dining room, and sitting area with a fireplace.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-502,CapitalCare Laurier House Lynnwood ,16815 - 88 Avenue,Edmonton,T5R 5Y7,AB,Life Lease,Public Not-For-Profit,80,Alberta Health Services - Community Care Access is the first point of contact for all CapitalCare centres and programs.  Please call 780.496.1300.,Alberta Health Services - Community Care Access is the first point of contact for all CapitalCare centres and programs.  Please call 780.496.1300.,Small pets allowed.,"90,000","136,000",Not Specified,Not Specified,572,832,Not Specified,Not Specified,Not Specified,Not Specified,"[False, True, False, True, True, True, False, False, False, True, True, False, False, True, True, True, False, False, True, True, True, True, True, False, True]",Not Specified,780.413.4712,info@capitalcare.net,https://www.facebook.com/capitalcare.edmonton,https://twitter.com/CapitalCareYEG,www.capitalcare.net/ie/Page148.aspx,"Laurier House Lynnwood opened on June 18, 1997, and is located in a quiet residential neighbourhood. It is within walking distance of West Edmonton Mall, and Misericordia Community Hospital and Health Centre. Bus service is also conveniently nearby.Laurier House Lynnwood has 80 supportive living spaces and can accommodate people assessed for long-term care on a case-by-case basis. The life lease concept gives people more flexibility and choice than traditional care housing options, and allows you to live as independently as possible in a communal setting.Laurier House Lynnwood offers the comfort and privacy of your own home, together with the peace of mind that comes with knowing assistance is there when you need it. Special Features, , Life lease ownership, One time lease payment with monthly service fees, Choice to live with a spouse, companion, adult child or small pet, Studio, one and two bedroom suites with kitchenette, Spacious dining room, Private dining room and parlour for special events and parties, Guest room for out-of-town friends or family, Activity room with exercise equipment and recreational kitchen, Beauty salon, Laundry & housekeeping, , Services, , Medical care, Rehabilitation and nursing care, Personal care, Mobility assistance, Assistance with meals and nutrition, Medication administration, Recreational activities",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-503,CapitalCare Laurier House Strathcona ,12 Brower Drive,Sherwood Park,T8H 1V3,AB,Life Lease/ Rental Options,Public Not-For-Profit,42,Community Care Access is the first point of contact for all CapitalCare centres and programs.  Please call 780.496.1300.,Community Care Access is the first point of contact for all CapitalCare centres and programs.  Please call 780.496.1300.,Small pets allowed.,"119,000","155,000",Not Specified,Not Specified,652,810,Not Specified,Not Specified,Not Specified,Not Specified,"[False, True, False, False, True, True, False, False, False, True, True, True, False, True, True, True, False, False, True, True, True, True, True, False, True]",Not Specified,780.467.3366,info@capitalcare.net,https://www.facebook.com/capitalcare.edmonton,https://twitter.com/CapitalCareYEG,www.capitalcare.net/ie/Page158.aspx,"Laurier House Strathcona has 42 supportive living spaces and can accommodate people assessed for long-term care on a case-by-case basis. The life-lease concept gives people more flexibility and choice than traditional care housing options, and allows you to live as independently as possible in a communal setting., Special Features, , Choice to live with a spouse, companion, adult child or small pet, Choice of one and two-bedroom suites with kitchenettes and spacious ensuites, Private balconies or patios, Courtyards and outdoor gardens, Private dining room for special events, Guest room for out-of-town friends or family, Recreation programming, Beauty salon, , Affordable life leases starting at $119,000. Click here for a complete price list., For More Information, Alberta Health Services - Community Care Access is the first point of contact for all CapitalCare centres and programs. Please call 780.496.1300.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-504,CapitalCare Adult Duplexes ,14225 - 94 Street,Edmonton,T5E 6C6,AB,Not Specified,Public Not-For-Profit,14,Not Specified,"Contact Alberta Health Services - Community Care Access, 780.496.1300",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, False, False, False, False, False, False, False, True, False, False, True, True, True, False, False, True, True, False, False, False, False, False]",Not Specified,780.371.6500,info@capitalcare.net,Not Specified,Not Specified,www.capitalcare.net/ie/Page160.aspx,"The Adult Duplexes are two adjacent group homes in a residential community in northwest Edmonton, that provide 14 supportive living spaces for individuals 18 years of age and over., Individuals participate in daily household activities such as meal preparation, light housekeeping and laundry.",Supportive Living Only,Canada
