row_id,Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,County,Phone
USA-IA-88-IA-All-output-356,Holy Spirit Retirement Home,Assisted Living,1701 West 25th Street,,Sioux City,51103,IA,US,Woodbury,(712) 252-2726
USA-IA-88-IA-All-output-357,Pearl Valley Rehabilitation and Nursing at Lake Park LLC,Assisted Living,1304 S Market St.,,Lake Park,51347-0425,IA,US,Dickinson,(712) 832-3691
USA-IA-88-IA-All-output-358,Lamoni Specialty Care,Assisted Living,215 South Oak St.   Box 69,,Lamoni,50140,IA,US,Decatur,(641) 784-3388
USA-IA-88-IA-All-output-359,Pioneer Park,Assisted Living,501 E Pioneer Road,,Lone Tree,52755,IA,US,Johnson,(319) 629-4255
USA-IA-88-IA-All-output-360,"Longview Home, Inc.",Assisted Living,1010 Longview Road,,Missouri Valley,51555,IA,US,Harrison,(712) 642-2264
USA-IA-88-IA-All-output-361,Parkview Care Center,Assisted Living,2237 Business Highway 34 ,,Fairfield,52556,IA,US,Jefferson,(641) 472-5022
USA-IA-88-IA-All-output-362,Parkview Manor Care Center & Elms Assisted Living,Assisted Living,1009 Third Street,,Reinbeck,50643,IA,US,Grundy,(319) 345-6811
USA-IA-88-IA-All-output-363,Pleasant View Care Center,Assisted Living,200 Shannon Drive,,Whiting,51063,IA,US,Monona,(712) 458-2417
USA-IA-88-IA-All-output-364,"Accura Healthcare of Pomeroy, LLC",Assisted Living,303 East 7th Street  Box 10,,Pomeroy,50575,IA,US,Calhoun,(712) 468-2241
USA-IA-88-IA-All-output-365,Prairie View Home Inn,Assisted Living,610 N Eastern Street,,Sanborn,51248,IA,US,O'Brien,(712) 930-3228
USA-IA-88-IA-All-output-366,Rose Haven Nursing Home,Assisted Living,1500 Franklyn Ave.,,Marengo,52301,IA,US,Iowa,(319) 642-5533
USA-IA-88-IA-All-output-367,Scenic Living Communities,Assisted Living,1409 Fremont Street,,Iowa Falls,50126,IA,US,Hardin,(641) 648-4671
USA-IA-88-IA-All-output-368,Sunny View Care Center,Assisted Living,410 NW Ash Dr.,,Ankeny,50021,IA,US,Polk,(515) 635-0936
USA-IA-88-IA-All-output-369,"Twilight Acres, Inc.",Assisted Living,600 West 6th Street,,Wall Lake,51466,IA,US,Sac,(712) 664-2488
USA-IA-88-IA-All-output-370,Longhouse - Northshire Ltd.,Assisted Living,711 West 11th Street,,Spencer,51301,IA,US,Clay,(712) 262-2344
USA-IA-88-IA-All-output-371,River Hills Village,Assisted Living,20 Village Circle,,Keokuk,52632,IA,US,Lee,(319) 524-5772
USA-IA-88-IA-All-output-372,West Bridge Care & Rehabilitation,Assisted Living,1015 West Summitt,P.O. Box 352,Winterset,50273-2209,IA,US,Madison,(515) 462-1711
USA-IA-88-IA-All-output-373,Griswold Rehabilitation & Health Care Center,Assisted Living,106 Harrison Street,,Griswold,51535,IA,US,Cass,(712) 778-2534
USA-IA-88-IA-All-output-374,Ruthven Community Care Center,Assisted Living,2701 Mitchell Street,Box D,Ruthven,51358,IA,US,Palo Alto,(712) 837-5411
USA-IA-88-IA-All-output-375,Scottish Rite Park Health Care Center,Assisted Living,2909 Woodland Avenue,,Des Moines,50312-3885,IA,US,Polk,(515) 274-4614
USA-IA-88-IA-All-output-376,Community Memorial Health Center,Assisted Living,231 8th Avenue W  ,P.O. Box 188,Hartley,51346,IA,US,O'Brien,(712) 728-2428
USA-IA-88-IA-All-output-377,Hillcrest Health Care Center,Assisted Living,2121 Avenue L,,Hawarden,51023,IA,US,Sioux,(712) 551-1074
USA-IA-88-IA-All-output-378,Clarence Nursing Home,Assisted Living,402 2nd Avenue, P.O. Box 485,Clarence,52216,IA,US,Cedar,(563) 452-3262
USA-IA-88-IA-All-output-379,Evergreen Estates III,Assisted Living,2204 Johnson Avenue, NW,Cedar Rapids,52405,IA,US,Linn,(319) 363-8116
USA-IA-88-IA-All-output-380,Heartland Care Center,Assisted Living,604 E Fenton,,Marcus,51035-0608,IA,US,Cherokee,(712) 376-2500
USA-IA-88-IA-All-output-381,Senior Suites of Urbandale,Assisted Living,4700 84th Street,,Urbandale,50322,IA,US,Polk,(515) 270-9700
USA-IA-88-IA-All-output-382,"Brees Rest Home, Inc.",Assisted Living,210 Washington Avenue East,PO Box 534,Albia,52531,IA,US,Monroe,(641) 932-5517
USA-IA-88-IA-All-output-383,Davenport Lutheran Home,Assisted Living,1130 W 53rd Street,,Davenport,52806,IA,US,Scott,(563) 391-5342
USA-IA-88-IA-All-output-384,Westhaven Community,Assisted Living,112 W 4th Street,,Boone,50036,IA,US,Boone,(515) 432-1393
USA-IA-88-IA-All-output-385,Parkview Home,Assisted Living,102 North Jackson,,Wayland,52654-0038,IA,US,Henry,(319) 256-3525
USA-IA-88-IA-All-output-386,Ramsey Village,Assisted Living,1611 27th Street,,Des Moines,50310-5400,IA,US,Polk,(515) 274-3612
USA-IA-88-IA-All-output-387,Rowley Memorial Masonic Home,Assisted Living,1300 28th Street,PO Box 528,Perry,50220,IA,US,Dallas,(515) 465-5316
USA-IA-88-IA-All-output-388,Strawberry Point Lutheran Home Community,Assisted Living,313 Elkader Street,P.O. Box 34,Strawberry Point,52076,IA,US,Clayton,(563) 933-6037
USA-IA-88-IA-All-output-389,VIA Health Services (Carlisle),Assisted Living,680 Cole Street,,Carlisle,50047,IA,US,Warren,(515) 989-0871
USA-IA-88-IA-All-output-390,Spurgeon Manor,Assisted Living,1204 Linden Street,,Dallas Center,50063-1052,IA,US,Dallas,(515) 992-3735
USA-IA-88-IA-All-output-391,Trinity Center at Luther Park,Assisted Living,1555 Hull Avenue,,Des Moines,50316,IA,US,Polk,(515) 262-5639
USA-IA-88-IA-All-output-392,Stanard Family Assisted Living Center,Assisted Living,Western Home Communities,420 E 11th Street,Cedar Falls,50613,IA,US,Black Hawk,(319) 277-2141
USA-IA-88-IA-All-output-393,Rotary Senior Living,Assisted Living,620 SE 5th Street,,Eagle Grove,50533,IA,US,Wright,(515) 448-5124
USA-IA-88-IA-All-output-394,Wellington Place NF/RCF,Assisted Living,2479 River Road,,Decorah,52101,IA,US,Winneshiek,(563) 382-9691
USA-IA-88-IA-All-output-395,Park Place Estates,Assisted Living,900 Lincoln Street NE,,LeMars,51031,IA,US,Plymouth,(712) 546-6793
USA-IA-88-IA-All-output-396,Bickford Assisted Living - West Des Moines,Assisted Living,5050 Hawthorne Drive,,West Des Moines,50265,IA,US,Polk,(515) 327-9400
USA-IA-88-IA-All-output-397,Bickford Cottage - Fort Dodge,Assisted Living,1536 20th Avenue North,,Fort Dodge,50501,IA,US,Webster,(515) 573-3300
USA-IA-88-IA-All-output-398,Lakeview Village,Assisted Living,3012 F Drive,,Amana,52203,IA,US,Iowa,(319) 622-6500
USA-IA-88-IA-All-output-399,Premier Estates Rock Rapids,Assisted Living,1510 South Carroll Street,,Rock Rapids,51246,IA,US,Lyon,(712) 472-4100
USA-IA-88-IA-All-output-400,Bickford Assisted Living - Urbandale,Assisted Living,5915 Sutton Place,,Urbandale,50322,IA,US,Polk,(515) 331-3000
USA-IA-88-IA-All-output-401,Bickford Assisted Living - Davenport,Assisted Living,4040 E. 55th,,Davenport,52806,IA,US,Scott,(563) 322-0000
USA-IA-88-IA-All-output-402,Bickford Assisted Living - Marion,Assisted Living,1100 Linden Drive,,Marion,52302,IA,US,Linn,(319) 373-7000
USA-IA-88-IA-All-output-403,Bickford Assisted Living - Iowa City,Assisted Living,3500 Lower W.Branch Rd.,,Iowa City,52240,IA,US,Johnson,(319) 351-3200
USA-IA-88-IA-All-output-404,Bickford Assisted Living - Cedar Falls,Assisted Living,5101 University,,Cedar Falls,50613,IA,US,Black Hawk,(319) 266-6800
USA-IA-88-IA-All-output-405,Bickford Assisted Living - Muscatine,Assisted Living,2807 Cedar St.,,Muscatine,52761,IA,US,Muscatine,(563) 263-6600
USA-IA-88-IA-All-output-406,Bickford Assisted Living - Burlington,Assisted Living,3301 Sterling Drive,,Burlington,52601,IA,US,Des Moines,(319) 754-7500
USA-IA-88-IA-All-output-407,Bickford Assisted Living - Clinton,Assisted Living,1150 13th Avenue N.,,Clinton,52732,IA,US,Clinton,(563) 242-2400
USA-IA-88-IA-All-output-408,Bickford Assisted Living - Marshalltown,Assisted Living,101 Newcastle Road,,Marshalltown,50158,IA,US,Marshall,(641) 753-5700
USA-IA-88-IA-All-output-409,Bickford Cottage 1 - Sioux City,Assisted Living,4020 Indian Hills Drive,,Sioux City,51108,IA,US,Woodbury,(712) 239-2065
USA-IA-88-IA-All-output-410,Sunrise Villa A/L,Assisted Living,308 N. 12th St.,,Bellevue,52031,IA,US,Jackson,(563) 872-5521
USA-IA-88-IA-All-output-411,Keystone Senior Suites,Assisted Living,250 Fifth Street,,Keystone,52249-9521,IA,US,Benton,(319) 442-3234
USA-IA-88-IA-All-output-412,The Heritage at Northern Hills ,Assisted Living,4002 Teton Trace,,Sioux City,51104,IA,US,Woodbury,(712) 239-9402
USA-IA-88-IA-All-output-413,Waterford at Ames,Assisted Living,1325 Coconino Rd.,,Ames,50014,IA,US,Story,(515) 292-2858
USA-IA-88-IA-All-output-414,Bickford Cottage 2 - Sioux City,Assisted Living,4022 Indian Hills Drive,,Sioux City,51108,IA,US,Woodbury,(712) 239-6851
USA-IA-88-IA-All-output-415,Heritage Court Assisted Living,Assisted Living,1499 Office Park Road,,West Des Moines,50265,IA,US,Polk,(515) 223-1224
USA-IA-88-IA-All-output-416,"Accura Healthcare of Cherokee, LLC",Assisted Living,921 Riverview Drive,,Cherokee,51012,IA,US,Cherokee,(712) 225-5724
USA-IA-88-IA-All-output-417,Homestead of Centerville,Assisted Living,19999 St. Joseph's Drive,,Centerville,52544,IA,US,Appanoose,(641) 437-1999
USA-IA-88-IA-All-output-418,Lincolnwood Assisted Living,Assisted Living,302 W. Lincoln, Box 189,Edgewood,52042,IA,US,Delaware,(563) 928-6461
USA-IA-88-IA-All-output-419,Char-Mac Assisted Living of Lawton,Assisted Living,200 East Char-Mac Drive,,Lawton,51030,IA,US,Woodbury,(712) 944-4893
USA-IA-88-IA-All-output-420,The Meadows - Manchester,Assisted Living,200 McCarren Drive,,Manchester,52057,IA,US,Delaware,(563) 927-6467
USA-IA-88-IA-All-output-421,Legacy Pointe,Assisted Living,1020 South Scott Boulevard,,Iowa City,52244-1087,IA,US,Johnson,(319) 341-0911
USA-IA-88-IA-All-output-422,SunnyBrook of Fairfield,Assisted Living,3000 W. Madison Avenue Ste 500,,Fairfield,52556,IA,US,Jefferson,(641) 469-5778
USA-IA-88-IA-All-output-423,Pennington Square Assisted Living,Assisted Living,502 Pinehaven Drive,Monticello Nursing & Rehab,Monticello,52310,IA,US,Jones,(319) 465-2013
USA-IA-88-IA-All-output-424,Landsmeer Ridge Retirement Community,Assisted Living,1007 7th Street, NE,Orange City,51041,IA,US,Sioux,(712) 737-8947
USA-IA-88-IA-All-output-425,Clearview Estates Assisted Living,Assisted Living,500 West Columbus,,Mt. Ayr,50854,IA,US,Ringgold,(641) 464-0651
USA-IA-88-IA-All-output-426,Oakland Heights,Assisted Living,904 North Scenic Drive,,Oakland,51560,IA,US,Pottawattamie,(712) 482-3566
USA-IA-88-IA-All-output-427,Promise House Hiawatha,Assisted Living,1320 Litchfield Drive,,Hiawatha,52233,IA,US,Linn,(319) 743-9812
USA-IA-88-IA-All-output-428,Pennsylvania Place AL Ottumwa,Assisted Living,2 Pennsylvania Place,,Ottumwa,52501,IA,US,Wapello,(641) 684-4000
USA-IA-88-IA-All-output-429,Franken Manor,Assisted Living,527 South Main,,Sioux Center,51250,IA,US,Shelby,(712) 722-8174
USA-IA-88-IA-All-output-430,Crown Pointe,Assisted Living,1400 7th Avenue SE,,Sioux Center,51250,IA,US,Shelby,(712) 722-8243
USA-IA-88-IA-All-output-431,Brookdale Sioux City,Assisted Living,2562 Pierce Street,,Sioux City,51104,IA,US,Woodbury,(712) 255-1200
USA-IA-88-IA-All-output-432,Willows of Stuart,Assisted Living,324 SW 6th Street,,Stuart,50250,IA,US,Guthrie,(515) 523-1695
USA-IA-88-IA-All-output-433,Welcov Assisted Living at Alta,Assisted Living,705 W. 7th Street,,Alta,51002,IA,US,Buena Vista,(712) 200-2620
USA-IA-88-IA-All-output-434,Cobble Creek Assisted Living/Spencer,Assisted Living,2116 1st Avenue East,,Spencer,51301,IA,US,Clay,(712) 262-1430
USA-IA-88-IA-All-output-435,Maggie's House Assisted Living,Assisted Living,107 E. 2nd Street,,DeWitt,52742,IA,US,Clinton,(563) 659-1678
USA-IA-88-IA-All-output-436,Reed Place,Assisted Living,2506 3rd Avenue North,,Denison,51442,IA,US,Crawford,(712) 263-8657
USA-IA-88-IA-All-output-437,Rosebush Gardens Assisted Living,Assisted Living,4925 West Avenue,,Burlington,52601,IA,US,Des Moines,(319) 752-1200
USA-IA-88-IA-All-output-438,Welcov Assisted Living of Spirit Lake,Assisted Living,1819 23rd Street,,Spirit Lake,51360,IA,US,Dickinson,(712) 336-3553
USA-IA-88-IA-All-output-439,Apple Valley Assisted Living - Charles City,Assisted Living,801 Blunt Pkwy. #39,,Charles City,50616,IA,US,Floyd,(641) 257-3003
USA-IA-88-IA-All-output-440,The Kensington,Assisted Living,2210 Avenue H,Suite 1A,Fort Madison,52627,IA,US,Lee,(319) 372-4233
USA-IA-88-IA-All-output-441,Villages at Marion/Village Ridge,Assisted Living,365 Marion Blvd.,,Marion,52302,IA,US,Linn,(319) 377-9808
USA-IA-88-IA-All-output-442,QHC Madison Square LLC,Assisted Living,209 W. Jefferson Street,,Winterset,50273,IA,US,Madison,(515) 462-5087
USA-IA-88-IA-All-output-443,Cobble Creek Assisted Living/Sheldon,Assisted Living,980 Oak Street,,Sheldon,51201,IA,US,O'Brien,(712) 324-7404
USA-IA-88-IA-All-output-444,Heartwood Heights,Assisted Living,409 9th Avenue,,Sibley,51249,IA,US,Osceola,(712) 754-3009
USA-IA-88-IA-All-output-445,Country Manor Memory Care,Assisted Living,900 W. 46th Street,,Davenport,52806,IA,US,Scott,(563) 391-1111
USA-IA-88-IA-All-output-446,Jersey Ridge,Assisted Living,5605 Jersey Ridge Rd.,,Davenport,52807,IA,US,Scott,(563) 355-2027
USA-IA-88-IA-All-output-447,Oakhill Assisted Living,Assisted Living,1126 Oak Hill Drive,,Hawarden,51023,IA,US,Sioux,(712) 551-4284
USA-IA-88-IA-All-output-448,Kosgrove Estate,Assisted Living,4155 US 75 Avenue,,Sioux Center,51250,IA,US,Sioux,(712) 722-4972
USA-IA-88-IA-All-output-449,Homestead of Knoxville,Assisted Living,908 South Park Lane,,Knoxville,50138,IA,US,Marion,(641) 828-7878
USA-IA-88-IA-All-output-450,Ballard Creek Community,Assisted Living,908 N. Hwy. 69,Madrid Homes,Huxley,50124,IA,US,Story,(515) 597-2555
USA-IA-88-IA-All-output-451,Elm Crest Retirement Community,Assisted Living,2104 12th Street,,Harlan,51537,IA,US,Shelby,(712) 755-5174
USA-IA-88-IA-All-output-452,Forest Plaza Assisted Living,Assisted Living,635 Highway 9 East,,Forest City,50436,IA,US,Winnebago,(641) 585-1555
USA-IA-88-IA-All-output-453,Apple Valley Assisted Living - Hampton,Assisted Living,1724 Central Avenue East,,Hampton,50441,IA,US,Franklin,(641) 456-4692
USA-IA-88-IA-All-output-454,QHC Villa Cottages,Assisted Living,925 Martin Luther King Drive,,Fort Dodge,50501,IA,US,Webster,(515) 576-6525
USA-IA-88-IA-All-output-455,Aase Haugen Assisted Living,Assisted Living,4 Ohio Street,,Decorah,52101,IA,US,Winneshiek,(563) 382-3603
USA-IA-88-IA-All-output-456,Arbor Heights at University,Assisted Living,233 University Avenue,,Des Moines,50314-3124,IA,US,Polk,(515) 284-1280
USA-IA-88-IA-All-output-457,Cornerstone Assisted Living,Assisted Living,302 2nd Street NE,Good Shepherd Health Ctr.,Mason City,50401,IA,US,Cerro Gordo,(641) 424-1740
USA-IA-88-IA-All-output-458,Greenfield Rehabilitation and Health Care Center Assisted Living,Assisted Living,615 SE Kent Street,Greenfield Manor,Greenfield,50849,IA,US,Adair,(641) 743-6131
USA-IA-88-IA-All-output-459,The New Homestead Care Center - AL,Assisted Living,2306 State Street,,Guthrie Center,50115,IA,US,Guthrie,(641) 332-2204
USA-IA-88-IA-All-output-460,Oak Estates,Assisted Living,110 Alice Street,Oakview,Conrad,50621,IA,US,Grundy,(641) 366-2212
USA-IA-88-IA-All-output-461,Terrace Park Senior Living,Assisted Living,201 SW Lorraine,,Leon,50144,IA,US,Decatur,(641) 446-8396
USA-IA-88-IA-All-output-462,Homestead of Mason City,Assisted Living,2501 W. State Street,,Mason City,50401,IA,US,Cerro Gordo,(641) 423-4809
USA-IA-88-IA-All-output-463,Meadows AL/Shell Rock,Assisted Living,528 N. Kelly Street,,Shell Rock,50670-9757,IA,US,Butler,(319) 885-4341
USA-IA-88-IA-All-output-464,Vista Prairie at Fieldcrest ,Assisted Living,2501 East 6th Street,,Sheldon,51201,IA,US,O'Brien,(712) 324-2338
USA-IA-88-IA-All-output-465,Avoca Lodge Assisted Living Center,Assisted Living,612 East York Road,,Avoca,51522,IA,US,Pottawattamie,(712) 343-2400
USA-IA-88-IA-All-output-466,Maple Ridge Assisted Living - Mt. Ayr,Assisted Living,1500 East South Street ,,Mt. Ayr,50854,IA,US,Ringgold,(641) 464-3204
USA-IA-88-IA-All-output-467,Valley Lodge Assisted Living,Assisted Living,1116 East Highway 20,,Correctionville,51016,IA,US,Woodbury,(712) 372-4466
USA-IA-88-IA-All-output-468,Vriendschap Village,Assisted Living,2604 Fifield Road,,Pella,50219,IA,US,Marion,(641) 628-8260
USA-IA-88-IA-All-output-469,Legacy Gardens ,Assisted Living,15 Silvercrest Place,,Iowa City,52240,IA,US,Johnson,(319) 338-4404
USA-IA-88-IA-All-output-470,Premier Estates-Onawa,Assisted Living,190 15th Street,,Onawa,51040,IA,US,Monona,(712) 423-2510
USA-IA-88-IA-All-output-471,Sigourney Assisted Living,Assisted Living,810 S. Stone Street,,Sigourney,52591,IA,US,Keokuk,(641) 622-2971
USA-IA-88-IA-All-output-472,Kingston Court Assisted Living,Assisted Living,118 Reimer Street S.W.,,Elkader,52042,IA,US,Clayton,(563) 245-1620
USA-IA-88-IA-All-output-473,Maple Grove Senior Living,Assisted Living,1917 South 18th Street,,Centerville,52544,IA,US,Appanoose,(641) 856-6601
USA-IA-88-IA-All-output-474,Bickford Assisted Living of Ames,Assisted Living,2418 Kent Avenue,,Ames,50010,IA,US,Story,(515) 233-6000
USA-IA-88-IA-All-output-475,Estabrook Lodge Assisted Living,Assisted Living,2302 Rick Collins Way,,Eldora,50627,IA,US,Hardin,(641) 939-7711
USA-IA-88-IA-All-output-476,Rose Vista Assisted Living,Assisted Living,1109 Normal Street,P.O. Box 6,Woodbine,51579,IA,US,Harrison,(712) 647-2361
USA-IA-88-IA-All-output-477,Kentucky Ridge,Assisted Living,2060 Kentucky Avenue, South,Mason City,50401,IA,US,Cerro Gordo,(641) 423-5707
USA-IA-88-IA-All-output-478,Silver Pond Assisted Living,Assisted Living,1400 6th Avenue,,Wellman,52356,IA,US,Washington,(319) 646-2911
USA-IA-88-IA-All-output-479,Otsego Place at Methodist Manor Ret Comm,Assisted Living,520 Otsego Street,,Storm Lake,50588,IA,US,Buena Vista,(712) 213-5879
USA-IA-88-IA-All-output-480,Evergreen Estates I,Assisted Living,3410 12th Avenue SW,,Cedar Rapids,52404,IA,US,Cedar,(319) 396-3692
USA-IA-88-IA-All-output-481,Evergreen Estates II,Assisted Living,307 Edgewood Road SW,,Cedar Rapids,52404,IA,US,Linn,(319) 365-4116
USA-IA-88-IA-All-output-482,Woodlands Creek,Assisted Living,12675 Woodlands Parkway,,Clive,50325,IA,US,Polk,(515) 223-9755
USA-IA-88-IA-All-output-483,Apple Valley Assisted Living - Clear Lake,Assisted Living,405 27th Avenue South,,Clear Lake,50428,IA,US,Cerro Gordo,(641) 357-7083
USA-IA-88-IA-All-output-484,Reflections Assisted Living,Assisted Living,516 13th Street,,Wellman,52356,IA,US,Washington,(319) 646-5812
USA-IA-88-IA-All-output-485,Lincolnway Villa Assisted Living,Assisted Living,320 E. Lincolnway, P.O. Box 369,Wheatland,52777,IA,US,Clinton,(563) 374-1295
USA-IA-88-IA-All-output-486,Village Terrace,Assisted Living,304 Franklin Street,,Keosauqua,52565,IA,US,Van Buren,(319) 293-3171
USA-IA-88-IA-All-output-487,Prairie Creek Assisted Living,Assisted Living,301 4th Street SW,,West Bend,50597,IA,US,Palo Alto,(515) 887-4071
USA-IA-88-IA-All-output-488,Emerson Point ,Assisted Living,1355 Shannon Drive,,Iowa City,52246,IA,US,Johnson,(319) 466-0200
USA-IA-88-IA-All-output-489,Thornton Heights Assisted Living,Assisted Living,1329 Main Street,,Lansing,52151,IA,US,Allamakee,(563) 538-4335
USA-IA-88-IA-All-output-490,Rock Ridge Assisted Living,Assisted Living,400 Canton Street NW,,Shellsburg,52332,IA,US,Benton,(319) 436-5570
USA-IA-88-IA-All-output-491,Journey Senior Services Carroll,Assisted Living,17504 Mahogany Avenue,,Carroll,51401-9590,IA,US,Carroll,(712) 830-8184
USA-IA-88-IA-All-output-492,Homestead of Oskaloosa,Assisted Living,2102 South Market,,Oskaloosa,52577,IA,US,Mahaska,(641) 672-1090
USA-IA-88-IA-All-output-493,Meadows Assisted Living,Assisted Living,1302 S. Main Street,,Clarion,50525,IA,US,Wright,(515) 532-2035
USA-IA-88-IA-All-output-494,Prime Living Apartments,Assisted Living,108 1st Avenue, NW,Le Mars,51031,IA,US,Plymouth,(712) 548-5488
USA-IA-88-IA-All-output-495,Linnwood Estates,Assisted Living,700 North Linn Street,,Glenwood,51534,IA,US,Mills,(712) 527-1035
USA-IA-88-IA-All-output-496,Parkview Assisted Living,Assisted Living,114 Forest Street,,Fairbank,50629,IA,US,Buchanan,(319) 635-2585
USA-IA-88-IA-All-output-497,Murphy Place Assisted Living,Assisted Living,620 E. Monroe,,Corydon,50060,IA,US,Wayne,(641) 872-3993
USA-IA-88-IA-All-output-498,Maple Crest AL/Maple Memory Lane,Assisted Living,98 Bolger Drive,,Fayette,52142,IA,US,Fayette,(563) 425-4160
USA-IA-88-IA-All-output-499,Valley View Assisted Living,Assisted Living,PO Box 430,,North English,52316,IA,US,Iowa,(319) 664-3257
USA-IA-88-IA-All-output-500,Heritage at Fox Run Assisted Living,Assisted Living,3121 MacIneery Drive,,Council Bluffs,51501,IA,US,Pottawattamie,(712) 256-2741
USA-IA-88-IA-All-output-501,Riverside Senior Living,Assisted Living,209 Park Drive,,Charles City,50616,IA,US,Floyd,(641) 228-2800
USA-IA-88-IA-All-output-502,Kensington Place Assisted Living,Assisted Living,504 Short Avenue,,New Hampton,50659,IA,US,Chickasaw,(641) 394-3316
USA-IA-88-IA-All-output-503,Windsor Manor Indianola,Assisted Living,608 South 15th Street,,Indianola,50125,IA,US,Warren,(641) 891-2130
USA-IA-88-IA-All-output-504,SunnyBrook of Mount Pleasant,Assisted Living,1406 East Linden Drive,,Mt. Pleasant,52641,IA,US,Henry,(319) 385-7227
USA-IA-88-IA-All-output-505,Cresco Assisted Living,Assisted Living,1004 North Elm Street,,Cresco,52136,IA,US,Howard,(563) 547-2364
USA-IA-88-IA-All-output-506,Garden View Senior Community,Assisted Living,800 Darby Drive,,Monona,52159,IA,US,Clayton,(563) 539-4528
USA-IA-88-IA-All-output-507,Springvale Assisted Living,Assisted Living,1050 North 15th Street,,Humboldt,50548,IA,US,Humboldt,(515) 332-7660
USA-IA-88-IA-All-output-508,Oak Park Place of Dubuque,Assisted Living,1381 Oak Park Place,,Dubuque,52002,IA,US,Dubuque,(563) 585-4900
USA-IA-88-IA-All-output-509,MeadowView Memory Care Village,Assisted Living,3005 F Avenue NW,,Cedar Rapids,52405,IA,US,Linn,(319) 294-9669
USA-IA-88-IA-All-output-510,Homestead Assisted Living - Chariton,Assisted Living,1110 N. 6th Street,,Chariton,50049,IA,US,Lucas,(641) 774-2303
USA-IA-88-IA-All-output-511,Prairie Hills at Independence,Assisted Living,505 Enterprise Drive SW,,Independence,50644,IA,US,Buchanan,(319) 334-2000
USA-IA-88-IA-All-output-512,Southcrest Manor II,Assisted Living,602 2nd Street SW,,Waukon,52172,IA,US,Allamakee,(563) 568-0043
USA-IA-88-IA-All-output-513,Deerfield Retirement Community Inc.,Assisted Living,13731 Hickman Road,,Urbandale,50323,IA,US,Polk,(515) 267-0438
USA-IA-88-IA-All-output-514,Windsor Manor  Grinnell,Assisted Living,229 Pearl Street,,Grinnell,50112,IA,US,Poweshiek,(641) 236-8700
USA-IA-88-IA-All-output-515,Willows of Mt. Pleasant,Assisted Living,710 Arbor Court,,Mt. Pleasant,52641,IA,US,Henry,(319) 385-1403
USA-IA-88-IA-All-output-516,Silvercrest Garner Farms,Assisted Living,1575 West 53rd Street,,Davenport,52806,IA,US,Scott,(563) 386-9196
USA-IA-88-IA-All-output-517,Petersen Commons A/L (Marycrest Campus),Assisted Living,1607 W. 12th Street Office 2205,,Davenport,52804,IA,US,Scott,563 323-3888
USA-IA-88-IA-All-output-518,Shores at Pleasant Hill,Assisted Living,1500 Edgewater Drive,,Pleasant Hill,50327,IA,US,Polk,(515) 262-4444
USA-IA-88-IA-All-output-519,Circle Terrace Lodge ,Assisted Living,155 Circle Terrace,,Manly,50456,IA,US,Worth,641-454-2223
USA-IA-88-IA-All-output-520,Regency Assisted Living,Assisted Living,815 High Road,,Norwalk,50211,IA,US,Warren ,(515) 981-4576
USA-IA-88-IA-All-output-521,Summit Pointe Senior Living Community,Assisted Living,3505 English Glen Avenue,,Marion,52302,IA,US,Linn,319-373-4242
USA-IA-88-IA-All-output-522,Char-Mac of Assisted Living Holstein,Assisted Living,1500 South Kiel Street,,Holstein,51025,IA,US,Ida,(712) 368-4893
USA-IA-88-IA-All-output-523,Windhaven Assisted Living Center & Thalman Square,Assisted Living,5500 South Main Street,,Cedar Falls,50613,IA,US,Black Hawk,319-277-2141
USA-IA-88-IA-All-output-524,Prairie Hills at Tipton,Assisted Living,219 South Cedar Street,,Tipton,52772,IA,US,Cedar,563-886-1584
USA-IA-88-IA-All-output-525,Prairie Hills at Clinton,Assisted Living,1701 13th Avenue North,,Clinton,52732,IA,US,Clinton,563-243-6870
USA-IA-88-IA-All-output-526,Prime Living Apartments - SC,Assisted Living,725 Pearl Street,,Sioux City,51101,IA,US,Woodbury,712-226-6300
USA-IA-88-IA-All-output-527,Homestead Assisted Living and Memory Care (Creston),Assisted Living,1709 West Prairie Street,,Creston,50801,IA,US,Union,641-782-3131
USA-IA-88-IA-All-output-528,Odebolt Assisted Living,Assisted Living,799 South Des Moines,,Odebolt,51458,IA,US,Sac,712-668-2224
USA-IA-88-IA-All-output-529,Dunlap Assisted Living,Assisted Living,1405 Harrison Road,,Dunlap,51529,IA,US,Harrison,712-643-2121
USA-IA-88-IA-All-output-530,Stoney Brook Village,Assisted Living,705 S. Pine,,West Union,52175,IA,US,Fayette,563-422-7145
USA-IA-88-IA-All-output-531,Village at Legacy Pointe ,Assisted Living,1645 SE Holiday Crest Circle,,Waukee,50263,IA,US,Dallas,515-987-4100
USA-IA-88-IA-All-output-532,Wellington Place Assisted Living,Assisted Living,2475 River Road,,Decorah,52101,IA,US,Winneshiek,563-382-2292
USA-IA-88-IA-All-output-533,Turner Pointe Assisted Living,Assisted Living,1203 Buell Avenue,,McGregor,52157,IA,US,Clayton,563-873-3527
USA-IA-88-IA-All-output-534,Woodland Park Assisted Living,Assisted Living,1207 East 3rd Street,,Anamosa,52205,IA,US,Jones,319-462-2668
USA-IA-88-IA-All-output-535,Vista Prairie at Keelson Harbour,Assisted Living,2810 Aurora Avenue,,Spirit Lake,51360,IA,US,Dickinson,712-336-4501
