row_id,Facility Name,Address,City,Postal Code,Province,Country,Accommodation Type,Number of Units,Funding Source,Operator,Contact Phone,Fax,Last Visit Date,Last Visit Type,Original Issue Date,Licence Issue Date,Licence Expiry Date,Licence Type,ASL Facility ID
Canada-AB-27-AB-SupportiveLiving-output-452,BIGSTONE HEALTH COMMISSION,92 Bigstone Cree Nation Road,WABASCA,T0G 2K0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,20,Health,BIGSTONE HEALTH COMMISSION,(780) 891-2000,N/A,13-Jun-17,Inspection Visit,25-Jun-14,1-Jul-17,30-Jun-18,Full,70040597
Canada-AB-27-AB-SupportiveLiving-output-453,ACCREDITED SUPPORTIVE LIVING SERVICES LIMITED,7401 96 Street,PEACE RIVER,T8S 1R7,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),ACCREDITED SUPPORTIVE LIVING SERVICES LIMITED,(780) 332-3367,N/A,6-Jun-17,Inspection Visit,4-Jun-13,1-Jul-17,30-Sep-17,Conditional,70040600
Canada-AB-27-AB-SupportiveLiving-output-454,DOREEN'S PLACE,4302 47 Street,RED DEER,T4N 1P5,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),CENTRAL ALBERTA RESIDENCE SOCIETY,(403) 340-2794,N/A,1-May-17,Inspection Visit,26-Jul-13,10-Aug-17,30-Sep-17,Conditional,70040601
Canada-AB-27-AB-SupportiveLiving-output-455,HOME #12,5214 48 Avenue,ST. PAUL,T0A 3A4,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),S.P.A.N. ST. PAUL ABILITIES NETWORK (SOCIETY),(780) 646-6411,N/A,5-Jul-17,Inspection Visit,16-Apr-13,1-Sep-17,30-Sep-17,Conditional,70040605
Canada-AB-27-AB-SupportiveLiving-output-456,POINTS WEST LIVING COLD LAKE INC.,512 25 Street,COLD LAKE,T9M 1G6,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,52,Health,POINTS WEST LIVING COLD LAKE INC.,(780) 639-1260,(780) 639-0834,15-Aug-17,Follow-Up Visit,25-Jan-13,1-Aug-17,31-Jul-18,Full,70040607
Canada-AB-27-AB-SupportiveLiving-output-457,MEADOWLARK SENIOR CARE HOMES,203 Hillcrest Boulevard,STRATHMORE,T1P 0A3,AB,Canada,Supportive Living Accommodation - Group Home,9,,MORE 4 YOU INC.,(403) 934-5294,N/A,17-Aug-17,Mini Inspection Visit,1-Mar-13,1-Sep-16,31-Aug-19,3 Year - Full,70040992
Canada-AB-27-AB-SupportiveLiving-output-458,AMANI HOUSE,535 19 Street South,LETHBRIDGE,T1J 3G6,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),L'ARCHE ASSOCIATION OF LETHBRIDGE,(403) 328-3735,N/A,9-Nov-16,Inspection Visit,6-May-13,1-Dec-16,30-Nov-17,Full,70041291
Canada-AB-27-AB-SupportiveLiving-output-459,POINTS WEST LIVING STETTLER,4501 70 Street,STETTLER,T0C 2L3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,104,Health,POINTS WEST LIVING STETTLER INC.,(403) 740-7700,N/A,2-Dec-16,Mini Inspection Visit,2-Jul-13,1-Jan-16,31-Dec-17,2 Year - Full,70041292
Canada-AB-27-AB-SupportiveLiving-output-460,O'BRIEN II RESIDENCE,6605 O'Brien Lake Drive,GRANDE PRAIRIE,T8W 2W4,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),ACCREDITED SUPPORTIVE LIVING SERVICES LIMITED,(780) 332-3367,N/A,19-Jul-17,Inspection Visit,18-Jul-13,1-Aug-17,30-Sep-17,Conditional,70041330
Canada-AB-27-AB-SupportiveLiving-output-461,THE MUSTARD SEED,1010 Centre Street SE,CALGARY,T2G 0X5,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,224,Housing and Urban Affairs,THE MUSTARD SEED SOCIETY,(403) 767-2420,N/A,2-May-17,Complaint Investigation,21-Feb-14,1-Mar-16,31-Jan-18,Full,70041335
Canada-AB-27-AB-SupportiveLiving-output-462,THE SHARP FOUNDATION,"A023, 5717 2 Street SW",CALGARY,T2H 0A1,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),THE SHARP FOUNDATION,(403) 272-2912,N/A,28-Sep-16,Mini Inspection Visit,16-Sep-13,1-Oct-15,30-Sep-17,2 Year - Full,70041338
Canada-AB-27-AB-SupportiveLiving-output-463,BASHAW MEADOWS,5502 56 Avenue,BASHAW,T0B 0H0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,63,Health,BETHANY NURSING HOME OF CAMROSE,(780) 679-2008,(780) 679-2001,14-Jun-17,Inspection Visit,10-Jun-13,3-Aug-17,30-Sep-17,Conditional,70041350
Canada-AB-27-AB-SupportiveLiving-output-464,AMICA AT ASPEN WOODS,10 Aspenshire Drive SW,CALGARY,T3H 0T2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,147,,AMICA (ASPEN WOODS) INC.,(403) 240-4404,N/A,18-Aug-17,Inspection Visit,6-Aug-13,1-Sep-17,30-Aug-18,Full,70041360
Canada-AB-27-AB-SupportiveLiving-output-465,POINTS WEST LIVING PEACE RIVER INC.,11011 99 Street,PEACE RIVER,T8S 1B3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,53,Health,POINTS WEST LIVING PEACE RIVER INC.,(780) 624-0700,N/A,2-Feb-17,Inspection Visit,28-Aug-13,1-Mar-17,28-Feb-19,2 Year - Full,70041367
Canada-AB-27-AB-SupportiveLiving-output-466,CORE ASSOCIATION - 13TH STREET SE,122 13 Street SE,MEDICINE HAT,T1A 1W5,AB,Canada,Supportive Living Accommodation - Group Home,10,Persons with Developmental Disabilities (PDD),CLIENTS ONGOING REHABILITATION AND EQUALITY (CORE) ASSOCIATION,(403) 527-3302,N/A,6-Apr-17,Inspection Visit,5-Nov-14,1-May-17,30-Apr-18,Full,70041374
Canada-AB-27-AB-SupportiveLiving-output-467,CATHOLIC SOCIAL SERVICES,3815 53 Street,WETASKIWIN,T6E 3V3,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 352-5535,N/A,19-Oct-16,Mini Inspection Visit,6-Aug-13,1-Nov-15,31-Oct-17,2 Year - Full,70041375
Canada-AB-27-AB-SupportiveLiving-output-468,ST. MICHAEL'S HEALTH CENTRE (COVENANT HEALTH),1400 9 Avenue South,LETHBRIDGE,T1J 4V5,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,72,Health,COVENANT HEALTH,(403) 382-6464,N/A,14-Aug-17,Follow-Up Visit,6-Sep-13,1-Jun-17,31-May-18,Full,70037049
Canada-AB-27-AB-SupportiveLiving-output-469,COMMUNITY RESIDENCE #48,9512 154 Street,EDMONTON,T5P 0C2,AB,Canada,Supportive Living Accommodation - Group Home,8,Health,EXCEL RESOURCES SOCIETY,(587) 524-3619,N/A,11-Jan-17,Inspection Visit,29-Aug-13,1-Feb-17,31-Jan-19,2 Year - Full,70041382
Canada-AB-27-AB-SupportiveLiving-output-470,SHALEM HAVEN,3008 51 Street SW,CALGARY,T3E 7V9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,43,,SHALEM SOCIETY FOR SENIOR CITIZENS CARE,(403) 240-2800,(403) 242-3712,11-Apr-17,Inspection Visit,2-Oct-13,1-May-17,30-Apr-20,3 Year - Full,70041386
Canada-AB-27-AB-SupportiveLiving-output-471,SAGEWOOD SENIORS COMMUNITY INC.,140 Cambridge Glen Drive,STRATHMORE,T1P 1N3,AB,Canada,Long Term Care Accommodation,35,Health,SAGEWOOD SENIORS COMMUNITY INC.,(403) 361-8001,N/A,17-Oct-16,Mini Inspection Visit,23-Sep-13,1-Nov-15,31-Oct-17,2 Year - Full,70040541
Canada-AB-27-AB-SupportiveLiving-output-472,LEWIS ESTATES RETIREMENT RESIDENCE,9310 211 Street NW,EDMONTON,T5T 4N8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,174,,LEWIS ESTATES SENIORS FACILITY LIMITED PARTNERSHIP,(780) 452-2273,N/A,16-Jun-17,Inspection Visit,7-Nov-13,13-Jul-17,30-Jun-18,Full,70041437
Canada-AB-27-AB-SupportiveLiving-output-473,VILLA MARIE,10 Carrington Drive,RED DEER,T4P 0S3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,100,Health,COVENANT CARE,(403) 406-5700,N/A,20-Jan-17,Inspection Visit,15-Jan-14,1-Feb-17,31-Jan-18,Full,70041440
Canada-AB-27-AB-SupportiveLiving-output-474,MAISON SENIOR LIVING,750 49 Avenue SW,CALGARY,T2S 2A9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,70,Health,"SBRAREIT ASSISTED LIVING I, ULC",(403) 476-8992,(403) 775-0848,13-Oct-16,Inspection Visit,19-Dec-13,17-Nov-16,31-Oct-17,Full,70041441
Canada-AB-27-AB-SupportiveLiving-output-475,BOWNESS 142,142 Scenic Bow Place NW,CALGARY,T3L 1S3,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),UNIVERSAL REHABILITATION SERVICE AGENCY,(403) 272-7722,(403) 273-7852,15-Aug-17,Mini Inspection Visit,16-Jul-14,1-Sep-16,31-Aug-18,2 Year - Full,50006171
Canada-AB-27-AB-SupportiveLiving-output-476,SUNRISE ENCORE OLDS,3300 57 Avenue,OLDS,T4H 1C4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,103,Health,SEASONS RETIREMENT COMMUNITIES (ENCORE OLDS) GP INC.,(403) 556-2232,(403) 556-2200,11-Jul-17,Inspection Visit,5-Jan-15,1-Aug-17,31-Jul-18,Full,70041461
Canada-AB-27-AB-SupportiveLiving-output-477,SUNRISE VILLAGE HIGH RIVER,660 7 Street NW,HIGH RIVER,T1V 1S7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,176,Health,SEASONS RETIREMENT COMMUNITIES (HIGH RIVER) GP INC.,(403) 652-1581,N/A,20-Jun-17,Inspection Visit,6-Jun-14,1-Jul-17,30-Sep-17,Conditional,70041466
Canada-AB-27-AB-SupportiveLiving-output-478,COVENANT CARE HOLY CROSS MANOR,70 Evanspark Manor NW,CALGARY,T3P 0N4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,108,Health,COVENANT CARE,(587) 230-2702,(587) 230-2730,14-Feb-17,Mini Inspection Visit,18-Feb-14,1-Mar-16,28-Feb-18,2 Year - Full,70041472
Canada-AB-27-AB-SupportiveLiving-output-479,EVANSTON GRAND VILLAGE,40 Evanston Way NW,CALGARY,T3P 1C5,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,151,Health,GOLDEN LIFE MANAGEMENT CORP.,(403) 274-6416,N/A,22-Jun-17,Inspection Visit,23-Jun-14,1-Jul-17,30-Jun-18,Full,70041476
Canada-AB-27-AB-SupportiveLiving-output-480,WAINWRIGHT ASSOCIATION FOR COMMUNITY LIVING,1116B 1 Avenue,WAINWRIGHT,T9W 1G9,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),WAINWRIGHT ASSOCIATION FOR COMMUNITY LIVING,(780) 842-2666,N/A,11-Apr-17,Mini Inspection Visit,23-Apr-14,1-May-16,30-Apr-18,2 Year - Full,70041488
Canada-AB-27-AB-SupportiveLiving-output-481,STONE BROOK,4902 59 Street,GRIMSHAW,T0H 1W0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,76,Persons with Developmental Disabilities (PDD),ACCREDITED SUPPORTIVE LIVING SERVICES LIMITED,(780) 332-3367,N/A,6-Mar-17,Inspection Visit,11-Mar-14,21-Apr-17,31-Mar-18,Full,70041487
Canada-AB-27-AB-SupportiveLiving-output-482,116-100 SCENIC BOW PLACE,116-100 Scenic Bow Place NW,CALGARY,T3L 1S4,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),VECOVA CENTRE FOR DISABILITY SERVICES AND RESEARCH,(403) 284-1121,N/A,16-Aug-17,Inspection Visit,16-Jun-14,1-Sep-17,31-Aug-18,Full,70041493
Canada-AB-27-AB-SupportiveLiving-output-483,BETHANY DIDSBURY,1201 15 Avenue,DIDSBURY,T0M 0W0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,100,Health,BETHANY CARE SOCIETY,(403) 335-4775,N/A,4-Apr-17,Complaint Investigation,3-Apr-14,22-Mar-17,31-Jan-18,Full,70041494
Canada-AB-27-AB-SupportiveLiving-output-484,OLDS RESIDENCE 4,5627 42 Street,OLDS,T4H 1C4,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),ACCREDITED SUPPORTS TO THE COMMUNITY (ASC) ASSOCIATION,(403) 556-4110,(403) 556-4110,11-May-17,Inspection Visit,14-May-15,1-Jun-17,31-May-19,2 Year - Full,70041497
Canada-AB-27-AB-SupportiveLiving-output-485,MACKENZIE PLACE,10409 98 Street,GRANDE PRAIRIE,T8V 2E8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,51,Health,ALBERTA HEALTH SERVICES,(780) 538-7180,N/A,19-May-17,Follow-Up Visit,19-Jun-14,1-Sep-17,31-Oct-17,Conditional,70039207
Canada-AB-27-AB-SupportiveLiving-output-486,WING KEI GREENVIEW,307 35 Avenue NE,CALGARY,T2E 2K6,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,95,Health,CHINESE CHRISTIAN WING KEI NURSING HOME ASSOCIATION,(403) 277-7433,(403) 230-3857,19-Apr-17,Mini Inspection Visit,17-Oct-14,1-May-16,30-Apr-18,2 Year - Full,70041502
Canada-AB-27-AB-SupportiveLiving-output-487,CATHOLIC SOCIAL SERVICES,5209 - 51 Avenue,WETASKIWIN,T9A 0V4,AB,Canada,Supportive Living Accommodation - Group Home,5,Assured Income for the Severely Handicapped (AISH),CATHOLIC SOCIAL SERVICES,(780) 352-5535,N/A,20-Oct-16,Inspection Visit,11-Feb-15,1-Nov-16,31-Oct-18,2 Year - Full,70041227
Canada-AB-27-AB-SupportiveLiving-output-488,CATHOLIC SOCIAL SERVICES,5108 - 5110 56 Avenue,WETASKIWIN,T9A 3N5,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 352-5535,N/A,19-Oct-16,Inspection Visit,4-Sep-14,1-Nov-16,31-Oct-18,2 Year - Full,70041230
Canada-AB-27-AB-SupportiveLiving-output-489,AUBURN HEIGHTS RETIREMENT RESIDENCE,21 Auburn Bay Street SE,CALGARY,T3M 2A9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,187,,ASC (AB) FACILITY GP INC.,(780) 399-5049,N/A,20-Apr-17,Inspection Visit,25-Apr-14,1-May-17,30-Apr-18,Full,70041504
Canada-AB-27-AB-SupportiveLiving-output-490,MOUNTAIN PLAINS COMMUNITY SERVICES SOCIETY OF THE NORTH,8854 104 Avenue,GRANDE PRAIRIE,T8X 1L7,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),MOUNTAIN PLAINS COMMUNITY SERVICES SOCIETY OF THE NORTH,(780) 539-9144,N/A,19-Jul-17,Inspection Visit,16-Jul-14,8-Sep-17,31-Jul-18,Full,70041510
Canada-AB-27-AB-SupportiveLiving-output-491,62ND AVENUE WEST,8907 62 Avenue,GRANDE PRAIRIE,T8W 2P4,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),SIGNATURE SUPPORT SERVICES SOCIETY,(780) 532-8436,N/A,7-Jun-17,Mini Inspection Visit,17-Jun-14,1-Jul-16,30-Jun-18,2 Year - Full,70041511
Canada-AB-27-AB-SupportiveLiving-output-492,LLOYDMINSTER CONTINUING CARE,7402 29 Street,LLOYDMINSTER,T9V 3N1,AB,Canada,Long Term Care Accommodation,60,Health,PRAIRIE NORTH REGIONAL HEALTH AUTHORITY,(780) 874-3929,(780) 874-3949,23-May-17,Inspection Visit,27-May-15,1-Sep-17,30-Sep-17,Conditional,70041519
Canada-AB-27-AB-SupportiveLiving-output-493,KAHKIYOW KEYKANOW ELDERS CARE HOME,"Lots 7 & 8, Block 9, Plan 5642 NY",FORT CHIPEWYAN,T0P 1B0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,11,,MIKISEW CREE FIRST NATION,(780) 697-0150,N/A,17-Jan-17,Inspection Visit,27-Jan-15,20-Jul-17,31-Oct-17,Full,70041523
Canada-AB-27-AB-SupportiveLiving-output-494,"HUDSON LAKE, THE GOOD SAMARITAN SOCIETY",13019 141A Avenue,EDMONTON,T6V 1N4,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(780) 431-3723,N/A,19-Apr-17,Mini Inspection Visit,21-Nov-14,1-May-16,30-Apr-18,2 Year - Full,70040761
Canada-AB-27-AB-SupportiveLiving-output-495,SCHIZOPHRENIA SOCIETY OF ALBERTA,8533 90 Street,EDMONTON,T6C 3L4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,21,Assured Income for the Severely Handicapped (AISH),SCHIZOPHRENIA SOCIETY OF ALBERTA,(780) 705-5565,N/A,10-Apr-17,Inspection Visit,4-Sep-14,1-May-17,30-Apr-19,2 Year - Full,70041543
Canada-AB-27-AB-SupportiveLiving-output-496,30 VILLAGE CRESCENT,30 Village Crescent,RED DEER,T4R 0N6,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),CENTRAL ALBERTA RESIDENCE SOCIETY,(403) 342-6471,N/A,2-May-17,Inspection Visit,17-Feb-15,1-Jun-17,31-May-18,Full,70041552
Canada-AB-27-AB-SupportiveLiving-output-497,MIRKACARE SERVICES - OZERNA II,7120 163 Avenue,EDMONTON,T5Z 3X7,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),MIRKACARE SERVICES INC.,(780) 435-8336,N/A,30-Aug-17,Inspection Visit,27-Feb-15,7-Dec-16,30-Sep-17,Full,70041534
Canada-AB-27-AB-SupportiveLiving-output-498,NIGINAN HOUSING VENTURES,9629 106 Avenue NW,EDMONTON,T5H 0N5,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,37,Assured Income for the Severely Handicapped (AISH),NIGINAN HOUSING VENTURES,(780) 784-6150,N/A,15-Nov-16,Inspection Visit,25-Nov-14,28-Feb-17,30-Nov-17,Full,70041594
Canada-AB-27-AB-SupportiveLiving-output-499,DR. TURNER LODGE,9422 94 Avenue,FORT SASKATCHEWAN,T8L 0T7,AB,Canada,Supportive Living Accommodation - Lodge,90,Lodge Assistance Program,HEARTLAND HOUSING FOUNDATION,(780) 998-3321,N/A,12-Apr-17,Inspection Visit,21-Apr-15,1-May-17,30-Apr-19,2 Year - Full,70041609
Canada-AB-27-AB-SupportiveLiving-output-500,WALDEN HEIGHTS SENIORS COMMUNITY INC.,250 Walden Drive SE,CALGARY,T2X 0V1,AB,Canada,Long Term Care Accommodation,58,Health,WALDEN HEIGHTS SENIORS COMMUNITY INC.,(403) 873-4701,N/A,17-May-17,Mini Inspection Visit,22-Dec-14,1-Jun-16,31-May-18,2 Year - Full,70040569
Canada-AB-27-AB-SupportiveLiving-output-501,SAINT THOMAS HEALTH CENTRE - COVENANT CARE,8411 91 Street NW,EDMONTON,T6C 1Z9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,138,Health,COVENANT CARE,(780) 450-2987,N/A,4-Jan-17,Complaint Investigation,5-Nov-14,1-Dec-16,30-Nov-17,Full,70040208
Canada-AB-27-AB-SupportiveLiving-output-502,CAREWEST ROULEAU MANOR,2208 2 Street SW,CALGARY,T2S 3C3,AB,Canada,Long Term Care Accommodation,77,Health,CAREWEST,(403) 944-0118,N/A,3-Nov-16,Inspection Visit,19-Nov-14,1-Dec-16,30-Nov-17,Full,70039749
Canada-AB-27-AB-SupportiveLiving-output-503,APPLEWOOD,151 Applewood Way SE,CALGARY,T2A 7N2,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),SUPPORTED LIFESTYLES LTD.,(403) 207-5115,N/A,11-May-17,Inspection Visit,19-Feb-15,1-Jun-17,31-May-18,Full,70041631
Canada-AB-27-AB-SupportiveLiving-output-504,COVENANT CARE CHATEAU VITALINE,5018 52 Avenue,BEAUMONT,T4X 1P3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,49,Health,COVENANT CARE,(780) 929-9000,N/A,26-Jan-17,Inspection Visit,22-Jan-15,1-Feb-17,31-Jan-19,2 Year - Full,70040391
Canada-AB-27-AB-SupportiveLiving-output-505,SELKIRK (SRS),15 Selkirk Boulevard,RED DEER,T4N 0G1,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),SUNRISE RESIDENTIAL SERVICES LTD.,(403) 340-3487,N/A,25-Nov-16,Inspection Visit,13-Jan-15,1-Jan-17,31-Dec-17,Full,40003130
Canada-AB-27-AB-SupportiveLiving-output-506,POINTS WEST LIVING SLAVE LAKE INC.,105 6 Avenue NE,SLAVE LAKE,T0G 2A2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,52,Health,POINTS WEST LIVING SLAVE LAKE INC.,(780) 982-2848,N/A,14-Feb-17,Inspection Visit,26-Aug-15,1-Mar-17,28-Feb-19,2 Year - Full,70041654
Canada-AB-27-AB-SupportiveLiving-output-507,THE SISTERS OF CHARITY OF PROVIDENCE OF WESTERN CANADA,"Providence Centre, 3005 119 Street NW",EDMONTON,T6J 5R5,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,35,Health,THE SISTERS OF CHARITY OF PROVIDENCE OF WESTERN CANADA,(780) 701-1811,N/A,21-Feb-17,Inspection Visit,20-Aug-15,1-Mar-17,28-Feb-19,2 Year - Full,70041671
Canada-AB-27-AB-SupportiveLiving-output-508,MCMAN YOUTH FAMILY AND COMMUNITY SERVICES-BELMONT HOME,2904/2906 132A Avenue NW,EDMONTON,T5A 2Z3,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),"MCMAN YOUTH, FAMILY AND COMMUNITY SERVICES ASSOCIATION",(780) 482-4010,N/A,24-Feb-17,Inspection Visit,7-Apr-15,4-May-17,28-Feb-18,Full,70041672
Canada-AB-27-AB-SupportiveLiving-output-509,CRYSTAL CARE GROUP INC.,7815 160 Street,EDMONTON,T5R 2G6,AB,Canada,Supportive Living Accommodation - Group Home,5,,CRYSTAL CARE GROUP INC.,(780) 720-5541,N/A,12-Jul-17,Inspection Visit,26-Jul-16,1-Aug-17,30-Sep-17,Conditional,70041675
Canada-AB-27-AB-SupportiveLiving-output-510,ORIGIN AT SPRING CREEK,808 Spring Creek Drive,CANMORE,T1W 0K3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,54,,ORIGIN AT SPRING CREEK INC.,(403) 678-2288,N/A,11-Jul-17,Inspection Visit,29-Jul-15,28-Aug-17,31-Jul-18,Full,70041676
Canada-AB-27-AB-SupportiveLiving-output-511,ST. MARGUERITE MANOR,110 Evanspark Manor NW,CALGARY,T3P 0N4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,102,Health,COVENANT CARE,(587) 230-5633,N/A,18-May-17,Inspection Visit,7-May-15,13-Jun-17,31-May-18,Full,70041688
Canada-AB-27-AB-SupportiveLiving-output-512,CAMROSE ADULT RESIDENCE #12,4604B 57 Street,CAMROSE,T4V 2E7,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),CAMROSE ASSOCIATION FOR COMMUNITY LIVING,(780) 672-0257,N/A,13-Jun-17,Inspection Visit,17-Apr-15,1-Jul-17,30-Jun-19,2 Year - Full,70041696
Canada-AB-27-AB-SupportiveLiving-output-513,ROCKY FOUR,5227 49 Street,ROCKY MOUNTAIN HOUSE,T4T 1G6,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),ROCKY SUPPORT SERVICES SOCIETY,(403) 845-4080,N/A,8-Nov-16,Inspection Visit,5-May-15,1-Dec-16,30-Nov-17,Full,70041700
Canada-AB-27-AB-SupportiveLiving-output-514,SRS EXETER,3919 Exeter Crescent,RED DEER,T4N 2V2,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),SUNRISE RESIDENTIAL SERVICES LTD.,(403) 341-3301,N/A,25-Nov-16,Inspection Visit,25-Jun-15,1-Jan-17,31-Dec-18,2 Year - Full,70041703
Canada-AB-27-AB-SupportiveLiving-output-515,MEADOW RIDGE SENIORS VILLAGE,259 Park Meadows Drive,MEDICINE HAT,T1B 4E3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,84,Health,MEADOW RIDGE SENIORS VILLAGE PARTNERSHIP,(403) 504-8514,N/A,9-Aug-17,Follow-Up Visit,17-Sep-15,1-Sep-17,30-Nov-17,Full,70041710
Canada-AB-27-AB-SupportiveLiving-output-516,COMMUNITY HOUSING PROJECT - NEWTON HOME,5107 124 Avenue,EDMONTON,T5W 1T9,AB,Canada,Supportive Living Accommodation - Group Home,5,Health,ALBERTA HEALTH SERVICES,(780) 342-7711,N/A,19-Jul-17,Inspection Visit,15-Jun-16,1-Sep-17,30-Sep-17,Conditional,70041712
Canada-AB-27-AB-SupportiveLiving-output-517,BEIT HORIM OUR PARENTS HOME,10112 119 Street,EDMONTON,T5K 1Y9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,50,,CHRISTENSON COMMUNITIES LTD.,(780) 431-5192,N/A,20-Jan-17,Inspection Visit,22-Jul-15,1-Feb-17,31-Jan-19,2 Year - Full,70041713
Canada-AB-27-AB-SupportiveLiving-output-518,SETON SENIORS COMMUNITY INC.,4963 Front Street SE,CALGARY,T3M 2M3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,252,Health,SETON SENIORS COMMUNITY INC.,(403) 349-8437,N/A,18-May-17,Inspection Visit,2-Jul-15,1-Jun-17,31-May-19,2 Year - Full,70041726
Canada-AB-27-AB-SupportiveLiving-output-519,CATHOLIC SOCIAL SERVICES - DISABILITY 1987,4717B - 4719B 49 Avenue,WETASKIWIN,T9A 0P5,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 368-2088,N/A,19-Oct-16,Inspection Visit,19-Aug-15,1-Nov-16,31-Oct-17,Full,70041709
Canada-AB-27-AB-SupportiveLiving-output-520,WHEAT COUNTRY SPECIAL NEEDS SOCIETY - WHEAT COUNTRY HOMES,638 1 Street North,VULCAN,T0L 2B0,AB,Canada,Supportive Living Accommodation - Group Home,7,Persons with Developmental Disabilities (PDD),WHEAT COUNTRY SPECIAL NEEDS SOCIETY,(403) 485-3029,N/A,7-Dec-16,Inspection Visit,6-Jan-16,1-Jan-17,31-Dec-17,Full,70041769
Canada-AB-27-AB-SupportiveLiving-output-521,UNITED ACTIVE LIVING COMMUNITIES FISH CREEK,"Fish Creek, 51 Providence Boulevard SE",CALGARY,T2X 0X2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,106,Health,UNITED ACTIVE LIVING INC.,(403) 890-6280,N/A,9-Jun-17,Inspection Visit,16-Dec-15,19-Jul-17,30-Jun-18,Full,70041774
