row_id,license_num,initial_license,Expires,name,street_address,city,postal_code,county,#AZ,#Reg,#FL ,Total,adult_day_care_facility,alzheimer_facility,,facility_type
USA-IL-64-AssistedLiving-64-AssistedLiving-233,5201683,2017-01-01T00:00:00,2018-01-01T00:00:00,Life's Journey SL Pana,340 Illinois Route 29,Pana,62557,Christian,15,,,15,No,Yes,2175623004,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-234,5105264,2017-01-01T00:00:00,2018-01-01T00:00:00,Life's Journey SL Paris,705 Kenton Avenue,Paris,61944,Edgar,24,,,24,No,Yes,2174633003,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-235,5105298,2017-01-01T00:00:00,2018-01-01T00:00:00,Life's Journey SL Taylorville,920 McAdam Drive,Taylorville,62568,Christian,46,,,46,No,Yes,2172877000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-236,5103475,2017-06-02T00:00:00,2018-06-02T00:00:00,Lincolnshire Place,710 Vellagio,Sycamore,60178,DeKalb,40,,,40,No,Yes,8158959870,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-237,5104739,2017-03-21T00:00:00,2018-03-21T00:00:00,Lincolnshire Place - Decatur,1215 W. Arbor Drive,Decatur,62526,Macon,40,,,40,No,Yes,2178751440,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-238,5103640,2015-03-05T00:00:00,2017-03-05T00:00:00,Lincolnshire Place Loves Park,6617 Broadcast Parkway,Loves Park,61111,Winnebago,40,,,40,No,Yes,8156335880,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-239,5105199,2016-12-11T00:00:00,2017-12-11T00:00:00,Lombard Place Assisted Living &amp; MC,300 West 22nd Street,Lombard,60148,DuPage,32,61,,93,No,Yes,6309537472,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-240,5105900,2017-04-27T00:00:00,2017-08-27T00:00:00,Luther Center,111 W. State St,Rockford,61101,Winnebago,,29,,29,No,No,8153657773,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-241,5102642,2016-02-27T00:00:00,2018-02-27T00:00:00,Luther Oaks Inc.,601 Lutz Rd,Bloomington,61704,McLean,18,40,,58,No,Yes,3096645940,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-242,5201402,2016-12-31T00:00:00,2017-12-31T00:00:00,Luther Place Assisted Living,403 North 4th Street,Danforth,60930,Iroquois,,,10,10,No,No,8152692970,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-243,5100943,2017-02-13T00:00:00,2017-08-13T00:00:00,Manteno Springs,600 N Birch St,Manteno,60950,Kankakee,,22,,22,No,No,8154686896,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-244,5201337,2017-01-11T00:00:00,2018-01-11T00:00:00,Maple Grove Memory Care Red,401 South Adams,Carthage,62321,Hancock,10,,,10,No,Yes,2173576550,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-245,5201345,2017-01-11T00:00:00,2018-01-11T00:00:00,Maple Grove Memory Care Silver,403 South Adams,Carthage,62321,Hancock,10,,,10,No,Yes,2173576550,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-246,5100588,2016-12-02T00:00:00,2017-12-02T00:00:00,Marian Village,15624 Marian Dr,Homer Glen,60491,Will,,27,,27,No,No,7082263780,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-247,5101925,2016-10-12T00:00:00,2017-10-12T00:00:00,Marley Oaks AL Residence,12631 W. 187th St,Mokena,60448,Will,,10,,10,No,No,8154855860,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-248,5201113,2016-06-04T00:00:00,2017-06-04T00:00:00,Mary Lou's Country Home,111629 Maurer Rd,Buffalo,62515,Sangamon,,7,,7,Yes,No,2175253733,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-249,5103350,2016-07-22T00:00:00,2017-07-22T00:00:00,Mather (The),425 Davis St.,Evanston,60201,Cook,12,10,,22,No,Yes,8474925000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-250,5104036,2017-01-23T00:00:00,2018-01-23T00:00:00,Meadows at Mercy Creek A.L.,1501 Mercy Creek Dr.,Normal,61761,McLean,,60,,60,No,No,3092681501,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-251,5105157,2016-11-08T00:00:00,2017-11-08T00:00:00,"Meadows of Franklin Grove, The",510 N. State Street,Franklin Grove,61031,Lee,,44,,44,No,No,8154563000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-252,5104507,2016-06-17T00:00:00,2018-06-17T00:00:00,Mercy Circle,3659 West 99th Street,Chicago,60655,Cook,9,34,,43,No,Yes,7732533600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-253,5101701,2017-04-25T00:00:00,2018-04-25T00:00:00,Meridian Village Association,27 Auerbach Place,Glen Carbon,62034,Madison,14,53,,67,No,Yes,6182883700,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-254,5104119,2015-08-31T00:00:00,2017-08-31T00:00:00,Mill Creek Alzheimer's  SCC,3319 Ginger Creek Dr,Springfield,62711,Sangamon,38,,,38,No,Yes,2177267900,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-255,5103046,2016-04-17T00:00:00,2018-04-17T00:00:00,Montgomery Place,5550 South Shore Drive,Chicago,60637,Cook,8,14,,22,No,Yes,7737534100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-256,5105108,2016-08-01T00:00:00,2017-08-01T00:00:00,Morningside of Godfrey,1373 D'Adrian Professinal Park,Godfrey,62035,Madison,17,61,,78,No,Yes,6184677062,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-257,5105074,2016-07-24T00:00:00,2017-07-24T00:00:00,Morningside of Pekin,2700 S. 14th Street,Pekin,61544,Tazewell,,61,,61,No,No,3099294131,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-258,5105751,2017-04-08T00:00:00,2018-04-08T00:00:00,Morningside of Shiloh,1201 Hartman Lane,Shiloh,62221,St Clair,,63,,63,No,No,6184762760,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-259,5105116,2017-03-01T00:00:00,2018-03-01T00:00:00,Morningside of Sterling,2705 Avenue E,Sterling,61081,Whiteside,26,61,,87,No,Yes,8156256601,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-260,5105744,2017-04-08T00:00:00,2017-10-08T00:00:00,Morningside of Troy,39 Dorothy Drive,Troy,62294,Madison,,63,,63,No,No,6184762763,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-261,5105082,2016-07-27T00:00:00,2017-07-27T00:00:00,Morningside of Washington,100 Grand Victorian Place,Washington,61571,Tazewell,,61,,61,No,No,3094447400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-262,5103202,2016-11-20T00:00:00,2017-11-20T00:00:00,"Morning Star Village, Inc.",1160 North Mulford Road,Rockford,61107,Winnebago,,75,,75,No,No,8154849500,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-263,5200735,2016-06-08T00:00:00,2017-06-08T00:00:00,Neighbors Next Door-Audrey,680 Audrey Ave,Aurora,60505,Kane,,4,,4,No,No,6306505706,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-264,5200743,2016-06-08T00:00:00,2017-06-08T00:00:00,Neighbors Next Door - Gerten 700,700 Gerten Ave,Aurora,60505,Kane,,4,,4,No,No,6306505706,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-265,5200891,2016-06-08T00:00:00,2017-06-08T00:00:00,Neighbors Next Door - Gerten 701,701 Gerten Avenue,Aurora,60505,Kane,,4,,4,No,No,6306505706,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-266,5200909,2016-06-08T00:00:00,2017-06-08T00:00:00,Neighbors Next Door Konen,735 Konen Avenue,Aurora,60505,Kane,,4,,4,No,No,6306505706,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-267,5102444,2017-05-03T00:00:00,2018-05-03T00:00:00,New Perspective-Silvis,1900 Tenth St.,Silvis,61282,Rock Island,18,43,20,81,No,Yes,3097922800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-268,5105512,2017-05-31T00:00:00,2018-05-31T00:00:00,Northbrook Inn Memory Care,99 Pointe Drive,Northbrook,60062,Cook,49,,,49,Yes,Yes,2242310690,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-269,5102352,2016-04-25T00:00:00,2018-04-25T00:00:00,Northpointe Terrace,5601 E. Rockton Rd,Roscoe,61073,Winnebago,,24,,24,No,No,8155254800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-270,5104788,2016-05-14T00:00:00,2017-05-14T00:00:00,North Shore Place,1000 Sunset Ridge Road,Northbrook,60062,Cook,40,116,,156,No,Yes,2243262600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-271,5103137,2017-01-23T00:00:00,2019-01-23T00:00:00,Norwood Crossing,6016-20 N. Nina Ave,Chicago,60631,Cook,20,35,,55,No,Yes,7736314856,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-272,5100992,2016-03-21T00:00:00,2017-03-21T00:00:00,Oakley Courts,3117 Kunkle Blvd,Freeport,61032,Stephenson,17,29,,46,No,Yes,8152335129,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-273,5100984,2017-05-13T00:00:00,2019-05-13T00:00:00,Oak Park Arms,408 S. Oak Park Ave,Oak Park,60302,Cook,,47,13,60,No,No,7083864040,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-274,5102048,2016-08-12T00:00:00,2017-08-12T00:00:00,Paradise Park  Fox Lake,"16,18,20,22 Lilac Ave",Fox Lake,60020,Lake,48,16,,64,Yes,Yes,8479738800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-275,5103913,2016-11-12T00:00:00,2017-11-12T00:00:00,Park Place Christian Community,1150 Euclid Avenue,Elmhurst,60126,DuPage,20,46,,66,No,Yes,6309364100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-276,5104598,2017-05-01T00:00:00,2018-05-01T00:00:00,Park Vista Retirement Living,1451 20th Ave,East Moline,61244,Rock Island,27,1,67,95,No,Yes,3097529711,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-277,5103517,2017-01-27T00:00:00,2018-01-27T00:00:00,Parkway Gardens,379 Fountains Parkway,Fairview Heights,62208,St Clair,,28,,28,Yes,No,6186229940,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-278,5101057,2016-05-05T00:00:00,2017-05-05T00:00:00,Patrician Home,1511 N. Bigelow St,Peoria,61604,Peoria,,10,,10,No,No,3096858716,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-279,5101065,2016-08-19T00:00:00,2017-08-19T00:00:00,Peace Village,10300 Village Circle Dr,Palos Park,60464,Cook,16,49,,65,No,Yes,7086712470,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-280,5201097,2016-11-30T00:00:00,2017-11-30T00:00:00,Pleasant Dale Place,28719 Pleasant Dale,Girard,62640,Macoupin,,4,,4,No,No,2176273093,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-281,5104440,2016-11-27T00:00:00,2017-11-27T00:00:00,Pleasant Hill Residence,1016 W. North St.,Girard,62640,Macoupin,,,25,25,No,No,2176279502,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-282,5103681,2016-12-29T00:00:00,2017-12-29T00:00:00,Pleasant View Hearthstone AL,505 College Ave,Ottawa,61350,LaSalle,,41,,41,No,No,8155871001,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-283,5102782,2016-05-08T00:00:00,2018-05-08T00:00:00,"Plymouth Place, Inc.",315 N. LaGrange Rd,LaGrange Park,60526,Cook,26,52,,78,No,Yes,7085886400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-284,5101053,2017-04-30T00:00:00,2018-04-30T00:00:00,"Pointe of Silvis, The, LLC",1902 Eleventh St.,Silvis,61282,Rock Island,13,,,13,No,Yes,3097922800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-285,5105488,2016-12-02T00:00:00,2017-06-02T00:00:00,Porter Place,17833 Harlem Ave,Tinley Park,60477,Cook,66,,,66,No,Yes,7087811050,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-286,5104234,2017-04-02T00:00:00,2018-04-02T00:00:00,Prairie View Assisted Living,500 E. McNair Rd,Winnebago,61088,Winnebago,,30,,30,No,No,8153351800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-287,5101529,2016-01-14T00:00:00,2018-01-14T00:00:00,Prairieview at the Garlands,6000 Garlands Lane,Barrington,60010,Lake,20,30,,50,No,Yes,8478523400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-288,5100216,2016-08-24T00:00:00,2017-08-24T00:00:00,Presence Bethlehem Woods Ret Commu,1571 W. Ogden Ave,LaGrange Park,60526,Cook,,64,,64,No,No,7085793663,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-289,5101073,2016-06-03T00:00:00,2017-06-03T00:00:00,Presence Fox Knoll,421 N. Lake St,Aurora,60506,Kane,15,64,,79,No,Yes,6308440380,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-290,5101081,2016-07-29T00:00:00,2018-07-29T00:00:00,Presence Heritage Lodge,995 N. Entrance Ave,Kankakee,60901,Kankakee,,26,,26,No,No,8159363229,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-291,5101685,2017-02-14T00:00:00,2019-02-14T00:00:00,Presence Resurrection Retirement Community,7262 W. Peterson Ave,Chicago,60631,Cook,,37,,37,No,No,7737927930,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-292,5104259,2017-04-17T00:00:00,2019-04-17T00:00:00,Primrose of Decatur,1145 W. Arbor Drive,Decatur,62526,Macon,,32,36,68,No,No,2178721800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-293,5101099,2016-11-26T00:00:00,2018-11-26T00:00:00,Providence Place,100 Faith Dr.,Highland,62249,Madison,,36,,36,No,No,6186544600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-294,5103608,2017-03-18T00:00:00,2018-03-18T00:00:00,Radford Green,960 Audubon Way,Lincolnshire,60069,Lake,20,18,,38,No,Yes,8478762401,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-295,5105520,2016-03-03T00:00:00,2018-03-03T00:00:00,R &amp; R Country Care LLC,1026 Janet Dr,Ruma,62278,Randolph,,15,,15,No,No,6182828585,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-296,5105876,2017-03-31T00:00:00,2017-07-31T00:00:00,Randall Residence of Decatur,1415 W Mound Rd.,Decatur,62526,Macon,,59,,59,No,No,2178775327,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-297,5101867,2017-02-17T00:00:00,2018-02-17T00:00:00,Red Oak Estates,435 N. 16th St,Canton,61520,Fulton,,43,,43,No,No,3096472475,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-298,5105561,2016-12-08T00:00:00,2017-12-08T00:00:00,Red Oak Memory Care,421 N 16th Ave,Canton,61520,Fulton,24,,,24,No,Yes,3096471732,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-299,5106023,2017-05-22T00:00:00,2017-09-22T00:00:00,Reflections at Garden Place,710 S. Main,Columbia,62236,97,19,,,19,No,No,6182813388,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-300,5104648,2017-02-17T00:00:00,2018-02-17T00:00:00,Reflections Memory Care - Chatham,401 N. Park Avenue,Chatham,62629,Sangamon,32,,,32,No,Yes,2174834490,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-301,5104630,2017-04-01T00:00:00,2018-04-01T00:00:00,Reflections Memory Care - Herrin,517 Rushing Drive,Carterville,62918,Williamson,32,,,32,No,Yes,6189882889,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-302,5104952,2016-12-15T00:00:00,2017-12-15T00:00:00,Reflections Memory Care - Savoy,62 E. Airport Road,Savoy,61874,Champaign,32,,,32,No,Yes,2173596073,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-303,5104465,2016-09-27T00:00:00,2017-09-27T00:00:00,Reflections Memory Care - Washington,1280 Independence Court,Washington,61571,Tazewell,32,,,32,No,Yes,3095087200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-304,5105322,2016-03-01T00:00:00,2017-03-01T00:00:00,Residential Living Center Inc,608 East Illinois Highway 15,Mt. Vernon,62864,Jefferson,16,32,,48,No,No,6182449318,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-305,5104432,2016-03-18T00:00:00,2017-03-18T00:00:00,Resthave Home of Whiteside,408 Maple Ave.,Morrison,61270,Whiteside,,37,,37,No,No,8157724021,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-306,5201071,2017-06-04T00:00:00,2018-06-04T00:00:00,River Birch Senior Living,4008 Cockrell Lane,Springfield,62711,Sangamon,14,,,14,Yes,Yes,2176984008,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-307,5200966,2017-06-04T00:00:00,2018-06-04T00:00:00,River Birch Senior Living,4016 Cockrell Lane,Springfield,62711,Sangamon,14,,,14,Yes,Yes,2176984016,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-308,5200933,2017-06-04T00:00:00,2018-06-04T00:00:00,River Birch Senior Living,4012 Cockrell Lane,Springfield,62711,Sangamon,,14,,14,Yes,No,2175470400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-309,5105827,2017-04-16T00:00:00,2018-04-16T00:00:00,River Glen of St. Charles,975 North 5th Avenue,St. Charles,60174,Kane,15,63,0,78,No,Yes,6304438220,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-310,5104770,2017-01-28T00:00:00,2018-01-28T00:00:00,Riverside Senior Life Bourb,85 E. Burns Rd,Bourbonnais,60914,Kankakee,48,32,,80,No,Yes,8159353332,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-311,5100323,2016-06-09T00:00:00,2017-06-09T00:00:00,Riverside Senior Life Community,1485 Butterfield Trail,Kankakee,60901,Kankakee,20,76,,96,No,Yes,8159330793,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-312,5104218,2017-04-06T00:00:00,2018-04-06T00:00:00,River to River Community of Marion South,815 Mississippi Drive,Marion,62959,Williamson,,27,,27,No,No,6189933503,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-313,5100299,2017-03-19T00:00:00,2018-03-19T00:00:00,River to River Community of Murphysboro East,5 North Shawnee Dr,Murphysboro,62966,Jackson,,50,,50,No,No,6186845818,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-314,5100281,2017-03-19T00:00:00,2018-03-19T00:00:00,River to River Community of Murphysboro West,11 N. Shawnee Dr,Murphysboro,62966,Jackson,,24,,24,No,No,6186845818,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-315,5105306,2017-02-17T00:00:00,2018-02-17T00:00:00,Riverview Senior Living Community,500 Centennial Drive,East Peoria,61611,Tazewell,,42,,42,No,No,3096940022,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-316,5201592,2017-04-03T00:00:00,2017-10-03T00:00:00,Robin's Nest Assisted Living,1819 Fargo Blvd,Geneva,60134,Kane,7,,,7,No,Yes,6309352935,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-317,5201568,2017-04-03T00:00:00,2017-10-03T00:00:00,Robin's Nest Assisted Living,1522 Fargo Blvd,Geneva,60134,Kane,7,,,7,No,Yes,6309352935,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-318,5201584,2017-04-03T00:00:00,2017-10-03T00:00:00,Robin's Nest Assisted Living,405 South 7th Street,St. Charles,60174,Kane,6,,,6,No,Yes,6309352935,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-319,5201576,2017-04-03T00:00:00,2017-10-03T00:00:00,Robin's Nest Assisted Living,1101 Geneva Rd,St. Charles,60174,Kane,8,,,8,No,Yes,6309352935,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-320,5105660,2016-12-31T00:00:00,2017-12-31T00:00:00,Rock Run Place Assisted Living,3320 Executive Drive,Joliet,60431,Will,,101,,101,No,No,8157294773,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-321,5105678,2016-12-31T00:00:00,2017-12-31T00:00:00,Rock Run Place Memory Care,3315 Executive Drive,Joliet,60431,Will,38,,,38,No,Yes,8157252364,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-322,5101107,2015-11-21T00:00:00,2017-11-21T00:00:00,Rolling Hills Place,3521 16th St,Zion,60099,Lake,,59,,59,No,No,8477462147,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-323,5201261,2017-02-27T00:00:00,2018-02-27T00:00:00,Roma Home Care Inc.,13740 S. Archer Ave,Lemont,60439,Cook,,4,,4,No,No,6303305644,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-324,5101123,2015-12-29T00:00:00,2017-12-29T00:00:00,Samaritan Place,6901 N. Galena Rd,Peoria,61614,Peoria,,63,,63,No,No,3096899661,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-325,5103764,2016-07-18T00:00:00,2017-07-18T00:00:00,San Gabriel Assisted Living,2201 Flagg Rd,Rochelle,61068,Ogle,,,46,46,No,No,8155614099,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-326,5104911,2016-09-14T00:00:00,2017-09-14T00:00:00,San Gabriel Memory Care,2509 Frank Watson Parkway,Highland,62249,Madison,34,,,34,No,Yes,6186514444,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-327,5102261,2016-07-22T00:00:00,2017-07-22T00:00:00,"Selfhelp Home, Inc",908 W Argyle,Chicago,60640,Cook,,,60,60,No,No,7732710300,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-328,5103319,2016-12-26T00:00:00,2017-12-26T00:00:00,Senior Star at Weber Place,600 S. Edward Dr,Romeoville,60446,Will,77,,,77,No,Yes,8154399955,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-329,5201485,2016-12-02T00:00:00,2017-06-02T00:00:00,Shepherd Premier Senior Living,6809 Barnard Mill Road,Ringwood,60072,McHenry,,7,,7,No,No,2243336247,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-330,5105884,2017-04-07T00:00:00,2017-08-07T00:00:00,Sheridan at Green Oaks,29330 North Waukegan Rd,Lake Bluff,60044,Lake,56,64,,120,No,No,2245346660,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-331,5105629,2017-05-08T00:00:00,2017-09-08T00:00:00,Sheridan at Tyler Creek (The),508 North McLean,Elgin,60123,Kane,32,64,,96,No,Yes,2242683268,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-332,5103715,2016-07-30T00:00:00,2017-07-30T00:00:00,Silverado #550 Lake Zurich,550 America Ct,Lake Zurich,60047,Lake,16,,,16,No,Yes,8473076990,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-333,5103723,2016-07-30T00:00:00,2017-07-30T00:00:00,Silverado #555 Lake Zurich,555 America Ct.,Lake Zurich,60047,Lake,16,,,16,No,Yes,8473076990,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-334,5103731,2016-07-30T00:00:00,2017-07-30T00:00:00,Silverado #579 Lake Zurich,579 America Ct.,Lake Zurich,60047,Lake,16,,,16,No,Yes,8473076990,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-335,5103749,2016-07-30T00:00:00,2017-07-30T00:00:00,Silverado #600 Lake Zurich,600 America Ct.,Lake Zurich,60047,Lake,16,,,16,No,Yes,8473076990,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-336,5104390,2017-03-04T00:00:00,2018-03-04T00:00:00,Silverado Highland Park,1651 Richfield Ave,Highland Park,60035,Lake,62,,,62,No,Yes,2247650094,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-337,5105645,2017-04-06T00:00:00,2018-04-06T00:00:00,Silverado Naperville,1936 Brookdale Road,Naperville,60563,DuPage,50,,,50,No,Yes,6307789221,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-338,5104382,2016-10-29T00:00:00,2017-10-29T00:00:00,Silverado Orchard Park,5520 Lincoln Avenue,Morton Grove,60053,Cook,84,,,84,No,Yes,8475839800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-339,5200750,2015-11-15T00:00:00,2017-11-15T00:00:00,Simple Blessings,203 E. Monroe,Casey,62420,Clark,,10,,10,No,No,2179322603,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-340,5200768,2016-10-19T00:00:00,2017-10-19T00:00:00,Simple Comfort Retirement Home,2412 Becker Dr,Peru,61354,LaSalle,,6,,6,No,No,8152233045,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-341,5101677,2016-05-27T00:00:00,2017-05-27T00:00:00,Smith Crossing,10501 Emilie Ln,Orland Park,60467,Will,16,46,,62,No,Yes,7083262326,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-342,5102006,2016-06-23T00:00:00,2017-06-23T00:00:00,Smith Village,2320 W. 113th Place,Chicago,60643,Cook,24,58,,82,No,Yes,7734747314,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-343,5100950,2017-03-10T00:00:00,2018-03-10T00:00:00,Snyder Village Assisted Living,1115 Harbers Lane,Metamora,61548,Woodford,20,45,,65,No,Yes,3093672500,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-344,5105389,2016-09-18T00:00:00,2017-09-18T00:00:00,"Solana Deer Park, The",21840 W. Lake Cook Road,Deer Park,60010,Lake,24,60,,84,No,Yes,8475501927,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-345,5103673,2016-07-30T00:00:00,2017-07-30T00:00:00,Spring Meadows Libertyville,901 Florsheim Drive,Libertyville,60048,Lake,14,31,55,100,No,Yes,8478169990,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-346,5103665,2017-01-30T00:00:00,2018-01-30T00:00:00,Spring Meadows Naperville,504 N River Rd,Naperville,60563,DuPage,13,34,55,102,No,Yes,6305484488,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-347,5104671,2016-11-07T00:00:00,2017-11-07T00:00:00,"Springs at Monarch Landing, The",2308 N. Route 59,Naperville,60563,DuPage,28,,,28,No,Yes,6303001200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-348,5105413,2017-03-19T00:00:00,2018-03-19T00:00:00,Springs of Vernon Hills (The),350 South Milwaukee Ave,Vernon Hills,60061,Lake,70,,,70,Yes,Yes,8476349300,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-349,5104903,2017-04-30T00:00:00,2018-04-30T00:00:00,"Stillwater Senior Living, LLC",1111 University Drive,Edwardsville,62025,Madison,,46,,46,No,No,6186922273,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-350,5104705,2016-12-16T00:00:00,2017-12-16T00:00:00,"St. James Villas Wellness, Rehab Villas",1251 East Richton Road,Crete,60417,Will,26,34,,60,No,Yes,7086726700,Assisted Living
