row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-399,N0024,9/25/2012,Caressant Care Nursing and Retirement Homes Limited,264 Norwich Avenue,,Woodstock,N4S 3V9,ON,Canada,+1 613-646-2109,+1 613-646-2182,N/A,http://www.caressantcare.com,,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",47,Yes,34,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-400,S0219,3/6/2013,Fiddick's Nursing Home Ltd,437 First Avenue,PO BOX 340,Petrolia,N0N 1R0,ON,Canada,+1 519-882-0370,+1 519-882-0375,Mr. Michael Fiddick,http://www.fiddicksnursinghome.com,fiddicks@fiddicksnursinghome.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",34,Yes,27,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-401,T0017,9/25/2012,1088416 Ontario Inc.,512 Thunder Bridge Road,,Lindsay,K9V 4R1,ON,Canada,+1 705-324-1199,+1 705-328-1384,N/A,,countryestates05@gmail.com,"[False, False, False, False, False, False, True, True, False, False, True, False, True]",38,Yes,38,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-402,S0183,10/10/2012,Revera Long Term Care Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 519-376-3212,+1 519-371-0923,Ms. Wendy Gilmour,http://www.reveraliving.com,summitplace@reveraliving.com,"[True, True, True, True, True, True, True, True, False, False, True, True, True]",35,Yes,35,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-403,T0062,9/12/2012,DCMS GP (Stouffville) Inc.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 905-642-2902,+1 905-642-8580,Mr. David Bird,http://www.verveseniorliving.com,gm.stouffville@verveseniorliving.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",136,Yes,118,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-404,T0123,7/2/2013,Rollins Investments Inc.,199 Front Street,Unit 215,Belleville,K8N 5H5,ON,Canada,+1 905-377-1555,+1 905-377-1558,Mr. Maurice Rollins,http://www.victoriaretirementliving.ca,victoriaretirement@bellnet.ca,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",49,Yes,46,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-405,N0414,5/1/2016,BayBridge (Barrie) Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,705-722-9191,N/A,N/A,http://amica.ca/barrie,,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",194,Yes,133,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-406,S0156,8/29/2012,Seasons Retirement Communities (Royal Oak) GP Inc.,1315 North Service Road E.,Unit 200,Oakville,L6H 1A7,ON,Canada,+1 519-966-5475,+1 519-250-6576,Mr. Michael Lavallee,http://www.seasonsretirement.com,mlavallee@seasonsretirement.co,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",140,Yes,127,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-407,S0029,11/23/2012,Dementia Care Inc.,35 Capulet Walk,,London,N6H 5W4,ON,Canada,+1 519-657-4468,+1 519-657-0915,Ms. Joy  Birch,http://www.highviewres.com,info@highviewres.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",48,Yes,48,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-408,N0407,11/9/2015,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-562-3555,+1 613-562-7891, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, True, True, True, False, True]",150,Yes,127,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-409,N0185,7/31/2013,1440357 Ontario Ltd.,13468 Loyalist Parkway,,Picton,K0K 2T0,ON,Canada,+1 613-476-0444,+1 613-476-0326,Mr. Anik Jivanjee,http://www.mlpresidence.ca,info@mlpresidence.ca,"[True, True, True, False, False, True, True, True, False, True, True, False, False]",53,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-410,N0070,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-342-0200,+1 613-342-8729, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",77,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-411,T0156,2/6/2013,Mississauga Rest Home Inc.,73 King Street W.,,Mississauga,L5B 1H1,ON,Canada,905-279-4800,+1 905-615-8141,N/A,,theheritagehouse@rogers.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",77,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-412,S0376,3/31/2015,HCN-Revera Lessee (Windermere on the Mount) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 519-432-9863,+1 519-432-3587,N/A,,windermereonthemount@reveraliving.com,"[True, True, False, False, False, False, True, True, False, True, True, True, True]",96,Yes,87,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-413,T0424,3/31/2015,HCN-Revera Lessee (Forest Hill Place) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 416-785-1511,+1 416-785-6228,Ms. Shana Bond,http://reveraliving.com/foresthill,foresthillplace@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",156,Yes,156,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-414,T0045,9/12/2012,Devonshire Erin Mills Inc.,1295 Riverbend Road,Unit 300,London,N6K 0G2,ON,Canada,+1 905-823-6700,+1 905-823-2410,Mrs. Dale Pineau,http://erinview.sifton.com,jacques.cartier@erinview.sifton.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",56,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-415,N0104,11/23/2012,Beacon Heights Limited Partnership,"175 Bloor Street, South Tower E.",Unit 601,Toronto,M4W 3R8,ON,Canada,+1 613-742-1243,+1 613-742-0422,N/A,http://www.allseniorscare.com,,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",154,Yes,154,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-416,N0362,9/19/2014,"Diversicare Canada Management Services Co., Inc.",2121 Argentia Road,Unit 301,Mississauga,L5X 2X4,ON,Canada,+1 613-966-4407,+1 613-967-0996,Mr. David Bird,http://www.verveseniorliving.com,gm.therichmond@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",166,Yes,82,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Sto",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-417,S0096,11/24/2016,Country Manor Estates Ltd.,66 Victoria Street,PO BOX 160,Thedford,N0M 2N0,ON,Canada,+1 519-296-4919,+1 519-296-5715,Mr. David  Leo,http://www.cmanorestates.com,cmanorestates@gmail.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",96,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-418,N0146,5/1/2013,Light-Haven Home Inc.,38 Desbarats Street,PO BOX 87,Bruce Mines,P0R 1C0,ON,Canada,+1 705-785-9975,+1 705-785-9975,Ms. Dorothy Miller,http://www.lighthavenhome.com,info@lighthavenhome.com,"[True, True, False, False, False, True, True, True, False, True, True, False, True]",24,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-419,T0486,10/3/2016,HCN-Revera Lessee (Weber) LP,"55 Standish Court, 8th Floor",,Mississauga,L5R 4B2,ON,Canada,+1 519-748-4814,+1 519-748-4840,Ms. Shana Bond,http://http://www.reveraliving.com/briarfieldgardens,briarfieldgardens@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",138,Yes,102,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room, ",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-420,T0274,5/28/2013,HCN-Revera Lessee (Cedarcroft  Place) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 905-723-9490,+1 905-723-0666,Ms. Shana Bond,http://reveraliving.com/cedarcroft,cedarcroft@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",76,Yes,76,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-421,S0019,8/29/2012,M.J.A MacGowan Holdings Ltd.,721 Josephine Street RR #1 N.,PO BOX 1060,Wingham,N0G 2W0,ON,Canada,+1 519-357-3430,+1 519-357-2303,Mr. Archie  MacGowan,http://www.braemar-rc.com,macgowana@hurontel.on.ca,"[True, True, True, False, True, True, True, True, False, True, False, False, True]",20,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-422,S0048,9/5/2012,DCMS GP Inc.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 519-682-3366,+1 519-682-0688,Mr. David Bird,http://www.verveseniorliving.com,gm.hm@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",43,Yes,43,"Common Resident Areas, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-423,S0081,9/12/2012,2269036 Ontario Inc.,190 King Street,,St. Catharines,L2R 3J7,ON,Canada,+1 905-641-4422,+1 905-641-4989,N/A,http://www.loyalist-retirement.com,,"[True, False, False, False, False, True, True, True, False, True, False, False, True]",115,Yes,115,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Offices, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-424,S0228,7/31/2013,Park Place Lifestyles Inc.,35 Lesmill Road,,Toronto,M3B 2T3,ON,Canada,+1 905-333-3323,+1 905-501-0813,N/A,,RyanK@westdaleproperties.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",115,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-425,N0399,9/30/2015,La Residence Cassel-Mar Inc.,741 Long Point Circle,,Ottawa,K1T 4H5,ON,Canada, 613-764-2868,+1 613-764-1607,Mr. Dale Pike,http://residencestfrancois.ca,amydesjardins@residencestfrancois.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, False]",84,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-426,T0296,11/1/2013,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-850-3605,+1 905-850-3832, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",11,Yes,11,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-427,S0015,10/5/2012,RiverView Terrace (Brantford) Inc.,104 Brant Avenue,,Brantford,N3T 3H3,ON,Canada,+1 519-756-4141,+1 519-752-5820,Mr. Gregory Neid,http://www.riverviewterrace.ca,gneid@gold-river.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",78,Yes,69,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-428,N0001,6/27/2012,Fox Run Residence Management Inc.,104 Thousand Islands Parkway,,Gananoque,K7G 2V4,ON,Canada,+1 613-382-8448,+1 613-382-8449,Ms. Heather Howard,http://www.foxrunbytheriver.com,info@foxrunbytheriver.com,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",120,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-429,T0167,1/10/2013,Heritage River Retirement Community Corporation,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 519-846-5350,+1 519-846-0911,Ms. Shelley Gould,http://www.heritageriver.ca,sbrinkman@heritageriver.ca,"[True, True, True, True, False, False, True, True, False, True, True, True, True]",112,Yes,112,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-430,S0076,10/5/2012,Heather Marie Bice,24264 Coldstream Road,,Ilderton,N0M 2A0,ON,Canada,519-666-1873,+1 519-666-1829,N/A,,info@countrysidemanor.ca,"[True, True, False, True, False, True, True, True, False, True, True, True, True]",13,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-431,N0226,10/31/2012,2274855 Ontario Inc.,41 Mansfield Park Court,,Port Perry,L9L 2B5,ON,Canada,+1 613-747-7000,+1 613-747-1804,Mr. Brett Rushlow,http://www.camillagardensretirementhome.com,camillagardens@bellnet.ca,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",60,Yes,46,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-432,S0154,8/29/2012,Seasons Retirement Communities (Strathroy) GP Inc.,1315 North Service Road E.,Unit 200,Oakville,L6H 1A7,ON,Canada,+1 519-246-1118,+1 519-246-1171,Mr. Michael Lavallee,http://www.seasonsretirement.com,mlavallee@seasonsretirement.co,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",140,Yes,120,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Parking Garage, Garbage Room",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-433,T0165,1/30/2013,Evergreen Mississauga G.P. Inc.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 905-502-8882,+1 905-502-9994,Mr. David Bird,http://www.verveseniorliving.com,gm.evergreen@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",160,Yes,140,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-434,S0383,9/11/2015,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 519-537-7733,+1 519-537-6801, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",185,Yes,185,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-435,T0171,11/7/2012,Russell Hill Retirement Residence Inc.,22 St. Clair Avenue E.,Unit 1200,Toronto,M4T 2S3,ON,Canada,+1 416-922-8005,+1 416-847-8381,N/A,http://www.therussellhill.com,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",75,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-436,T0288,11/20/2013,Weston Gardens Retirement Inc.,303 Queens Drive,,Toronto,M6L 3C1,ON,Canada,+1 416-241-1113,N/A,Mr. Don Lemieux,http://www.westongardens.ca,nathanlemel@rogers.com,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",200,Yes,151,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-437,T0063,9/12/2012,Oakridge Gardens Retirement Partnership,70 Bernard Avenue,,Richmond Hill,L4C 0W7,ON,Canada,+1 905-770-4704,+1 905-770-0253,Mr. David Bird,http://www.verveseniorliving.com,gm.richmondhill@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",260,Yes,130,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-438,T0115,11/29/2012,Tri-County Mennonite Homes,200 Boullee Street,,New Hamburg,N3A 2K4,ON,Canada,+1 519-662-2280,+1 519-662-1090,N/A,http://www.tcmhomes.com,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",73,Yes,52,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-439,N0374,3/31/2015,HCN-Revera Lessee (St. Lawrence Place) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 613-544-5900,+1 613-544-9971,Ms. Shana Bond,http://reveraliving.comstlawrence,St.LawrencePlace@reveraliving.com,"[True, True, True, False, True, True, True, True, True, False, True, True, True]",71,Yes,71,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-440,S0011,4/24/2013,1122121 Ontario Inc.,1532 Pelham Street N.,,Fonthill,L0S 1E3,ON,Canada,+1 905-892-5094,+1 905-892-9523,Mr. Muhanad (Mike) Hassani,http://www.shorthillsvilla.ca,shorthillsvilla@cogeco.net,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",63,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-441,N0079,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,613-521-1977,+1 613-521-8560, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",126,Yes,61,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-442,T0124,1/18/2013,Slovenian Linden Foundation,52 Neilson Drive,,Etobicoke,M9C 1V7,ON,Canada,+1 416-621-3820,+1 416-621-9773,Mrs. Theresa Macdermid,http://www.domlipa.ca,t.macdermid@domlipa.ca,"[False, False, False, False, False, False, True, True, False, False, True, True, True]",32,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-443,T0143,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 647-286-7935,+1 416-730-9277,Ms. Andrea Prashad,http://www.amica.ca,bayviewgardens@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",180,Yes,147,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-444,T0264,5/28/2013,HCN-Revera Lessee (Terrace Gardens) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 416-789-7670,+1 416-789-3372,Ms. Shana Bond,http://reveraliving.com/terracegardens,terracegardens@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",67,Yes,62,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-445,T0076,9/12/2012,Roxborough Retirement Partnership,1 Roxborough Road,,Newmarket,L3Y 2P8,ON,Canada,+1 905-853-4573,+1 905-853-4928,Mr. David Bird,http://www.verveseniorliving.com,gm.rox@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",296,Yes,148,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-446,N0034,2/14/2013,937491 Ontario Inc,4 Burchell Boulevard,,Perth,K7H 1E3,ON,Canada,+1 613-267-6213,+1 613-267-6261,Ms. Helen McCartney,http://www.rideauferrycountryhome.com,ken.mccartney@sympatico.ca,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",39,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-447,T0108,9/12/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 416-977-0867,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",240,Yes,208,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-448,T0469,5/5/2016,Asquith N Allen,25 Windermere Court,,Brampton,L6X 2L5,ON,Canada,416-528-8484,+1 905-230-2226,N/A,,redmaple119@gmail.com,"[True, True, False, False, False, True, True, True, False, True, False, False, False]",10,No,0,"Basement, Mechanical/Electrical Rooms, Laundry Rooms, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-449,S0116,11/7/2016,Tiverton Park Manor Inc.,24 King Street,PO BOX 250,Tiverton,N0G 2T0,ON,Canada,+1 519-368-8800,+1 519-368-8811,Mrs. Colleen Hamann,http://www.tivertonparkmanor.com,tpm@tnt21.com,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",52,Yes,49,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-450,S0034,12/12/2012,Village of Walkers Green Limited,4151 Kilmer Drive,,Burlington,L7M 5A9,ON,Canada,905-315-2500,+1 905-319-6349,N/A,http://www.heritage-place.ca,,"[False, False, False, False, False, False, True, True, False, False, False, False, True]",179,Yes,107,"Kitchen, Hallways, Dining Room, Common Resident Areas, Stairways, Laundry Rooms, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-451,S0161,4/11/2016,1583187 Ontario Inc.,307 King Street E.,2nd Floor,Hamilton,L8N 1C1,ON,Canada,+1 519-759-2070,+1 519-759-0749,N/A,,sheridan-lodge@rogers.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",31,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-452,N0251,5/28/2013,HCN-Revera Lessee (Colonel By) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 613-730-2002,+1 613-730-3516,Ms. Shana Bond,http://reveraliving.comcolonelby,ColonelBy@reveraliving.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",127,Yes,127,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-453,N0084,5/8/2013,692536 Ontario Limited,120 Elizabeth Street,,Brighton,K0K 1H0,ON,Canada,+1 613-475-3510,+1 613-475-3431,N/A,,applefestlodge@cogeco.net,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",70,Yes,67,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-454,S0243,1/30/2014,2398125 Ontario Inc.,154 Maple Street,,Simcoe,N3Y 2G6,ON,Canada,+1 519-426-4065,+1 519-426-5630,Mrs. Oksana Mikouliak,http://www.mapleretirement.ca,oksana@mapleretirement.ca,"[True, True, True, True, True, True, True, True, False, True, False, False, True]",32,Yes,32,"Dining Room, Common Resident Areas, Staff Areas, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-455,N0443,11/1/2016,"Red Oak Villa GP Inc., on behalf of Red Oak Villa LP",130 Elm Street,Unit 201,Sudbury,P3C 1T6,ON,Canada,+1 705-673-0050,+1 705-673-5123,N/A,http://www.autumnwood.ca,,"[True, False, True, False, False, False, True, True, False, True, True, True, True]",100,Yes,84,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbag",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-456,N0428,8/25/2016,1954095 Ontario Limited,138 Poplar Heights Drive,,Toronto,M9A 4Z4,ON,Canada,+1 705-725-9119,+1 705-725-8848,Mr. Ashok Channa,http://www.mulcastermews.ca,maggierae@mulcastermews.ca,"[True, True, True, True, False, True, True, True, False, True, False, True, True]",52,Yes,48,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Sto",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-457,T0293,12/6/2013,Arul Oli Senior Centre,8 Snowy Owl Way,,Scarborough,M1X 0B4,ON,Canada,+1 647-231-9031,N/A,N/A,,arulolisg@gmail.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-458,N0064,7/25/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-741-1257,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",200,Yes,173,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-459,T0160,5/15/2013,Highland Manor Retirement Lodge LP,110 Belsyde Street E.,,Fergus,N1M 1Z5,ON,Canada,+1 519-843-6694,+1 519-843-7875,Mrs. Nancy Kauffman-Lambert,http://highlandmanorfergus.ca,nankauff@gmail.com,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",65,Yes,54,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Sto",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-460,T0003,7/11/2012,AON INC.,307 Aylmer Street N.,,Peterborough,K9J 7M4,ON,Canada,+1 705-876-1314,+1 705-876-1908,N/A,http://www.gardensofpeterborough.ca,,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",92,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-461,N0030,11/7/2012,Lukenda Family Partnership,760 Great Northern Road,,Sault Ste. Marie,P6B 0B5,ON,Canada,+1 705-945-9405,+1 705-942-2063,Mrs. Nadia Longo,http://www.greatnorthernretirement.com,greatnorthernn.longo@shaw.ca,"[True, True, True, False, False, True, True, True, False, True, False, False, True]",150,Some,32,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-462,S0182,10/10/2012,Revera Long Term Care Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 519-396-4400,+1 519-396-9092,Ms. Wendy Gilmour,http://www.reveraliving.com,trilliumcrtret@reveraliving.com,"[True, True, True, False, True, True, True, True, False, False, False, False, True]",59,Yes,59,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-463,S0197,5/29/2013,1672537 Ontario Limited,326 12th Street,,Hanover,N4N 1V6,ON,Canada,+1 519-506-9000,+1 519-506-9001,Ms. Geree Singh,http://www.choicesliving.com,info@choicesliving.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",13,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-464,T0085,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 705-432-2385,+1 705-432-3331, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",9,No,0,None,Assisted Living
