row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,address_line_1,address_line_2,city,province,postal_code,country,latitude,longitude,neighborhood,addr_valid
USA-WI-50-All-50-All-2046,FIRST CLASS CARE WISCONSIN LLC,,REGULAR,,FIRST CLASS CARE WISCONSIN LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537234&keyb=-1,DANI ORUGBANI,(718) 664-8854,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,5441 N 73RD ST,,MILWAUKEE,WI,53218,USA,43.1161211,-88.0023428,Silver Spring,True
USA-WI-50-All-50-All-2047,PINE VIEW I,,REGULAR,,MARIE BOYD,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537290&keyb=-1,MARIE BOYD,(414) 466-2257,,,,,Proprietorship,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,4525 N 76TH ST,,MILWAUKEE,WI,53218,USA,43.0997176,-88.0074111,Columbus Park,True
USA-WI-50-All-50-All-2048,GEORGIAS PARADISE ASSISTED LIVING II,,REGULAR,,GEORGIAS PARADISE ASSISTED LIVING LLC II,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537314&keyb=-1,LATANYA JONES,(414) 933-4725,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,844 N 25TH ST,,MILWAUKEE,WI,53233,USA,43.041321,-87.944655,Avenues West,True
USA-WI-50-All-50-All-2049,FLAGG STREET MANOR LLC,,REGULAR,,FLAGG STREET MANOR LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537320&keyb=-1,"TRIPLETT, JARED WINFREY, KELLY",(414) 803-1026,,,,,Limited Liability Company,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,5845 N 92ND ST,,MILWAUKEE,WI,53223,USA,43.124172,-88.027365,Silverswan,True
USA-WI-50-All-50-All-2050,A BETTER LIVING FAMILY SERVICES SITE 4,,REGULAR,,A BETTER LIVING ENTERPRISE,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537347&keyb=-1,JOANN HACKNEY,(414) 353-0876,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,3915 N 62ND STREET,,MILWAUKEE,WI,53216,USA,43.0884783,-87.9898419,Dineen Park,True
USA-WI-50-All-50-All-2051,GLADSTONE RESIDENCE,,REGULAR,,GLADSTONE RESIDENCE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537348&keyb=-1,JANET HENSLEY,(414) 304-5635,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,310 HEMLOCK COURT,,SOUTH MILWAUKEE,WI,53172,USA,42.9265887,-87.8750042,,True
USA-WI-50-All-50-All-2052,ELITE ADULT FAMILY HOME 2,,REGULAR,,ELITE ADULT FAMILY HOME INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537349&keyb=-1,CAROL FFRENCH,(414) 213-2724,,,,,Corporation - Business,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,2601 NORTH 59TH STREET,,MILWAUKEE,WI,53210,USA,43.066311,-87.986694,Uptown,True
USA-WI-50-All-50-All-2053,HEAVENLY HANDS PARK JABEZ AFH SITE III,,REGULAR,,JOHN BELL,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537355&keyb=-1,JOHN BELL,(414) 397-8563,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,2973 NORTH 48TH STREET,,MILWAUKEE,WI,53210,USA,43.0731759,-87.973949,St. Joseph's,True
USA-WI-50-All-50-All-2054,RIGHT AT HOME,,REGULAR,,"RIGHT AT HOME, INC.",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537367&keyb=-1,DEBORAH BOYD,(414) 235-1100,,,,,Corporation - Business,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,4126 NORTH ELMHURST,,MILWAUKEE,WI,53216,USA,43.092147,-87.961123,Lincoln Creek,True
USA-WI-50-All-50-All-2055,1 HEAVENLY DIVINE ADULT FAMILY HOMES LLC,,REGULAR,,1 HEAVENLY DIVINE ADULT FAMILY HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537387&keyb=-1,KATHY JONES,(414) 350-3558,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,4637 N 24TH PL,,MILWAUKEE,WI,53209,USA,43.1016505,-87.9431962,Rufus King,True
USA-WI-50-All-50-All-2056,AEGIS ADULT FAMILY HOME LLC,,REGULAR,,MICAH A COOPER,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537390&keyb=-1,MICAH COOPER,(414) 803-4799,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,3408 S 1ST STREET,,MILWAUKEE,WI,53207,USA,42.9821825,-87.9104678,Saveland Park,True
USA-WI-50-All-50-All-2057,EASY LIVING SENIOR HOME LLC THE COTTAGE,,REGULAR,,EASY LIVING SENIOR HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537392&keyb=-1,CARMEN MARTIN,(414) 340-4088,,,,,Church,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,2037 W NEIL PLACE,,MILWAUKEE,WI,53209,USA,43.1164809,-87.9376227,Lincoln Park,True
USA-WI-50-All-50-All-2058,LANES CARING FAMILY HOME,,REGULAR,,JOYCE L LANE,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537396&keyb=-1,JOYCE LANE,(414) 243-3260,,,,,Proprietorship,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,5649 N 65 ST,,MILWAUKEE,WI,53218,USA,43.1206311,-87.9926466,Silver Spring,True
USA-WI-50-All-50-All-2059,LIVING MADE EASY HOMES LLC SITE 2,,REGULAR,,LIVING MADE EASY HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537401&keyb=-1,MARTHIA BELL,(414) 870-7732,,,,,Limited Liability Company,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,2135 NORTH 39TH STREET,,MILWAUKEE,WI,53208,USA,43.058237,-87.96266,Washington Park,True
USA-WI-50-All-50-All-2060,IVY RESIDENTIAL GROUP LLC,,REGULAR,,IVY GROUP LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537402&keyb=-1,PATRICIA BENT,(414) 921-8093,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,2616 N 52ND ST,,MILWAUKEE,WI,53210,USA,43.0665505,-87.9784081,Uptown,True
USA-WI-50-All-50-All-2061,LANGLADE HOUSE LLC,,REGULAR,,LANGLADE HOUSE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537405&keyb=-1,LUCAS SANDERS,(414) 466-9140,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,9616 W LANGLADE ST,,MILWAUKEE,WI,53225,USA,43.127513,-88.032726,Parkway Hills,True
USA-WI-50-All-50-All-2062,QRS BRADLEY 1 AFH,,REGULAR,,QUALITY RESIDENTIAL SERVICES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537409&keyb=-1,MILTON BOND JR,(414) 368-3504,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,9537 W BRADLEY RD,,MILWAUKEE,WI,53224,USA,43.1628294,-88.0307139,Calumet Farms,True
USA-WI-50-All-50-All-2063,MORE THAN A HOME 3,,REGULAR,,MORE THAN A HOME,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537412&keyb=-1,LYNELL MONNIE,(414) 875-7496,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,6610 NORTH 86TH STREET,,MILWAUKEE,WI,53224,USA,43.1379942,-88.0191803,Menomonee River Hills,True
USA-WI-50-All-50-All-2064,LIVING MADE EASY HOMES LLC SITE 1,,REGULAR,,LIVING MADE EASY HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537417&keyb=-1,MARTHIA BELL,(414) 870-7732,,,,,Limited Liability Company,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,2133 NORTH 39TH STREET,,MILWAUKEE,WI,53208,USA,43.0582572,-87.9625352,Washington Park,True
USA-WI-50-All-50-All-2065,BELL THERAPY 68TH ST,,REGULAR,,PHOENIX CARE SYSTEM INC/ BELL THERAPY INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537474&keyb=-1,JULIA WARZYNSKI,(414) 443-5250,,,,,Corporation - Business,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED,,,,,628-30 S 68TH ST,,MILWAUKEE,WI,53214,USA,43.025321,-87.997064,Johnson's Woods,True
USA-WI-50-All-50-All-2066,NEXT STEP 68TH STREET HOUSE,,REGULAR,,NEXT STEP IN RESIDENTIAL SERVICES,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537477&keyb=-1,DOUG SVEDA,(414) 321-5990,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,2817-2819 S 68TH ST,,MILWAUKEE,WI,53219,USA,42.993317,-87.998019,Fairview,True
USA-WI-50-All-50-All-2067,NOUVELLE CARE SERVICES INC,,REGULAR,,NOUVELLE CARE SERVICES INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537495&keyb=-1,DIDACUS UDEOJI,(414) 324-2327,,,,,Corporation - Business,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,6951 N 77TH CT,,MILWAUKEE,WI,53223,USA,43.14462,-88.007415,Menomonee River Hills,True
USA-WI-50-All-50-All-2068,FAITH HOPE & LOVE AFH LLC,,REGULAR,,CICEL YOUNG,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537525&keyb=-1,CICEL YOUNG,(414) 800-4250,,,,,Limited Liability Company,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,5654 N 43RD STREET,,MILWAUKEE,WI,53209,USA,43.120534,-87.965937,Thurston Woods,True
USA-WI-50-All-50-All-2069,HILLS OF LOVE,,REGULAR,,ROSALYN HILL,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537533&keyb=-1,ROSALYN HILL,(414) 212-8017,,,,,Other,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,5336 N 64TH STREET,,MILWAUKEE,WI,53218,USA,43.1146925,-87.9908187,Silver Spring,True
USA-WI-50-All-50-All-2070,JOYFUL LIVING ADULT FAMILY HOME II LLC,,REGULAR,,JOYFUL LIVING ADULT FAMILY HOME II LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537536&keyb=-1,TENNITA MAGEE,(414) 803-5242,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,5622 N 65TH ST,APT 2,MILWAUKEE,WI,53218,USA,43.1201181,-87.9920761,Silver Spring,True
USA-WI-50-All-50-All-2071,MEKONG HOUSE,,REGULAR,,SAI THAO,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537555&keyb=-1,SAI THAO,(414) 937-1038,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,1419 W CUSTER AVENUE,,MILWAUKEE,WI,53209,USA,43.114845,-87.92848,Milwaukee River Parkway,True
USA-WI-50-All-50-All-2072,AWARENESS AND AFFECTION HOUSE SERVICES LLC,,REGULAR,,AWARENESS AND AFFECTION HOUSING SERVICES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537570&keyb=-1,ANTOINETTE JACKSON,(414) 444-1425,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PREGNANT WOMEN/COUNSELLING,,,,,4953 N 19TH STREET,,MILWAUKEE,WI,53209,USA,43.1076175,-87.9343302,Lincoln Park,True
USA-WI-50-All-50-All-2073,CARING HOMES OF WISCONSIN II,,REGULAR,,CARING HOMES OF WISCONSIN LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537577&keyb=-1,DAVE SINENSE,(414) 416-0164,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,3652 S RUTLAND AVE,,ST FRANCIS,WI,53235,USA,42.9779581,-87.8830688,,True
USA-WI-50-All-50-All-2074,FAVOR CHRISTIAN HOME LLC,,REGULAR,,FAVOR CHRISTIAN HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537579&keyb=-1,SUNDAY KEROBO,(414) 426-5846,,,,,Limited Liability Company,3,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,5320 N 52ND ST,,MILWAUKEE,WI,53218,USA,43.114331,-87.977163,McGovern Park,True
USA-WI-50-All-50-All-2075,SOUTHERN QUALITY CARE LLC,,REGULAR,,SOUTHERN QUALITY CARE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537580&keyb=-1,CARRIE PRATHER,(414) 446-4042,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,,,,,6641 W BRENTWOOD AVE,,MILWAUKEE,WI,53223,USA,43.134775,-87.9939472,Menomonee River Hills East,True
USA-WI-50-All-50-All-2076,WINNING WAYS INC,,REGULAR,,WINNING WAYS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537582&keyb=-1,PAULETTE DEAN-PIERCE,(414) 760-1379,,,,,Corporation - Business,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,6931 N 100TH ST,,MILWAUKEE,WI,53224,USA,43.143748,-88.0373796,Golden Gate,True
USA-WI-50-All-50-All-2077,JEAN-OWEN ADULT FAMILY HOME LLC,,REGULAR,,JEAN-OWEN ADULT FAMILY HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537583&keyb=-1,MICHELLE WASHINGTON,(414) 215-7953,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,1423 RAWSON AVE,,SOUTH MILWAUKEE,WI,53172,USA,42.9151753,-87.8704579,,True
USA-WI-50-All-50-All-2078,DREAM ADULT FAMILY HOMES,,REGULAR,,DREAM ADULT FAMILY HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537585&keyb=-1,DERREK CARTER,(414) 839-6520,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,8027 W BECKETT AVE,,MILWAUKEE,WI,53218,USA,43.1019572,-88.0125971,Columbus Park,True
USA-WI-50-All-50-All-2079,MARGARETS PLACE ADULT FAMILY HOME INC,,REGULAR,,MARGARETS PLACE ADULT FAMILY HOME INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537588&keyb=-1,JENA SANFORD,(414) 517-4900,,,,,Corporation - Business,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED,,,,,2514 W CHAMBERS ST,,MILWAUKEE,WI,53206,USA,43.073575,-87.945291,Park West,True
USA-WI-50-All-50-All-2080,BURBANK PLACE,,REGULAR,,BURBANK PLACE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537592&keyb=-1,MICHAEL ROGINSKIY,(414) 745-3053,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,9245 N BURBANK AVE,,MILWAUKEE,WI,53224,USA,43.144377,-88.329797,Bark River Hills,True
USA-WI-50-All-50-All-2081,5 STAR ADULT CARE SERVICES LLC,,REGULAR,,5 STAR ADULT CARE SERVICES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537595&keyb=-1,APRILL WRIGHT,(414) 375-5826,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,5442 N 20TH ST,,MILWAUKEE,WI,53209,USA,43.116251,-87.936216,Lincoln Park,True
USA-WI-50-All-50-All-2082,ELIANA HOMES I,,REGULAR,,A CLEARER VISION LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4537598&keyb=-1,GAYLE MILLIS,(262) 989-2366,,,,,Limited Liability Company,4,,Adult Family Home,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,8820 CAROL CT,,OAK CREEK,WI,53154,USA,42.8838041,-87.8655632,,True
