row_id,Facility Name,Address1,Address2,City,Zip,State,County,Contact Phone,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Mailing County,Website,Space,Source,Country,facility_type
USA-FL-61-FL-HealthFinder-output-1464,MARIA'S PALACE CORP,1781-83 SW 4TH ST,,MIAMI,33135,FL,Miami-Dade,(786) 277-0441,2391 NW 3RD ST,,MIAMI,33125-5271,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=303481,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1465,"BIRD'S EYE RESIDENCE, LLC",840 SW 50TH AVENUE,,MARGATE,33068,FL,Broward,(954) 971-1688,840 SW 50TH AVENUE,,MARGATE,33068,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=303497,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1466,AMERICAN ADVANCED SENIOR CARE LLC,2298 BELLEAIR RD,,CLEARWATER,33764-2762,FL,Pinellas,(727) 524-1390,2298 BELLEAIR RD,,CLEARWATER,33764-2762,FL,Pinellas,http://belleairassistedliving.com/,20,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3037,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1467,NORTHWOOD MANOR LLC,27737 BREAKERS DR,,WESLEY CHAPEL,33544,FL,Pasco,(813) 929-1656,27737 BREAKERS DR,,WESLEY CHAPEL,33544,FL,Pasco,http://www.northwoodmanorsouth.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=303895,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1468,UNITED SENIOR LIVING INC,3716 NW 23 COURT,,MIAMI,33142,FL,Miami-Dade,(786) 518-3538,3716 NW 23 COURT,,MIAMI,33142,FL,Miami-Dade,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=303947,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1469,BROOKDALE COLONIAL PARK,4730 BEE RIDGE ROAD,,SARASOTA,34233,FL,Sarasota,(941) 378-4414,4730 BEE RIDGE ROAD,,SARASOTA,34233,FL,Sarasota,http://brookdale.com,110,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3042,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1470,MGR HOME #2 INC,13620 SW 119TH ST,,MIAMI,33186-4518,FL,Miami-Dade,(786) 801-0779,13620 SW 119TH ST,,MIAMI,33186-4518,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=304292,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1471,NEPTUNE MANOR,1694 NEPTUNE ROAD,,KISSIMMEE,34744,FL,Osceola,(407) 933-5537,1694 NEPTUNE ROAD,,KISSIMMEE,34744,FL,Osceola,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=304357,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1472,ALL SENIORS ASSISTED LIVING,2706 PIONEER RD,,ORLANDO,32808,FL,Orange,(407) 440-4046,2706 PIONEER RD,,ORLANDO,32808,FL,Orange,,21,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=304395,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1473,BAYSHORE GUEST HOME,512 BAYSHORE ROAD,,NOKOMIS,34275,FL,Sarasota,(941) 484-1222,28790 COLEMAN DRIVE,,GROSSE ILE,48138,MI,Not Available,http://bayshoreguesthome.com,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=304425,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1474,"LOVE & PEACE ALF, LLC",520 NW 49 STREET,,MIAMI,33127,FL,Miami-Dade,(954) 415-5130,520 NW 49 STREET,,MIAMI,33127,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=304436,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1475,HIALEAH ALF INC,158 WEST 8TH STREET,,HIALEAH,33010,FL,Miami-Dade,(305) 884-1961,158 WEST 8TH ST,,HIALEAH,33010,FL,Miami-Dade,,19,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3046,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1476,BIRD LAKES FACILITY CARE INC,14279 SW 52ND ST,,MIAMI,33175-5830,FL,Miami-Dade,(305) 553-0192,14279 SW 52ND ST,,MIAMI,33175-5830,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3052,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1477,DAVID & JONATHAN ALF INC,1162 WEST 30TH STREET,,HIALEAH,33012,FL,Miami-Dade,(786) 326-0150,1162 W 30 ST,,HIALEAH,33012,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3063,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1478,"VANDOR GERIATRIC HOMECARE, INC.",2110 NORTH 46TH AVENUE,,HOLLYWOOD,33021,FL,Broward,(954) 985-4267,2110 NORTH 46TH AVENUE,,HOLLYWOOD,33021,FL,Broward,http://www.vandorinhome.com,7,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=306635,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1479,CAPE WEST LLC,4616-4614 SW 7 PLACE,,CAPE CORAL,33914,FL,Lee,(239) 540-7385,4616-4614 SW 7 PLACE,,CAPE CORAL,33914,FL,Lee,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=306762,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1480,WEST DADE HOME CARE SERVICES INC,871 SW 139 AVE,,MIAMI,33184,FL,Miami-Dade,(305) 480-1700,871 SW 139 AVE,,MIAMI,33184,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=306890,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1481,MI CASITA ALF INC,630 STALLINGS AVE,,DELTONA,32738,FL,Volusia,(407) 328-0811,630 STALLINGS AVE,,DELTONA,32738,FL,Volusia,http://micasitaassistedliving.ydasite.com,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=306975,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1482,"ANDREA MARTIN HOME, INC",17851 SW 11TH COURT,,PEMBROKE PINES,33029,FL,Broward,(786) 718-4560,17851 SW 11TH COURT,,PEMBROKE PINES,33029,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307154,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1483,HOME AWAY FROM HOME,324 LYMAN PLACE,,WEST PALM BEACH,33409,FL,Palm Beach,(561) 682-1209,324 LYMAN PLACE,,WEST PALM BEACH,33409,FL,Palm Beach,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307287,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1484,AMBITIOUS QUALITY-CARE ASSISTED LIVING LLC,3939 COUNTRY PL,,WINTER HAVEN,33880,FL,Polk,(863) 242-8444,P. O. BOX 545,,WINTER HAVEN,33882,FL,Polk,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307288,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1485,"MACHIN 2 ALF, INC",15863 SW 150 TERRACE,,MIAMI,33196,FL,Miami-Dade,(305) 235-6694,15863 SW 150 TERRACE,,MIAMI,33196,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307342,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1486,TIFFANY ON THE RIVER,402 N. RIVERSIDE DRIVE,,NEW SMYRNA BEACH,32168,FL,Volusia,(386) 423-1120,402 N. RIVERSIDE DRIVE,,NEW SMYRNA BEACH,32168,FL,Volusia,,7,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3076,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1487,BLANCO HOME HEALTH CARE CORPORATION,604-606 NW 25 AVENUE,,MIAMI,33125,FL,Miami-Dade,(305) 649-9299,604-606 NW 25 AVENUE,,MIAMI,33125,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3077,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1488,LOVE OF PEACE,12915 SW 21ST ST,,MIAMI,33175-1803,FL,Miami-Dade,(786) 362-5301,12915 SW 21ST ST,,MIAMI,33175-1803,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307710,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1489,SERENITY HOUSE ASSISTED LIVING,14355 HIGHGROVE RD,,SPRING HILL,34609,FL,Hernando,(352) 232-2522,PO BOX 10267,,BROOKSVILLE,34603,FL,Hernando,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307729,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1490,ISLAND SPLENDOR ALF #1,9057 109TH AVE,,LARGO,33777-1115,FL,Pinellas,(727) 258-7740,1155 18TH AVE SW,,LARGO,33778-1116,FL,Pinellas,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307730,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1491,ATRIA LADY LAKE,930 HIGHWAY 466,,LADY LAKE,32159,FL,Lake,(352) 259-8185,930 HIGHWAY 466,,LADY LAKE,32159,FL,Lake,http://www.TheLexingtonPark.com,115,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307733,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1492,"VILLA'S ALF, INC",4534 HAMPSHIRE RD,,TAMPA,33634,FL,Hillsborough,(813) 270-9354,7326 EXTER WAY,,TAMPA,33615,FL,Hillsborough,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307760,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1493,HOME SWEET HOME OF BISCAYNE LLC,931 NE 82 STREET,,MIAMI,33138,FL,Miami-Dade,(305) 796-5840,931 NE 82 STREET,,MIAMI,33138,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=307803,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1494,BROOKDALE STUART,3401 SE ASTER LANE,,STUART,34994,FL,Martin,(772) 287-6001,3401 SE ASTER LANE,,STUART,34994,FL,Martin,http://www.brookdale.com,55,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3080,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1495,MORNINGSIDE ALF,2233 SE MORNINGSIDE BLVD,,PORT SAINT LUCIE,34952,FL,St. Lucie,(772) 335-0050,2233 SE  MORNINGSIDE BLVD,,PORT SAINT LUCIE,34952,FL,St. Lucie,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308102,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1496,"PEACE HOME CARE, INC.",5040 NW 197TH ST,,MIAMI GARDENS,33055-1751,FL,Miami-Dade,(305) 621-4213,5040 NW 197TH ST,,MIAMI GARDENS,33055-1751,FL,Miami-Dade,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3082,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1497,CLARA & ANGEL ALF INC,5180 NW 2 STREET,,MIAMI,33126,FL,Miami-Dade,(305) 444-6129,5180 NW 2 STREET,,MIAMI,33126,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308361,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1498,"DR PHILLIPS RESIDENTIAL LIVING, INC",6311 VINELAND RD,,ORLANDO,32819,FL,Orange,(407) 451-9929,6311 VINELAND RD,,ORLANDO,32819,FL,Orange,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308428,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1499,HOPE ASSISTED LIVING FACILITY,1401 DIXIE WAY,,SANFORD,32771,FL,Seminole,(407) 878-5298,1401 DIXIE WAY,,SANFORD,32771,FL,Seminole,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308722,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1500,AUDREYSTLC II,6808 MERION PL,,N LAUDERDALE,33068-3706,FL,Broward,(954) 960-5581,6808 MERION PL,,N LAUDERDALE,33068-3706,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308791,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1501,BELLAGIO PALMS ALF INC,21 NW 133RD PL,,MIAMI,33182-1642,FL,Miami-Dade,(305) 631-2914,21 NW 133RD PL,,MIAMI,33182-1642,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308903,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1502,MERCEDES & FAMILY ALF,4941 NW 183RD ST,,MIAMI GARDENS,33055-2927,FL,Miami-Dade,(305) 623-9548,4941 NW 183RD ST,,MIAMI GARDENS,33055-2927,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=308938,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1503,TROPICAL PARADISE VILLA ASSISTED LIVING AND RETIREMENT,1593 BRICKYARD ROAD,,CHIPLEY,32428,FL,Washington,(850) 638-6999,1593 BRICKYARD ROAD,,CHIPLEY,32428,FL,Washington,,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=309265,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1504,LA COLONIA 1 ALF INC,830 NE 10TH LANE,,CAPE CORAL,33909,FL,Lee,(239) 772-0029,830 NE 10TH LANE,,CAPE CORAL,33909,FL,Lee,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=309433,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1505,"GORDON HEIGHTS, INCORPORATED",9500 NW 80TH ST,,TAMARAC,33321-1306,FL,Broward,(954) 721-4309,9500 NW 80TH ST,,TAMARAC,33321-1306,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=309458,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1506,FAITH HOUSE OF WINTER PARK,1604 BOMI CIR,,WINTER PARK,32792,FL,Orange,(407) 679-2871,290 STONER RD,,WINTER SPRINGS,32708,FL,Orange,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=309563,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1507,LILIAN ALF INC,1317 W RAMBLA ST,,TAMPA,33612-7737,FL,Hillsborough,(813) 270-6231,1317 W RAMBLA ST,,TAMPA,33612-7737,FL,Hillsborough,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=309619,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1508,"BRIGHT HORIZONS OF GREENWOOD, INC.",9565 NW 27TH STREET,,CORAL SPRINGS,33065,FL,Broward,(954) 340-3045,5106 NW 125TH AVENUE,,CORAL SPRINGS,33076,FL,Broward,http://southfloridaassistedliving.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3097,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1509,BELVEDERE COMMONS OF TAMPA,1513 W FLETCHER AVE,,TAMPA,33612-3315,FL,Hillsborough,(813) 265-0844,1513 W FLETCHER AVE,,TAMPA,33612-3315,FL,Hillsborough,http://belvederecommonstampa.com,38,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3099,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1510,GRACE MANOR ASSISTED LIVING AND MEMORY CARE,1321 HERBERT ST,,PORT ORANGE,32129,FL,Volusia,(386) 310-4995,1321 HERBERT ST,,PORT ORANGE,32129,FL,Volusia,http://www.gracemanorportorange.com,54,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310021,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1511,"GINNY'S PLACE OF SUNTREE, LLC",730 WHISPERING PINES CIRCLE,,MELBOURNE,32940,FL,Brevard,(321) 258-2351,685 ROSSMOOR CIRCLE,,MELBOURNE,32940,FL,Brevard,http://ginnysplacealf.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310109,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1512,TIMBERLANE LODGE ALF,415 S TIMBERLANE DRIVE,,NEW SMYRNA BEACH,32168,FL,Volusia,(386) 428-7442,415 S. TIMBERLANE DIVE,,NEW SMYRNA BEACH,32168,FL,Volusia,http://www.timberlaenalf.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310135,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1513,JOVYIA COMFORT HOME,1709 W STATE ROAD 60,,PLANT CITY,33567-9108,FL,Hillsborough,(813) 220-2661,1709 W STATE ROAD 60,,PLANT CITY,33567-9108,FL,Hillsborough,http://www.jovyiaalf.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310145,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1514,A NEW AGE OF SENIOR CARE AT WELLINGTON INC,1074 C-D HYACINTH PLACE,,WELLINGTON,33414,FL,Palm Beach,(561) 847-4548,1074 C-D HYACINTH PLACE,,WELLINGTON,33414,FL,Palm Beach,http://www.newageseniorcare.com,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310309,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1515,BROOKDALE VERO BEACH SOUTH,410 4TH CT,,VERO BEACH,32962-1814,FL,Indian River,(772) 569-4600,410 4TH CT,,VERO BEACH,32962-1814,FL,Indian River,http://www.brookdale.com,50,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3104,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1516,SHP V HYDE PARK LLC,800 WEST AZEELE ST,,TAMPA,33606,FL,Hillsborough,(813) 254-1069,7 GIRALDA FARMS,,MADISON,7940,NJ,Not Available,,156,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310405,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1517,TRANSITION CARE ASSISTED LIVING FACILITY,1613 SW MERIDIAN AVE,,PORT SAINT LUCIE,34953,FL,St. Lucie,(772) 224-6091,1613 SW MERIDIAN AVE,,PORT SAINT LUCIE,34953,FL,St. Lucie,,5,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310487,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1518,"THE ARC OF PUTNAM COUNTY, INC",2201 HUSSON AVE,,PALATKA,32177-6528,FL,Putnam,(386) 328-8503,1209 WESTOVER DR,,PALATKA,32177-5355,FL,Putnam,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3106,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1519,THE ARC OF PUTNAM COUNTY INC,110 - 112 HUSSON AVENUE,,PALATKA,32177,FL,Putnam,(386) 328-5378,110-112 HUSSON AVENUE,,PALATKA,32177,FL,Putnam,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3107,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1520,"GOD'S V. I. P. SENIOR HAVEN, LTD",4681 SW 66TH AVENUE,,DAVIE,33314,FL,Broward,(954) 581-9111,4681 SW 66TH AVENUE,,DAVIE,33314,FL,Broward,http://www.godsvipseniorhaven.com,20,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3108,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1521,GREEN ACRES ALF,2644 FRITZKE RD,,DOVER,33527-3433,FL,Hillsborough,(813) 986-6157,2644 FRITZKE RD,,DOVER,33527-3433,FL,Hillsborough,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310903,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1522,ROYAL LIVING AT POMPANO ALF INC,4200 NE 19TH AVE,,POMPANO BEACH,33064-6019,FL,Broward,(954) 942-2433,4200 NE 19TH AVE,,POMPANO BEACH,33064-6019,FL,Broward,http://www.royalassistedlivingofbroward.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=310983,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1523,BROOKDALE MANDARIN,10790 OLD ST AUGUSTINE RD,,JACKSONVILLE,32257,FL,Duval,(904) 260-0800,10790 OLD ST AUGUSTINE RD,,JACKSONVILLE,32257,FL,Duval,http://www.brookdale.com,170,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3111,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1524,BROOKDALE WEST MELBOURNE,7300 GREENBORO DRIVE,,MELBOURNE,32904,FL,Brevard,(321) 953-6464,7300 GREENSBORO DRIVE,,MELBOURNE,32904,FL,Brevard,http://www.brookdale.com,55,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3114,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1525,TRIPLET ADORABLE ASSISTED LIVING INC,1105 NE 134TH ST,,NORTH MIAMI,33161,FL,Miami-Dade,(305) 331-1056,1105 NE 134TH ST,,NORTH MIAMI,33161,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=311410,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1526,CAREGIVERS TOUCH ALF 2,7525 NORTH CAMERON AVENUE,,TAMPA,33614,FL,Hillsborough,(813) 443-1546,4536 WEST IDLEWILD AVENUE,,TAMPA,33614,FL,Hillsborough,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=311417,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1527,HOGAR DULCE HOGAR,5597 WENDY LN,,NAPLES,34112-2300,FL,Collier,(239) 692-9625,5597 WENDY LN,,NAPLES,34112-2300,FL,Collier,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=311531,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1528,GENERATIONS ON THE BEACH,427 ORIOLE LANE,,INDIALANTIC,32903,FL,Brevard,(321) 610-4636,427 ORIOLE LANE,,INDIALANTIC,32903,FL,Brevard,http://www.GenerationsontheBeach.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=311949,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1529,BROOKDALE TEQUESTA,205 VILLAGE BLVD,,TEQUESTA,33469,FL,Palm Beach,(561) 748-3611,205 VILLAGE BLVD.,,TEQUESTA,33469,FL,Palm Beach,http://www.brookdale.com,55,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3120,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1530,AUDREY'S TLC I,10620 NW 29TH COURT,,SUNRISE,33322,FL,Broward,(954) 306-2745,10620 NW 29TH COURT,,SUNRISE,33322,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=312075,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1531,BRITO'S HOME CORPORATION,7361 PINE VALLEY DR,,HIALEAH,33015-2228,FL,Miami-Dade,(305) 705-4538,7361 PINE VALLEY DR,,HIALEAH,33015-2228,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=312096,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1532,AUSTIN GROUP (THE),1011 VAN DYKE ROAD,,LUTZ,33548-4719,FL,Hillsborough,(813) 948-6184,2626 NORTH DUNDEE STREET,,TAMPA,33629,FL,Hillsborough,http://www.sweetwatermanor.com,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3121,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1533,WHITE HOUSE #2,1822 NEBRASKA AVENUE,,PALM HARBOR,34683,FL,Pinellas,(727) 789-2933,1822 NEBRASKA AVENUE,,PALM HARBOR,34683,FL,Pinellas,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=3123,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1534,GLADE GARDEN INC,5860 91ST AVE N,,PINELLAS PARK,33782-4910,FL,Pinellas,(727) 258-4537,5860 91ST AVE N,,PINELLAS PARK,33782-4910,FL,Pinellas,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=312432,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1535,ADVENT SQUARE,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,33431,FL,Palm Beach,(561) 391-7207,4798 NORTH DIXIE HIGHWAY,,BOCA RATON,33431,FL,Palm Beach,http://www.adventsquare.org,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=312686,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1536,GRAND OAKS,203 SE 2ND ST,,OKEECHOBEE,34974,FL,Okeechobee,(863) 824-6770,2400 SE MONTEREY RD,,STUART,34996,FL,Martin,http://www.grandoaks.org,37,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=313021,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1537,KENDALL ALF II LLC,10230 SW 91ST ST,,MIAMI,33176-1706,FL,Miami-Dade,(786) 641-5160,10230 SW 91ST ST,,MIAMI,33176-1706,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=313038,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1538,"LINDO'S HOUSE OF CARE, INC.",6821 SW 8TH CT,,N LAUDERDALE,33068-2516,FL,Broward,(954) 970-9915,6821 SW 8TH CT,,N LAUDERDALE,33068-2516,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=313086,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1539,WINNIFRED ASSISTED LIVING FACILITY,1302 GINZA RD NW,,PALM BAY,32907,FL,Brevard,(321) 327-5776,1302 GINZA RD NW,,PALM BAY,32907,FL,Brevard,,4,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=313190,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-1540,DIVERSITY ME,3225 N MYRTLE AVE,,JACKSONVILLE,32209,FL,Duval,(904) 355-6819,3225 N MYRTLE AVE,,JACKSONVILLE,32209,FL,Duval,,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=313530,US,Assisted Living
