name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
IJN ADULT PERSONAL CARE HOME-DECATUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1393 DAVID CIRCLE,,,DECATUR,,,GA,,30032,US
IMAC PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4115 CASA LOMA DRIVE,,,DECATUR,,,GA,,30034,US
IN HIS ARMS OF SAFETY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,367 A & B SHORELINE ROAD,,,THOMASVILLE,,,GA,,31757,US
IN LOVING HANDS CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,9343 THOMAS ROAD,,,JONESBORO,,,GA,,30238,US
INDEPENDENT GROUP RESIDENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,505 OAK AVENUE,,,AMERICUS,,,GA,,31709,US
INDEPENDENT GROUP RESIDENCE #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2129 LURAY COURT,,,DUNWOODY,,,GA,,30338,US
INNER CARE PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3703 MCGUIRE STREET,,,KENNESAW,,,GA,,30144,US
INNOVATIVE HOUSING RESIDENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,7462 HOLLY COURT,,,RIVERDALE,,,GA,,30274,US
INNOVATIVE SENIOR SOLUTIONS PCH OF AMERICUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,721 C FELDER STREET,,,AMERICUS,,,GA,,31709,US
INSPIRATION LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,730 WILSON MILL ROAD,,,ATLANTA,,,GA,,30331,US
INTENSIVE TRAINING RESIDENCE (ITR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,144 BRANNEN AVENUE,,,AMERICUS,,,GA,,31709,US
INTENSIVE TREATMENT RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3024 HICKS ROAD,,,MARIETTA,,,GA,,30060,US
INTIMATE ESTATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,449 WOMACK ROAD,,,COVINGTON,,,GA,,30016,US
INTRICATE FIELDS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5715 VILLAGE LOOP,,,FAIRBURN,,,GA,,30213,US
IRIS COVE PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2382 WHEELESS ROAD,,,AUGUSTA,,,GA,,30906,US
ISAAC HAVEN ASSISTED LIVING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1939 ISAAC WATKINS ROAD,,,MONTROSE,,,GA,,31065,US
ISIS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2243 HIDDEN CREEK,,,DECATUR,,,GA,,30035,US
IVY HALL SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5690 STATE BRIDGE ROAD,,,ALPHARETTA,,,GA,,30022,US
IVY PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,7205  NORTH COUNTY LINE ROAD,,,LITHIA SPRINGS,,,GA,,30122,US
IVY SPRINGS MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3177 GRAVEL SPRINGS RD,,,BUFORD,,,GA,,30519,US
IVY SPRINGS RETIREMENT COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1408 SPRING STREET,,,SMYRNA,,,GA,,30080,US
IVYDALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1836 SOUTH MAIN STREET,,,MOULTRIE,,,GA,,31768,US
IZE'S OF AN ANGEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1431 PERRY AVENUE,,,AUGUSTA,,,GA,,30901,US
J & D COMFORT LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6964 KIMBERLAND GARDENS LANE,,,LITHONIA,,,GA,,30058,US
J & J BROWN PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,40 CASEY'S WAY,,,COVINGTON,,,GA,,30014,US
J & J RETIREMENT HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1214 WHISPERING PINES ROAD,,,ALBANY,,,GA,,31707,US
J ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3780 SUNNY HILL DRIVE,,,LOGANVILLE,,,GA,,30052,US
JAAL GROUP PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"6391 ALLEN ROAD, SW",,,MABLETON,,,GA,,30126,US
JABEZ ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1210 OREAR ROAD,,,UNION POINT,,,GA,,30669,US
JABEZ ASSISTED LIVING II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,339 E A TAYLOR ROAD,,,CRAWFORDVILLE,,,GA,,30631,US
JACKSON FALLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,7579 COVINGTON HWY,,,LITHONIA,,,GA,,30058,US
JACKSON FALLS II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2760 DAVIDSON DRIVE,,,LITHONIA,,,GA,,30058,US
JACKSON HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"4580 NORTH MUMFORD ROAD, BLD 3710",,,MACON,,,GA,,31210,US
JACKSON PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2718 CLAYTON DR,,,VALDOSTA,,,GA,,31602,US
JACKSON'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2377 DUBLIN DRIVE,,,AUGUSTA,,,GA,,30916,US
"JACKSON, YOLANDA PCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3864 CREST DRIVE,,,HEPHZIBAH,,,GA,,30815,US
JAGDEO HOME CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5425 HERNDON BOULEVARD,,,MORROW,,,GA,,30260,US
JAMESTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,300 GREEN STREET,,,FORT VALLEY,,,GA,,31030,US
JC AND GAIL COMMUNITY LIVING HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2712 REYNOLDS DRIVE,,,MACON,,,GA,,31206,US
JC DIVINE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2013 CHANCELLOR COURT,,,SNELLVILLE,,,GA,,30078,US
JEFFERSON HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,321 NORTH JEFFERSON STREET,,,MILLEDGEVILLE,,,GA,,31061,US
"JEFFERSON'S, FLORENCE TLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4357 SEAGO ROAD,,,HEPHZIBAH,,,GA,,30815,US
JEHOVAH-JIREH PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1121 C A DEVILLARS ROAD,,,DARIEN,,,GA,,31305,US
JENESIS II PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,562 WOOD KNOLL CT,,,JONESBORO,,,GA,,30238,US
JENESIS PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,307 KENDRICK ESTATES DRIVE,,,JONESBORO,,,GA,,30238,US
"JEREMIAH HOUSE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3044 HOPE COURT,,,DOUGLASVILLE,,,GA,,30135,US
JESUS IS LORD PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2815 DEANS BRIDGE ROAD,,,AUGUSTA,,,GA,,30906,US
JIMMY PARKER EQUESTRIAN PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,110 ROCK HILL ROAD,,,ROCKY FACE,,,GA,,30740,US
"JINKS, PAT HOME, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,609 PERHAM STREET,,,WAYCROSS,,,GA,,31503,US
JMANOR ASSISTED LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,11905 HARRIS ROAD,,,ROSWELL,,,GA,,30076,US
JOANIE'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4093 FLAT SHOALS PARKWAY,,,DECATUR,,,GA,,30034,US
JOANNA'S PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4331 WESLEYAN POINTE,,,DECATUR,,,GA,,30034,US
JOHN'S HELPING HANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2903 LARKSPUR DRIVE,,,AUGUSTA,,,GA,,30906,US
JOHN-WESLEY VILLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5471 THOMASTON ROAD,,,MACON,,,GA,,31220,US
JOHN-WESLEY VILLAS OF SAVANNAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,231 WEST MONTGOMERY CROSSROADS,,,SAVANNAH,,,GA,,31406,US
JOHNS CREEK SENIOR LIVING CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,10220 JONES BRIDGE ROAD,,,JOHNS CREEK,,,GA,,30022,US
JOHNSON PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2460 OLD UNION POINT ROAD,,,GREENSBORO,,,GA,,30642,US
JOHNSON'S PCH #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1009 HALL STREET,,,BAINBRIDGE,,,GA,,39819,US
JOHNSON'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,614 ALFRED CARSON DRIVE,,,SANDERSVILLE,,,GA,,31082,US
JOHNSON'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1007 HALL STREET,,,BAINBRIDGE,,,GA,,39819,US
"JOHNSON, BESSIE HOUSE OF LOVE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2208 IOWA STREET,,,SAVANNAH,,,GA,,31404,US
"JOHNSON, IRENE PCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5018 KENNEDY STREET,,,COLUMBUS,,,GA,,31907,US
JONES MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,339 MARSHALL STREET,,,MARTINEZ,,,GA,,30907,US
JONES PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1618 CIDER LANE,,,AUGUSTA,,,GA,,30906,US
JONESBORO ASSISTED LIVING CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2650 HIGHWAY 138 SE,,,JONESBORO,,,GA,,30236,US
JORDAN PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1910 SAGEMONT DRIVE,,,AUGUSTA,,,GA,,30906,US
JOSEPH HOME OF COMFORT PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3908 FARRINGTON DRIVE,,,HEPHZIBAH,,,GA,,30815,US
JOSHUA HOUSE MINISTRIES #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2233 MARTIN LUTHER KING JR BLVD,,,AUGUSTA,,,GA,,30901,US
JOY HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1390 WILLOW BEND DRIVE,,,SNELLVILLE,,,GA,,30078,US
JOY PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5895 BRANCH VALLEY WAY,,,CUMMING,,,GA,,30040,US
JOY'S MANOR PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3442 MIDWAY ROAD,,,DECATUR,,,GA,,30032,US
JOYLAND PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,430 W BROAD STREET,,,GRIFFIN,,,GA,,30223,US
JOYLAND PHASE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,418 MERIWETHER STREET,,,GRIFFIN,,,GA,,30223,US
JR & C PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2195 WAYNESBORO HWY,,,HILTONIA,,,GA,,30467,US
JUNIPER STREET PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1313 JUNIPER STREET,,,LAGRANGE,,,GA,,30240,US
JUST LIKE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,200 N IRWIN AVENUE,,,OCILLA,,,GA,,31774,US
JZC PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,521 WOODLEY DR,,,SAVANNAH,,,GA,,31419,US
K & G'S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1218 EAST 69TH STREET,,,SAVANNAH,,,GA,,31404,US
K & S  PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2357 JURGENSEN STREET,,,SAVANNAH,,,GA,,31404,US
KADA J'S PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4921 HAMLET CT,,,LITHONIA,,,GA,,30038,US
KAMGA PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2237 WINSTON WAY,,,AUGUSTA,,,GA,,30906,US
KARING HEARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1143 LAVISTA DRIVE,,,MONROE,,,GA,,30655,US
"KASSIM, SAADIA PERSONAL CARE HOME",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5428 LEATHER STOCKING LANE,,,ST MOUNTAIN,,,GA,,30083,US
KEIKO PERSONAL CARE SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4810 ENCLAVE DRIVE,,,UNION CITY,,,GA,,30291,US
KELLY LAKE MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2724 KELLY LAKE ROAD,,,DECATUR,,,GA,,30032,US
KELLY TOWN FAMILY GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,618 MEDWAY DRIVE,,,MCDONOUGH,,,GA,,30252,US
KENDRICK GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,8132 KENDRICK ROAD,,,JONESBORO,,,GA,,30236,US
KENDRICK HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1016 ELL STREET (B),,,MACON,,,GA,,31206,US
KENTWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1227 WEST WHEELER PKWY,,,AUGUSTA,,,GA,,30909,US
KILLIAN HILL PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1538 KILLIAN HILL ROAD,,,LILBURN,,,GA,,30047,US
KIMBERLY ASSISTED LIVING HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,700 WEST MEMORIAL DRIVE,,,DALLAS,,,GA,,30132,US
KIMBERLY CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,244 KIMBERLY WAY,,,MARIETTA,,,GA,,30064,US
KIMBERLY CARE HOME II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,242 KIMBERLY WAY,,,MARIETTA,,,GA,,30064,US
KING'S BRIDGE RETIREMENT CTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3055 BRIARCLIFF ROAD N.E.,,,ATLANTA,,,GA,,30329,US
KING'S TENDERCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5418 EFFINGHAM COURT,,,LITHONIA,,,GA,,30038,US
KINGDOM KARE PCH I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,105 WILSON STREET,,,GREENSBORO,,,GA,,30642,US
KINGDOM KARE PCH II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1061 ADRIAN CIRCLE,,,GREENSBORO,,,GA,,30642,US
KINGDOM KARE PCH III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,104 WALKER STREET,,,GREENSBORO,,,GA,,30642,US
KINGS PERSONAL KARE FACILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,111 ELIZABETH WAY,,,ELLENWOOD,,,GA,,30294,US
KINGSFORD OF WARNER ROBINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,851 GUNN ROAD,,,WARNER ROBINS,,,GA,,31093,US
KINGSFORD PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,95 PROGRESS AVENUE,,,HAWKINSVILLE,,,GA,,31036,US
KINGSWAY PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5976 PATTILLO LANE,,,LITHONIA,,,GA,,30058,US
KIRKLAND AGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,115 KIRKLAND ROAD,,,COVINGTON,,,GA,,30016,US
KKOTTONGNAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5732 LAWRENCEVILLE HIGHWAY,,,TUCKER,,,GA,,30084,US
KNIGHT'S MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,382 JOWERS ROAD,,,WHIGHAM,,,GA,,39897,US
KOMFORT CORNERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,5158 TARA CREEK DRIVE,,,ELLENWOOD,,,GA,,30294,US
KOVENANT KARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4621 BROWNSVILLE RD,,,POWDER SPRINGS,,,GA,,30127,US
KRISSCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2793 SKYLAND DRIVE,,,SNELLVILLE,,,GA,,30078,US
"KYLER'S, LUCILLE QUALITY CARE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3231 WARE ROAD,,,AUGUSTA,,,GA,,30909,US
L & E HOME BOUND CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3957 SHERWATER DRIVE,,,MACON,,,GA,,31206,US
L & L LOVING CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3090 EASTLAND WAY,,,SNELLVILLE,,,GA,,30078,US
L & L PERSONAL CARE HOMES OF GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,203 HEWELL RD,,,JONESBORO,,,GA,,30238,US
L & S PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,25 HICKORY DRIVE,,,GARDEN CITY,,,GA,,31408,US
"LAKE HOUSE AT LEGION LAKE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2928 LEGION LAKE ROAD,,,DOUGLASVILLE,,,GA,,30135,US
LAKE IRMA RETIREMENT HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,503 W MAIN STREET,,,LAKELAND,,,GA,,31635,US
LAKE OCONEE PCH I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"108 OAK STREET, PO BOX 1152",,,GREENSBORO,,,GA,,30642,US
LAKE OCONEE PCH II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2390 VEAZEY ROAD,,,GREENSBORO,,,GA,,30642,US
LAKESIDE REST HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,924 CRUMP STREET,,,SWAINSBORO,,,GA,,30401,US
LAKEVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,6278 HOLIDAY BLVD,,,FOREST PARK,,,GA,,30297,US
LAKEVIEW ITR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,349 / 351 SHORELINE DRIVE,,,THOMASVILLE,,,GA,,31757,US
LAKEVIEW MANOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,1321 PRICE MILL ROAD,,,MADISON,,,GA,,30650,US
LAKEVIEW MANOR RETIREMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,728 HIGHWAY 119 SOUTH,,,SPRINGFIELD,,,GA,,31329,US
LAKEVIEW RETIREMENT CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,111 STEPHENS AVENUE,,,BAXLEY,,,GA,,31513,US
LAKEVIEW RETIREMENT CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,111 STEPHENS AVENUE,,,BAXLEY,,,GA,,31513,US
LAMPLEY CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3746 WILLIAM TRAIL,,,ELLENWOOD,,,GA,,30294,US
LAND OF CANAAN PERSONAL CARE CENTER OF GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,730 ROWLAND ROAD,,,STONE MOUNTAIN,,,GA,,30083,US
LANGDALE PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2720 WINDEMERE DRIVE,,,VALDOSTA,,,GA,,31602,US
LANGSTON SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4646 RUBY FOREST DRIVE,,,STONE MOUNTAIN,,,GA,,30083,US
LANHAM PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2950 OLD HIGHWAY #1,,,HEPHZIBAH,,,GA,,30815,US
"LARK'S NEST, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,210 MAIN STREET,,,LOGANVILLE,,,GA,,30052,US
LATEISHA'S RESIDENTIAL CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,3268 LINTON ROAD,,,SPARTA,,,GA,,31087,US
LATIES PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,9618 BROWN ROAD,,,JONESBORO,,,GA,,30238,US
LATULIPPE PCH SVCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2130 PLUM LANE,,,AUSTELL,,,GA,,30106,US
LATULIPPE PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2241 MCDUFFIE,,,AUSTELL,,,GA,,30106,US
LAURELWOOD PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2743 LAURELWOOD ROAD,,,DUNWOODY,,,GA,,30360,US
LAZY-R-PERSONAL CARE CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,95 WELLBORN STREET,,,BLAIRSVILLE,,,GA,,30512,US
LE'GLEN PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,2490 BOULDER SPRINGS POINT,,,ELLENWOOD,,,GA,,30294,US
LEE'S HOME FOR THE ELDERLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,"361 MURRAY HILL AVENUE, N. E.",,,ATLANTA,,,GA,,30317,US
LEGACY CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,4525 LEGACY CT,,,HOSCHTON,,,GA,,30548,US
LEGACY PERSONAL CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,174 MCCONNELL DRIVE,,,LAWRENCEVILLE,,,GA,,30045,US
LEISURE LIFE CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal Care Home,,,,,301 BEACHAM STREET,,,UNADILLA,,,GA,,31091,US
