row_id,Facility Name,Address,City,Zip Code,Beds,Type
USA-GA-79-GA-All-output-1909,RED RIVER PATH COMMUNITY,4040 WEBB BRIDGE ROAD,ALPHARETTA,30005,8,Personal Care Home
USA-GA-79-GA-All-output-1910,REFUGE FAMILY CARE,11898 QUAIL ROAD,HAMPTON,30228,3,Personal Care Home
USA-GA-79-GA-All-output-1911,REGAL AT MORNING POINTE,"660 JOLLY ROAD, N.W.",CALHOUN,30701,71,Personal Care Home
USA-GA-79-GA-All-output-1912,REJUVENATE N EDEN PERSONAL CARE HOME,1918 PANOLA ROAD,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-1913,REJUVENATIONS ASSISTED LIVING,4267 KINGS TROOP ROAD,STONE MOUNTAIN,30083,3,Personal Care Home
USA-GA-79-GA-All-output-1914,RELIANCE PCH PHASE II,1306 MADISON STREET,AMERICUS,31709,3,Personal Care Home
USA-GA-79-GA-All-output-1915,REMINGTON HOUSE,1508 RENAISSANCE DRIVE,CONYERS,30012,68,Personal Care Home
USA-GA-79-GA-All-output-1916,RENAISSANCE MARQUIS RETIREMENT VILLAGE,3126 CEDAR TOWN HIGHWAY,ROME,30161,73,Personal Care Home
USA-GA-79-GA-All-output-1917,RENAISSANCE ON PEACHTREE,"3755 PEACHTREE ROAD, NE",ATLANTA,30319,43,Personal Care Home
USA-GA-79-GA-All-output-1918,REPRAH PERSONAL CARE HOME,927 GRANITE SPRINGS LN,STONE MOUNTAIN,30083,3,Personal Care Home
USA-GA-79-GA-All-output-1919,RESIDENTIAL LIVING,7861 COLLINSWOOD COURT,JONESBORO,30236,4,Personal Care Home
USA-GA-79-GA-All-output-1920,RESTING NEST,4884 PRICE ROAD,GAINESVILLE,30506,6,Personal Care Home
USA-GA-79-GA-All-output-1921,RESTORATIVE PERSONAL CARE HOME,3740 WINGATE DRIVE,COLUMBUS,31909,6,Personal Care Home
USA-GA-79-GA-All-output-1922,RETIREMENT INN,414 W MAIN STREET,SWAINSBORO,30401,24,Personal Care Home
USA-GA-79-GA-All-output-1923,"RETREAT II, THE",1207 E MCPHERSON AVENUE,NASHVILLE,31639,24,Personal Care Home
USA-GA-79-GA-All-output-1924,"RETREAT, THE",1207 E MCPHERSON AVENUE,NASHVILLE,31639,24,Personal Care Home
USA-GA-79-GA-All-output-1925,REYNOLDS,5818 THOMPSON BLVD,MORROW,30260,4,Personal Care Home
USA-GA-79-GA-All-output-1926,RHEMA PERSONAL CARE FACILITIES,3948 FLINT HILL ROAD,POWDER SPRINGS,30127,3,Personal Care Home
USA-GA-79-GA-All-output-1927,RHEMA PERSONAL CARE FACILITIES 2,3144 MACEDONIA ROAD,POWDER SPRINGS,30127,12,Personal Care Home
USA-GA-79-GA-All-output-1928,"RICE, CECIL PCH",753 MANGHAM ROAD,GRIFFIN,30224,6,Personal Care Home
USA-GA-79-GA-All-output-1929,RIDGECREST,621 RIDGE CIRCLE,CANTON,30114,4,Personal Care Home
USA-GA-79-GA-All-output-1930,RISING SUN PERSONAL CARE HOME,9063 HIGHTOWER TRAIL,SNELLVILLE,30039,3,Personal Care Home
USA-GA-79-GA-All-output-1931,RITA'S PERSONAL CARE HOME,2565 FIVE FORKS TRICKUM ROAD,LAWRENCEVILLE,30044,4,Personal Care Home
USA-GA-79-GA-All-output-1932,RITCHGLOW PERSONAL CARE HOME,2717 RAINBOW FOREST DRIVE,DECATUR,30034,6,Personal Care Home
USA-GA-79-GA-All-output-1933,RIVERSIDE PLACE ASSISTED LIVING COMMUNITY,1151 WEST COLLEGE STREET,BAINBRIDGE,39819,24,Personal Care Home
USA-GA-79-GA-All-output-1934,RIVERWOOD RETIREMENT,511 WEST 10TH STREET,ROME,30165,100,Personal Care Home
USA-GA-79-GA-All-output-1935,ROBERTS HOUSE,4099 CHIMNEY RIDGE WAY,ELLENWOOD,30294,3,Personal Care Home
USA-GA-79-GA-All-output-1936,ROCK CREEK MANOR,"50 CAGLE MILL ROAD, SOUTH",JASPER,30143,30,Personal Care Home
USA-GA-79-GA-All-output-1937,RODGER'S HOMES,5517 AMBER VISTA COURT,COLUMBUS,31907,3,Personal Care Home
USA-GA-79-GA-All-output-1938,ROMAN COURT ASSISTED LIVING,1168 CHULIO ROAD,ROME,30161,60,Personal Care Home
USA-GA-79-GA-All-output-1939,"ROOSEVELT PLACE, THE",2524 WHITE HOUSE PARKWAY,WARM SPRINGS,31830,24,Personal Care Home
USA-GA-79-GA-All-output-1940,ROSALEANA'S COMMUNITY CARE,"350 SCHAEN STREET, SE",ATLANTA,30315,3,Personal Care Home
USA-GA-79-GA-All-output-1941,ROSE GARDEN ASSISTED LIVING HOME,117 TOWN CREEK,EATONTON,31024,5,Personal Care Home
USA-GA-79-GA-All-output-1942,ROSE GARDEN CARE HOME,4260 CHESTNUT GROVE LANE,AUSTELL,30106,3,Personal Care Home
USA-GA-79-GA-All-output-1943,ROSE HOUSE,701 JACKSON AVENUE,AMERICUS,31709,4,Personal Care Home
USA-GA-79-GA-All-output-1944,ROSE OF SHARON HOME CARE SERVICES,"2000 AUSTELL ROAD, UNIT 806",MARIETTA,30008,5,Personal Care Home
USA-GA-79-GA-All-output-1945,ROSE OF SHARON PERSONAL CARE HOME,971 HARBINS ROAD,DACULA,30019,10,Personal Care Home
USA-GA-79-GA-All-output-1946,ROSE'S PREMIER PCH,2420 WOOD BEND LANE,RIVERDALE,30296,5,Personal Care Home
USA-GA-79-GA-All-output-1947,ROSE-ANN'S PERSONAL HOME CARE,2016 COUNTRY PLACE DRIVE,AUGUSTA,30906,2,Personal Care Home
USA-GA-79-GA-All-output-1948,ROSEMAUDE PERSONAL CARE HOME,"642 ERIN AVENUE, S. W.",ATLANTA,30310,6,Personal Care Home
USA-GA-79-GA-All-output-1949,"ROSEWOOD AT FORT OGLETHORPE, THE",14 FORT TOWN DRIVE,FORT OGLETHORPE,30742,60,Personal Care Home
USA-GA-79-GA-All-output-1950,ROSEWOOD MANOR,1107 EAST TANNER AVE,NICHOLLS,31554,6,Personal Care Home
USA-GA-79-GA-All-output-1951,ROSWELL SENIOR LIVING,11725 POINTE PLACE,ROSWELL,30076,60,Personal Care Home
USA-GA-79-GA-All-output-1952,ROYAL CARE,"568 DUBLIN HIGHWAY, RTE 6",COCHRAN,31014,18,Personal Care Home
USA-GA-79-GA-All-output-1953,ROYAL COTTAGE PERSONAL CARE HOME,65 STONEY POINT TERRACE,COVINGTON,30014,6,Personal Care Home
USA-GA-79-GA-All-output-1954,ROYAL DEVINE,3626 PREAKNESS DRIVE,DECATUR,30034,3,Personal Care Home
USA-GA-79-GA-All-output-1955,ROYAL DIVINE HOME CARE,6010 HILLVALE TRAIL,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-1956,ROYAL LIVING PCH,2106 FRANK BRUCE ROAD,DAWSONVILLE,30534,3,Personal Care Home
USA-GA-79-GA-All-output-1957,ROYAL OAKS,"211 WEST COLLEGE STREET, P.O. BOX 7",ADRIAN,31002,15,Personal Care Home
USA-GA-79-GA-All-output-1958,ROYAL PERSONAL CARE HOME,34 THORNE BERRY DR,HAMPTON,30228,2,Personal Care Home
USA-GA-79-GA-All-output-1959,ROYALWOOD SLA,450 SOUTH RAILROAD AVENUE APT E1,MOUNT VERNON,30445,3,Personal Care Home
USA-GA-79-GA-All-output-1960,RUBY PLACE PERSONAL CARE HOME,705 CLELAND STREET,SAVANNAH,31415,6,Personal Care Home
USA-GA-79-GA-All-output-1961,RUBY'S PERSONAL HOME CARE,2117 FIELDSTONE VIEW COURT SE,CONYERS,30013,15,Personal Care Home
USA-GA-79-GA-All-output-1962,"RUSSELL, COURTHNEY PCH",1512 FOXHALL LANE,ATLANTA,30316,3,Personal Care Home
USA-GA-79-GA-All-output-1963,RUTHIE'S SOCIAL SERVICES,1441 JEFFERSONVILLE ROAD,MACON,31217,6,Personal Care Home
USA-GA-79-GA-All-output-1964,RUTHIE'S SOCIAL SERVICES 2,1443 JEFFERSONVILLE RD,MACON,31217,11,Personal Care Home
USA-GA-79-GA-All-output-1965,S & Y PERSONAL CARE,615 WEST MAIN STREET,THOMASTON,30286,7,Personal Care Home
USA-GA-79-GA-All-output-1966,S DESHON MANOR,856 S DESHON ROAD,LITHONIA,30058,4,Personal Care Home
USA-GA-79-GA-All-output-1967,SACRED HANDS PERSONAL CARE HOMES,141 ST ANN CIRCLE,DALLAS,30157,3,Personal Care Home
USA-GA-79-GA-All-output-1968,SAFE HARBOR PERSONAL CARE,1385 ROCKSPRINGS ROAD,BUFORD,30519,3,Personal Care Home
USA-GA-79-GA-All-output-1969,SAFE HAVEN AT BROOKHAVEN,1286 KENDRICK ROAD,ATLANTA,30319,6,Personal Care Home
USA-GA-79-GA-All-output-1970,SAFE HAVEN AT LENOX PARK,1137 LYNMOOR DRIVE NE,ATLANTA,30319,9,Personal Care Home
USA-GA-79-GA-All-output-1971,SAFE HAVEN HOME,3311 WHITE CASTLE WAY,DECATUR,30034,6,Personal Care Home
USA-GA-79-GA-All-output-1972,SAFE HAVEN HOME IV,3146 GREENVALE WAY,DECATUR,30034,6,Personal Care Home
USA-GA-79-GA-All-output-1973,SAFE HAVEN HOME VI,7566 UNION GROVE ROAD,LITHONIA,30058,6,Personal Care Home
USA-GA-79-GA-All-output-1974,SAFE HAVEN II HOMES,2773 HILLVALE COVE DRIVE,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-1975,SAFE HAVEN III,2706 COCKLEBUR ROAD,DECATUR,30034,3,Personal Care Home
USA-GA-79-GA-All-output-1976,SAFE HAVEN SENIOR CARE HOME,690 HEATHGATE DRIVE,LAWRENCEVILLE,30044,3,Personal Care Home
USA-GA-79-GA-All-output-1977,SAFE HAVEN TRANSITIONAL HOME,305 E MULBERRY STREET,LAGRANGE,30240,6,Personal Care Home
USA-GA-79-GA-All-output-1978,SAFE HAVEN TRANSITIONAL HOME II,307 EAST MYLBERRY STREET,LAGRANGE,30240,4,Personal Care Home
USA-GA-79-GA-All-output-1979,SAINT DUNSTANS,1536 SAINT DUNSTANS ROAD,LITHONIA,30058,4,Personal Care Home
USA-GA-79-GA-All-output-1980,SALEM PERSONAL CARE HOME,3210 STACY LANE,ELLENWOOD,30294,3,Personal Care Home
USA-GA-79-GA-All-output-1981,SAMUDA'S PERSONAL CARE HOME,2752 SKYLAND DRIVE,SNELLVILLE,30078,6,Personal Care Home
USA-GA-79-GA-All-output-1982,"SANCTUARY AT NORTHSTAR, THE",3250 QUICK WATER LANDING,KENNESAW,30144,72,Personal Care Home
USA-GA-79-GA-All-output-1983,"SANCTUARY AT NORTHSTAR, THE",3250 QUICK WATER LANDING NW,KENNESAW,30144,72,Personal Care Home
USA-GA-79-GA-All-output-1984,SANDY SPRINGS PERSONAL CARE CENTER,"300 JOHNSON FERRY ROAD, N.E.",ATLANTA,30328,28,Personal Care Home
USA-GA-79-GA-All-output-1985,SARA'S PERSONAL CARE HOME,129 LEONARD LANE,SWAINSBORO,30401,6,Personal Care Home
USA-GA-79-GA-All-output-1986,SASSY SENIORS LIVING,3290 STONEWALL TELL RD,COLLEGE PARK,30349,4,Personal Care Home
USA-GA-79-GA-All-output-1987,SAVANNAH COMMONS RETIREMENT COMMUNITY,1 PEACHTREE DRIVE,SAVANNAH,31419,127,Personal Care Home
USA-GA-79-GA-All-output-1988,SAVANNAH COTTAGE OF CHATHAM,11310 WHITE BLUFF ROAD,SAVANNAH,31419,36,Personal Care Home
USA-GA-79-GA-All-output-1989,SAVANNAH COURT OF LAKE OCONEE,1061 WILLOW RUN ROAD,GREENSBORO,30642,72,Personal Care Home
USA-GA-79-GA-All-output-1990,SAVANNAH COURT OF MILLEDGEVILLE,61 MARSHALL ROAD,MILLEDGEVILLE,31061,48,Personal Care Home
USA-GA-79-GA-All-output-1991,SAVANNAH COURT OF NEWNAN,27 BELT ROAD,NEWNAN,30263,60,Personal Care Home
USA-GA-79-GA-All-output-1992,SAVANNAH GRAND OF TOWNE LAKE,1835 EAGLE DRIVE,WOODSTOCK,30189,38,Personal Care Home
USA-GA-79-GA-All-output-1993,SAVANNAH PLANTATION,102 LEVEL CREEK ROAD,BUFORD,30518,15,Personal Care Home
USA-GA-79-GA-All-output-1994,SAVANNAH SQUARE,167 MURROW ROAD,BLYTHE,30805,10,Personal Care Home
USA-GA-79-GA-All-output-1995,"SAXON'S, BETTY PCH",1125 PINEY GROVE ROAD,AUGUSTA,30906,18,Personal Care Home
USA-GA-79-GA-All-output-1996,SCENIC VIEW PCH,5163 SCENIC VIEW ROAD,FLOWERY BRANCH,30542,5,Personal Care Home
USA-GA-79-GA-All-output-1997,SCEPTER PERSONAL CARE CENTER OF SNELLVILLE,3000 LENORA CHURCH ROAD,SNELLVILLE,30078,78,Personal Care Home
USA-GA-79-GA-All-output-1998,SCHNORA'S HAPPY HOME,2690 SHADY HILL COURT,SNELLVILLE,30039,6,Personal Care Home
USA-GA-79-GA-All-output-1999,SCHUELER'S PERSONAL CARE HOME,2022 LOUISA ROAD,HEPHZIBAH,30815,10,Personal Care Home
USA-GA-79-GA-All-output-2000,SEA BREEZE PERSONAL CARE HOME,10795 BROWNS BRIDGE ROAD,COVINGTON,30014,4,Personal Care Home
USA-GA-79-GA-All-output-2001,SEA BREEZE PERSONAL CARE HOME,1431 PROVIDENCE WAY,LAWRENCEVILLE,30045,4,Personal Care Home
USA-GA-79-GA-All-output-2002,SEAJOY FAMILY SERVICE CENTER,838 POST ROAD WAY,STONE MOUNTAIN,30088,3,Personal Care Home
USA-GA-79-GA-All-output-2003,SEAJOY PERSONAL CARE HOME,2054 DELLWOOD PLACE,DECATUR,30032,2,Personal Care Home
USA-GA-79-GA-All-output-2004,SEASON ASSISTED LIVING MINISTRY #2,2724 LEDO ROAD,ALBANY,31707,15,Personal Care Home
USA-GA-79-GA-All-output-2005,SEASONS ASSISTED LIVING,2724 LEDO ROAD,ALBANY,31707,15,Personal Care Home
USA-GA-79-GA-All-output-2006,SEASONS PERSONAL CARE DAWSON,475 CINDERELLA AVE,DAWSON,39842,19,Personal Care Home
USA-GA-79-GA-All-output-2007,SENIOR CARE AMERICA,1165 HILLCREST GLENN CIRCLE,SUGAR HILL,30518,3,Personal Care Home
USA-GA-79-GA-All-output-2008,SENIOR CARE AMERICA 2,828 ROCK SPRINGS ROAD,LAWRENCEVILLE,30043,6,Personal Care Home
USA-GA-79-GA-All-output-2009,SENIOR CARE AMERICA 3,4606 MCEVER RD,OAKWOOD,30566,6,Personal Care Home
USA-GA-79-GA-All-output-2010,SENIOR CARE AMERICA FB,5111 SPRING ST,FLOWERY BRANCH,30542,20,Personal Care Home
USA-GA-79-GA-All-output-2011,SENIOR CITIZENS CARE CENTER ANNEX,223 HARMON ROAD,SWAINSBORO,30401,6,Personal Care Home
USA-GA-79-GA-All-output-2012,SENIORA PERSONAL CARE HOME,5170 SCOFIELD ROAD,COLLEGE PARK,30349,5,Personal Care Home
USA-GA-79-GA-All-output-2013,SERENITY,206 PINE STREET,SPARKS,31647,20,Personal Care Home
USA-GA-79-GA-All-output-2014,SERENITY 1 PERSONAL CARE HOME,3967 LENORA CHURCH ROAD,SNELLVILLE,30039,6,Personal Care Home
USA-GA-79-GA-All-output-2015,SERENITY HOUSE,8599 SHERIDAN DRIVE,JONESBORO,30236,3,Personal Care Home
USA-GA-79-GA-All-output-2016,SERENITY HOUSE,231 HOLIDAY CIRCLE,SAVANNAH,31419,4,Personal Care Home
USA-GA-79-GA-All-output-2017,SERENITY LIVING,144 KNIGHT STREET,IRWINTON,31042,6,Personal Care Home
USA-GA-79-GA-All-output-2018,SERENITY MOUNTAIN MANOR,309 PRICE CREEK FARMS LANE,JASPER,30143,17,Personal Care Home
USA-GA-79-GA-All-output-2019,SERENITY OF JEFFERSON,1442 JOHNSON MILL ROAD,JEFFERSON,30549,12,Personal Care Home
USA-GA-79-GA-All-output-2020,SERENITY PERSONAL CARE HOME,120 WINTHROPE AVENUE,MILLEN,30442,6,Personal Care Home
USA-GA-79-GA-All-output-2021,SERENITY PERSONAL CARE HOME GROUP,1115 CONSTITUTION ROAD,ATLANTA,30315,3,Personal Care Home
USA-GA-79-GA-All-output-2022,SERENITY PERSONAL CARE RESIDENCE,2327 YOUNG ROAD,STONE MOUNTAIN,30088,6,Personal Care Home
USA-GA-79-GA-All-output-2023,SERENITY SPRINGS HOME CARE,2708 LOWER ROSWELL RD,MARIETTA,30068,3,Personal Care Home
USA-GA-79-GA-All-output-2024,SERENITY SPRINGS PCH #2,119 SOUTH COLLEGE STREET,STATESBORO,30461,6,Personal Care Home
USA-GA-79-GA-All-output-2025,SEYMOUR SOUTHERN COMFORTS,202 EAST MAIN STREET,BRONWOOD,39826,24,Personal Care Home
USA-GA-79-GA-All-output-2026,SHA SHA'S LEISURE LIVING PERSO,1465 TEAGLE ROAD,FORSYTH,31029,6,Personal Care Home
USA-GA-79-GA-All-output-2027,SHA-LYNDAS,2313 CADDEN COURT,AUGUSTA,30906,3,Personal Care Home
USA-GA-79-GA-All-output-2028,SHADOW MOSS PLANTATION,249 HOLLAND DRIVE,SAVANNAH,31419,46,Personal Care Home
USA-GA-79-GA-All-output-2029,SHADY BROOK PERSONAL CARE HOME,808 SHADY BROOK DRIVE,MARIETTA,30066,3,Personal Care Home
USA-GA-79-GA-All-output-2030,SHADY GROVE MANOR,1790 OLD HIGHWAY 41 NORTHWEST,KENNESAW,30152,19,Personal Care Home
USA-GA-79-GA-All-output-2031,SHADY LANE,4901 LAROCHE AVENUE,SAVANNAH,31404,6,Personal Care Home
USA-GA-79-GA-All-output-2032,SHADY LANE II,1133 CORNELL AVENUE,SAVANNAH,31404,6,Personal Care Home
USA-GA-79-GA-All-output-2033,SHADY LANE III,205 LEEDSGATE ROAD,SAVANNAH,31406,6,Personal Care Home
USA-GA-79-GA-All-output-2034,SHADY LANE III PCH,317 SUNDERLAND DRIVE,SAVANNAH,31406,6,Personal Care Home
USA-GA-79-GA-All-output-2035,SHADY LANE IV,819 JAMESTOWN ROAD,SAVANNAH,31419,6,Personal Care Home
USA-GA-79-GA-All-output-2036,SHADY PINES,1045 DORRIS ROAD,DOUGLASVILLE,30134,4,Personal Care Home
USA-GA-79-GA-All-output-2037,SHADY PINES ESTATE,124 AIRPORT ROAD,ABBEVILLE,31001,22,Personal Care Home
USA-GA-79-GA-All-output-2038,SHALLOWMAR COURT,5230 SHALLOWMAR COURT,DOUGLASVILLE,30135,4,Personal Care Home
USA-GA-79-GA-All-output-2039,SHALOM PERSONAL CARE HOME,683 MEPHISTO CIRCLE,LAWRENCEVILLE,30046,6,Personal Care Home
USA-GA-79-GA-All-output-2040,SHARON'S PERSONAL CARE HOME,605 E. FORCE STREET,VALDOSTA,31601,4,Personal Care Home
USA-GA-79-GA-All-output-2041,SHED'S PERSONAL CARE HOME,3570 SAWYER STREET,MACON,31217,6,Personal Care Home
USA-GA-79-GA-All-output-2042,SHEKINAH HOME,519 LAWRENCEVILLE STREET,NORCROSS,30071,24,Personal Care Home
USA-GA-79-GA-All-output-2043,SHEKINAH PERSONAL CARE HOME,"567 SEMINOLE DRIVE, NE",MARIETTA,30060,5,Personal Care Home
USA-GA-79-GA-All-output-2044,"SHELLY, WANDA",1055 HEPHZIBAH MCBEAN ROAD,HEPHZIBAH,30815,10,Personal Care Home
USA-GA-79-GA-All-output-2045,SHENICE'S PCH,3216 HWY 16,SPARTA,31087,5,Personal Care Home
USA-GA-79-GA-All-output-2046,"SHEPHERD'S HOUSE OF LOVE, THE",5691 BOREAL WAY,ATLANTA,30331,2,Personal Care Home
USA-GA-79-GA-All-output-2047,SHEPHERD'S INN,3550 KEELS LANE,COLLEGE PARK,30349,4,Personal Care Home
USA-GA-79-GA-All-output-2048,SHEPPARD PERSONAL CARE HOME,123 EMMA LANE,WAYNESBORO,30830,6,Personal Care Home
USA-GA-79-GA-All-output-2049,SHERIDAN PLACE,504 FIRETOWER ROAD,DUBLIN,31021,60,Personal Care Home
USA-GA-79-GA-All-output-2050,SHILOH PCH,1026 WISTERIA DRIVE,BAINBRIDGE,39819,2,Personal Care Home
USA-GA-79-GA-All-output-2051,SHILOH PCH,300 WEST 2ND STREET,OCILLA,31774,16,Personal Care Home
USA-GA-79-GA-All-output-2052,SHIRLEY'S PERSONAL CARE HOME,5813 BUXTON DRIVE,COLUMBUS,31907,5,Personal Care Home
USA-GA-79-GA-All-output-2053,SIBOR MANOR - ATLANTA,2123 LAVISTA CIRCLE,TUCKER,30084,6,Personal Care Home
USA-GA-79-GA-All-output-2054,SIBOR'S MANOR,3890 WRIGHTSBORO ROAD,AUGUSTA,30904,11,Personal Care Home
USA-GA-79-GA-All-output-2055,SILKWOOD GROUP HOME,803 GENTILLY ROAD,STATESBORO,30458,6,Personal Care Home
USA-GA-79-GA-All-output-2056,SILLAH GROUP HOME,3510 ROCKFORT DRIVE,COLLEGE PARK,30349,4,Personal Care Home
USA-GA-79-GA-All-output-2057,SILOAM COTTAGE,2734 JAGUAR DRIVE,ELLENWOOD,30294,3,Personal Care Home
USA-GA-79-GA-All-output-2058,SILVER LININGS PERSONAL CARE HOME,407 HARVEY STREET,STAPLETON,30823,19,Personal Care Home
USA-GA-79-GA-All-output-2059,SILVERLEAF ALZHEIMER'S CARE OF ATHENS,705 WHITEHEAD ROAD,ATHENS,30606,56,Personal Care Home
USA-GA-79-GA-All-output-2060,SILVERLEAF ALZHEIMER'S CARE OF SNELLVILLE,2106 MCGEE ROAD,SNELLVILLE,30078,56,Personal Care Home
USA-GA-79-GA-All-output-2061,SIMPLY ELEGANT CARE HOMES,914 BOB HANNAH CIRCLE,LAWRENCEVILLE,30044,5,Personal Care Home
USA-GA-79-GA-All-output-2062,SIRMONS PERSONAL CARE HOME,623 EAST DAVIS AVENUE,LAKELAND,31635,4,Personal Care Home
USA-GA-79-GA-All-output-2063,SKYLAND MANOR PCH,3505 SKYLAND DRIVE,LOGANVILLE,30052,6,Personal Care Home
USA-GA-79-GA-All-output-2064,SKYLAND TRAIL,1709 CLAIRMONT ROAD,DECATUR,30033,24,Personal Care Home
USA-GA-79-GA-All-output-2065,SLAPPEY HOME,4580 NORTH MUMFORD RD BLDG 3718,MACON,31210,6,Personal Care Home
USA-GA-79-GA-All-output-2066,SLICE OF LIFE,2940 HOSCH VALLEY RD,BUFORD,30519,4,Personal Care Home
USA-GA-79-GA-All-output-2067,SMITH PCH,315 ADVANCE STREET,SWAINSBORO,30401,6,Personal Care Home
USA-GA-79-GA-All-output-2068,"SMITH'S, JANE PCH",1809 MAVIS STREET,AUGUSTA,30906,6,Personal Care Home
USA-GA-79-GA-All-output-2069,SN WATERS PERSONAL CARE HOME,3166 HIGHWAY 88,BLYTHE,30805,6,Personal Care Home
USA-GA-79-GA-All-output-2070,SNAPFINGER HOME,3887 SNAPFINGER ROAD,LITHONIA,30038,5,Personal Care Home
USA-GA-79-GA-All-output-2071,SNT COMFORTABLE LIVING,2426 BRIANNA DRIVE,HAMPTON,30228,3,Personal Care Home
USA-GA-79-GA-All-output-2072,SNT COMFORTABLE LIVING 2,4580 RYAN ROAD,CONLEY,30288,5,Personal Care Home
USA-GA-79-GA-All-output-2073,SO FRESH N SO CLEAN,502 SHAGGY HICKORY TRAIL,PALMETTO,30268,6,Personal Care Home
USA-GA-79-GA-All-output-2074,SOH - CRISIS RESIDENTIAL #1,722 BERNICE STREET,ATLANTA,30310,3,Personal Care Home
USA-GA-79-GA-All-output-2075,SOH - HIDDENBROOK,6580 HIDDENBROOK TRAIL,COLLEGE PARK,30349,4,Personal Care Home
USA-GA-79-GA-All-output-2076,SOLACE MANOR 1,8426 PLEASANT HILL RD,LITHONIA,30058,3,Personal Care Home
USA-GA-79-GA-All-output-2077,SOMERBY OF ALPHARETTA,100 SOMERBY DRIVE,ALPHARETTA,30004,106,Personal Care Home
USA-GA-79-GA-All-output-2078,SOMERBY OF PEACHTREE CITY,200 ROCKAWAY ROAD,PEACHTREE CITY,30269,121,Personal Care Home
USA-GA-79-GA-All-output-2079,SONS AND DAUGHTERS ASSISTED LIVING,1000 MLK JR DRIVE,FORT VALLEY,31030,5,Personal Care Home
USA-GA-79-GA-All-output-2080,SONSHINE MANOR,634 CROWN MTN DR,DAHLONEGA,30533,24,Personal Care Home
USA-GA-79-GA-All-output-2081,SONSHINE MANOR PERSONAL CARE HOME,115 STEPHENS VIEW ROAD,JASPER,30143,11,Personal Care Home
USA-GA-79-GA-All-output-2082,SONYA'S PRIDE N JOY PERSONAL CARE HOME,4102 WALDROP HILLS DRIVE,DECATUR,30034,3,Personal Care Home
USA-GA-79-GA-All-output-2083,SOPERTON  FEMALE HOME,7756 EASTMAN ROAD,SOPERTON,30457,4,Personal Care Home
USA-GA-79-GA-All-output-2084,SOPERTON MALES HOME,1271 GEORGIA AVENUE,SOPERTON,30457,5,Personal Care Home
USA-GA-79-GA-All-output-2085,SOUTH CENTRAL GROUP HOME,510 BROOKWOOD DRIVE,DUBLIN,31021,6,Personal Care Home
USA-GA-79-GA-All-output-2086,SOUTH COLUMBUS PERSONAL CARE H,2440 MESA STREET,COLUMBUS,31903,6,Personal Care Home
USA-GA-79-GA-All-output-2087,SOUTH DOOLEY RETIREMENT CENTER II,1400 SWIFT STREET,PERRY,31069,6,Personal Care Home
USA-GA-79-GA-All-output-2088,SOUTH HAVEN II PCH,1335 LAKE RIDGE PARKWAY,RIVERDALE,30296,20,Personal Care Home
USA-GA-79-GA-All-output-2089,SOUTH HAVEN PERSONAL CARE HOME,6490 WEST FAYETTEVILLE ROAD,RIVERDALE,30296,6,Personal Care Home
USA-GA-79-GA-All-output-2090,SOUTHERN BREEZE PCH,127 S BELAIR ROAD,MARTINEZ,30907,14,Personal Care Home
USA-GA-79-GA-All-output-2091,SOUTHERN CARE RETIREMENT HOME,1934 WHIDDON MILL ROAD,TIFTON,31794,30,Personal Care Home
USA-GA-79-GA-All-output-2092,SOUTHERN CHARM,110 SOUTH THIRD AVENUE,MCRAE,31055,20,Personal Care Home
USA-GA-79-GA-All-output-2093,SOUTHERN CHOICES PCH,323 BLUESTONE DRIVE,EAST DUBLIN,31027,4,Personal Care Home
USA-GA-79-GA-All-output-2094,SOUTHERN COMFORT,580 OLD BREMEN ROAD,TEMPLE,30179,4,Personal Care Home
USA-GA-79-GA-All-output-2095,SOUTHERN COMFORT,6735 PULASKI HIGHWAY,STATESBORO,30458,6,Personal Care Home
USA-GA-79-GA-All-output-2096,SOUTHERN COTTAGE,30 CHARLOTTE BLVD,STOCKBRIDGE,30281,3,Personal Care Home
USA-GA-79-GA-All-output-2097,SOUTHERN HAVEN,279 HAIG MILL ROAD,DALTON,30721,13,Personal Care Home
USA-GA-79-GA-All-output-2098,SOUTHERN HERITAGE I,812 CARL VINSON PARKWAY,CENTERVILLE,31028,15,Personal Care Home
USA-GA-79-GA-All-output-2099,SOUTHERN HERITAGE II,814 CARL VINSON PARKWAY BLD #2,CENTERVILLE,31028,15,Personal Care Home
USA-GA-79-GA-All-output-2100,"SOUTHERN LIVING CENTER, THE",434 BEALL SPRINGS ROAD,GIBSON,30810,14,Personal Care Home
USA-GA-79-GA-All-output-2101,SOUTHERN MAGNOLIA,405 THOMPSON STREET,VIDALIA,30474,9,Personal Care Home
USA-GA-79-GA-All-output-2102,SOUTHERN MANOR RETIREMENT INN,1532 FAIR ROAD,STATESBORO,30458,35,Personal Care Home
USA-GA-79-GA-All-output-2103,SOUTHERN OAKS PERSONAL CARE HOME,417 N RIDGE AVE,TIFTON,31794,16,Personal Care Home
USA-GA-79-GA-All-output-2104,SOUTHERN PINES RETIREMENT VILLA,345 PERRY HWY,HAWKINSVILLE,31036,22,Personal Care Home
