row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,street_address,po_box,city,province,postal_code,country
USA-CO-74-All-74-All-130,CENTER AT LINCOLN LLC,,,,,,,,,,,,Mr DOMINIC ANDERSON,(720)214-7777,,(720)974-1377,,,FOR PROFIT - CORP.,96,,,DOUGLAS COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,82,12230 LIONESS WAY,,PARKER,CO,80134,USA
USA-CO-74-All-74-All-131,"CENTER AT LOWRY, LLC",,,,,,,,,,,,Mr CHAD JAMES,(303)676-4000,,(303)676-4050,,,FOR PROFIT - CORP.,96,,,ARAPAHOE COUNTY,,,,(303)480-6738,CENTER AT LOWRY LLC,8550 EAST LOWRY BOULEVARD,,DENVER,CO,80230,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,38,8550 EAST LOWRY BOULEVARD,,DENVER,CO,80230,USA
USA-CO-74-All-74-All-132,"CENTER AT NORTHRIDGE, LLC, THE",,,,,,,,,,,,Mr TROY HAMLER,(303)280-4444,,(303)280-4440,,,FOR PROFIT - CORP.,96,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,86,12285 PECOS STREET,,WESTMINSTER,CO,80234,USA
USA-CO-74-All-74-All-133,"CENTER AT PARK WEST LLC, THE",,,,,,,,,,,,Ms ASHLEY FELLOWS,(719)585-3400,,(719)585-3450,,,,,,,PUEBLO COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,,,3727 PARKER BLVD,,PUEBLO,CO,81008,USA
USA-CO-74-All-74-All-134,CENTER AT PARKVIEW LLC,,,,,,,,,,,,Ms JESSICA ERIN HOLT,(719)584-4689,,(719)544-9799,,,NON PROFIT-CORPORATION,20,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,16,400 W 16TH STREET 3RD FLOOR,,PUEBLO,CO,81003,USA
USA-CO-74-All-74-All-135,"CENTRE AVENUE HEALTH AND REHAB FACILITY, LLC",,,,,,,,,,,,Ms C JOY WINNER,(970)494-2140,,(970)494-2141,,,FOR PROFIT - CORP.,90,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,86,815 CENTRE AVENUE,,FORT COLLINS,CO,80526,USA
USA-CO-74-All-74-All-136,CENTURA HEALTH PROGRESSIVE CARE CENTER,,,,,,,,,,,,Mr JOHN DELUCA,(719)285-2540,,(719)285-2256,,,,116,,,FREMONT COUNTY,,,,ON PROFIT-OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,66,1338 PHAY AVENUE,,CANON CITY,CO,81212,USA
USA-CO-74-All-74-All-137,CHERRELYN HEALTHCARE CENTER,,,,,,,,,,,,Mr SCOTT MOW,(303)798-8686,,(303)798-0145,,,FOR PROFIT - CORP.,190,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,144,5555 SOUTH ELATI STREET,,LITTLETON,CO,80120,USA
USA-CO-74-All-74-All-138,CHERRY CREEK NURSING CENTER,,,,,,,,,,,,Ms ELIZABETH (BETSY) RIED,(303)693-0111,,(303)693-7544,,,FOR PROFIT - CORP.,218,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,194,14699 EAST HAMPDEN AVENUE,,AURORA,CO,80014,USA
USA-CO-74-All-74-All-139,CHEYENNE MANOR,,,,,,,,,,,,Ms MARY SNYDER,(719)767-5602,,(719)767-5999,,,GOVERNMENT-HOSP. DIST.,38,,,CHEYENNE COUNTY,,,,(719)348-5562,CHEYENNE MANOR,,P O BOX 938,CHEYENNE WELLS,CO,80810,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,24,561 WEST 1ST NORTH,,CHEYENNE WELLS,CO,80810,USA
USA-CO-74-All-74-All-140,CHEYENNE MOUNTAIN CENTER,,,,,,,,,,,,Ms KATHLEEN OLEARY,(719)576-8380,,(719)576-5691,,,FOR PROFIT - CORP.,159,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,127,835 TENDERFOOT HILL ROAD,,COLORADO SPRINGS,CO,80906,USA
USA-CO-74-All-74-All-141,CHRISTIAN LIVING COMMUNITIES SUITES AT SOMEREN GLEN CARE CENTER,,,,,,,,,,,,Mr DAVID STRAIN,(303)779-5000,,(303)779-1570,,,NON PROFIT-CORPORATION,93,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,82,5000 EAST ARAPAHOE ROAD,,CENTENNIAL,CO,80122,USA
USA-CO-74-All-74-All-142,CHRISTOPHER HOUSE REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Mr NICHOLAS MCCONKIE,(303)421-2272,,(303)421-1941,,,FOR PROFIT - CORP.,72,,,JEFFERSON COUNTY,,,,(303)480-6735,PINON MANAGEMENT LLC,12136 W. BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,65,6270 WEST 38TH AVENUE,,WHEAT RIDGE,CO,80033,USA
USA-CO-74-All-74-All-143,CLEAR CREEK CARE CENTER,,,,,,,,,,,,Mr TREG WARNSHOLZ,(303)427-7101,,(303)427-8384,,,FOR PROFIT - CORP.,113,,,ADAMS COUNTY,,,,(303)480-6735,"QUALITY LIFE MANAGEMENT, LLC","12136 WEST BAYUAD AVE, #200",,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,78,7481 KNOX PLACE,,WESTMINSTER,CO,80030,USA
USA-CO-74-All-74-All-144,COLONIAL COLUMNS NURSING CENTER,,,,,,,,,,,,Ms CHRISTINE SWANSON,(719)473-1105,,(719)473-0495,,,,80,,,EL PASO COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,78,1340 EAST FILLMORE STREET,,COLORADO SPRINGS,CO,80907,USA
USA-CO-74-All-74-All-145,COLORADO STATE VETERANS HOME AT FITZSIMONS,,,,,,,,,,,,Ms CARRIE ESCALANTE,(720)857-6400,,(720)857-6500,,,,180,,,ADAMS COUNTY,,,,OVERNMENT-STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,167,1919 QUENTIN STREET,,AURORA,CO,80045,USA
USA-CO-74-All-74-All-146,COLORADO STATE VETERANS NURSING HOME-RIFLE,,,,,,,,,,,,Ms BARBARA GROSSMAN,(970)625-0842,,(970)625-3706,,,,89,,,GARFIELD COUNTY,,,,OVERNMENT-STATE,COLORADO STATE VETERANS NURSING HOME,,P O BOX 1420,RIFLE,CO,81650,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,70,851 EAST 5TH STREET,,RIFLE,CO,81650,USA
USA-CO-74-All-74-All-147,COLORADO VETERANS COMMUNITY LVG CTR AT HOMELAKE,,,,,,,,,,,,Ms MINDY MONTAGUE,(719)852-5118,,(719)852-3881,,,GOVERNMENT-STATE,60,,,RIO GRANDE COUNTY,,,,(719)589-4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,44,3749 SHERMAN AVENUE,,MONTE VISTA,CO,81144,USA
USA-CO-74-All-74-All-148,COLOROW HEALTH CARE LLC,,,,,,,,,,,,Ms JANET THOMAS,(970)323-5504,,(970)323-6031,,,,82,,,MONTROSE COUNTY,,,,OR PROFIT - CORP.,PINON MANAGEMENT LLC C/O COLOROW HEALTH CARE LLC,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,69,885 S HIGHWAY 50 BUSINESS LOOP,,OLATHE,CO,81425,USA
USA-CO-74-All-74-All-149,COLUMBINE COMMONS HEALTH AND REHAB LLC,,,,,,,,,,,,Mr PALMER WITHROW,(970)449-5540,,(970)460-5018,,,FOR PROFIT - CORP.,30,,,WELD COUNTY,,,,(970)353-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,29,1475 MAIN ST,,WINDSOR,CO,80550,USA
USA-CO-74-All-74-All-150,COLUMBINE MANOR CARE CENTER,,,,,,,,,,,,Ms MOLLY BISCHOFF,(719)539-6112,,(719)539-6510,,,FOR PROFIT - CORP.,112,,,CHAFFEE COUNTY,,,,(719)539-3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,71,530 WEST 16TH STREET,,SALIDA,CO,81201,USA
USA-CO-74-All-74-All-151,COLUMBINE WEST HEALTH AND REHAB FACILITY,,,,,,,,,,,,Mr JOEL BITLER,(970)221-2273,,(970)221-9156,,,,100,,,LARIMER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,99,940 WORTHINGTON CIRCLE,,FORT COLLINS,CO,80526,USA
USA-CO-74-All-74-All-152,CONTINUING CARE AT WIND CREST,,,,,,,,,,,,Mr ADAM DICKSON,(303)876-8300,,(303)876-8222,,,NON PROFIT-CORPORATION,44,,,DOUGLAS COUNTY,,,,(303)480-6738,"WIND CREST, INC.",3235 MILL VISTA ROAD,,HIGHLANDS RANCH,CO,80129,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,38,3420 MILL VISTA ROAD,,HIGHLANDS RANCH,CO,80129,USA
USA-CO-74-All-74-All-153,COTTONWOOD CARE CENTER,,,,,,,,,,,,Mr CHRISTOPHER LYNCH,(303)659-2253,,(303)659-6334,,,,117,,,ADAMS COUNTY,,,,OR PROFIT - CORP.,COTTONWOOD CARE CENTER,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,104,2311 EAST BRIDGE STREET,,BRIGHTON,CO,80601,USA
USA-CO-74-All-74-All-154,COTTONWOOD INN REHABILITATION AND EXTENDED CARE CENTER,,,,,,,,,,,,Mr BENJAMIN WAHL,(970)828-1414,,(970)828-2609,,,FOR PROFIT - CORP.,40,,,LA PLATA COUNTY,,,,(970)259-1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,28,450 PROSPECTOR AVE,,DURANGO,CO,81301,USA
USA-CO-74-All-74-All-155,COURTYARD CARE CENTER,,,,,,,,,,,,Ms LORI RANDALL,(970)858-9871,,(970)858-9611,,,NON PROFIT-CORPORATION,60,,,MESA COUNTY,,,,(970)248-2717,COURTYARD CARE CENTER,,P.O. BOX 130,FRUITA,CO,81521,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,52,228 NORTH CHERRY STREET,,FRUITA,CO,81521,USA
USA-CO-74-All-74-All-156,CRIPPLE CREEK CARE CENTER,,,,,,,,,,,,Mr LAWRENCE COWAN,(719)689-2931,,(719)689-3557,,,GOVERNMENT-HOSP. DIST.,59,,,TELLER COUNTY,,,,(719)687-6416,CRIPPLE CREEK CARE CENTER,,P O BOX 397,CRIPPLE CREEK,CO,80813,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,43,700 NORTH A STREET,,CRIPPLE CREEK,CO,80813,USA
USA-CO-74-All-74-All-157,CROWLEY COUNTY NURSING CENTER,,,,,,,,,,,,Mr SCOTT NELSON,(719)267-3561,,(719)267-3441,,,NON PROFIT-CORPORATION,37,,,CROWLEY COUNTY,,,,(719)383-3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,29,401 IDAHO AVENUE,,ORDWAY,CO,81063,USA
USA-CO-74-All-74-All-158,DENVER NORTH CARE CENTER,,,,,,,,,,,,Ms TAMI KENDALL,(303)861-4825,,(303)832-4190,,,FOR PROFIT - CORP.,97,,,DENVER COUNTY,,,,(303)480-6738,DENVER NORTH CARE CENTER,12136 WEST BAYUAD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,79,2201 DOWNING STREET,,DENVER,CO,80205,USA
USA-CO-74-All-74-All-159,DEVONSHIRE ACRES,,,,,,,,,,,,Ms GLORIA JANE KAISER,(970)522-4888,,(970)522-4892,,,FOR PROFIT - CORP.,84,,,LOGAN COUNTY,,,,(970)867-9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,75,1330 NORTH SIDNEY AVENUE,,STERLING,CO,80751,USA
USA-CO-74-All-74-All-160,E DENE MOORE CARE CENTER,,,,,,,,,,,,Ms KENDA REA SPAULDING,(970)625-1514,,(970)625-4495,,,GOVERNMENT-HOSP. DIST.,57,,,GARFIELD COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,46,701 EAST 5TH STREET,,RIFLE,CO,81650,USA
USA-CO-74-All-74-All-161,EAGLE RIDGE AT GRAND VALLEY,,,,,,,,,,,,Ms REBECCA (BECKI) SIEMERS,(970)243-3381,,(970)243-3416,,,FOR PROFIT - CORP.,70,,,MESA COUNTY,,,,(970)248-2717,"QUALITY LIFE MANAGEMENT, LLC",RE EAGLE RIDGE AT GRAND VALLEY,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,59,2425 TELLER AVENUE,,GRAND JUNCTION,CO,81501,USA
USA-CO-74-All-74-All-162,EBEN EZER LUTHERAN CARE CENTER,,,,,,,,,,,,Ms CAROLYN MAE MICKEY,(970)842-2861,,(970)842-3148,,,,125,,,MORGAN COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,120,122 HOSPITAL ROAD,,BRUSH,CO,80723,USA
USA-CO-74-All-74-All-163,ELMS HAVEN CENTER,,,,,,,,,,,,Mr DONALD CRIGER,(303)450-2700,,(303)450-2800,,,,242,,,ADAMS COUNTY,,,,OR PROFIT - CORP.,ELMS HAVEN CENTER,12080 BELLAIRE WAY,,THORNTON,CO,80241,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,178,12080 BELLAIRE WAY,,THORNTON,CO,80241,USA
USA-CO-74-All-74-All-164,ENGLEWOOD POST ACUTE AND REHABILITATION,,,,,,,,,,,,Mr MICHAEL CLEGG,(303)789-2265,,(303)781-8808,,,FOR PROFIT - CORP.,82,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,67,3575 SOUTH WASHINGTON STREET,,ENGLEWOOD,CO,80110,USA
USA-CO-74-All-74-All-165,EVERGREEN NURSING HOME,,,,,,,,,,,,Ms ALYSSA RENNEISEN,(719)589-4951,,(719)589-5651,,,,60,,,ALAMOSA COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,43,1991 CARROLL AVE,,ALAMOSA,CO,81101,USA
USA-CO-74-All-74-All-166,"FAIRACRES MANOR, INC.",,,,,,,,,,,,Ms MARLA TRUJILLO,(970)353-3370,,(970)353-9347,,,,116,,,WELD COUNTY,,,,OR PROFIT - CORP.,VIVAGE QUALITY PARTNERS,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,106,1700 18TH AVENUE,,GREELEY,CO,80631,USA
USA-CO-74-All-74-All-167,FLATIRONS HEALTH AND REHAB LLC,,,,,,,,,,,,Ms KARLA MARIE BAUM,(720)507-3447,,(316)295-4379,,,FOR PROFIT - CORP.,45,,,BOULDER COUNTY,,,,(303)441-1173,FLATIRONS HEALTH AND REHAB LLC,1107 WEST CENTURY DRIVE,,LOUISVILLE,CO,80027,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,16,1107 CENTURY DRIVE,,LOUISVILLE,CO,80027,USA
USA-CO-74-All-74-All-168,FOREST RIDGE,,,,,,,,,,,,Mr JAMES ROGER CALL,(719)686-6500,,(719)686-6501,,,,80,,,TELLER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,46,16006 W HIGHWAY 24,,WOODLAND PARK,CO,80863,USA
USA-CO-74-All-74-All-169,FOREST STREET COMPASSIONATE CARE CENTER,,,,,,,,,,,,Mr NOSA OSA AKPATA,(303)393-7600,,(303)393-7606,,,,60,,,DENVER COUNTY,,,,OR PROFIT-PARTNERSHIP,FOREST STREET COMPASSIONATE CARE CENTER,"3440 YOUNGFIELD STREET, SUITE 358",,WHEAT RIDGE,CO,80033,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,51,3345 FOREST STREET,,DENVER,CO,80207,USA
USA-CO-74-All-74-All-170,FORT COLLINS HEALTH CARE CENTER,,,,,,,,,,,,Mr TIMOTHY PATRICK PIERZ,(970)482-7925,,(970)493-1686,,,FOR PROFIT - CORP.,83,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,75,1000 SOUTH LEMAY AVENUE,,FORT COLLINS,CO,80524,USA
USA-CO-74-All-74-All-171,FOUR CORNERS HEALTH CARE CENTER,,,,,,,,,,,,Ms CHRISTINE LUDWIG (ADMIN),(970)247-2215,,(970)259-6534,,,,158,,,LA PLATA COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,105,2911 JUNCTION STREET,,DURANGO,CO,81301,USA
USA-CO-74-All-74-All-172,FOWLER HEALTH CARE,,,,,,,,,,,,MS BEVERLY HARRISON,(719)263-4234,,(719)263-5604,,,,45,,,OTERO COUNTY,,,,OR PROFIT - CORP.,FOWLER HEALTH CARE CENTER,,P.O. BOX 398,FOWLER,CO,81039,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,36,221 2ND STREET,,FOWLER,CO,81039,USA
USA-CO-74-All-74-All-173,FRASIER MEADOWS HEALTH CARE CENTER,,,,,,,,,,,,Ms MICHELLE MCPARLAND,(303)499-8412,,(303)499-0681,,,NON PROFIT-CORPORATION,54,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,54,4950 THUNDERBIRD DRIVE,,BOULDER,CO,80303,USA
USA-CO-74-All-74-All-174,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,,,,,,,,,,,,Mr JOHN ANDREW MORENO,(303)750-8418,,(303)750-0021,,,0,120,,,ARAPAHOE COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,101,1600 SOUTH POTOMAC STREET,,AURORA,CO,80012,USA
USA-CO-74-All-74-All-175,GARDENS ON QUAIL,,,,,,,,,,,,Ms SARA DENT,(303)456-1500,,(303)456-1501,,,FOR PROFIT - CORP.,60,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,58,6447 QUAIL STREET,,ARVADA,CO,80004,USA
USA-CO-74-All-74-All-176,"GARDENS, THE",,,,,,,,,,,,Ms YVONNE (ADM) REYNOLDS,(719)635-2569,,(719)635-2977,,,FOR PROFIT-PARTNERSHIP,45,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,41,104 LOIS LANE,,COLORADO SPRINGS,CO,80904,USA
USA-CO-74-All-74-All-177,GLENWOOD SPRINGS HEALTH CARE,,,,,,,,,,,,Ms CHAVIEN PAGET,(970)945-5476,,(970)945-1420,,,FOR PROFIT - CORP.,54,,,GARFIELD COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,39,2305 BLAKE AVENUE,,GLENWOOD SPRINGS,CO,81601,USA
USA-CO-74-All-74-All-178,GOLDEN PEAKS CENTER,,,,,,,,,,,,Mr DANIEL BALLI,(970)482-2525,,(970)482-1138,,,,60,,,LARIMER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,46,1005 EAST ELIZABETH STREET,,FORT COLLINS,CO,80524,USA
USA-CO-74-All-74-All-179,GOOD SAMARITAN SOCIETY - BONELL COMMUNITY,,,,,,,,,,,,Mr RYAN MERTZ,(970)352-6082,,(970)356-7970,,,NON PROFIT-CORPORATION,170,,,WELD COUNTY,,,,(970)353-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,113,706 23RD STREET,,GREELEY,CO,80631,USA
USA-CO-74-All-74-All-180,GOOD SAMARITAN SOCIETY - FORT COLLINS VILLAGE,,,,,,,,,,,,Mr FRED PITZL,(970)226-4909,,(970)226-6976,,,NON PROFIT-CORPORATION,64,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,56,508 WEST TRILBY ROAD,,FORT COLLINS,CO,80525,USA
USA-CO-74-All-74-All-181,GOOD SAMARITAN SOCIETY - LOVELAND VILLAGE,,,,,,,,,,,,Ms CYNTHIA BENFIELD,(970)669-3100,,(970)663-4526,,,,104,,,LARIMER COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,98,2101 SOUTH GARFIELD AVENUE,,LOVELAND,CO,80537,USA
USA-CO-74-All-74-All-182,GOOD SAMARITAN SOCIETY SIMLA,,,,,,,,,,,,Ms BRENDA ATWELL,(719)541-2269,,(719)541-2950,,,NON PROFIT-CORPORATION,30,,,ELBERT COUNTY,,,,(719)348-5562,GOOD SAMARITAN SOCIETY - SIMLA,,P.O. BOX 38,SIMLA,CO,80835,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,24,320 PUEBLO AVENUE,,SIMLA,CO,80835,USA
USA-CO-74-All-74-All-183,GRACE MANOR CARE CENTER,,,,,,,,,,,,Ms CHARLOTTE LYNN WEBER,(719)346-7512,,(719)346-9373,,,,44,,,KIT CARSON COUNTY,,,,OR PROFIT - CORP.,GRACE MANOR CARE CENTER,,P O BOX 98,BURLINGTON,CO,80807,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,18,465 FIFTH STREET,,BURLINGTON,CO,80807,USA
USA-CO-74-All-74-All-184,GRACE POINTE CONTINUING CARE SR CAMPUS SKILLED NURSING,,,,,,,,,,,,Ms DEBRA MAJORS,(970)304-1919,,(970)304-2231,,,FOR PROFIT - CORP.,53,,,WELD COUNTY,,,,(970)353-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,46,1919 68TH AVENUE,,GREELEY,CO,80634,USA
USA-CO-74-All-74-All-185,"GREEN HOUSE HOMES AT MIRASOL, THE",,,,,,,,,,,,Ms NANCY SCHWALM,(970)342-2400,,(970)342-2267,,,FOR PROFIT - CORP.,60,,,LARIMER COUNTY,,,,(303)862-3524,VIVAGE-THE GREEN HOUSE HOMES AT MIRASOL,"12136 W BAYAUD AVE, #200",,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,60,490 MIRASOL DRIVE,,LOVELAND,CO,80537,USA
USA-CO-74-All-74-All-186,GUNNISON VALLEY HEALTH SENIOR CARE CENTER,,,,,,,,,,,,Mr JOSEPH  WADE BAKER,(970)641-0704,,(970)641-1826,,,,59,,,GUNNISON COUNTY,,,,OVERNMENT-COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,46,1500 W TOMICHI AVE,,GUNNISON,CO,81230,USA
USA-CO-74-All-74-All-187,HALLMARK NURSING CENTER,,,,,,,,,,,,Ms KAILEY MCNERNEY,(303)794-6484,,(303)797-8781,,,FOR PROFIT - CORP.,143,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,118,3701 WEST RADCLIFF AVENUE,,DENVER,CO,80236,USA
USA-CO-74-All-74-All-188,HARMONY POINTE NURSING CENTER,,,,,,,,,,,,Ms FRANCES HOLLIDAY (ADMIN),(303)238-1275,,(303)274-0825,,,,110,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,"QUALITY LIFE MANAGEMENT, LLC",12136 WEST BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,91,1655 YARROW STREET,,LAKEWOOD,CO,80214,USA
USA-CO-74-All-74-All-189,HEALTH CENTER AT FRANKLIN PARK,,,,,,,,,,,,Ms JANE RUNGE,(303)832-9323,,(303)863-7636,,,,86,,,DENVER COUNTY,,,,ON PROFIT-CHURCH RELATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,80,1535 PARK AVENUE,,DENVER,CO,80218,USA
USA-CO-74-All-74-All-190,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE",,,,,,,,,,,,Mr DAVID DUNYON (P),(719)632-7000,,(719)632-4000,,,FOR PROFIT - CORP.,97,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,38,2818 GRAND VISTA CIRCLE,,COLORADO SPRINGS,CO,80904,USA
