row_id,Facility Name,Address1,Address2,City,Zip,State,Phone,Fax,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Licensed Beds,Country,facility_type
USA-GA-78-GA-All-output-1322,PINES PERSONAL CARE HOME III,2121-C MARTIN LUTHER KING JR DRIVE,,ALBANY,31701,GA,2294462122,2298781417,2121-C MARTIN LUTHER KING JR DRIVE,,ALBANY,31701,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1323,PINES PERSONAL CARE HOME,2121-D MARTIN LUTHER KING JR. DRIVE,,ALBANY,31701-4108,GA,2298880683,2298781417,2121-D MARTIN LUTHER KING JR. DRIVE,,ALBANY,31701,GA,18,US,Nursing Home
USA-GA-78-GA-All-output-1324,CHARMS PERSONAL CARE HOME,900 WEST RESIDENCE P.O. BOX 5345,,ALBANY,31706,GA,2298887741,2298834492,900 WEST RESIDENCE P.O. BOX 5345,,ALBANY,31706,GA,18,US,Nursing Home
USA-GA-78-GA-All-output-1325,HERITAGE INN RETIREMENT CENTER,14901 RIVER STREET,,BLAKELY,39823,GA,2297238099,2297238315,405 RIVER STREET,,BLAKELY,39823,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1326,MAGNOLIA ESTATES,68 COLLEGE AVENUE,,ELBERTON,30635-1740,GA,7062832226,,68 COLLEGE AVENUE,,ELBERTON,30635,GA,50,US,Nursing Home
USA-GA-78-GA-All-output-1327,SARA'S PERSONAL CARE HOME,129 LEONARD LANE,,SWAINSBORO,30401,GA,4782899099,,129 LEONARD LANE,,SWAINSBORO,30401,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1328,SENIOR CITIZENS CARE CENTER ANNEX,223 HARMON ROAD,,SWAINSBORO,30401,GA,4782378261,,223 HARMON ROAD,,SWAINSBORO,30401,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1329,BEASLEY'S PERSONAL CARE HOME,310 SOUTH 3RD STREET,,STILLMORE,30464,GA,9125624429,,PO BOX 333,,STILMORE,,GA,3,US,Nursing Home
USA-GA-78-GA-All-output-1330,CHURCH STREET MANOR,425 WEST CHURCH STREET,,SWAINSBORO,30401,GA,4782376763,,PO BOX 395,,SWAINSBORO,30401,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1331,ROYAL OAKS,211 WEST COLLEGE STREET,P.O. BOX 7,ADRIAN,31002,GA,4786684709,,211 WEST COLLEGE STREET,P.O. BOX 7,ADRIAN,31002,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1332,LAKESIDE REST HOME,924 CRUMP STREET,,SWAINSBORO,30401,GA,4782379427,,924 CRUMP STREET,,SWAINSBORO,30401,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1333,AZALEA ESTATES AL & RETIR CENT,105 AUTUMN GLEN CIRCLE,,FAYETTEVILLE,30215,GA,7704610039,,105 AUTUMN GLEN CIRCLE,,FAYETTEVILLE,30215,GA,96,US,Nursing Home
USA-GA-78-GA-All-output-1334,GRACE'S HOUSE TWO,5 RAINTREE DRIVE,,SILVER CREEK,30173,GA,7062957084,,5 RAINTREE DRIVE,,SILVER CREEK,30173,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1335,WINTHROP COURT,10 HIGHWAY 411 EAST,,ROME,30161-6610,GA,7062362500,,10 HIGHWAY 411 EAST,,ROME,30161,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-1336,CUMMING MANOR PERSONAL CARE,2775 CASTLEBERRY ROAD,,CUMMING,30040,GA,7707812300,,P.O. BOX 24,,CUMMING,30040,GA,40,US,Nursing Home
USA-GA-78-GA-All-output-1337,"YOUNG AT HEART PCH, THE",61 TURKEY CREEK ROAD,,CARNESVILLE,30521,GA,7063842435,,61 TURKEY CREEK ROAD,,CARNESVILLE,30521,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1338,ROSEMAUDE PERSONAL CARE HOME,642 ERIN AVENUE,S. W.,ATLANTA,30310,GA,4047531289,,642 ERIN AVENUE,S. W.,ATLANTA,30310,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1339,WEST END GROUP HOME,684 LAWTON STREET,S. W.,ATLANTA,30310-2600,GA,4047582036,,85 RENAISSANCE PKWY,NE,ATLANTA,30308,GA,5,US,Nursing Home
USA-GA-78-GA-All-output-1340,LITTLE'S PERSONAL CARE HOME,212 JOSEPH E LOWERY BLVD,NW,ATLANTA,30314-3314,GA,4045840299,,212 JOSEPH E LOWERY BLVD,NW,ATLANTA,30314,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1341,ENABLE CRABAPPLE,10500 CRABAPPLE ROAD,,ROSWELL,30075,GA,7709983291,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,5,US,Nursing Home
USA-GA-78-GA-All-output-1342,ENABLE BARRINGTON LANDING,1070 BARRINGTON LANDING COURT,,ROSWELL,30076,GA,7706422467,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1343,"HOME PLACE, THE",602 HAMILTON E. HOLMES,,ATLANTA,30318,GA,4047949322,,602 HAMILTON E. HOLMES,,ATLANTA,30318,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1344,"CHATHAM, J HOWARD HOME",14600 PROVIDENCE ROAD,,MILTON,30004,GA,7707519970,,P.O. BOX 922787,,NORCROSSS,30010,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1345,SPALDING HOUSE,1105 SPALDING DRIVE,,ATLANTA,30350,GA,6785870706,,1105 SPALDING DRIVE,,ATLANTA,30350,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1346,ENABLE DENNA DRIVE,130 DENNA DRIVE,,ALPHARETTA,30004,GA,7703439768,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1347,ENABLE COLD CREEK,164 COLD CREEK DRIVE,,ALPHARETTA,30004,GA,7703439671,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1348,ENABLE TOLLWOOD,535 TOLLWOOD DRIVE,,ROSWELL,30075,GA,7706406419,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1349,OV'S PERSONAL CARE HOME,367 IRWIN STREET,NE,ATLANTA,30312,GA,4045230929,,367 IRWIN STREET,NE,ATLANTA,30312,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1350,BETTY'S PERSONAL CARE HOME,1288 LORENZO DRIVE,S.W.,ATLANTA,30310,GA,4047525875,,1288 LORENZO DRIVE,S.W.,ATLANTA,30310,GA,5,US,Nursing Home
USA-GA-78-GA-All-output-1351,LIVING PERSONAL CARE HOME,3034 GRAND AVENUE,S.W.,ATLANTA,30315-9020,GA,4046840449,,3034 GRAND AVENUE,S.W.,ATLANTA,30315,GA,5,US,Nursing Home
USA-GA-78-GA-All-output-1352,HOME OF LOVE PCH,2188 FAIR WAY CIRCLE,S.W.,ATLANTA,30331,GA,4043444268,,2188 FAIR WAY CIRCLE,S.W.,ATLANTA,30331,GA,3,US,Nursing Home
USA-GA-78-GA-All-output-1353,ENABLE BRANCHWOOD DRIVE,2864 BRANCHWOOD DRIVE,,EAST POINT,30344,GA,4046292827,,1200 OLD ELLIS,,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1354,"ENABLE MAYS, BENJAMIN E",2729 BENJAMIN E. MAYS ROAD,,ATLANTA,30311,GA,4047531598,,1200 OLD ELLIS ROAD,,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1355,ENABLE PINE GROVE GROUP HOME,540 PINE GROVE ROAD,,ROSWELL,30075,GA,7709936976,,1200 OLD ELLIS ROAD,SUITE A,ROSWELL,30076,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1356,COMMUNITY FRIENDSHIP GP HOME,1599 HOWELL MILL ROAD,,ATLANTA,30318,GA,4043525417,,85 RENAISSANCE PKWY,NE,ATLANTA,30308,GA,11,US,Nursing Home
USA-GA-78-GA-All-output-1357,"PROVIDER'S, THE",799 MORELAND AVENUE,S. E.,ATLANTA,30316-2405,GA,4046279043,,799 MORELAND AVENUE,S. E.,ATLANTA,30316,GA,13,US,Nursing Home
USA-GA-78-GA-All-output-1358,ST THERESE HOUSE,806 KIRKWOOD AVENUE SUITE 1570,,ATLANTA,30316,GA,4046140109,,806 KIRKWOOD AVENUE SUITE 1570,,ATLANTA,30316,GA,12,US,Nursing Home
USA-GA-78-GA-All-output-1359,MITCHELL'S PERSONAL CARE HOME,405 LAWTON STREET,,ATLANTA,30310-1317,GA,4047535030,,405 LAWTON STREET,,ATLANTA,30310,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1360,MERRY'S PERSONAL CARE HOME,4070 JANICE DRIVE,,EAST POINT,30344,GA,4042090110,,4070 JANICE DRIVE,,EAST POINT,30344,GA,9,US,Nursing Home
USA-GA-78-GA-All-output-1361,CANTERBURY COURT,3750 PEACHTREE ROAD,NE,ATLANTA,30319-1322,GA,4042616611,4042319119,3750 PEACHTREE ROAD,NE,ATLANTA,30319,GA,22,US,Nursing Home
USA-GA-78-GA-All-output-1362,BROOKDALE CHAMBREL ROSWELL,1000 APPLEWOOD DRIVE,,ROSWELL,30076,GA,7705944600,,1000 APPLEWOOD DRIVE,,ROSWELL,30076,GA,30,US,Nursing Home
USA-GA-78-GA-All-output-1363,SANDY SPRINGS PERSONAL CARE CENTER,300 JOHNSON FERRY ROAD,N.E.,ATLANTA,30328,GA,4042553534,,300 JOHNSON FERRY ROAD,N.E.,ATLANTA,30328,GA,28,US,Nursing Home
USA-GA-78-GA-All-output-1364,HAPEVILLE MANOR SENIOR CARE,601 COLEMAN STREET,,HAPEVILLE,30354-1041,GA,4047675874,,601 COLEMAN STREET,,HAPEVILLE,30354,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1365,HEARTHSTONE PERSONAL CARE COMMUNITY,350 MARKET PLACE,,ROSWELL,30075-3928,GA,7705521091,7705521047,350 MARKET PLACE,,ROSWELL,30075,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1366,OPEN ARMS AND HEART CARE HOME,5604 PASADENA WAY,,VALDOSTA,31601,GA,2292923923,,5604 PASADENA WAY,,VALDOSTA,31601,GA,3,US,Nursing Home
USA-GA-78-GA-All-output-1367,FAMILY PCH,5618 WELLBORN CREEK DRIVE,,LITHONIA,30058,GA,7706333822,,5618 WELLBORN CREEK DRIVE,,LITHONIA,30058,GA,3,US,Nursing Home
USA-GA-78-GA-All-output-1368,PEACEFUL LIVING III,2815 DEANS BRIDGE ROAD,,AUGUSTA,30906,GA,7068703432,,2815 DEANS BRIDGE ROAD,,AUGUSTA,30906,GA,12,US,Nursing Home
USA-GA-78-GA-All-output-1369,MAGNOLIA PLACE OF CAIRO,1710 SOUTH BROAD STREET,,CAIRO,39828,GA,2293776811,2293773029,1710 SOUTH BROAD STREET,,CAIRO,39828,GA,50,US,Nursing Home
USA-GA-78-GA-All-output-1370,"GREEN, CLARICE FAMILY PCH",1220 DOGWOOD ROAD,NORTH,UNION POINT,30669-1804,GA,7064864403,,1220 DOGWOOD ROAD,NORTH,UNION POINT,30669,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1371,OAK PLACE,190 OAK STREET,,LAWRENCEVILLE,30045,GA,7703396576,,P.O. BOX 687,,LAWRENCEVILLE,30046,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1372,KKOTTONGNAE,5732 LAWRENCEVILLE HIGHWAY,,TUCKER,30084,GA,7706381385,,5732 LAWRENCEVILLE HIGHWAY,,TUCKER,30084,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1373,SCHNORA'S HAPPY HOME,2690 SHADY HILL COURT,,SNELLVILLE,30039,GA,7709722419,,2690 SHADY HILL COURT,,SNELLVILLE,30039,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1374,SAVANNAH PLANTATION,102 LEVEL CREEK ROAD,,BUFORD,30518,GA,7702718723,,P.O. BOX 1240,,SUWANEE,30024,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1375,ANNANDALE VILLAGE,3500 ANNANDALE LANE,,SUWANEE,30024,GA,7709458381,,3500 ANNANDALE LANE,,SUWANEE,30024,GA,102,US,Nursing Home
USA-GA-78-GA-All-output-1376,"BRIDGE AT LAWRENCEVILLE, THE",220 COLLINS INDUSTRIAL WAY,,LAWRENCEVILLE,30045,GA,6783778191,,220 COLLINS INDUSTRIAL WAY,,LAWRENCEVILLE,30045,GA,85,US,Nursing Home
USA-GA-78-GA-All-output-1377,MAGNOLIA HILLS RETIREMENT HOME,504 HISTORIC 441 NORTH,,DEMOREST,30535,GA,7068397016,,504 HISTORIC 441 NORTH,,DEMOREST,30535,GA,60,US,Nursing Home
USA-GA-78-GA-All-output-1378,RESTING NEST,4884 PRICE ROAD,,GAINESVILLE,30506,GA,7705380001,,4884 PRICE ROAD,,GAINESVILLE,30506,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1379,COUNTRY HERITAGE II,5761 CONNER ROAD,,FLOWERY BRANCH,30542,GA,7709673090,,5761 CONNER ROAD,,FLOWERY BRANCH,30542,GA,20,US,Nursing Home
USA-GA-78-GA-All-output-1380,GEORGIA LIVING CENTER,182 HEAD AVENUE,,TALLAPOOSA,30176-1260,GA,7705742629,,182 HEAD AVENUE,,TALLAPOOSA,30176,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1381,PHOENIX CENTER STAFFED FAC II,108 VASSAS COURT,,WARNER ROBINS,31088,GA,4789220018,,108 VASSAS COURT,,WARNER ROBINS,31088,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1382,PHOENIX CENTER STAFFED FAC V,200 NORTH SPRING DRIVE,,WARNER ROBINS,31093,GA,4789231065,4789888780,200 NORTH SPRING DRIVE,,WARNER ROBINS,31093,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1383,SOUTHERN HERITAGE II,814 CARL VINSON PARKWAY BLD #2,,CENTERVILLE,31028,GA,4789226380,,814 CARL VINSON PARKWAY BLD #2,,CENTERVILLE,31028,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1384,SOUTHERN HERITAGE I,812 CARL VINSON PARKWAY,,CENTERVILLE,31028,GA,4789226100,4789226161,812 CARL VINSON PARKWAY,,CENTERVILLE,31028,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1385,AUTUMN TERRACE#1,1026 KEITH DRIVE,,PERRY,31069,GA,4789873120,4789872520,1026 KEITH DRIVE,,PERRY,31069,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1386,AUTUMN TERRACE #2,1026 KEITH DRIVE,,PERRY,31069,GA,4789872535,4789874766,1026 KEITH DRIVE,,PERRY,31069,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1387,GRAMPS AND GRANNIES,500 NORTH HOUSTON ROAD,,WARNER ROBINS,31093-3051,GA,4789295242,4783291215,500 NORTH HOUSTON ROAD,,WARNER ROBINS,31093,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1388,AUTUMN TERRACE #3,1026 KEITH DRIVE,,PERRY,31069,GA,4789873120,4789874766,1026 KEITH DRIVE,,PERRY,31069,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1389,COLONIAL GARDENS WNR ROBINS #1,903 HIGHWAY 96,,WARNER ROBINS,31088,GA,4789878988,,903 HIGHWAY 96,,WARNER ROBINS,31088,GA,23,US,Nursing Home
USA-GA-78-GA-All-output-1390,COLONIAL GARDENS WNR ROBINS #2,903 HIGHWAY 96,,WARNER ROBINS,31088,GA,4789878988,,903 HIGHWAY 96,,WARNER ROBINS,31088,GA,23,US,Nursing Home
USA-GA-78-GA-All-output-1391,GRAMPS N GRANNIES II,502 NORTH HOUSTON ROAD,,WARNER ROBINS,31093-3051,GA,4789238325,4783291215,502 NORTH HOUSTON ROAD,,WARNER ROBINS,31093,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1392,GRAMPS N GRANNIES III,316 WOODLAWN AVENUE,,WARNER ROBINS,31093-3066,GA,4783286640,4783291215,316 WOODLAWN AVENUE,,WARNER ROBINS,31093,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1393,KINGSFORD OF WARNER ROBINS,851 GUNN ROAD,,WARNER ROBINS,31093,GA,4789537022,4789531650,851 GUNN ROAD,,WARNER ROBINS,31093,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1394,ANTEBELLUM GROVE SENIOR LIVING,1010 KATHRYN RYALS ROAD,,WARNER ROBINS,31088,GA,4789530706,4789531320,1010  KATHRYN RYALS ROAD,,WARNER ROBINS,31088,GA,69,US,Nursing Home
USA-GA-78-GA-All-output-1395,CAMELOT COURT,611 SOUTH APRICOT STREET,,OCILLA,31774,GA,2294689395,2294699494,611 SOUTH APRICOT STREET,,OCILLA,31774,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1396,HERITAGE CARE HOME,108 WEST 3RD STREET,,OCILLA,31774-1728,GA,2294687073,2294684440,108 WEST 3RD STREET,,OCILLA,31774,GA,22,US,Nursing Home
USA-GA-78-GA-All-output-1397,SOUTHSIDE GARDEN,6693 HIGHWAY 11 SOUTH,,HILLSBORO,31038,GA,7064680022,,6693 HIGHWAY 11 SOUTH,,HILLSBORO,31038,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1398,PINELAND PERSONAL CARE HOME,235 BROXTON HIGHWAY,,HAZLEHURST,31539,GA,9123799009,,235 BROXTON HIGHWAY,,HAZLEHURST,31539,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1399,"HOME PLACE, THE",801 WALNUT STREET,,LOUISVILLE,30434,GA,4786257256,,801 WALNUT STREET,,LOUISVILLE,30434,GA,11,US,Nursing Home
USA-GA-78-GA-All-output-1400,SERENITY PERSONAL CARE HOME,120 WINTHROPE AVENUE,,MILLEN,30442,GA,4789821004,,120 WINTHROPE AVENUE,,MILLEN,30442,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1401,MILLER & SON'S PCH,136 SALEM CHURCH-MILLER ROAD,,GRAY,31032-9747,GA,4789321008,,136 SALEM CHURCH-MILLER ROAD,,GRAY,31032,GA,14,US,Nursing Home
USA-GA-78-GA-All-output-1402,HERITAGE HOUSE,811 BELLEVUE AVENUE,,DUBLIN,31021-4847,GA,4782754800,,811 BELLEVUE AVENUE,,DUBLIN,31021,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1403,THOMPSON MANOR,107 ROWE STREET,,DUBLIN,31021,GA,4782728010,4782723641,107 ROWE STREET,,DUBLIN,31021,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1404,ISAAC HAVEN PERSONAL CARE HOME,1939 ISAAC WATKINS ROAD,,MONTROSE,31065-9707,GA,4786764646,4786764634,PO BOX 1322,,DUBLIN,31040,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1405,TWELVE OAKS SENIOR LIVING,2000 BELLEVUE ROAD,,DUBLIN,31021,GA,4782749030,,2000 BELLEVUE ROAD,,DUBLIN,31021,GA,26,US,Nursing Home
USA-GA-78-GA-All-output-1406,CARTER COUNTRY HOME,4447 U.S. 41 SOUTH,,LAKE PARK,31636,GA,2295598924,,4447 U.S. 41 SOUTH,,LAKE PARK,31636,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1407,SHARON'S PERSONAL CARE HOME,605 E. FORCE STREET,,VALDOSTA,31601,GA,2292490581,2292443211,605 E. FORCE STREET,,VALDOSTA,31601,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1408,TL & L PERSONAL CARE HOME,1213 DUNWOODY DRIVE,,VALDOSTA,31602,GA,2292450778,2292599507,1213 DUNWOODY DRIVE,,VALDOSTA,31602,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1409,LANGDALE PLACE,2720 WINDEMERE DRIVE,,VALDOSTA,31602-4117,GA,2292474300,,2720 WINDEMERE DRIVE,,VALDOSTA,31602,GA,51,US,Nursing Home
USA-GA-78-GA-All-output-1410,BAPTIST VILLAGE LAKE PARK,763 JOHNSTON WAY,,LAKE PARK,31636,GA,2295591182,,763 JOHNSTON WAY,,LAKE PARK,31636,GA,40,US,Nursing Home
USA-GA-78-GA-All-output-1411,FOOTHILLS RETIREMENT HOME,148 GLENN HEAD ROAD,,DAHLONEGA,30533,GA,7068646062,,148 GLENN HEAD ROAD,,DAHLONEGA,30533,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1412,DOGWOOD BLUFF,266 PONY LAKE LANE,,DAHLONEGA,30533,GA,7705031731,,266 PONY LAKE LANE,,DAHLONEGA,30533,GA,13,US,Nursing Home
USA-GA-78-GA-All-output-1413,GOLD CITY PCH,350 MOORES DRIVE,,DAHLONEGA,30533,GA,7068643136,7068647479,350 MOORES DRIVE,,DAHLONEGA,30533,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1414,NORTHWOODS RETIREMENT HOME,54 NORTHWOODS DRIVE,,DAHLONEGA,30533,GA,7068648469,,54 NORTHWOODS DRIVE,,DAHLONEGA,30533,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1415,"OAKS PERSONAL CARE HOME, THE",777 NURSING HOME ROAD,,MARSHALLVILLE,31057,GA,4789672225,4789672224,777 NURSING HOME ROAD,,MARSHALLVILLE,31057,GA,12,US,Nursing Home
USA-GA-78-GA-All-output-1416,ABUNDANT LIVING PERSONAL CARE,883 ROY WOOD ROAD,,COMER,30629,GA,7067833542,,883 ROY WOOD ROAD,,COMER,30629,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1417,MASTERS PERSONAL CARE,362 CARVER STREET,S.E.,THOMSON,30824-3508,GA,7065956694,,362 CARVER STREET,S.E.,THOMSON,30824,GA,8,US,Nursing Home
USA-GA-78-GA-All-output-1418,"ROOSEVELT PLACE, THE",2524 WHITE HOUSE PARKWAY,,WARM SPRINGS,31830,GA,7066552588,7066552718,2524 WHITE HOUSE PARKWAY,,WARM SPRINGS,31830,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1419,COLQUITT ALTERNATIVE LIVING CARE,258 E. COLLEGE STREET,,COLQUITT,39837,GA,2297582000,2297582023,258 E. COLLEGE STREET,,COLQUITT,39837,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1420,BARNA PERSONAL CARE HOME,490 JERRY HUMPHRIES ROAD,,PELHAM,31779,GA,2292948115,,490 JERRY HUMPHRIES ROAD,,PELHAM,31779,GA,2,US,Nursing Home
USA-GA-78-GA-All-output-1421,CECIL B DAY HOME,1135 HIGHWAY 42 NORTH,,FORSYTH,31029,GA,4789946580,,P.O. BOX 922787,,NORCROSS,30010,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1422,R AND R COUNTRY ESTATES,1545 OXFORD ROAD,,CULLODEN,31016,GA,4789940355,,1545 OXFORD ROAD,,CULLODEN,31016,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1423,WHISPERING PINES,6273 HIGHWAY 41,SOUTH,BOLINGBROKE,31004,GA,4789940382,,PO BOX 129,,BOLINGBROKE,31004,GA,15,US,Nursing Home
USA-GA-78-GA-All-output-1424,LAKEVIEW MANOR,1321 PRICE MILL ROAD,,MADISON,30650-2867,GA,7063427159,,1321 PRICE MILL ROAD,,MADISON,30650,GA,12,US,Nursing Home
USA-GA-78-GA-All-output-1425,MADISON HOUSE SENIOR LIVING,167 W. JEFFERSON STREET,,MADISON,30650-1367,GA,7063424544,,167 W. JEFFERSON STREET,,MADISON,30650,GA,20,US,Nursing Home
USA-GA-78-GA-All-output-1426,VETERANS PARKWAY ADAPTIVE GP,9021 VETERANS PARKWAY,,COLUMBUS,31909,GA,7066609926,7066609926,P.O. BOX 5328,,COLUMBUS,31906,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1427,SOUTH COLUMBUS PERSONAL CARE H,2440 MESA STREET,,COLUMBUS,31903,GA,7066890230,7066890230,2440 MESA STREET,,COLUMBUS,31903,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1428,TRINITY MANOR,3200 TRINITY CHURCH ROAD,,CANTON,30115,GA,9545496996,,3200 TRINITY CHURCH ROAD,,CANTON,30115,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1429,QUICK DELIGHT PCH,5309 PADDINGTON LANE,,POWDER SPRINGS,30127,GA,7703477140,,5309 PADDINGTON LANE,,POWDER SPRINGS,30127,GA,3,US,Nursing Home
USA-GA-78-GA-All-output-1430,MORRIS' PERSONAL CARE HOME #1,1103 BEDFORD AVENUE,,COLUMBUS,31907,GA,7066873444,7066872362,1103 BEDFORD AVENUE,,COLUMBUS,31907,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1431,ALTA VISTA PERSONAL CARE HOME,2027 ALTA VISTA DRIVE,,COLUMBUS,31907,GA,7062218578,7065628602,2027 ALTA VISTA DRIVE,,COLUMBUS,31907,GA,22,US,Nursing Home
USA-GA-78-GA-All-output-1432,RAYFORD CARE HOME,620 FIRST AVENUE,,COLUMBUS,31901,GA,7063240324,7063219634,620 FIRST AVENUE,,COLUMBUS,31901,GA,12,US,Nursing Home
USA-GA-78-GA-All-output-1433,GREATER COLUMBUS PCH,2425 THIRD AVENUE,,COLUMBUS,31901-1078,GA,7066532430,7066531022,2425 THIRD AVENUE,,COLUMBUS,31901,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1434,COBIS PERSONAL CARE HOME,7200 MANOR ROAD,,COLUMBUS,31907,GA,7065613999,7062562517,7200 MANOR ROAD,,COLUMBUS,31907,GA,100,US,Nursing Home
USA-GA-78-GA-All-output-1435,STEWART COMMUNITY HOME,1125 15TH STREET,,COLUMBUS,31901,GA,7063272707,7062562077,1125 15TH STREET,,COLUMBUS,31901,GA,72,US,Nursing Home
USA-GA-78-GA-All-output-1436,BROOKDALE COLUMBUS,3607 WEEMS ROAD,,COLUMBUS,31909,GA,7065764811,7065766612,3607 WEEMS ROAD,,COLUMBUS,31909,GA,56,US,Nursing Home
USA-GA-78-GA-All-output-1437,DELTA HOUSE,105 KIRKLAND ROAD,,COVINGTON,30016,GA,7707874255,4042788114,P.O. BOX 687,,LAWRENCEVILLE,30046,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1438,WALKERS-LAKEBREEZE PCH,440-A LANG ROAD,,COVINGTON,30014-6151,GA,7707840187,,440-A LANG ROAD,,COVINGTON,30014,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1439,ALMEDA'S SPRINGHILL MANOR,600 SPRINGHILL DRIVE,,COVINGTON,30014,GA,7707289992,7064763313,600 SPRINGHILL DRIVE,,COVINGTON,30014,GA,6,US,Nursing Home
USA-GA-78-GA-All-output-1440,APPALACHEE HOME,4600 MONROE HIGHWAY,,STATHAM,30666,GA,7707255919,,P.O BOX 922787,,NORCROSS,30010,GA,4,US,Nursing Home
USA-GA-78-GA-All-output-1441,MAGNOLIA ESTATES OF OCONEE,1641 VIRGIL LANGFORD ROAD,,ATHENS,30677,GA,7065435595,,1641 VIRGIL LANGFORD ROAD,,ATHENS,30677,GA,48,US,Nursing Home
USA-GA-78-GA-All-output-1442,RAINBOW RETIREMENT HOME,109 MEYERS FARM ROAD,,ARNOLDSVILLE,30619,GA,7067422162,7067422169,109 MEYERS FARM ROAD,,ARNOLDSVILLE,30619,GA,24,US,Nursing Home
USA-GA-78-GA-All-output-1443,KIMBERLY PERSONAL CARE HOME,700 WEST MEMORIAL DRIVE,,DALLAS,30132,GA,7705057600,,700 WEST MEMORIAL DRIVE,,DALLAS,30132,GA,32,US,Nursing Home
