row_id,Name of Home,License #,Extension To Date,Licensed To,Licensed From,Lic Type,Type Res,# Res,Owner/Agency,Adm First Name,Adm Last Name,Dsgne First Name,Dsgne Last Name,Website Phone #,Fax #,email address,Mailing Address,M City,M ZIP Code,Physical Address,P City,P ZIP Code,Sprinkler,facility_type
USA-AK-70-AK-AssistedLiving-output-318,HOPE - Perenosa,100494,,30-Apr-18,1-May-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,344-0145,,perenosa@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,3791 Perenosa Circle,Anchorage,99515,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-319,HOPE - Phoenix Way,100972,,31-May-19,1-Jun-17,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Holly,Scott,561-5335,564-7249,phoenix@hopealasaka.org,540 W. International Airport Rd.,Anchorage,99518,1705 Resurrection Blvd.,Seward,99664,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-320,HOPE - Pioneer Muldoon,100280,,30-Nov-17,1-Dec-15,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,333-9603,,pioneer-anc@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,8350 Pioneer Dr.,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-321,HOPE - Pioneer Parkway ALH,100051,,31-Oct-17,1-Nov-15,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,745-7043,,pioneer-mat@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,340 Pioneer Parkway,Palmer,99645,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-322,HOPE - Pribilof,100112,,30-Apr-18,1-May-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,243-1610,,pribilof@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,2811 Pribilof St.,Anchorage,99517,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-323,HOPE - Raspberry,100114,,30-Jun-18,1-Jul-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,245-4645,,raspberry@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,6905 Arlene St.,Anchorage,99502,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-324,HOPE - Redoubt,100885,,31-Dec-17,1-Jan-15,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Catherine,Wheeler,420-3601,,redoubt@hopealaska.org,540 W. International Airport Road,Anchorage,99518,197 E. Redoubt Ave. #4&5,Soldotna,99669,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-325,HOPE - Resolution Bay,100088,,31-Oct-17,1-Nov-15,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,357-2345,,resolution@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,2750 Resolution Bay,Wasilla,99654,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-326,HOPE - Resurrection,100179,,31-May-19,1-Jun-17,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Holly,Scott,224-7217,,resurrection@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1707 Resurrection Blvd.,Seward,99664,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-327,HOPE - Ruby,100043,,31-Oct-18,1-Nov-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,243-5211,,ruby@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,2741 Ruby Drive,Anchorage,99502,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-328,HOPE - Sandy Place,100334,,31-Mar-18,1-Apr-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,522-1116,,sandy-place@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,8324 Sandy Place #A,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-329,HOPE - Saratoga,100874,,31-Aug-19,1-Sep-17,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,433-4845,,saratoga@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,2036 Saratoga,Anchorage,99517,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-330,HOPE - Seal Point,100164,,31-May-18,1-Jun-16,Biennial,DD/MH,5,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,344-7343,,seal-point@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,9130 Seal Point Circle,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-331,HOPE - Seclusion,100117,,30-Jun-18,1-Jul-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,333-3403,,seclusion@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,8108 Seclusion Drive,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-332,HOPE - Selief,101108,,30-Jun-18,1-Jul-16,Biennial,DD/MH,6,"Hope Community Resources, Inc.",Eric,Gurley,Corrie,Davis,561-5335,,codavis@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1117 Selief Lane,Kodiak,99615,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-333,HOPE - Shenandoah,100052,,31-Dec-18,1-Jan-17,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,348-8500,,shenandoah@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,12230 Shenandoah Road,Anchorage,99516,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-334,HOPE - Sherrie Street,356644,,31-Oct-18,1-Nov-16,Biennial,DD/MH,5,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,333-0715,,sherrie-street@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,3424 Sherrie Street,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-335,HOPE - Sherwood,359839,,31-Oct-18,1-Nov-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,243-6733,,sherwood@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,6820 Sherwood Ave.,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-336,HOPE - Shorecrest,360004,,31-Jan-19,1-Feb-17,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,248-6121,,shorecrest@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,9300 Shorecrest Dr.,Anchorage,99502,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-337,HOPE - Solar Drive,358124,,30-Nov-18,1-Dec-16,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,346-2562,,solar@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,8520 Solar Drive,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-338,HOPE - Sunrise,232051,,31-Jan-18,1-Feb-16,Biennial,DD/MH,5,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,272-8190,,sunrise@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1677 Sunrise Drive,Anchorage,99508,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-339,HOPE - Tudor,100771,,30-Jun-18,1-Jul-16,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,564-7478,,tudor@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518-1110,8011 Northwind Avenue,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-340,HOPE - Turpin,100062,,28-Feb-19,1-Mar-17,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,337-8497,,turpin@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1406 Turpin Street,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-341,HOPE - Vasser,100752,,30-Jun-18,1-Jul-16,Biennial,DD/MH,5,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,338-4114,,vasser@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,3581 Vassar Drive,Anchorage,99508,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-342,HOPE - Viburnum,100359,,31-Jul-18,1-Aug-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,349-0585,,viburnum@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,7041 Viburnum Drive,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-343,HOPE - Viewcrest,361520,,30-Jun-18,1-Jul-16,Biennial,DD/MH,5,"Hope Community Resources, Inc.",Eric,Gurley,Corrie,Davis,486-4961,,codavis@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518-1110,3194 Viewcrest Lane,Kodiak,99615,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-344,HOPE - W 42nd,100458,,28-Feb-18,1-Mar-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,338-0200,,west42@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,420 W. 42nd Ave. #2,Anchorage,99503,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-345,HOPE - W 75th,100740,,30-Jun-18,1-Jul-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,561-5335,,west75@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,716 W. 75th Ave,Anchorage,99515,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-346,HOPE - W 79th,100039,,31-Aug-18,1-Sep-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,248-5134,,west-79@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518-1110,3510 W. 79th Ave,Anchorage,99502,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-347,HOPE - Watson,100957,,30-Apr-19,1-May-17,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,631-3707,357-3751,tomwatson@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1000 N. Tom Watson Place,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-348,HOPE - Whale Bay Circle,100104,,31-Mar-18,1-Apr-16,Biennial,DD/MH,2,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,344-1723,,whale-bay@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,10011 Whale Bay Circle,Anchorage,99515,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-349,HOPE - Winners Circle,360078,,30-Nov-18,1-Dec-16,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,344-1834,,winners-circle@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,1100 Winners Circle,Anchorage,99518,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-350,HOPE - Yuguutuk Home,360325,,31-Aug-19,1-Sep-17,Biennial,DD/MH,4,"Hope Community Resources, Inc.",Eric,Gurley,Steve,Cole,842-2117,,scole@hope alaska.org,540 W. International Airport Rd.,Anchorage,99518,2301 Sockeye Circle,Dillingham,99576,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-351,HOPE - Yukla,100210,,28-Feb-19,1-Mar-17,Biennial,DD/MH,3,"Hope Community Resources, Inc.",Eric,Gurley,Jennifer,Louder,272-6698,,sheldon-jackson@hopealaska.org,540 W. International Airport Rd.,Anchorage,99518,4221 Yukla Circle,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-352,"Hope Haven Assisted Living, LLC",100744,,30-Sep-17,1-Oct-15,Biennial,SS,11,Gladys Egger,Gladys,Egger,Renee,Mathena,374-9785,,gladysegger@yahoo.com,PO Box 73566,Fairbanks,99707-3566,1511 21st Avenue,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-353,"Horizon Assisted Living of Fairbanks, LLC",101028,,30-Sep-18,1-Oct-16,Biennial,DD/MH,8,"Horizon Assisted Living of Fairbanks, LLC","Beverly ""Valerie""",Allen-Majors,Brian,Kilpatrick,978-2316,,horizon_alf@yahoo.com,"821 17th Avenue, Apt. 120",Fairbanks,99701,"821 17th Avenue, Apt. 117, 118, 120, 121, 122",Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-354,House of Gold ALH,101048,,30-Apr-19,1-May-17,Biennial,DD/MH,5,Jose Pentecostes,Rene,Francisco,Roy,Pentecostes,868-3775,,rallanfran@aol.com,4840 Leah Ct.,Anchorage,99508,4840 Leah Ct.,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-355,House of Peace,100946,,28-Feb-18,29-Feb-16,Biennial,SS,2,Gloria Reddick,Gloria,Reddick,Nathaniel,Reddick,306-4035,,gvanvalen@yahoo.com,P.O Box 232084,Anchorage,99523,2022 Applewood Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-356,House of Shalom,10051,,31-Jul-18,1-Aug-16,Biennial,DU,5,House of Shalom Assisted Living LLC,Grace,Graham,Florence,Pasiah,744-3445,,emegpd2004m@yahoo.com,2745 Meadow Wood Cir.,Anchorage,99516,2745 Meadow Wood Cir,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-357,House of Shalom E. 52nd,101206,,31-Oct-18,1-Nov-16,Biennial,DD/MH,4,House of Shalom Assisted Living LLC,Grace,Graham,Ajoke,Kolawole,351-4994,,,2745 Meadow Wood Circle,Anchorage,99516,2470 E. 52nd Unit A,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-358,Iluminada's Assisted Living Home,100681,,31-Jan-18,1-Feb-16,Biennial,SS,5,Iluminada Ibay,Iluminada,Ibay,Felicisimo and Kimberly,Ibay,868-2738,563-6793,lumen1@yahoo.com,7430 Randamar Place,Anchorage,99507,7619 Winchester Street,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-359,Iluminada's Assisted Living Home II,100831,,28-Feb-19,1-Mar-17,Biennial,SS,5,Iluminada Ibay,Iluminada,Ibay,Brigida/Kimberly,Pasion/Ibay,223-8840,563-6793,lumen1@yahoo.com,7430 Randamar Place,Anchorage,99507,2326 E 72nd Ave,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-360,Immaculate Concepcion Home,5,,31-Aug-19,1-Sep-17,Biennial,SS,5,"Immaculate Concepcion Homes, LLC",Florence,"Cuanan, RN",Nora,Rivera,522-5671,,florence925@gmail.com,7110 Miranda Drive,Anchorage,99507,7110 Miranda Drive,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-361,Immaculate Concepcion Home II,202,,30-Sep-17,1-Oct-15,Biennial,SS,5,"Immaculate Concepcion Homes, LLC",Florence,"Cuanan, RN",Nora,Rivera,522-5671,,florence925@gmail.com,7110 Miranda Drive,Anchorage,99507,8720 Barney Circle,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-362,Immaculated Concepcion,100549,,31-Mar-18,1-Apr-16,Biennial,DU,5,Jeanephere Lorenzana,Jeanephere,Lorenzana,Leonila,Kenner,332-0158,244-0446 (L.K.),jeanephere@acsalaska.net,1836 Laura Circle,Anchorage,99508,1836 Laura Cr.,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-363,Independence Park Assisted Living,101009,,30-Jun-18,1-Jul-16,Biennial,DD/MH,3,Daniel & Elisha Martinez,Daniel,Martinez,Judy,Ramsey,350-2295,222-5390,dan.martinez@live.com,9618 Newhaven Loop,Anchorage,99507,9618 Newhaven Loop,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-364,J&J Independent Living - Colossus #2,101152,,30-Apr-19,1-May-17,Biennial,DD/MH,3,"J&J Independent Living, LLC",Billie Jo,Hansen,Harley,Mills,373-3953,,billie.Hansen@jjinliv.com,165 E Parks Hwy. Ste. 106,Wasilla,99654,4500 Wasilla Fishhook Rd #2,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-365,J&J Independent Living - Colossus #3,101154,,30-Apr-19,1-May-17,Biennial,DD/MH,3,"J&J Independent Living, LLC",Billie Jo,Hansen,Harley,Mills,373-3953,,billie.hansen@jjinliv.com,165 E Parks Hwy. Ste. 106,Wasilla,99654,4500 Wasilla Fishhook Rd #3,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-366,J&J Independent Living - Colossus #4,101155,,30-Apr-19,1-May-17,Biennial,DD/MH,3,"J&J Independent Living, LLC",Billie Jo,Hansen,Harley,Mills,373-3953,,billie.hansen@jjinliv.com,165 E Parks Hwy. Ste. 106,Wasilla,99654,4500 Wasilla Fishhook Rd #4,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-367,J&J Independent Living - Mulchatna House,100342,,31-May-19,1-Jun-17,Biennial,DD/MH,4,"J&J Independent Living, LLC",Billie Jo,Hansen,Jerusha,Gatfield,373-3953,,billie.hansen@jjinliv.com,165 E Parks Hwy. Ste. 106,Wasilla,99654,801 Mulchatna Drive,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-368,J&J Independent Living - Wolverine House,101088,,30-Nov-17,1-Dec-15,Biennial,DD/MH,5,"J&J Independent Living, LLC",Billie Jo,Hansen,Harley,Mills,373-3953,,billie.hansen@jjinliv.com,165 E Parks Hwy. Ste. 106,Wasilla,99654,3435 N. Wolverine Dr.,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-369,Jacobs Place,101230,,31-Jul-18,28-Jul-17,Provisional,DD/MH,1,Vasillios Blanas,Vasillios,Blanas,Kathleen,Wilson,345-8654,,akplayer2@yahoo.com,2117 Dolly Varden Ave.,Anchorage,99516,2117 Dolly Varden Ave.,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-370,Jade Assisted Living Home,100905,,30-Apr-18,25-Mar-16,Biennial,SS,5,Eloisa Aguilar,Eloisa,Aguilar,Eleanor,Signey,952-2697,,jayd1012@yahoo.com,9280 Aphrodite Dr.,Anchorage,99515,9280 Aphrodite Drive,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-371,Jade Assisted Living Home 2,101044,,28-Feb-19,1-Mar-17,Biennial,SS,5,Eloisa Aguilar,Eloisa,Aguilar,Eleanor,Signey,952-2697,,jayd1012@yahoo.com,3847 Scenic View Drive,Anchorage,99504,3847 Scenic View Drive,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-372,Jamiezon ALH,100486,,30-Apr-18,1-May-16,Biennial,SS,5,Maria Corazon Garcia,M. Corazon P.,Garcia,Zayda,Pentecostes,868-5296,337-5296,bubugarcia@alaska.net,2280 Lake George Drive,Anchorage,99504,2280 Lake George Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-373,Jamiezon ALH II,100949,,28-Feb-18,29-Feb-16,Biennial,SS,3,Maria Corazon Garcia,M. Corazon P.,Garcia,Randy,Pentecostes,868-5296,,bubugarcia@alaska.net,3601 Scenic View Dr,Anchorage,99504,3601 Scenic View Dr,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-374,Jay Bird Assisted Living Home,100716,,30-Sep-17,23-May-16,Biennial,DD/MH,1,"Connecting Ties, Inc.",Kyle,Klobertanz,Diane,Malone,835-3274,,ctied@cvinternet.net d.malone@connectingties.org,PO Box 2017,Valdez,99686,"330 Jago Street, Apartment A",Valdez,99686,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-375,Jenny's Home,100087,,31-Dec-18,1-Jan-17,Biennial,DU,5,Jenny McFarlin,Jenny,McFarlin,Margaret,Sapelnick,357-8049,357-8049,vettejenny@yahoo.com//mcfarlin@mtaonline.net,1040 Pittman Rd.,Wasilla,99623,1040 Pittman Rd.,Wasilla,99623,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-376,Jewel Lake ALH,101014,,30-Jun-18,1-Jul-16,Biennial,SS,10,Arthur and Grace Bonglo,Arthur,Bonglo,Marita,Hardee,243-9570,243-9570,jewellakealh@yahoo.com,4132 West 88th Ave,Anchorage,99502,4132 West 88th Ave,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-377,JMR Manor,100863,,30-Jun-19,1-Jul-17,Biennial,DU,5,Jun Mark Robinson (not Rosie Robinson/ John Robinson,Jun Mark,Robinson,Rosie,Robinson,230-8486,,junmark33@gmail.com,11320 Willene Dr,Anchorage,99516,2121 E. 73rd #B,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-378,Joshua House LLC,101158,,30-Jun-19,1-Jul-17,Biennial,SS,10,Linda & Maurice Hendrickson,Amy,Hendrickson,Linda & Kylie,Hendrickson,357-5413,,Joshuahouse.alh@gmail.com,699 W Charlotte's Cir,Wasilla,99654,2180 S. Foothills Blvd,Wasilla,99654,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-379,Joyful Hearts Assisted Living Home,101081,,30-Sep-19,1-Oct-17,Biennial,SS,5,Joyful Hearts Assisted Living Home LLC,Deany,Santana,Michel and Juan,Gomez-Tatis and Campusano,,341-4946,joyfulheartsak@gmail.com,8733 Runamuck Place Unit B,Anchorage,99502,8733 Runamuck Place Unit B,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-380,K.M. Assisted Living Home,101181,,31-Dec-17,23-Dec-16,Provisional,DD/MH,2,Kellen Mata,Kellen,Mata,Marilyn,McGregor,538-1383,,Kmmata99507@yahoo.com,2006 West 32nd Ave.,Anchorage,99517,2006 West 32nd Ave.,Anchorage,99517,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-381,Kachemak Group Home,100862,,30-Nov-19,1-Sep-17,Biennial,DD/MH,4,"Southern Home Care Services, Inc. dba ResCare HomeCare Alaska",Marcella,Livesay,Amber,Halsey,262-9400,260-2029,marcella.livesay@rescare.com,44539 Sterling Hwy Ste. 206,Soldotna,99669,4631 Kachemak Dr.,Homer,99603,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-382,Kachemak Way Assisted Living,138,,31-Oct-17,1-Nov-15,Biennial,DU,5,Ruth Babcock,Ruth,Babcock,Carl/Holly,Butler/Chipps,235-6149,,lnghenry@ptialaska.net,4136 Main Street,Homer,99603,4201 Kachemak Way,Homer,99603,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-383,Kamalani ALH,100727,,31-May-18,1-Jun-16,Biennial,SS,5,Zayda Pentecostes,Zayda,Pentecostes,Grace,Magsino,868-3924,,switzayda@yahoo.com,310 Bunnell St,Anchorage,99508,310 Bunnell St,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-384,Kamalani II ALH,100951,,30-Apr-19,1-May-17,Biennial,SS,5,Zayda Pentecostes,Zayda,Pentecostes,Corazon,Garcia,952-0427,337-5296,switzayda@yahoo.com,310 Bunnell Street,Anchorage,99508,1601 Brink Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-385,Kearney Home,100487,,30-Jun-19,1-Jul-17,Biennial,DD/MH,2,Darlene Kearney,Darlene L.,Kearney,Ronda J.,Yancey,376-1695,907-357-1695,dardar@mtaonline.net,PO Box 877482,Wasilla,99687,23591 Ayershire Avenue,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-386,Keen Eye Care Assisted Living,100577,,31-Dec-18,1-Jan-17,Biennial,SS,5,Cristina Johnson,Crisitina,Johnson,Jovita,Morgan,262-6468,262-5357,uniqueca68@yahoo.com,382 S. Kobuk Street,Soldotna,99669,382 S. Kobuk Street,Soldotna,99669,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-387,Keiki Home II,100255,,30-Jun-19,1-Jul-17,Biennial,DU,5,"Keiki Home, LLC",Roy,Pentecostes,Francisco,Rene,929-1463,,ROY.PENTECOSTES@GMAIL.COM,6802 Zurich St.,Anchorage,99507,6802 Zurich St.,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-388,Kesanooksisk Assisted Living Home,100204,,31-Mar-18,1-Apr-16,Biennial,DD/MH,1,Maria Kesanooksisk,Maria D,Kesanooksisk,Shana,Colburn,,,kesanook@gmail.com,108 Osprey,Sitka,99835,108 Osprey,Sitka,99835,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-389,Ketchikan Kottage,100636,,31-Oct-17,1-Nov-15,Biennial,DD/MH,2,Kathy Fitzgerald,Kathy,Fitzgerald,Michael,Fitzgerald,247-7048,,mnkfitz@kpunet.net or mnkfitz@live.com,925 Jackson Street,Ketchikan,99901,925 Jackson Street,Ketchikan,99901,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-390,Kiwi Assisted Living Home,100351,,30-Jun-18,1-Jul-16,Biennial,DU,5,Roy Francisco,Roy,Francisco,Rene Allen,Francisco,227-5573 (Roy cell),222-7850,roufranc@yahoo.com,1800 Northwestern Ave,Anchorage,99508,1800 Northwestern Ave,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-391,Kiwi Assisted Living Home III,100923,,30-Nov-18,1-Dec-16,Biennial,SS,5,Roy Francisco,Roy,Francisco,Kevan,Francisco,227-5573 (Roy cell),222-7850,roufranc@yahoo.com,2948 Princeton Way,Anchorage,99508,2948 Princeton Way,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-392,Koreena Kay Kare ALH,100708,,31-Aug-18,1-Mar-16,Biennial,DD/MH,1,Koreena Ortiz,Koreena,Ortiz,Kandi,Barcus,260-3302,,koreenakay61@yahoo.com,PO Box 1115,Kenai,99611,48175 Cockrobin Court,Soldotna,99669,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-393,Kro Assisted Living,101208,,30-Nov-18,1-Dec-16,Biennial,SS,5,"Kro Assisted Living, LLC",Theodore,Krogh,Janet,Krogh,312-3256,,main@kroalh.com,7080 Chad Street,Anchorage,99518,7080 Chad Street,Anchorage,99518,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-394,La Alegria Assisted Living Home,101147,,31-Mar-19,1-Apr-17,Provisional,DU,2,La Alegria,Denisse,Salas,Deany,Santana,782-7529,,lalegriadeescare@gmail.com,4607 Klondike Ct.,Anchorage,99508,4607 Klondike Ct.,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-395,Lake Street House,361792,,30-Jun-18,1-Jul-16,Biennial,DD/MH,5,Maniilaq Association,Bree M,Swanson,Stevan L,Hulley,442-2224,,bree.swanson@maniilaq.org,PO Box 256,Kotzebue,99752,818 Lake Street,Kotzebue,99752,FALSE,Assisted Living
