row_id,name,typeofcare,description,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,fax,email,website,low_rate,address_line_1,address_line_2,latitude,longitude,city,province,postal_code,country,neighborhood
USA-AK-70-AK-AssistedLiving-output-243,"Gugy's Assisted Living Home, Llc.",Assisted Living,,717 6075,,,,929 0380,gugyalh@gmail.com,,,4316 Dale Street Unit D,,ERROR,ERROR,Anchorage,,99508,,ERROR
USA-AK-70-AK-AssistedLiving-output-244,Guiding Light Assisted Living Home,Dementia Care;Assisted Living,,696 5545,,,,,guidinglight61@gmail.com,,,11522 Aurora Street,,61.3246758,-149.5619496,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-245,Haines Assisted Living,Dementia Care;Assisted Living,,766 3616,,,,,Stephaniepattison907@gmail.com,,,219 Union St.,,59.237154,-135.445528,Haines,,99827,,
USA-AK-70-AK-AssistedLiving-output-246,Hale Ohana,Assisted Living,,677 0326,,,,,ilynnec@yahoo.com,,,4715 Malibu Road,,61.1761958,-149.9349844,Anchorage,,99517,,Spenard
USA-AK-70-AK-AssistedLiving-output-247,Hale Wai Nani,Assisted Living,,952 4541,,,,,oipus@yahoo.com,,,1054 E. 28th Ave,,44.0269002,-123.0771784,Anchorage,,99508,,Amazon
USA-AK-70-AK-AssistedLiving-output-248,Hamme Assisted Living Home,Assisted Living,,355 0260,,,,,davidhamme61@gmail.com,,,13740 North Willow Lake Drive,,61.7434238,-150.0671507,Willow,,99688,,
USA-AK-70-AK-AssistedLiving-output-249,Happy House Alh,Assisted Living,,929 5620,,,,,ajie@gci.net,,,1010 & 1016 W 29th Place,,61.1936026,-149.9033072,Anchorage,,99503,,Spenard
USA-AK-70-AK-AssistedLiving-output-250,Happy VALLEY Assisted Living,Dementia Care;Assisted Living,,(907) 567 3419,,,,,thenelands@gmail.com,,,69423 Seitz Avenue,,ERROR,ERROR,Ninilchik,,99639,,ERROR
USA-AK-70-AK-AssistedLiving-output-251,Harbor House,Dementia Care;Assisted Living,,305 0500,,,,,harborhousealc@gmail.com,,,1104 Peninsula Street,,56.4613129,-132.3803229,Wrangell,,99929,,
USA-AK-70-AK-AssistedLiving-output-252,Harbor Lights House Al,Dementia Care;Assisted Living,,262 5355,,,,,jodi@harborlightshouse.com,,,39355 Dudley Avenue,,60.505326,-150.920026,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-253,Harbor VIEW Manor,Dementia Care;Assisted Living,,746 4220,,,,,bckorman@mtaonline.net,,,4070 Birch Cove Dr.,,61.5358654,-149.5962607,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-254,Hea Lani Assisted Living Home,Dementia Care;Assisted Living,,(808) 205 8451,,,,,luzumayam@yahoo.com,,,1756 South Heather Meadows Loop,,61.1398418,-149.851401,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-255,Heart And Harmony,Dementia Care;Assisted Living,,222 1725,,,,222 1735,mvallangca@yahoo.com,,,4939 Folker St. Apt A,,61.1759051,-149.8301781,Anchorage,,99507,,Campbell Park
USA-AK-70-AK-AssistedLiving-output-256,Heart Of Care,Assisted Living,,529 8087,,,,,heartofcare@yahoo.com,,,7038 Peck Avenue,,61.2222029,-149.7490068,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-257,Heart Of Love Assisted Livng Home,Assisted Living,,854 3298,,,,,crystal.morrison38@yahoo.com,,,1317 O street,,40.8132532,-96.7021131,Anchorage,,99501,,Downtown
USA-AK-70-AK-AssistedLiving-output-258,Hearts And Hands Of Care,Assisted Living,,(907) 929 5826,,,,,eddy@heartsandhandsofcare.com,,,2030 Brigadier Drive,,61.1354899,-149.8439587,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-259,Hearts And Hands Of Care II,Assisted Living,,868 3771,,,,,eddy@heartsandhandsofcare.com,,,2431 McKenzie Drive,,61.1983996,-149.9498372,Anchorage,,99517,,Turnagain
USA-AK-70-AK-AssistedLiving-output-260,Hearts And Hands Of Care III,Assisted Living,,,,,,,eddy@heartsandhandsofcare.com,,,8393 Duben Ave,,61.2207789,-149.72382,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-261,Hearts And Hands Of Care IV,Assisted Living,,,,,,,eddy@heartsandhandsofcare.com,,,2450 Hastings Lane,,61.1979861,-149.7543375,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-262,Heavenly Angels,Assisted Living,,202 6563,,,,644 0416,sabby_bryant@hotmail.com,,,3934 E. 8th Ave. #2,,32.7058236,-114.6661982,Anchorage,,99508,,
USA-AK-70-AK-AssistedLiving-output-263,Heavenly Hands Alh,Assisted Living,,952 1178,,,,,maria@heavenlyhandsalh.com,,,11631 Nix Court,,61.1149454,-149.8793485,Anchorage,,99515,,Old Seward / Oceanview
USA-AK-70-AK-AssistedLiving-output-264,Helpful Hands,Assisted Living,,,,,,,superscotty6@me.com,,,3607 Wesleyan Drive,,61.1879216,-149.7919037,Anchorage,,99508,,U-MED District
USA-AK-70-AK-AssistedLiving-output-265,Helping Hands Alh,Dementia Care;Assisted Living,,350 1842,,,,,artlen@gci.net,,,1311 W. 40th Avenue,,61.1846159,-149.9083823,Anchorage,,99503,,Spenard
USA-AK-70-AK-AssistedLiving-output-266,Helping Hands Alh III,Assisted Living,,350 1842,,,,,artlen@gci.net,,,4231 Defiance Street,,61.1821672,-149.7703163,Anchorage,,99504,,U-MED District
USA-AK-70-AK-AssistedLiving-output-267,"Heritage Assisted Living Home, Llc.",Dementia Care;Assisted Living,,868 1887,,,,,heritagealh@hotmail.com,,,6754 O'Brien Street,,61.1593826,-149.8369355,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-268,"Heritage Home, Llc.",Dementia Care;Assisted Living,,868 1887,,,,868 1887,heritagealh@hotmail.com,,,6730 O'Brien Street,,61.1595729,-149.8369418,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-269,Hibiscus Alh,Dementia Care;Assisted Living,,306 3414,,,,,eiramsolver@gmail.com,,,2701 - A Wesleyan Drive,,61.1960782,-149.7883323,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-270,Hickok Assisted Living Home,Assisted Living,,274 0060,,,,,shickok2010@gmail.com,,,6074 Doncaster Drive,,61.1979884,-149.7663298,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-271,Highbank Home,Assisted Living,,357 3045,,,,,itsallgood777@msn.com,,,6052 West Sunrise Rd.,,61.651061,-149.5923439,Wasilla,,99623,,
USA-AK-70-AK-AssistedLiving-output-272,Holy Family Alh II,Dementia Care;Assisted Living,,360 4844,,,,222 6590,hfamilycarol46@yahoo.com,,,1454 Saint Gotthard St.,,61.18463,-149.8545874,Anchorage,,99508,,Tudor Area
USA-AK-70-AK-AssistedLiving-output-273,Holy Family Alh III,Dementia Care;Assisted Living,,360 4844,,,,,hfamilycarol46@yahoo.com,,,2030 Duke Drive,,61.1903367,-149.842314,Anchorage,,99508,,Rogers Park
USA-AK-70-AK-AssistedLiving-output-274,Home Of Love Alh,Dementia Care;Assisted Living,,868 1156,,,,,canlaselena@yahoo.com,,,7430 Margaret Circle,,61.153502,-149.9033002,Anchorage,,99518,,Taku / Campbell
USA-AK-70-AK-AssistedLiving-output-275,Home On Mulchatna,Assisted Living,,357 6201,,,,,sbrdaddy@yahoo.com,,,1460 Mulchatna Drive,,61.6070371,-149.4137422,Wasilla,,99654,,Tanaina
USA-AK-70-AK-AssistedLiving-output-276,Hope - 145th Ave,Assisted Living,,561 5335,,,,,east145@hopealaska.org,,,4400 E. 145th Ave.,,61.0889805,-149.7995429,Anchorage,,99516,,Rabbit Creek
USA-AK-70-AK-AssistedLiving-output-277,Hope - Alex Court,Assisted Living,,260 7838,,,,,alex@hopealaska.org,,,37975 Alex Court,,60.531392,-151.07352,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-278,Hope - Alma Drive,Assisted Living,,561 5335,,,,,alma@hopealaska.org,,,2760 Alma Dr.,,61.6123056,-149.6588879,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-279,Hope - Amber Bay,Assisted Living,,561 5335,,,,,amberbay@hopealaska.org,,,3540 Amber Bay Loop,,61.1282712,-149.9471205,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-280,Hope - Arlene,Assisted Living,,561 5335,,,,,arlene@hopealaska.org,,,8907 Arlene Street,,61.1399309,-149.9288978,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-281,Hope - Barrow,Assisted Living,,561 5335,,,,564 7429,egurley@hopealaska.org,,,5115 Herman Street,,71.3006476,-156.7586807,Utqiagvik,,99723,,
USA-AK-70-AK-AssistedLiving-output-282,Hope - Beaver Place,Assisted Living,,274 7356,,,,,e20@hopealaska.org,,,1430 Beaver Place,,61.2079997,-149.7629644,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-283,Hope - Celestial,Assisted Living,,561 5335,,,,,celestial@hopealaska.org,,,11339 Celestial Court,,61.3231515,-149.5585349,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-284,Hope - Chapel,Assisted Living,,561 5335,,,,,chapel@hopealaska.org,,,12854 Chapel Circle,,31.4512539,-97.2568349,Anchorage,,99516,,
USA-AK-70-AK-AssistedLiving-output-285,Hope - Cherokee,Assisted Living,,561 5335,,,,,cherokee@hopealaska.org,,,6830 Cherokee Way,,61.2043249,-149.7530786,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-286,Hope - Colonial Court,Assisted Living,,561 5335,,,,,colonial@hopealaska.org,,,6920 Colonial Court,,61.1573474,-149.9391706,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-287,Hope - Core Court,Assisted Living,,243 8113,,,,,chinook@hopealaska.org,,,3711 Core Court,,61.142275,-149.949214,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-288,Hope - Cottonwood,Assisted Living,,561 5335,,,,,cottonwood@hopealaska.org,,,2501 Cottonwood St,,61.1980832,-149.8540897,Anchorage,,99508,,Rogers Park
USA-AK-70-AK-AssistedLiving-output-289,Hope - Daisy Petal Circle,Assisted Living,,561 5335,,,,,daisy-petal@hopealaska.org,,,3470 N. Daisy Petal Circle,,61.6187554,-149.490902,Wasilla,,99654,,Tanaina
USA-AK-70-AK-AssistedLiving-output-290,Hope - Discovery Bay,Assisted Living,,561 4335,,,,,,,,2815 Discovery Bay Drive,,61.1182909,-149.9309897,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-291,Hope - Dunbar,Assisted Living,,561 5335,,,,,dunbar@hopealaska.org,,,6230 Dunbar Lane,,61.1983089,-149.7638943,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-292,Hope - Eadies Way,Assisted Living,,283 7767,,,,,eadies@hopealaska.org,,,407 Eadies Way,,60.5670234,-151.281266,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-293,Hope - East 34th,Assisted Living,,561 5335,,,,,east34th@hopealaska.org,,,3246 Sherrie Street,,61.1908813,-149.7469843,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-294,Hope - East 40th,Assisted Living,,562 0632,,,,,east40th@hopealaska.org,,,1503 E. 40th Ct.,,61.184268,-149.8527962,Anchorage,,99508,,Tudor Area
USA-AK-70-AK-AssistedLiving-output-295,Hope - Evergreen,Assisted Living,,332 0771,,,,,evergreen@hopealaska.org,,,3501 Evergreen,,61.1889687,-149.7210649,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-296,Hope - Farm Loop,Assisted Living,,746 7536,,,,,farm-loop@hopealaska.org,,,4401 Farm Loop Rd,,61.630723,-149.162196,Palmer,,99645,,
USA-AK-70-AK-AssistedLiving-output-297,Hope - First Street,Assisted Living,,260 9435,,,,,first-street@hopealaska.org,,,1009 First Street,,60.5762148,-151.3036896,Kenai,,99611,,
USA-AK-70-AK-AssistedLiving-output-298,Hope - Forest,Dementia Care;Assisted Living,,561 5335,,,,,,,,3400 E. 20th Ave.,,61.202047,-149.8176719,Anchorage,,99508,,Airport Heights Community Council
USA-AK-70-AK-AssistedLiving-output-299,Hope - Furrow Ranch,Assisted Living,,345 7273,,,,,furrow@hopealaska.org,,,3911 Furrow Creek Road,,61.1061832,-149.8093483,Anchorage,,99516,,Huffman / O' Malley
USA-AK-70-AK-AssistedLiving-output-300,Hope - Gardner,Assisted Living,,337 1466,,,,,gardner@hopealaska.org,,,3910 Gardner St.,,61.1853309,-149.7833704,Anchorage,,99508,,U-MED District
USA-AK-70-AK-AssistedLiving-output-301,Hope - Genora,Assisted Living,,561 5335,,,,,genora@hopealaska.org,,,10028 Genora St.,,61.3113025,-149.5597517,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-302,Hope - Greendale,Assisted Living,,338 1916,,,,,greendale@hopealaska.org,,,1800 Greendale Drive,,61.2050034,-149.727263,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-303,Hope - Hidden VIEW Court,Assisted Living,,338 8611,,,,,hidden-view@hopealaska.org,,,8511 Hidden View Court,,40.0068115,-83.1424677,Anchorage,,99504,,Cross Creek
USA-AK-70-AK-AssistedLiving-output-304,Hope - ICEBURG,Assisted Living,,376 3185,,,,,iceberg@hopealaska.org,,,655 S. Iceberg Circle,,ERROR,ERROR,Wasilla,,99654,,ERROR
USA-AK-70-AK-AssistedLiving-output-305,Hope - IDAHO,Assisted Living,,338 6935,,,,,idaho@hopealaska.org,,,419 Idaho Street,,61.2183008,-149.736779,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-306,Hope - Jade,Assisted Living,,248 5295,,,,,jade@hopealaska.org,,,9310 Jade Street,,61.1365251,-149.9710843,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-307,Hope - Juanita,Assisted Living,,694 0639,,,,,juanita@hopealaska.org,,,17241 N. Juanita Loop,,61.3371336,-149.559902,Eagle River,,99577,,Eagle River
USA-AK-70-AK-AssistedLiving-output-308,Hope - Juliana,Assisted Living,,243 4426,,,,,juliana@hopealaska.org,,,8918 Juliana Street,,61.1399015,-149.9281403,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-309,Hope - Lighthouse,Assisted Living,,345 5900,,,,,lighthouse@hopealaska.org,,,900 Lighthouse Court,,61.1052166,-149.8652365,Anchorage,,99515,,Old Seward / Oceanview
USA-AK-70-AK-AssistedLiving-output-310,Hope - Lily Pond,Assisted Living,,272 7472,,,,,lilypond@hopealaska.org,,,1610 Lily Pond Cir,,61.1606858,-149.8536575,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-311,Hope - Lloyd,Assisted Living,,243 0966,,,,,lloyd@hopealaska.org,,,8016 Lloyd Drive,,61.1480931,-149.9392369,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-312,Hope - Lord Baranof,Assisted Living,,336 2729,,,,,lord-baranof@hopealaska.org,,,2715 Lord Baranoff Dr,,61.1958692,-149.935987,Anchorage,,99517,,Turnagain
USA-AK-70-AK-AssistedLiving-output-313,Hope - Maple,Assisted Living,,561 5335,,,,,,,,1115 Selief Lane,,57.8003968,-152.3965457,Kodiak,,99615,,
USA-AK-70-AK-AssistedLiving-output-314,Hope- Muir Court,Assisted Living,,333 1500,,,,,muir@hopealaska.org,,,8650 Muir Court,,61.1831279,-149.7196319,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-315,Hope - Northwind,Assisted Living,,337 2421,,,,,north-wind@hopealaska.org,,,8321 Northwind Drive,,61.1903186,-149.7249428,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-316,Hope - Nugget Lane,Assisted Living,,345 1536,,,,,nugget-lane@hopealaska.org,,,2746 Nugget Lane,,61.0884486,-149.8305711,Anchorage,,99516,,Rabbit Creek
USA-AK-70-AK-AssistedLiving-output-317,Hope - Ocean,Assisted Living,,344 6107,,,,,ocean@hopealaska.org,,,331 W. 121st Avenue,,61.1120094,-149.8855131,Anchorage,,99515,,Old Seward / Oceanview
USA-AK-70-AK-AssistedLiving-output-318,Hope - Perenosa,Assisted Living,,344 0145,,,,,perenosa@hopealaska.org,,,3791 Perenosa Circle,,61.1269454,-149.9503676,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-319,Hope - Phoenix Way,Assisted Living,,561 5335,,,,564 7249,phoenix@hopealasaka.org,,,1705 Resurrection Blvd.,,60.1240876,-149.4450682,Seward,,99664,,
USA-AK-70-AK-AssistedLiving-output-320,Hope - Pioneer Muldoon,Assisted Living,,333 9603,,,,,pioneer-anc@hopealaska.org,,,8350 Pioneer Dr.,,61.182049,-149.7247326,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-321,Hope - Pioneer Parkway Alh,Assisted Living,,745 7043,,,,,pioneer-mat@hopealaska.org,,,340 Pioneer Parkway,,61.62171,-149.119646,Palmer,,99645,,
USA-AK-70-AK-AssistedLiving-output-322,Hope - Pribilof,Assisted Living,,243 1610,,,,,pribilof@hopealaska.org,,,2811 Pribilof St.,,61.1949902,-149.9582073,Anchorage,,99517,,Turnagain
USA-AK-70-AK-AssistedLiving-output-323,Hope - Raspberry,Assisted Living,,245 4645,,,,,raspberry@hopealaska.org,,,6905 Arlene St.,,61.1580633,-149.9290972,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-324,Hope - Redoubt,Assisted Living,,420 3601,,,,,redoubt@hopealaska.org,,,197 E. Redoubt Ave. #4&5,,60.488073,-151.063377,Soldotna,,99669,,
USA-AK-70-AK-AssistedLiving-output-325,Hope - Resolution Bay,Assisted Living,,357 2345,,,,,resolution@hopealaska.org,,,2750 Resolution Bay,,61.540416,-149.519662,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-326,Hope - Resurrection,Assisted Living,,224 7217,,,,,resurrection@hopealaska.org,,,1707 Resurrection Blvd.,,60.1242877,-149.445066,Seward,,99664,,
USA-AK-70-AK-AssistedLiving-output-327,Hope - Ruby,Assisted Living,,243 5211,,,,,ruby@hopealaska.org,,,2741 Ruby Drive,,61.1476531,-149.930155,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-328,Hope - Sandy Place,Assisted Living,,522 1116,,,,,sandy-place@hopealaska.org,,,8324 Sandy Place #A,,61.1528186,-149.9683894,Anchorage,,99507,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-329,Hope - Saratoga,Assisted Living,,433 4845,,,,,saratoga@hopealaska.org,,,2036 Saratoga,,61.1964198,-149.9230384,Anchorage,,99517,,Turnagain
USA-AK-70-AK-AssistedLiving-output-330,Hope - Seal Point,Assisted Living,,344 7343,,,,,seal-point@hopealaska.org,,,9130 Seal Point Circle,,61.1381073,-149.8333176,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-331,Hope - Seclusion,Assisted Living,,333 3403,,,,,seclusion@hopealaska.org,,,8108 Seclusion Drive,,61.1955363,-149.7295801,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-332,Hope - Selief,Assisted Living,,561 5335,,,,,codavis@hopealaska.org,,,1117 Selief Lane,,57.8004732,-152.3963622,Kodiak,,99615,,
USA-AK-70-AK-AssistedLiving-output-333,Hope - Shenandoah,Assisted Living,,348 8500,,,,,shenandoah@hopealaska.org,,,12230 Shenandoah Road,,61.1097216,-149.8031826,Anchorage,,99516,,Huffman / O' Malley
USA-AK-70-AK-AssistedLiving-output-334,Hope - Sherrie Street,Assisted Living,,333 0715,,,,,sherrie-street@hopealaska.org,,,3424 Sherrie Street,,61.1892389,-149.7470211,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-335,Hope - Sherwood,Assisted Living,,243 6733,,,,,sherwood@hopealaska.org,,,6820 Sherwood Ave.,,61.2026938,-149.752237,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-336,Hope - Shorecrest,Assisted Living,,248 6121,,,,,shorecrest@hopealaska.org,,,9300 Shorecrest Dr.,,61.1367285,-149.9787325,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-337,Hope - Solar Drive,Assisted Living,,346 2562,,,,,solar@hopealaska.org,,,8520 Solar Drive,,61.1435781,-149.8031643,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-338,Hope - Sunrise,Assisted Living,,272 8190,,,,,sunrise@hopealaska.org,,,1677 Sunrise Drive,,61.2047683,-149.8245656,Anchorage,,99508,,Airport Heights Community Council
USA-AK-70-AK-AssistedLiving-output-339,Hope - Tudor,Assisted Living,,564 7478,,,,,tudor@hopealaska.org,,,8011 Northwind Avenue,,61.190225,-149.7310282,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-340,Hope - Turpin,Assisted Living,,337 8497,,,,,turpin@hopealaska.org,,,1406 Turpin Street,,61.2087882,-149.7565269,Anchorage,,99504,,Northeast Anchorage
USA-AK-70-AK-AssistedLiving-output-341,Hope - VASSER,Assisted Living,,338 4114,,,,,vasser@hopealaska.org,,,3581 Vassar Drive,,61.1887993,-149.8570723,Anchorage,,99508,,Rogers Park
USA-AK-70-AK-AssistedLiving-output-342,Hope - VIBURNUM,Assisted Living,,349 0585,,,,,viburnum@hopealaska.org,,,7041 Viburnum Drive,,61.156368,-149.849583,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-343,Hope - VIEWCREST,Assisted Living,,486 4961,,,,,codavis@hopealaska.org,,,3194 Viewcrest Lane,,57.8139759,-152.3610093,Kodiak,,99615,,
USA-AK-70-AK-AssistedLiving-output-344,Hope - W 42nd,Assisted Living,,338 0200,,,,,west42@hopealaska.org,,,420 W. 42nd Ave. #2,,61.1828064,-149.8918136,Anchorage,,99503,,Midtown
USA-AK-70-AK-AssistedLiving-output-345,Hope - W 75th,Assisted Living,,561 5335,,,,,west75@hopealaska.org,,,716 W. 75th Ave,,61.1527267,-149.8928956,Anchorage,,99515,,Taku / Campbell
USA-AK-70-AK-AssistedLiving-output-346,Hope - W 79th,Assisted Living,,248 5134,,,,,west-79@hopealaska.org,,,3510 W. 79th Ave,,61.1489971,-149.9452154,Anchorage,,99502,,Sand Lake
USA-AK-70-AK-AssistedLiving-output-347,Hope - Watson,Assisted Living,,631 3707,,,,357 3751,tomwatson@hopealaska.org,,,1000 N. Tom Watson Place,,61.590276,-149.516229,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-348,Hope - Whale Bay Circle,Assisted Living,,344 1723,,,,,whale-bay@hopealaska.org,,,10011 Whale Bay Circle,,61.1299559,-149.9395758,Anchorage,,99515,,Bayshore / Klatt
USA-AK-70-AK-AssistedLiving-output-349,Hope - Winners Circle,Assisted Living,,344 1834,,,,,winners-circle@hopealaska.org,,,1100 Winners Circle,,61.143528,-149.9018934,Anchorage,,99518,,Taku / Campbell
USA-AK-70-AK-AssistedLiving-output-350,Hope - Yuguutuk Home,Assisted Living,,842 2117,,,,,scole@hope,,,2301 Sockeye Circle,,59.0550258,-158.5756409,Dillingham,,99576,,
USA-AK-70-AK-AssistedLiving-output-351,Hope - Yukla,Assisted Living,,272 6698,,,,,sheldon-jackson@hopealaska.org,,,4221 Yukla Circle,,61.1817733,-149.7281663,Anchorage,,99504,,Scenic Foothills
USA-AK-70-AK-AssistedLiving-output-352,"Hope Haven Assisted Living, Llc",Dementia Care;Assisted Living,,374 9785,,,,,gladysegger@yahoo.com,,,1511 21st Avenue,,64.8280767,-147.7413349,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-353,"Horizon Assisted Living Of Fairbanks, Llc",Assisted Living,,978 2316,,,,,horizon_alf@yahoo.com,,,"821 17th Avenue, Apt. 117, 118, 120, 121, 122",,64.8306058,-147.7246421,Fairbanks,,99701,,
USA-AK-70-AK-AssistedLiving-output-354,House Of Gold Alh,Assisted Living,,868 3775,,,,,rallanfran@aol.com,,,4840 Leah Ct.,,61.1999133,-149.790443,Anchorage,,99508,,Russian Jack Park
USA-AK-70-AK-AssistedLiving-output-355,House Of Peace,Dementia Care;Assisted Living,,306 4035,,,,,gvanvalen@yahoo.com,,,2022 Applewood Circle,,61.1512828,-149.843378,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-356,House Of Shalom,Dementia Care;Assisted Living,,744 3445,,,,,emegpd2004m@yahoo.com,,,2745 Meadow Wood Cir,,34.3130243,-86.3350135,Anchorage,,99516,,
USA-AK-70-AK-AssistedLiving-output-357,House Of Shalom E. 52nd,Assisted Living,,351 4994,,,,,,,,2470 E. 52nd Unit A,,41.10063,-97.3681198,Anchorage,,99507,,
USA-AK-70-AK-AssistedLiving-output-358,ILUMINADA'S Assisted Living Home,Dementia Care;Assisted Living,,868 2738,,,,563 6793,lumen1@yahoo.com,,,7619 Winchester Street,,61.1517292,-149.8112021,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-359,ILUMINADA'S Assisted Living Home II,Dementia Care;Assisted Living,,223 8840,,,,563 6793,lumen1@yahoo.com,,,2326 E 72nd Ave,,61.1553728,-149.8393546,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-360,IMMACULATE Concepcion Home,Dementia Care;Assisted Living,,522 5671,,,,,florence925@gmail.com,,,7110 Miranda Drive,,35.9139011,-78.7420569,Anchorage,,99507,,Umstead
USA-AK-70-AK-AssistedLiving-output-361,IMMACULATE Concepcion Home II,Dementia Care;Assisted Living,,522 5671,,,,,florence925@gmail.com,,,8720 Barney Circle,,61.1419044,-149.8298305,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-362,IMMACULATED Concepcion,Dementia Care;Assisted Living,,332 0158,,,,,jeanephere@acsalaska.net,,,1836 Laura Cr.,,61.1799869,-149.834457,Anchorage,,99508,,Campbell Park
USA-AK-70-AK-AssistedLiving-output-363,INDEPENDENCE Park Assisted Living,Assisted Living,,350 2295,,,,222 5390,dan.martinez@live.com,,,9618 Newhaven Loop,,61.1315735,-149.8437398,Anchorage,,99507,,Abbott Loop
USA-AK-70-AK-AssistedLiving-output-364,J&j INDEPENDENT Living - Colossus #2,Assisted Living,,373 3953,,,,,billie.Hansen@jjinliv.com,,,4500 Wasilla Fishhook Rd #2,,61.6332604,-149.3519947,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-365,J&j INDEPENDENT Living - Colossus #3,Assisted Living,,373 3953,,,,,billie.hansen@jjinliv.com,,,4500 Wasilla Fishhook Rd #3,,61.6324686,-149.3544452,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-366,J&j INDEPENDENT Living - Colossus #4,Assisted Living,,373 3953,,,,,billie.hansen@jjinliv.com,,,4500 Wasilla Fishhook Rd #4,,61.6332604,-149.3519947,Wasilla,,99654,,
USA-AK-70-AK-AssistedLiving-output-367,J&j INDEPENDENT Living - Mulchatna House,Assisted Living,,373 3953,,,,,billie.hansen@jjinliv.com,,,801 Mulchatna Drive,,61.607284,-149.430336,Wasilla,,99654,,Tanaina
