name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
ATRIUM POST ACUTE CARE OF APPLETON,,,DAVID MUELLER,,,(920) 739-2103,,,,,,,,,,,,(920) 739-4466,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,601 N BRIARCLIFF DR,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54915,USA
BREWSTER VILLAGE,,,MORGAN HINKLEY,,,(920) 832-4922,,,,,,,,,,,,(920) 832-5400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3300 W BREWSTER ST,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54914,USA
MANORCARE HEALTH SERVICES,,,RYAN LOCY,,,(920) 731-5177,,,,,,,,,,,,(920) 731-6646,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1335 S ONEIDA ST,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54915,USA
RENNES HEALTH AND REHAB CENTER-APPLETON,,,CHRISTOPHER VAN ASTEN,,,(920) 733-3050,,,,,,,,,,,,(920) 731-7310,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,325 E FLORIDA AVE,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54911,USA
THE BRIDGES OF APPLETON,,,SHANNON ANGELL,,,(920) 997-1735,,,,,,,,,,,,(920) 993-6800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2915 N MEADE ST,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54911,USA
"THE RECOVERY INN, AN EDURO HEALTHCARE COMMUNITY",,,SHAENA VAN HANDEL,,,(920) 560-1061,,,,,,,,,,,,(920) 560-1060,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2015 E ENTERPRISE AVENUE,,,APPLETON,OUTAGAMIE,Northeastern,WI,,54913,USA
"ST PAUL ELDER SERVICES, INC",,,SONDRA NORDER,,,(920) 766-9161,,,,,,,,,,,,(920) 766-6020,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,316 EAST 14TH STREET,,,KAUKAUNA,OUTAGAMIE,Northeastern,WI,,54130,USA
ATRIUM POST ACUTE CARE OF LITTLE CHUTE,,,ANNA BERNACCHI,,,(920) 788-5797,,,,,,,,,,,,(920) 788-5806,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1201 GARFIELD AVE,,,LITTLE CHUTE,OUTAGAMIE,Northeastern,WI,,54140,USA
"GOOD SHEPHERD SERVICES, LTD",,,DEBORAH CAPTAIN,,,(920) 833-1846,,,,,,,,,,,,(920) 833-6856,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,607 BRONSON RD,,,SEYMOUR,OUTAGAMIE,Northeastern,WI,,54165,USA
CEDAR SPRINGS HEALTH AND REHABILITATION CENTER,,,MICHELE OOSTDYK,,,(262) 375-8161,,,,,,,,,,,,(262) 376-7676,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N27 W5707 LINCOLN BLVD,,,CEDARBURG,OZAUKEE,Southeastern,WI,,53012,USA
LASATA CARE CENTER,,,RALPH LUEDTKE,,,(262) 377-4202,,,,,,,,,,,,(262) 377-5060,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,W76 N677 WAUWATOSA RD,,,CEDARBURG,OZAUKEE,Southeastern,WI,,53012,USA
HIGHLANDS AT NEWCASTLE PLACE,,,TYLER GUDEX,,,(262) 387-8894,,,,,,,,,,,,(262) 387-8850,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,12600 N PORT WASHINGTON RD #300,,,MEQUON,OZAUKEE,Southeastern,WI,,53092,USA
SARAH CHUDNOW CAMPUS,,,JOHN LAWSON,,,(262) 478-1510,,,,,,,,,,,,(262) 478-1501,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,10995 N MARKET ST,,,MEQUON,OZAUKEE,Southeastern,WI,,53092,USA
HERITAGE NURSING AND REHABILITATION CENTER,,,ANGELA WILLMS,,,(262) 284-1612,,,,,,,,,,,,(262) 284-5892,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1119 N WISCONSIN ST,,,PORT WASHINGTON,OZAUKEE,Southeastern,WI,,53074,USA
PEPIN HEALTH AND REHAB,,,DALE ANDERSON,,,(715) 442-2904,,,,,,,,,,,,(715) 442-4811,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1110 SECOND ST,,,PEPIN,PEPIN,Western,WI,,54759,USA
ATRIUM POST ACUTE CARE OF ELLSWORTH,,,RHONDA BLODGETT,,,(715) 273-6182,,,,,,,,,,,,(715) 273-5821,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,403 N MAPLE ST,,,ELLSWORTH,PIERCE,Western,WI,,54011,USA
HERITAGE OF ELMWOOD NURSING HOME,,,ELLEN THOMPSON,,,(715) 639-3305,,,,,,,,,,,,(715) 639-2911,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,232 E SPRINGER AVE,,,ELMWOOD,PIERCE,Northern,WI,,54740,USA
PLUM CITY CARE CENTER,,,CARLA HUTTER,,,(715) 647-2054,,,,,,,,,,,,(715) 647-2401,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,301 CHERRY AVENUE WEST,,,PLUM CITY,PIERCE,Western,WI,,54761,USA
PRESCOTT NURSING AND REHABILITATION COMMUNITY,,,JO ANN SHEPHERD,,,(715) 262-4899,,,,,,,,,,,,(715) 262-5661,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1505 ORRIN RD,,,PRESCOTT,PIERCE,Western,WI,,54021,USA
SPRING VALLEY HEALTH AND REHABILITATION CENTER,,,KEVIN LARSON,,,(715) 778-5575,,,,,,,,,,,,(715) 778-5545,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,S830 - WESTLAND DR,,,SPRING VALLEY,PIERCE,Western,WI,,54767,USA
GOLDEN AGE MANOR,,,DANA REESE,,,(715) 268-6167,,,,,,,,,,,,(715) 268-7107,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,220 SCHOLL CT,,,AMERY,POLK,Western,WI,,54001,USA
WILLOW RIDGE HEALTHCARE,,,NICOLE VERDON,,,(715) 268-6361,,,,,,,,,,,,(715) 268-8171,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,400 DERONDA ST,,,AMERY,POLK,Western,WI,,54001,USA
FREDERIC NURSING AND REHABILITATION COMMUNITY,,,PATRICIA LINEHAN,,,(715) 327-4950,,,,,,,,,,,,(715) 327-4297,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,205 UNITED WAY,,,FREDERIC,POLK,Western,WI,,54837,USA
"UNITED PIONEER HOME, INC",,,DANIEL VALENTINE,,,(715) 472-2180,,,,,,,,,,,,(715) 472-2164,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,623 S SECOND ST,,,LUCK,POLK,Western,WI,,54853,USA
"CHRISTIAN COMMUNITY HOME OF OSCEOLA, INC",,,JULIE LUDWIG,,,(715) 294-1139,,,,,,,,,,,,(715) 294-1100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2650 65TH AVE,,,OSCEOLA,POLK,Western,WI,,54020,USA
GOOD SAMARITAN SOCIETY-ST CROIX VALLEY,,,JONATHAN STONE,,,(715) 483-5113,,,,,,,,,,,,(715) 483-9815,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,750 E LOUISIANA ST,,,ST CROIX FALLS,POLK,Western,WI,,54024,USA
ATRIUM POST ACUTE CARE OF STEVENS POINT,,,JARRET NICKEL,,,(715) 344-7294,,,,,,,,,,,,(715) 344-1800,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1800 SHERMAN AVE,,,STEVENS POINT,PORTAGE,Southern,WI,,54481,USA
PORTAGE COUNTY HEALTH CARE CENTER,,,MARCIA MCDONALD,,,(715) 346-1628,,,,,,,,,,,,(715) 346-1374,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,825 WHITING AVE,,,STEVENS POINT,PORTAGE,Southern,WI,,54481,USA
PARK MANOR LTD,,,SHARON SCHULTZ,,,(715) 762-3321,,,,,,,,,,,,(715) 762-2449,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,250 LAWRENCE AVE,,,PARK FALLS,PRICE,Northern,WI,,54552,USA
ASPIRUS PLEASANT VIEW,,,RHONDA KOZIK,,,(715) 339-3117,,,,,,,,,,,,(715) 339-3113,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,595 PETERSON DR,,,PHILLIPS,PRICE,Northern,WI,,54555,USA
BURLINGTON REHABILITATION AND CARE CENTER,,,NORMAN GROSS,,,(262) 763-7579,,,,,,,,,,,,(262) 763-9531,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,677 E STATE ST,,,BURLINGTON,RACINE,Southeastern,WI,,53105,USA
RIDGEWOOD CARE CENTER,,,LIAM DOHERTY,,,(262) 504-0052,,,,,,,,,,,,(262) 554-6440,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3205 WOOD RD,,,RACINE,RACINE,Southeastern,WI,,53406,USA
THE VILLA AT LINCOLN PARK,,,MICHAEL KOENIGS,,,(262) 637-9329,,,,,,,,,,,,(262) 637-9751,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1700 C A BECKER DR,,,RACINE,RACINE,Southeastern,WI,,53406,USA
WHEATON FRANCISCAN HEALTHCARE-LAKESHORE MANOR,,,DEBRA EHLERT,,,(262) 687-2488,,,,,,,,,,,,(262) 687-2241,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1320 WISCONSIN AVE,,,RACINE,RACINE,Southeastern,WI,,53403,USA
OAK RIDGE CARE CENTER,,,BONNIE CHRISTENSEN,,,(262) 878-4456,,,,,,,,,,,,(262) 878-2788,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1400 8TH AVE,,,UNION GROVE,RACINE,Southeastern,WI,,53182,USA
WI VETERANS HOME-BOLAND HALL,,,SUSAN SEIBERT,,,(262) 878-6758,,,,,,,,,,,,(262) 878-6702,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,21425 E SPRING ST,,,UNION GROVE,RACINE,Southeastern,WI,,53182,USA
PINE VALLEY COMMUNITY VILLAGE,,,KATHLEEN CIANCI,,,(608) 647-8955,,,,,,,,,,,,(608) 647-2138,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,25951 CIRCLE VIEW LANE,,,RICHLAND CENTER,RICHLAND,Southern,WI,,53581,USA
SCHMITT WOODLAND HILLS,,,JACQUELINE CARLEY,,,(608) 647-8050,,,,,,,,,,,,(608) 647-8931,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1400 W SEMINARY ST,,,RICHLAND CENTER,RICHLAND,Southern,WI,,53581,USA
BELOIT HEALTH AND REHABILITATION CENTER,,,JEANNE MORTON,,,(608) 365-0198,,,,,,,,,,,,(608) 365-2554,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1905 W HART RD,,,BELOIT,ROCK,Southern,WI,,53511,USA
PREMIER REHAB AND SKILLED NURSING,,,SUSAN VIKEN,,,(608) 365-9761,,,,,,,,,,,,(608) 365-9526,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2121 PIONEER DR,,,BELOIT,ROCK,Southern,WI,,53511,USA
WOODS CROSSING AT WOODS POINT,,,LEE GUNDERSON,,,(608) 897-3179,,,,,,,,,,,,(608) 897-3031,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,E401 23RD ST PO BOX 34,,,BRODHEAD,ROCK,Southern,WI,,53520,USA
"ALDEN MEADOW PARK HEALTH CARE CENTER, INC",,,LORI SCHLAIS,,,(608) 676-4989,,,,,,,,,,,,(608) 676-2202,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,"709 MEADOW PARK DR, PO BOX 309",,,CLINTON,ROCK,Southern,WI,,53525,USA
"EDGERTON CARE CENTER, INC",,,NICOLE HAYES,,,(608) 884-2451,,,,,,,,,,,,(608) 884-1330,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,313 STOUGHTON RD,,,EDGERTON,ROCK,Southern,WI,,53534,USA
EVANSVILLE MANOR,,,CLIFFORD WOOLEVER,,,(608) 882-9100,,,,,,,,,,,,(608) 882-5700,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,470 GARFIELD AVE,,,EVANSVILLE,ROCK,Southern,WI,,53536,USA
CEDAR CREST HEALTH CENTER,,,DAVID TANCK,,,(608) 756-9275,,,,,,,,,,,,(608) 756-0344,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1702 S RIVER RD,,,JANESVILLE,ROCK,Southern,WI,,53546,USA
MERCY MANOR TRANSITION CENTER,,,KATHERINE KUS,,,(608) 755-3856,,,,,,,,,,,,(608) 756-6050,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1000 MINERAL POINT AVE PO BOX 5003,,,JANESVILLE,ROCK,Southern,WI,,53547,USA
ROCK HAVEN,,,SUE PROSTKO,,,(608) 757-5026,,,,,,,,,,,,(608) 757-5076,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3400 N CTY TRK HWY F  PO BOX 920,,,JANESVILLE,ROCK,Southern,WI,,53547,USA
ST ELIZABETH NURSING HOME,,,SISTER FAUSTINA NATH,,,(608) 752-1724,,,,,,,,,,,,(608) 752-6709,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,109 S ATWOOD AVENUE,,,JANESVILLE,ROCK,Southern,WI,,53545,USA
LADYSMITH CARE & REHAB,,,ANN NOVAK,,,(715) 532-0296,,,,,,,,,,,,(715) 532-5015,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,900 COLLEGE AVE W,,,LADYSMITH,RUSK,Northern,WI,,54848,USA
"LADYSMITH LIVING CENTER, INC",,,JENNIFER ABERNATHY,,,(715) 532-5498,,,,,,,,,,,,(715) 532-5546,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1001 E 11TH ST N,,,LADYSMITH,RUSK,Northern,WI,,54848,USA
LADYSMITH NURSING HOME,,,JENNIFER ABERNATHY,,,(715) 532-5498,,,,,,,,,,,,(715) 532-5546,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1001 E 11TH ST N,,,LADYSMITH,RUSK,Northern,WI,,54848,USA
SSM HEALTH ST CLARE MEADOWS CARE CENTER,,,RONNIE SCHAETZL,,,(608) 356-5441,,,,,,,,,,,,(608) 356-4838,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1414 JEFFERSON ST,,,BARABOO,SAUK,Southern,WI,,53913,USA
RIDGEVIEW TERRACE LONG TERM CARE,,,RYAN SHEAR,,,(608) 524-0757,,,,,,,,,,,,(608) 524-6577,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2350 N DEWEY AVE,,,REEDSBURG,SAUK,Southern,WI,,53959,USA
SAUK COUNTY HEALTH CARE CENTER,,,JENNIFER VOSEN,,,(608) 524-7599,,,,,,,,,,,,(608) 524-7500,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1051 CLARK ST,,,REEDSBURG,SAUK,Southern,WI,,53959,USA
ZIMMERMAN NURSING HOME,,,MARION ZIMMERMAN,,,(608) 524-3828,,,,,,,,,,,,(608) 524-3664,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,617 FOURTH ST,,,REEDSBURG,SAUK,Southern,WI,,53959,USA
MAPLEWOOD OF SAUK PRAIRIE,,,PAUL FISCUS,,,(608) 643-2629,,,,,,,,,,,,(608) 643-3383,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,245 SYCAMORE ST,,,SAUK CITY,SAUK,Southern,WI,,53583,USA
GREENWAY MANOR,,,MARK SCOLES,,,(608) 588-7410,,,,,,,,,,,,(608) 588-2586,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,501 S WINSTED  PO BOX 759,,,SPRING GREEN,SAUK,Southern,WI,,53588,USA
HAYWARD HEALTH SERVICES,,,TAMMY KURTZ,,,(715) 634-5776,,,,,,,,,,,,(715) 634-2202,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,10775 NYMAN AVE,,,HAYWARD,SAWYER,Northern,WI,,54843,USA
WATER'S EDGE,,,HEATHER SHEEHAN,,,(715) 934-4270,,,,,,,,,,,,(715) 934-4321,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,11040 NORTH STATE RD 77,,,HAYWARD,SAWYER,Northern,WI,,54843,USA
ATRIUM POST ACUTE CARE OF SHAWANO AT BIRCH HILL,,,TRISHA ZWIERS,,,(715) 524-5896,,,,,,,,,,,,(715) 526-3161,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1475 BIRCH HILL LANE,,,SHAWANO,SHAWANO,Northeastern,WI,,54166,USA
ATRIUM POST ACUTE CARE OF SHAWANO AT EVERGREEN,,,CODY ROY BELL,,,(715) 524-8037,,,,,,,,,,,,(715) 526-3107,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1250 EVERGREEN ST,,,SHAWANO,SHAWANO,Northeastern,WI,,54166,USA
ATRIUM POST ACUTE CARE OF SHAWANO AT MAPLE LANE,,,CHERYL JASHINSKY,,,(715) 524-9969,,,,,,,,,,,,(715) 526-3158,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N4231 STATE HWY 22,,,SHAWANO,SHAWANO,Northeastern,WI,,54166,USA
SHAWANO  HEALTH SERVICES,,,PAUL PESHEK,,,(715) 524-5708,,,,,,,,,,,,(715) 526-6111,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1436 S LINCOLN ST,,,SHAWANO,SHAWANO,Northeastern,WI,,54166,USA
HOMME HOME FOR THE AGING,,,JUSTIN CIESLEWICZ,,,(715) 253-3538,,,,,,,,,,,,(715) 253-2125,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,604 S WEBB ST,,,WITTENBERG,SHAWANO,Northeastern,WI,,54499,USA
ATRIUM POST ACUTE CARE OF PLYMOUTH,,,KRISTEN KALLAS,,,(920) 893-2470,,,,,,,,,,,,(920) 893-4777,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,916 E CLIFFORD ST,,,PLYMOUTH,SHEBOYGAN,Northeastern,WI,,53073,USA
ROCKY KNOLL HEALTH CARE FACILITY,,,RACHELLE VALLESKEY,,,(855) 716-7528,,,,,,,,,,,,(920) 893-6441,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N7135 ROCKY KNOLL PARKWAY,,,PLYMOUTH,SHEBOYGAN,Northeastern,WI,,53073,USA
MEADOW VIEW MANOR NURSING HOME,,,BRUCE SCHLEI,,,(920) 458-0474,,,,,,,,,,,,(920) 458-4040,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3613 S 13TH ST,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53081,USA
MORNINGSIDE HEALTH CENTER,,,ASHLEY WALTHO,,,(920) 457-4753,,,,,,,,,,,,(920) 457-5046,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3431 N 13TH ST,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53083,USA
SHEBOYGAN HEALTH SERVICES,,,KATHERINE CLINTON,,,(920) 458-1173,,,,,,,,,,,,(920) 458-1155,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3129 MICHIGAN AVE,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53082,USA
SHEBOYGAN PROGRESSIVE CARE CENTER,,,ELIZABETH REISS,,,(920) 458-3346,,,,,,,,,,,,(920) 458-8333,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1902 MEAD AVE,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53081,USA
"SHEBOYGAN SENIOR COMMUNITY, INC",,,PAUL TREFFERT,,,(920) 458-5922,,,,,,,,,,,,(920) 458-2137,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3505 COUNTY ROAD Y,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53083,USA
SUNNY RIDGE REHABILITATION CENTER LLC,,,JOSH LEGUM,,,(920) 459-4341,,,,,,,,,,,,(920) 459-3028,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3014 ERIE AVE,,,SHEBOYGAN,SHEBOYGAN,Northeastern,WI,,53081,USA
PINE HAVEN CHRISTIAN HOME,,,MIRAYRA BELL,,,(920) 467-7273,,,,,,,,,,,,(920) 467-2401,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,220 HAVEN DRIVE,,,SHEBOYGAN FALLS,SHEBOYGAN,Northeastern,WI,,53085,USA
"BALDWIN CARE CENTER, INC",,,EILEEN LA FAVOR,,,(715) 684-3608,,,,,,,,,,,,(715) 684-3231,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,650 BIRCH ST,,,BALDWIN,SAINT CROIX,Western,WI,,54002,USA
"GLENHAVEN, INC",,,DAVID PRISSEL,,,(715) 265-7344,,,,,,,,,,,,(715) 265-4555,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,612 E OAK ST,,,GLENWOOD CITY,SAINT CROIX,Western,WI,,54013,USA
AMERICAN HERITAGE,,,LAURIE EDELMAN,,,(715) 796-5286,,,,,,,,,,,,(715) 796-2218,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,425 DAVIS ST,,,HAMMOND,SAINT CROIX,Western,WI,,54015,USA
CHRISTIAN COMMUNITY HOME,,,DAN GOODIER,,,(715) 381-4200,,,,,,,,,,,,(715) 386-9303,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1320 WISCONSIN ST,,,HUDSON,SAINT CROIX,Western,WI,,54016,USA
"DEERFIELD CARE CENTER, LLC",,,JENNIFER ANDERSON,,,(715) 243-3931,,,,,,,,,,,,(715) 243-3930,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,575 HOSPITAL RD,,,NEW RICHMOND,SAINT CROIX,Western,WI,,54017,USA
ST CROIX HEALTH CENTER,,,SANDRA HACKENMUELLER,,,(715) 246-8225,,,,,,,,,,,,(715) 246-8211,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1445 N FOURTH ST,,,NEW RICHMOND,SAINT CROIX,Western,WI,,54017,USA
KINNIC HEALTH AND REHAB,,,KIM SZYMANSKI,,,(715) 426-6007,,,,,,,,,,,,(715) 426-6000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1663 E DIVISION ST,,,RIVER FALLS,SAINT CROIX,Western,WI,,54022,USA
PARK VIEW HOME,,,MELISSA WALTHALL,,,(715) 698-2363,,,,,,,,,,,,(715) 698-2451,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,220 LOCKWOOD ST,,,WOODVILLE,SAINT CROIX,Western,WI,,54028,USA
ASPIRUS CARE & REHAB-MEDFORD,,,SALLY SADOWSKA,,,(715) 748-8199,,,,,,,,,,,,(715) 748-8100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,135 S GIBSON ST,,,MEDFORD,TAYLOR,Northern,WI,,54451,USA
RIB LAKE HEALTH SERVICES,,,TAMMY SIROIN,,,(715) 427-5848,,,,,,,,,,,,(715) 427-5291,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,650 PEARL ST,,,RIB LAKE,TAYLOR,Northern,WI,,54470,USA
"BETHEL HOME AND SERVICES, INC",,,PETER EIDE,,,(608) 637-8303,,,,,,,,,,,,(608) 637-2171,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,614 S ROCK AVE,,,VIROQUA,VERNON,Southern,WI,,54665,USA
VERNON MANOR,,,AMANDA HOFF,,,(608) 637-5441,,,,,,,,,,,,(608) 637-5400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,E7404A COUNTY RD BB,,,VIROQUA,VERNON,Southern,WI,,54665,USA
NORSELAND NURSING HOME,,,MEGAN FEIRTAG,,,(608) 634-3799,,,,,,,,,,,,(608) 634-3747,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,323 BLACK RIVER AVE,,,WESTBY,VERNON,Southern,WI,,54667,USA
WILLOWFIELD NURSING & REHABILITATION CENTER,,,LAURA HOLMSTROM,,,(262) 728-6693,,,,,,,,,,,,(262) 728-6319,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,905 E GENEVA ST,,,DELAVAN,WALWORTH,Southeastern,WI,,53115,USA
EAST TROY MANOR,,,EMILY KARLS,,,(262) 642-3930,,,,,,,,,,,,(262) 642-3995,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3271 NORTH ST,,,EAST TROY,WALWORTH,Southeastern,WI,,53120,USA
HOLTON MANOR,,,LACY CALKINS,,,(262) 723-8982,,,,,,,,,,,,(262) 723-4963,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,645 N CHURCH ST,,,ELKHORN,WALWORTH,Southeastern,WI,,53121,USA
LAKELAND HEALTH CARE CENTER,,,BERNADETTE JANISZEWSKI,,,(262) 741-3682,,,,,,,,,,,,(262) 741-3600,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1922 CTY RD NN,,,ELKHORN,WALWORTH,Southeastern,WI,,53121,USA
GENEVA LAKE MANOR,,,EMILY KARLS,,,(262) 248-3564,,,,,,,,,,,,(262) 248-3145,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,211 S CURTIS ST,,,LAKE GENEVA,WALWORTH,Southeastern,WI,,53147,USA
GOLDEN YEARS HEALTH CENTER,,,JONATHAN STANKEVITZ,,,(262) 275-6106,,,,,,,,,,,,(262) 275-6103,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,270 RIDGE ROAD,,,WALWORTH,WALWORTH,Southeastern,WI,,53184,USA
FAIRHAVEN CORPORATION,,,LYNN BINNIE,,,(262) 473-5468,,,,,,,,,,,,(262) 473-2140,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,435 W STARIN RD,,,WHITEWATER,WALWORTH,Southeastern,WI,,53190,USA
ATRIUM POST ACUTE CARE OF WILLIAMS BAY,,,PAMELA SANBERG,,,(262) 245-9271,,,,,,,,,,,,(262) 245-6400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,146 CLOVER ST,,,WILLIAMS BAY,WALWORTH,Southeastern,WI,,53191,USA
SHELL LAKE HEALTH CARE CENTER,,,JENNIE KLASSA,,,(715) 468-4232,,,,,,,,,,,,(715) 468-7292,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,802 E CTY HWY B,,,SHELL LAKE,WASHBURN,Northern,WI,,54871,USA
MAPLE RIDGE CARE CENTER,,,NICOLE DANGER,,,(715) 635-7498,,,,,,,,,,,,(715) 635-1415,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,510 FIRST ST,,,SPOONER,WASHBURN,Northern,WI,,54801,USA
VIRGINIA HIGHLANDS HEALTH AND REHABILITATION CENTER,,,TOM SMITH,,,(262) 251-7359,,,,,,,,,,,,(262) 509-3300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,W173 N10915 BERNIES WAY,,,GERMANTOWN,WASHINGTON,Southeastern,WI,,53022,USA
