row_id,Facility Name,Address,City,Postal Code,Province,Contact Phone,Fax,Accessibility,Service hours,Eligibility,facility_type,country
Canada-AB-28-AB-ContinuingAndLongTermCare-output-115,High River General Hospital,560 9 Avenue,High River,T1V 1B3,AB,403-652-2200 (Switchboard),403-652-0199,Wheel chair access available.,Services scheduled as neede,,"Anaesthesia Services; Balance Class; Cafeteria Services; Calgary Rural Community Physiotherapy; Cardiac Diagnostics - Holter Monitoring; Cardiology - Electrocardiogram Services; Community Cancer Centre, High River; Community Pediatric Asthma Service; Computed Tomography; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Medicine - Inpatients; General Radiography (X-Ray); General Surgery - Inpatient; Gift Shops - High River Gift Shop; Gynecological Surgery; Health Information - Access and Disclosure; Health Information / Records Management; High River Low Risk Maternity Clinic; Hospitals; Laboratory Services; Labour and Delivery Services and Newborn Care; Lactation Services; Lost and Found Services; Medical Cardiology - Inpatients; Nutrition Counselling - Adult; Nutrition Counselling ? Healthy Pregnancy Weight Gain; Obstetrics / Gynecology Outpatient Services; P.A.R.T.Y. Program; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services - Inpatients; Pre-admission Clinic; Registration; Respiratory Therapy - Rural; Respite Care; Short Stay Surgical Unit; Speech Language Pathology - Acute Care; Spiritual Care Services; Switchboard; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-116,Hillview Lodge,696 6 Avenue,Drumheller,T0J 0Y5,AB,403-823-3290 (switchboard),403-823-3777,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-117,Holy Cross Manor,70  Evanspark Manor,Calgary,T3P 0N4,AB,587-230-7070 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-118,Hythe Continuing Care Centre,10307 100  Street,Hythe,T0H 2C0,AB,780-356-3818,780-356-3633,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,"Continuing Care Services; Diagnostic Imaging Services; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Pastoral Care Services; Patient Food Services; Pharmacy Services; Physical Therapy Services; Respite Care; Therapeutic Recreation Services; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-119,Intercare - Brentwood Care Centre,2727 16 Avenue,Calgary,T2N 3Y6,AB,403-289-2576,403-282-7027,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-120,Intercare - Chinook Care Centre,1261 Glenmore  Trail,Calgary,T2V 4Y8,AB,403-252-0141,403-253-0292,Wheel chair access available.,,,Continuing Care Services; Hospice Access,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-121,Intercare - Millrise Care Centre,14911 5 Street,Calgary,T2Y 3E2,AB,403-410-9155,403-590-1524,,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-122,Intercare - Southwood Care Centre,211  Heritage  Drive,Calgary,T2H 1M9,AB,403-252-1194,,Wheel chair access available.,,,Continuing Care Services; Hospice Access,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-123,Islay Assisted Living,5016 53 Street,Islay,T0B 2J0,AB,780-744-3795 (switchboard),,Wheel chair access available.,Food available 24 hours in kitchenette for use by residen,,Cafeteria Services; Continuing Care Counselling; Designated Supportive Living Level 3; Gift Shop Services; Health Information - Access and Disclosure; Health Information / Records Management; Home Care; Palliative Care; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Registration; Respite Care; Switchboard,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-124,Jasper Place Continuing Care Centre,8903 168 Street,Edmonton,T5R 2V6,AB,780-489-4931,,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-125,Jubilee Lodge Nursing Home,10333 76 Street,Edmonton,T6A 3A8,AB,780-469-4456,,Wheel chair access available.,Caregivers are on staff 24,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-126,Kipohtakawmik Elders Lodge ,"P.O. Box 3419, STN: Main",Alexander,T8R 1S3,AB,780-939-5887 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-127,La Crete Community Health Centre,10601 100 Avenue,La Crete,T0H 2H0,AB,780-928-3733,780-928-3080,Wheel chair access available.,,Adults 18 years of age and older.,Adult Mental Health Treatment Services; Advanced Ambulatory Care; Ambulatory Services; Continuing Care Services; Diagnostic Imaging Services; Families First; General Radiography (X-Ray); Interpretive Services; Laboratory Services; Linen & Environmental Services; Mental Health Services; Pastoral Care Services; Patient Food Services; Respite Care; Volunteer Resources; Workplace Health & Safety,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-128,Lacombe Hospital and Care Centre,5430 47 Avenue,Lacombe,T4L 1G8,AB,403-782-3336 (Switchboard),403-782-2818,Wheel chair access available.; Ambulance Bay,Visiting hours Monday - Sunday 12:00 pm to 8:00 p,,Asthma Education Program; Cafeteria Services; Cardiac Monitoring Services; Central Zone Surgical Services; Continuing Care Counselling; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Radiography (X-Ray); Gift Shop Services; Hairdressing Services; Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Nutrition Counselling - Pediatric; Obstetrics Services; Occupational Therapy Acute Care Services; Occupational Therapy Services Continuing Care; Palliative Care; Parking Services; Patient Food Services; Patient Information; Perinatal Bereavement Program; Pharmacy Services; Physical Therapy Acute Care / Outpatient Services; Physical Therapy Services Continuing Care; Psychiatric Emergency Team Rural; Pulmonary Function Testing; Registration; Speech Language Pathology - Continuing Care; Speech Language Pathology Acute Care Services; Switchboard; Ultrasound; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-129,Lamont Health Care Centre,5216 53  Street,Lamont,T0B 2R0,AB,780-895-2211,780-895-7305,Wheel chair access available.; Ambulance Bay,"Emergency Room Hours:  8:00 am to 8:00 pm, 7 days a week.

Visiting Hours:  11:00 am - 8:00 ",,"Asthma Education Program; Cafeteria Services; Cardiac Exercise Stress Testing; Central Zone Surgical Services; Community Health Centres; Community Mental Health Services; Continuing Care Counselling; Continuing Care Services; Diagnostic Imaging Services; Early Intervention Program; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Fluoride Protection for Toddlers; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Mental Health Services; Occupational Therapy - Children's Rehabilitation Services; Occupational Therapy Adult Community Rehabilitation Program; Occupational Therapy Outpatient; Oral Health Program; Palliative Care; Patient Information; Physical Therapy - Children's Rehabilitation Services; Physical Therapy - Outpatients; Physical Therapy Adult Community Rehabilitation Program; Prenatal Education Programs; Public Health Breast Pump Rentals; Public Health Breastfeeding Support Services; Public Health Mother Baby Drop In Services; Public Health Nursing; Public Health Postnatal Services; Registration; Registration; Respiratory Therapy Outpatient; Respite Care; School Oral Health Services; Speech Language Pathology - Children's Rehabilitation Services; Speech Language Services - Adult; Switchboard; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-130,Laurel Heights,3110 22 Avenue,Edmonton,T6T 0R2,AB,780-465-2273 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-131,Leduc Day Program,108 West Haven Drive,Leduc,T9E 0R7,AB,780-980-3064 (Switchboard),,Wheel chair access available.,Wait time vari,"To access the program, people must: ",Adult Day Support Program; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-132,Legacy Lodge,335 Lettice Perry Road,Lethbridge,T1H 5V7,AB,403-942-8400 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-133,Leisure Way,RR 52 TWP 114,Medicine Hat,T1A 7M9,AB,403-526-2536 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-134,Lewis Estates Retirement Residence,9310 211 Street,Edmonton,T5T 4N8,AB,780-452-2273 (Switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-135,Lifestyle Options Riverbend,200 Falconer Court,Edmonton,T6R 2V9,AB,780-433-2223 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-136,Lifestyle Options Terra Losa,17203 99 Avenue,Edmonton,T5T 6S5,AB,,,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-137,Lifestyle Options Whitemud,4069 106 Street,Edmonton,T6J 4N5,AB,780-437-7171 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-138,Louise Jensen Care Centre,5400 46 Avenue,Camrose,T4V 4P8,AB,780-679-3096,780-679-3099,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-139,Macleod Pioneer Lodge,660 28 Street,Fort Macleod,T0L 0Z0,AB,403-553-3663 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-140,Manning Community Health Centre,600 2 Street,Manning,T0H 2M0,AB,780-836-3391 (Switchboard),780-836-7352,Wheel chair access available.,Visting Hours Monday - Sunday 8:00 am to 8:00 p,,"Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Breastfeeding Clinic; Car Seat Safety; Cardiac Diagnostics - Ambulatory Blood Pressure Monitoring; Cardiac Diagnostics - Holter Monitoring; Community Health Services (Public Health Centres); Continuing Care Services; Diabetes Prevention and Wellness Program; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Equipment Loan Program; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Promotion Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Mental Health Services; Newborn Hearing Screening Program; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Pharmacy Services; Physical Therapy Services; Prenatal Classes; Prevent Alcohol and Risk Related Trauma in Youth; Respiratory Health Program; Respite Care; School Health Presentations; Seniors Consultation Team; Social Work; Therapeutic Recreation Services; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-141,Mannville Care Centre,5007 46 Street,Mannville,T0B 2W0,AB,780-763-3621,780-763-3678,Wheel chair access available.,,,Cafeteria Services; Continuing Care Counselling; Continuing Care Services; Early Intervention Program; Hairdressing Services; Health Information - Access and Disclosure; Health Information / Records Management; Home Care; Laboratory Services; Palliative Care; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Registration; Respite Care; Switchboard,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-142,Manoir du Lac ,164  3 Avenue,McLennan,T0H 2L0,AB,780-786-2211(Switchboard),,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,Continuing Care Services; Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-143,Mary Immaculate Care Centre,Polomark Drive and 53 Street,Mundare,T0B 3H0,AB,780-764-3730 (Switchboard),780-764-3039,Wheel chair access available.,Visiting Hours Monday - Sunday 8:00 am to 8:00 p,,Cafeteria Services; Continuing Care Services; Health Information - Access and Disclosure; Health Information / Records Management; Interpretive Services; Laboratory Services; Palliative Care; Patient Information; Registration; Switchboard; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-144,Mayerthorpe Healthcare Centre,4417 45 Street,Mayerthorpe,T0E 1N0,AB,780-786-2261 (Switchboard),780-786-2023,Wheel chair access available.; Parking for disabled.,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Ambulatory Services; Breastfeeding Clinic; Cafeteria Services; Case Management Coordination; Children's Mental Health Treatment Services; Community Health Services (Public Health Centres); Continuing Care Services; Day Surgery Services & Recovery; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Equipment Loan Program; General Medicine; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Promotion Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Postpartum Depression Support; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Respiratory Therapy; Sexual Health Services; Social Work; Stork Club; Switchboard; Therapeutic Recreation Services; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-145,Mayfair Care Centre,8240 Collicutt Street,Calgary,T2V 2X1,AB,403-252-4445,403-253-6216,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-146,McKenzie Towne Continuing Care Centre,80 Promenade Way,Calgary,T2Z 4G4,AB,403-508-9808,403-257-9268,,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-147,McKenzie Towne Retirement Residence,20 Promenade  Park,Calgary,T2Z 4E8,AB,403-257-9331 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-148,Meadow Lands,223 Park Meadows Drive,Medicine Hat,T1B 4K7,AB,403-504-5123 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-149,Medicine Hat 4 River Ridge Drive NW,4 River Ridge Drive,Medicine Hat,T1A 8V1,AB,403-526-8338 (Switchboard),403-528-8001,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-150,Memory Lane,4612 53 Street,Camrose,T4V 1Y6,AB,780-679-3000 (Switchboard),,Wheel chair access available.,,Clients are assessed to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-151,Milk River Health Centre,517 Centre Avenue,Milk River,T0K 1M0,AB,403-647-3500 (Switchboard),403-647-2197,Wheel chair access available.,Closed for lunch from 12:00 pm (noon)  to  1:00 p,,Children's Allied Health Services; Continuing Care Services (West); Diagnostic Imaging Services; Emergency Services; Fluoride Protection for Toddlers; General Radiography (X-Ray); Health Information / Records Management; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Patient Food Services; Physical Therapy; Prenatal Education; Public Health Nursing; Rural Outpatient and Community Respiratory Therapy Services; School Oral Health Services; Speech Language Pathology - Adult; Therapeutic Recreation; Travel Health Services; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-152,Miller Crossing Care Centre,14251 50 Street,Edmonton,T5A 5J4,AB,780-478-9212 (switchboard),780-478-2894,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-153,Millrise Place,14911 5 Street,Calgary,T2Y 5B9,AB,403-410-9155 (switchboard),403-254-0478,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-154,Millwoods Shepherd's Care Centre,6620 28 Avenue,Edmonton,T6K 2R1,AB,780-463-9810,780-462-1643,Wheel chair access available.,,,Continuing Care Services; Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-155,Mount Royal Care Centre,1813 9 Street,Calgary,T2T 3C2,AB,403-244-8994,403-244-5939,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-156,Mountain View Centre ,1290 Switzer Drive,Hinton,T7V 1E9,AB,780-865-5926 (Switchboard),780-865-4098,Wheel chair access available.,Open weekday,,Continuing Care Services; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia; Occupational Therapy Services; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-157,Newport Harbour Care Centre,10 Country Village Cove,Calgary,T3K 6B4,AB,403-567-5100 (switchboard),403-567-5101,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-158,Northern Lights Regional Health Centre,7 Hospital Street,Fort McMurray,T9H 1P2,AB,780-791-6161 (Switchboard),780-791-6167,Wheel chair access available.,Visiting Hours Monday - Sunday 12:00 pm to 10:00 p,Adults 18 years and older,"Acute Inpatient Psychiatry; Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Ambulatory Services; Assertive Outreach Services; Audiology Services; Cafeteria Services; Children's Mental Health Treatment Services; Community Cancer Centre, Fort McMurray; Computed Tomography; Continuing Care Services; Day Surgery Services & Recovery; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Fluoroscopy; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Healthy Families Program; Hemodialysis - Northern Alberta Renal Program; Hospitals; Intensive Care Unit; Interpretive Services; Laboratory Services; Linen & Environmental Services; Magnetic Resonance Imaging; Mammography; Maternity; Medical Device Reprocessing; Medicine; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Operating Room and Recovery Room; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Parking Services - North Zone; Pastoral Care Services; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Psychiatric Nurses Team; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Respiratory Health Program; Respiratory Therapy; Social Work; Speech and Language Services; Stroke Prevention Clinic; Surgery; Switchboard; Symptom Control & Palliative Care Telehealth Program; Tour - Become a Skilled Shopper; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-159,Northwest Health Centre ,11202 100 Avenue,High Level,T0H 1Z0,AB,780-841-3200 (Switchboard),,Wheel chair access available.,Closed for lunch from 12:00 pm to 1:00 pm.Hours may vary over holidays.Please call to confirm availabilit,,"Addiction Services - Adult & Youth Counselling; Addiction Services - Prevention; Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Assertive Outreach Services; Audiology Services; Breastfeeding Clinic; Car Seat Safety; Children's Mental Health Treatment Services; Community Health Services (Public Health Centres); Computed Tomography; Continuing Care Services; Day Surgery Services & Recovery; Diagnostic Imaging Services; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Families First; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion Program; Hemodialysis - Northern Alberta Renal Program; Home Care; Hospitals; Indigenous Health Liaison Services; Indigenous Health Program; Interpretive Services; Laboratory Services; Linen & Environmental Services; Maternal Child Health; Maternity; Medical Device Reprocessing; Medicine; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Operating Room and Recovery Room; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Patient Information; Pediatrics; Pharmacy Services; Physical Therapy Services; Prenatal Classes; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Respiratory Health Program; School Health Program; Sexually Transmitted Infections (STI) Program; Speech and Language Services; Switchboard; Therapeutic Recreation Services; Tour - Become a Skilled Shopper; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources; Walk In Counselling Services; Well Baby Clinic; Workplace Health & Safety",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-160,Oilfields General Hospital,717 Government  Road,Black Diamond,T0L 0H0,AB,403-933-2222 (Switchboard),403-933-2031,Wheel chair access available.,"Visiting Hours Monday - Sunday 10:30 am to 12:30 pm; 

                               2:00 pm to 8:00 p",,"Addiction Services - Prevention; Adult Day Support Program; Aids to Daily Living; Assessment and Treatment Services - Mental Health; Audiology Services; Cafeteria Services; Calgary Rural Community Physiotherapy; Calgary Rural Diabetes Clinics; Cardiac Diagnostics - Holter Monitoring; Cardiology - Electrocardiogram Services; Community Health Services; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Medicine - Inpatients; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion; Healthy Moms, Healthy Babies Program; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Lost and Found Services; Nutrition Counselling - Adult; Nutrition Counselling ? Healthy Pregnancy Weight Gain; Occupational Therapy - Outpatients; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services - Inpatients; Prenatal / Postpartum Education; Registration; Respiratory Therapy - Rural; Rural Addiction and Mental Health Services; School Health Program; Spiritual Care Services; Switchboard; Tuberculosis Testing; Volunteer Resources; Well Child Services",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-161,Onoway Community Health Services,4919 Lac Ste Anne Trail,Onoway,T0E 1V0,AB,,,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 p,,"Alberta Aids to Daily Living Program; Breastfeeding Clinic; Car Seat Safety; Case Management Coordination; Community Health Services (Public Health Centres); Early Childhood Intervention Program; Equipment Loan Program; Fluoride Protection for Toddlers; Health Promotion - Community Presentations; Health Promotion Program; Home Care; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Option 4; Oral Health - Programs and Services; Palliative and End of Life Care; Physical Therapy Services; Postpartum Depression Support; Respiratory Health Program; Respiratory Therapy; Respite Care; Sexual Health Services; Social Work; Speech and Language Services; Stork Club; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-162,Orchard Manor,951 Cassils Road,Brooks,T1R 1K9,AB,403-362-6188 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-163,Our Parents' Home,10112 119 Street,Edmonton,T5K 1Y9,AB,,,,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-164,Parkland Lodge,4619 9 Avenue,Edson,T7E 1R7,AB,780-865-5444 (switchboard),780-723-7347,Wheel chair access available.,"Admin, Mon-Fri 8-4:30, closed stats & weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
