row_id,LICENSE NUMBER,name,STREET,PO BOX,CITYSTZIP,BEDS,COUNTY,REGION,TELEPHONE,ADMINISTRATOR,CERTIFICATION,FAXPHONE,OWNCOMP,OWNEROFDESC,OWNCATDESC,OWNEND,MCARE,FAC_CITY,OWNER,LICISSUED,LICENSURE,facility_type
USA-WI-48-Facilities-48-NursingHomes-115,Lic. 3222,HOPE HEALTH AND REHABILITATION,438 ASHFORD AVE  PO BOX 280,,"LOMIRA, WI  53048",38 Beds,DODGE,Southern,(920) 269-4386,Administrator: JULIA SCHRAMEK,525642,FAX: (920) 269-4978,OAK RIDGE CARE CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,LOMIRA,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-116,Lic. 2416,LAKELAND HEALTH CARE CENTER,1922 CTY RD NN,,"ELKHORN, WI  53121",120 Beds,WALWORTH,Southeastern,(262) 741-3600,Administrator: BERNADETTE JANISZEWSKI,525625,FAX: (262) 741-3682,WALWORTH COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,ELKHORN,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-117,Lic. 2361,LASATA CARE CENTER,W76 N677 WAUWATOSA RD,,"CEDARBURG, WI  53012",136 Beds,OZAUKEE,Southeastern,(262) 377-5060,Administrator: RALPH LUEDTKE,525537,FAX: (262) 377-4202,OZAUKEE COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,CEDARBURG,GOVERNMENT COUNTY,6-Sep-66,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-118,Lic. 2931,NORTH CENTRAL HEALTH CARE,1100 LAKE VIEW DR,,"WAUSAU, WI  54403",220 Beds,MARATHON,Northern,(715) 848-4600,Administrator: KIMBERLY GOCHANOUR,525132,FAX: (715) 848-2362,NORTH CENTRAL HEALTH CARE FACILITIES, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,WAUSAU,GOVERNMENT COUNTY,1-Apr-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-119,Lic. 2495,NORSELAND NURSING HOME,323 BLACK RIVER AVE,,"WESTBY, WI  54667",59 Beds,VERNON,Southern,(608) 634-3747,Administrator: MEGAN FEIRTAG,525619,FAX: (608) 634-3799,CITY OF WESTBY, HEALTH CARE OP, GOVERNMENT-CIT,,Title 18 SNF    Title 19 NF,WESTBY,GOVERNMENT CITY,3-Feb-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-120,Lic. 2624,NORTHERN LIGHTS HEALTH CARE CENTER,706 BRATLEY DR,,"WASHBURN, WI  54891",65 Beds,BAYFIELD,Northern,(715) 373-5621,Administrator: JENNIFER AUGUSTINE,525567,FAX: (715) 373-5244,"NORTHERN LIGHTS SERVICES, INC.", HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WASHBURN,NONPROFIT CORPORATION,31-Mar-80,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-121,Lic. 2436,PARK VIEW HEALTH CENTER,725 BUTLER AVE,,"OSHKOSH, WI  54901",168 Beds,WINNEBAGO,Northeastern,(920) 237-6300,Administrator: MARLEAH KEULER,525638,FAX: (920) 237-6944,WINNEBAGO COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,OSHKOSH,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-122,Lic. 3108,ORCHARD MANOR,8800 HWY 61,,"LANCASTER, WI  53813",121 Beds,GRANT,Southern,(608) 723-2113,Administrator: CAROL SCHWARTZ,525290,FAX: (608) 723-2210,COUNTY OF GRANT, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,LANCASTER,GOVERNMENT COUNTY,1-Aug-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-123,Lic. 3228,PIGEON FALLS HEALTH CARE CENTER,13197 CHURCH ST,,"PIGEON FALLS, WI  54760",37 Beds,TREMPEALEAU,Western,(715) 983-2293,Administrator: ROSEMARIE THESING,525687,FAX: (715) 983-5700,TREMPEALEAU COUNTY HEALTH CARE CENTER, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,PIGEON FALLS,GOVERNMENT COUNTY,1-May-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-124,Lic. 2664,CHRISTIAN COMMUNITY HOME,1320 WISCONSIN ST,,"HUDSON, WI  54016",81 Beds,SAINT CROIX,Western,(715) 386-9303,Administrator: DAN GOODIER,525626,FAX: (715) 381-4200,CHRISTIAN COMMUNITY HOME OF HUDSON INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,HUDSON,NONPROFIT CORPORATION,25-Jun-81,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-125,Lic. 2352,HERITAGE OF ELMWOOD NURSING HOME,232 E SPRINGER AVE,,"ELMWOOD, WI  54740",34 Beds,PIERCE,Northern,(715) 639-2911,Administrator: ELLEN THOMPSON,525544,FAX: (715) 639-3305,ELMWOOD NURSING HOME INC, HEALTH CARE OP, GOVERNMENT-CIT,,Title 18 SNF    Title 19 NF,ELMWOOD,GOVERNMENT CITY,15-Oct-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-126,Lic. 2702,WOODLANDS OF GILLETT,330 ROBIN HOOD LN,,"GILLETT, WI  54124",35 Beds,OCONTO,Northeastern,(920) 855-2136,Administrator: SANDRA SCHNEIDER,525661,FAX: (920) 855-1631,WOODLANDS OF GILLETT, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,GILLETT,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-127,Lic. 1156,GUNDERSEN TRI-COUNTY CARE CENTER,18601 LINCOLN ST,,"WHITEHALL, WI  54773",35 Beds,TREMPEALEAU,Western,(715) 538-4361,Administrator: LANA PIENTOK,525679,FAX: (715) 538-2271,TRI COUNTY MEMORIAL HOSPITAL INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WHITEHALL,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-128,Lic. 2730,TUDOR OAKS HEALTH CENTER,S77 W12929 MCSHANE DR,PO BOX 901,"MUSKEGO, WI  53150",61 Beds,WAUKESHA,Southeastern,(414) 529-0100,Administrator: DIANE JAHNKE,525279,FAX: (414) 529-0537,AMERICAN BAPTIST HOMES OF THE MIDWEST, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MUSKEGO,NONPROFIT CHURCH/CORP,1-Jan-77,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-129,Lic. 2660,VILLA MARIA HEALTH AND REHABILITATION CENTER,300 VILLA DR,,"HURLEY, WI  54534",70 Beds,IRON,Northern,(715) 561-3200,Administrator: LAWRENCE KUTZ,525540,FAX: (715) 561-5556,VILLA MARIA HEALTH AND REHABILITATION CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,HURLEY,LIMITED LIABILITY COMPANY,1-Jul-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-130,Lic. 5003,VIRGINIA HIGHLANDS HEALTH AND REHABILITATION CENTER,W173 N10915 BERNIES WAY,,"GERMANTOWN, WI  53022",121 Beds,WASHINGTON,Southeastern,(262) 509-3300,Administrator: TOM SMITH,525653,FAX: (262) 251-7359,SSC GERMANTOWN OPERATING COMPANY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GERMANTOWN,LIMITED LIABILITY COMPANY,27-Sep-99,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-131,Lic. 3220,ATRIUM POST ACUTE CARE OF WILLIAMS BAY,146 CLOVER ST,,"WILLIAMS BAY, WI  53191",62 Beds,WALWORTH,Southeastern,(262) 245-6400,Administrator: PAMELA SANBERG,525346,FAX: (262) 245-9271,WILLIAMS BAY CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WILLIAMS BAY,LIMITED LIABILITY COMPANY,15-Dec-82,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-132,Lic. 3140,HILLSIDE MANOR,803 S UNIVERSITY AVE,,"BEAVER DAM, WI  53916",115 Beds,DODGE,Southern,(920) 887-6295,Administrator: TRICIA WEISNICHT,525447,FAX: (920) 887-3040,BEAVER DAM COMMUNITY HOSPITALS INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,BEAVER DAM,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-133,Lic. 306,HOMME HOME FOR THE AGING,604 S WEBB ST,,"WITTENBERG, WI  54499",81 Beds,SHAWANO,Northeastern,(715) 253-2125,Administrator: JUSTIN CIESLEWICZ,525527,FAX: (715) 253-3538,HOMME HOME FOR THE AGING INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,WITTENBERG,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-134,Lic. 2642,WILLOW RIDGE HEALTHCARE,400 DERONDA ST,,"AMERY, WI  54001",83 Beds,POLK,Western,(715) 268-8171,Administrator: NICOLE VERDON,525402,FAX: (715) 268-6361,WILLOW RIDGE HEALTHCARE FACILITIES LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,AMERY,LIMITED LIABILITY COMPANY,23-Nov-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-135,Lic. 3168,WISSOTA HEALTH AND REGIONAL VENT CENTER,2815 COUNTY HIGHWAY I,,"CHIPPEWA FALLS, WI  54729",87 Beds,CHIPPEWA,Western,(715) 723-9341,Administrator: SARAH NORTH,525379,FAX: (715) 723-3376,SNOWHILL HEALTHCARE LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,CHIPPEWA FALLS,LIMITED LIABILITY COMPANY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-136,Lic. 2639,"OAKRIDGE GARDENS NURSING CENTER, INC",1700 MIDWAY RD,,"MENASHA, WI  54952",108 Beds,WINNEBAGO,Northeastern,(920) 739-0111,Administrator: CAITLIN KEMPFERT,525463,FAX: (920) 739-4002,OAKRIDGE GARDENS NURSING CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,MENASHA,FOR PROFIT CORPORATION,4-Dec-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-137,Lic. 2177,WOODSIDE LUTHERAN HOME,1040 PILGRIM WAY,,"GREEN BAY, WI  54304",130 Beds,BROWN,Northeastern,(920) 499-1481,Administrator: MEGHAN MEHLBERG,525557,FAX: (920) 499-1501,BAY AREA LUTHERAN HOMES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,GREEN BAY,NONPROFIT CHURCH/CORP,21-Jan-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-138,Lic. 3081,ATRIUM POST ACUTE CARE OF MARSHFIELD,814 W 14TH ST,,"MARSHFIELD, WI  54449",120 Beds,WOOD,Southern,(715) 387-1188,Administrator: TONYA BROWN,525304,FAX: (715) 387-4095,MARSHFIELD CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MARSHFIELD,LIMITED LIABILITY COMPANY,1-Jan-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-139,Lic. 5047,GRACE LUTHERAN COMMUNITIES - RIVER PINES,206 N WILLSON DR,,"ALTOONA, WI  54720",50 Beds,EAU CLAIRE,Northern,(715) 598-7800,Administrator: RANDALL RENNOCK,525724,FAX: (715) 598-7999,GRACE LUTHERAN FOUNDATION INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,ALTOONA,FOR PROFIT CORPORATION,13-Jul-16,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-140,Lic. 1044,GRANCARE NURSING AND REHABILITATION CENTER,517 E DIVISION ST,,"FOND DU LAC, WI  54935",75 Beds,FOND DU LAC,Northeastern,(920) 921-6800,Administrator: ASHLEY OSTROWSKI,525522,FAX: (920) 921-6875,GOLDENHIGH LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,FOND DU LAC,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-141,Lic. 2943,THE BRIDGES OF APPLETON,2915 N MEADE ST,,"APPLETON, WI  54911",150 Beds,OUTAGAMIE,Northeastern,(920) 993-6800,Administrator: SHANNON ANGELL,525484,FAX: (920) 997-1735,"JB APPLETON HEALTHCARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,APPLETON,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-142,Lic. 2707,BETHANY RIVERSIDE,2575 S 7TH ST,,"LA CROSSE, WI  54601",123 Beds,LA CROSSE,Southern,(608) 406-3900,Administrator: THOMAS RISLOW,525455,FAX: (608) 406-3910,BETHANY LUTHERAN HOMES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,LA CROSSE,NONPROFIT CHURCH/CORP,1-Mar-82,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-143,Lic. 2159,JEWISH HOME AND CARE CENTER,1414 N PROSPECT AVE,,"MILWAUKEE, WI  53202",160 Beds,MILWAUKEE,Southeastern,(414) 276-2627,Administrator: SAMER ABADEER,525172,FAX: (414) 276-4828,JEWISH HOME AND CARE CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MILWAUKEE,NONPROFIT CORPORATION,2-Dec-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-144,Lic. 3215,VILLA MARINA HEALTH AND REHABILITATION CENTER,35 N 28TH ST,,"SUPERIOR, WI  54880",72 Beds,DOUGLAS,Northern,(715) 392-3300,Administrator: LORI RANDA,525613,FAX: (715) 392-9660,VILLA MARINA HEALTH & REHABILITATION CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,SUPERIOR,FOR PROFIT CORPORATION,25-Aug-97,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-145,Lic. 2250,SHADY LANE NURSING CARE CENTER,1235 S 24TH ST,,"MANITOWOC, WI  54220",50 Beds,MANITOWOC,Northeastern,(920) 682-8254,Administrator: SUSAN QUIRT,525575,FAX: (920) 682-8315,SHADY LANE INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MANITOWOC,NONPROFIT CORPORATION,7-May-71,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-146,Lic. 2895,ATRIUM POST ACUTE CARE OF SHAWANO AT BIRCH HILL,1475 BIRCH HILL LANE,,"SHAWANO, WI  54166",55 Beds,SHAWANO,Northeastern,(715) 526-3161,Administrator: TRISHA ZWIERS,525412,FAX: (715) 524-5896,BIRCH HILL CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHAWANO,LIMITED LIABILITY COMPANY,27-Jul-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-147,Lic. 2896,ATRIUM POST ACUTE CARE OF SHAWANO AT EVERGREEN,1250 EVERGREEN ST,,"SHAWANO, WI  54166",50 Beds,SHAWANO,Northeastern,(715) 526-3107,Administrator: CODY ROY BELL,525343,FAX: (715) 524-8037,EVERGREEN CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHAWANO,LIMITED LIABILITY COMPANY,27-Apr-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-148,Lic. 1134,SANTA MARIA NURSING HOME INC,430 S CLAY ST,,"GREEN BAY, WI  54301",50 Beds,BROWN,Northeastern,(920) 432-5231,Administrator: MARY SCHWEITZER,525590,FAX: (920) 432-9881,"CRYSTAL FOUNTAINS REHABILITATION CENTER, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREEN BAY,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-149,Lic. 5009,WOODLANDS OF OCONTO,101 FIRST ST,,"OCONTO, WI  54153",45 Beds,OCONTO,Northeastern,(920) 834-4575,Administrator: MARY DUFEK,525670,FAX: (920) 834-2537,WOODLANDS OF OCONTO, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,OCONTO,FOR PROFIT CORPORATION,3-Nov-03,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-150,Lic. 2230,"CAMEO CARE CENTER, INC",5790 S 27TH ST,,"MILWAUKEE, WI  53221",112 Beds,MILWAUKEE,Southeastern,(414) 282-1300,Administrator: BORISLAV KRESOVIC,525504,FAX: (414) 282-9211,CAMEO CARE CENTER INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,MILWAUKEE,FOR PROFIT CORPORATION,17-Dec-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-151,Lic. 2611,SAINT JOHNS ON THE LAKE,1840 N PROSPECT AVE,,"MILWAUKEE, WI  53202",50 Beds,MILWAUKEE,Southeastern,(414) 272-2022,Administrator: JOHN GEORGE,525539,FAX: (414) 897-8247,SAINT JOHN'S COMMUNITIES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MILWAUKEE,NONPROFIT CHURCH/CORP,22-Oct-79,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-152,Lic. 540,ST MARYS HOME FOR THE AGED,1635 S 21ST STREET,,"MANITOWOC, WI  54220",84 Beds,MANITOWOC,Northeastern,(920) 684-7171,Administrator: KATHERINE KOPENSKI,525609,FAX: (920) 684-0240,ST MARYS HOME FOR THE AGED INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MANITOWOC,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-153,Lic. 963,BETHANY HOME,1226 BERLIN ST,,"WAUPACA, WI  54981",104 Beds,WAUPACA,Northeastern,(715) 258-5521,Administrator: PAULINE DARLING,525538,FAX: (715) 258-6989,BETHANY HOME INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,WAUPACA,NONPROFIT CHURCH/CORP,3-Dec-61,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-154,Lic. 2540,BETHANY ST JOSEPH CARE CENTER,2501 SHELBY RD,,"LA CROSSE, WI  54601",114 Beds,LA CROSSE,Southern,(608) 788-5700,Administrator: LARRY PUPP,525265,FAX: (608) 788-4030,BETHANY-ST JOSEPH CORPORATION, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,LA CROSSE,NONPROFIT CORPORATION,13-Oct-76,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-155,Lic. 2678,VERNON MANOR,E7404A COUNTY RD BB,,"VIROQUA, WI  54665",85 Beds,VERNON,Southern,(608) 637-5400,Administrator: AMANDA HOFF,525562,FAX: (608) 637-5441,VERNON COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,VIROQUA,GOVERNMENT COUNTY,1-Oct-81,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-156,Lic. 2005,"BETHEL HOME, INC",225 N EAGLE ST,,"OSHKOSH, WI  54902",128 Beds,WINNEBAGO,Northeastern,(920) 235-4653,Administrator: DAVID MERKLEY,525554,FAX: (920) 235-3644,BETHEL HOME INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,OSHKOSH,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-157,Lic. 3128,WI VETERANS HOME AINSWORTH 800,N2665 CTY RD QQ,,"KING, WI  54946",205 Beds,WAUPACA,Northeastern,(715) 258-5586,Administrator: MOLLY GUTT,525719,FAX: (715) 256-3226,STATE OF WI DEPT OF VETERANS AFFAIRS, HEALTH CARE OP, GOVERNMENT-STA,,Title 18 SNF    Title 19 NF,KING,GOVERNMENT STATE,4-Oct-93,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-158,Lic. 2814,WI VETERANS HOME MACARTHUR 422,N2665 CTY RD QQ,,"KING, WI  54946",116 Beds,WAUPACA,Northeastern,(715) 258-5586,Administrator: GREGORY REICHENBACH,525717,FAX: (715) 256-3226,STATE OF WI DEPT OF VETERANS AFFAIRS, HEALTH CARE OP, GOVERNMENT-STA,,Title 18 SNF    Title 19 NF,KING,GOVERNMENT STATE,6-Dec-83,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-159,Lic. 2484,WI VETERANS HOME OLSON 600,N2665 CTY RD QQ,,"KING, WI  54946",200 Beds,WAUPACA,Northeastern,(715) 258-5586,Administrator: SANDRA SCHOEN,525718,FAX: (715) 256-3226,STATE OF WI DEPT OF VETERANS AFFAIRS, HEALTH CARE OP, GOVERNMENT-STA,,Title 18 SNF    Title 19 NF,KING,GOVERNMENT STATE,16-Jul-68,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-160,Lic. 2368,PINE CREST NURSING HOME,2100 E SIXTH ST,,"MERRILL, WI  54452",168 Beds,LINCOLN,Northern,(715) 536-0355,Administrator: LISA GERVAIS,525326,FAX: (715) 539-3202,LINCOLN COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,MERRILL,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-161,Lic. 2743,MANORCARE HEALTH SERVICES,265 S NATIONAL AVE,,"FOND DU LAC, WI  54935",108 Beds,FOND DU LAC,Northeastern,(920) 922-7342,Administrator: STACY NIES,525274,FAX: (920) 922-4737,"MANOR CARE OF FOND DU LAC WI, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,FOND DU LAC,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-162,Lic. 2397,SAUK COUNTY HEALTH CARE CENTER,1051 CLARK ST,,"REEDSBURG, WI  53959",82 Beds,SAUK,Southern,(608) 524-7500,Administrator: JENNIFER VOSEN,525114,FAX: (608) 524-7599,SAUK COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,REEDSBURG,GOVERNMENT COUNTY,17-Nov-09,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-163,Lic. 2197,BURNETT MEDICAL CENTER,257 W ST GEORGE AVE,,"GRANTSBURG, WI  54840",50 Beds,BURNETT,Northern,(715) 463-5355,Administrator: GORDON LEWIS,525558,FAX: (715) 463-2423,BURNETT MEDICAL CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,GRANTSBURG,NONPROFIT CORPORATION,23-Mar-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-164,Lic. 2201,CEDAR CREST HEALTH CENTER,1702 S RIVER RD,,"JANESVILLE, WI  53546",71 Beds,ROCK,Southern,(608) 756-0344,Administrator: DAVID TANCK,525649,FAX: (608) 756-9275,CEDAR CREST INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,JANESVILLE,NONPROFIT CORPORATION,15-May-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-165,Lic. 3121,CARE AGE OF BROOKFIELD,1755 N BARKER RD,,"BROOKFIELD, WI  53045",110 Beds,WAUKESHA,Southeastern,(262) 821-3939,Administrator: BRIAN HENDERSON,525519,FAX: (262) 821-3944,REGENCY TERRACE SOUTH INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,BROOKFIELD,FOR PROFIT CORPORATION,26-Jul-93,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-166,Lic. 2627,CHIPPEWA MANOR NURSING HOME,222 CHAPMAN RD,,"CHIPPEWA FALLS, WI  54729",60 Beds,CHIPPEWA,Western,(715) 723-4437,Administrator: BRANDON THORSNESS,525419,FAX: (715) 723-0524,CHIPPEWA MANOR NURSING HOME CORPORATION, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,CHIPPEWA FALLS,FOR PROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-167,Lic. 705,CEDAR LAKE HEALTH AND REHABILITATION CENTER,5595 CTY RD Z,,"WEST BEND, WI  53095",155 Beds,WASHINGTON,Southeastern,(262) 306-2100,Administrator: KELLI DE RUYTER,525465,FAX: (262) 306-2101,BENEVOLENT CORPORATION CEDAR COMMUNITY, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WEST BEND,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-168,Lic. 3177,SOUTHPOINTE HEALTHCARE CENTER,4500 W LOOMIS RD,,"GREENFIELD, WI  53220",174 Beds,MILWAUKEE,Southeastern,(414) 325-5300,Administrator: MITUL LINDEMANN,525604,FAX: (414) 325-5475,SSC GREENFIELD OPERATING COMPANY LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREENFIELD,LIMITED LIABILITY COMPANY,19-Aug-96,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-169,Lic. 2745,MANORCARE HEALTH SERVICES-WEST,1760 SHAWANO AVE,,"GREEN BAY, WI  54303",105 Beds,BROWN,Northeastern,(920) 499-5191,Administrator: JOSH THEIS,525232,FAX: (920) 499-8959,"MANOR CARE OF GREEN BAY WI (WEST), LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREEN BAY,LIMITED LIABILITY COMPANY,21-May-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-170,Lic. 2724,CLEMENT MANOR HEALTH CARE CENTER,3939 S 92ND ST,,"GREENFIELD, WI  53228",111 Beds,MILWAUKEE,Southeastern,(414) 321-1800,Administrator: DENNIS FERGER,525327,FAX: (414) 546-7333,CLEMENT MANOR INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,GREENFIELD,NONPROFIT CHURCH/CORP,25-Oct-82,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-171,Lic. 2988,"ST PAUL ELDER SERVICES, INC",316 EAST 14TH STREET,,"KAUKAUNA, WI  54130",129 Beds,OUTAGAMIE,Northeastern,(920) 766-6020,Administrator: SONDRA NORDER,525617,FAX: (920) 766-9161,ST PAUL ELDER SERVICES INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,KAUKAUNA,NONPROFIT CORPORATION,1-Sep-76,Skilled Care,Nursing Home
