row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,reg_name,TRAUMATIC BRAIN INJURY,TERMINALLY ILL,PUBLIC FUNDING,PHYSICALLY DISABLED,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,EMOTIONALLY DISTURBED/MENTAL ILLNESS,DEVELOPMENTALLY DISABLED,ALCOHOL/DRUG DEPENDENT,ADVANCED AGED,facility_type
USA-WI-48-Facilities-48-AdultDayCare-114,15781,ST ANN CENTER FOR INTERGENERATIONAL CARE,2450 W NORTH AVE,MILWAUKEE,WI,53205,4149775024,MILWAUKEE           ,LONERGAN,SR EDNA,ST ANN CENTER FOR INTERGENERATIONAL CARE,CHILSON,SHAWN,CHILSON,SHAWN,2801 E MORGAN AVE,MILWAUKEE,WI,53207,4149775000,ADC                           ,B,200,,,,30-Sep-15,SOUTHEASTERN REGION      ,1,1,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-115,8513,ST ANN CTR FOR INTERGENERATIONAL CARE,2801 E MORGAN AVE             ,MILWAUKEE           ,WI,53207,4149775000,MILWAUKEE           ,CHILSON,SHAWN,ST ANN CTR FOR INTERGENERATIONAL CARE INC                   ,STEIN,MARTIN,CHILSON,SHAWN,2801 E MORGAN AVE             ,MILWAUKEE           ,WI,53207,4149775000,ADC                           ,B,143,,,,14-Jan-99,SOUTHEASTERN REGION      ,,,1,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-116,13770,ST COLETTA OF WI GOLDEN OPTIONS PROGRAM,N4637 COUNTY HIGHWAY Y        ,JEFFERSON           ,WI,53549,9206748252,JEFFERSON           ,BOUCHARD,ELIZABETH,ST COLETTA OF WISCONSIN INC                                 ,BEHNCKE,TED,ALEXANDER,BETH,N4637 CTY HWY Y               ,JEFFERSON           ,WI,53549,9206748448,ADC                           ,B,50,,,,27-Jul-11,SOUTHERN REGION          ,1,1,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-117,9618,ST GABRIELS CHURCH OF GOD IN CHRIST               ,5363 N 37TH ST                ,MILWAUKEE           ,WI,53209,4147956397,MILWAUKEE           ,SHAW,LEE,ST GABRIELS CHURCH OF GOD IN CHRIST                         ,SHAW,PASTOR LEE A,SHAW,LEE,5363 N 37TH ST                ,MILWAUKEE           ,WI,53209,4144660344,ADC                           ,B,80,,,,6-May-02,SOUTHEASTERN REGION      ,,,,,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-118,10491,ST PAUL ELDER SERVICES ADULT DAY SERVICE          ,316 E 14TH ST                 ,KAUKAUNA            ,WI,54130,9207666020,OUTAGAMIE           ,REICHELT,BECKY,ST PAUL ELDER SERVICES INC                                  ,,,REICHELT,BECKY,316 E 14TH ST                 ,KAUKAUNA            ,WI,54130,9207666020,ADC                           ,B,20,,,,10-Mar-04,NORTHEASTERN REGION      ,,,1,1,1,1,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-119,16185,SUNFLOWER COTTAGE,55 WEST YEW STREET ,STURGEON BAY ,WI,54235,9207437943,DOOR                ,LAU,MARSHA,SUNSHINE HOUSE INC,WEBER,CINDY,LAU,MARSHA,55 WEST YEW STREET ,STURGEON BAY ,WI,54235,9207437943,ADC                           ,B,20,,,,1-Nov-16,NORTHEASTERN REGION      ,1,1,,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-120,15034,THE MANNA HOUSE ADULT DAY CARE                    ,3417 DOUGLAS AVENUE           ,RACINE              ,WI,53402,2629023338,RACINE              ,JOHNSON,BEATRICE,MANNA HOUSE ADULT FAMILY HOME LLC (THE)                     ,JOHNSON,BEATRICE,JOHNSON,BEATRICE,6557 ALTAMOUNT CIRCLE         ,RACINE              ,WI,53406,2629023338,ADC                           ,B,18,,,,22-Apr-14,SOUTHEASTERN REGION      ,1,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-121,15888,TLC HOMES ADULT DAY CENTER SERVICES,708 ERIE AVENUE,SHEBOYGAN,WI,53081,9206941162,SHEBOYGAN           ,FREY,TIMOTHY A,,FREY,TIMOTHY A,FREY,TIMOTHY A,633 ST CLAIR AVENUE ,SHEBOYGAN ,WI,53081,9209804894,ADC                           ,B,40,,,,19-Jan-16,NORTHEASTERN REGION      ,1,,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-122,100027,TROSTEN HAUS,1223 MADISON ST               ,BEAVER DAM          ,WI,53916,9208874282,DODGE               ,JACOBSON,BRIAN,GREEN VALLEY ENTERPRISES INC                                ,KNUDSON,JEANINE,JACOBSON,BRIAN,1229 MADISON ST               ,BEAVER DAM          ,WI,53916,9208874282,ADC                           ,B,50,0,0,,17-May-94,SOUTHERN REGION          ,,,1,1,1,,,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-123,300022,UNITED COMMUNITY CENTER ADULT DAY CENTER          ,1028 S 9TH ST                 ,MILWAUKEE           ,WI,53204,4143843100,MILWAUKEE           ,HERNANDEZ,HECTOR,UNITED COMMUNITY CENTER INC                                 ,SAVA,WALTER,HERNANDEZ,HECTOR,1028 S 9TH ST                 ,MILWAUKEE           ,WI,53204,4143843100,ADC                           ,B,80,0,0,,29-Feb-96,SOUTHEASTERN REGION      ,,,1,1,,,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-124,13082,VIP SERVICES INC                                  ,811 E GENEVA ST               ,ELKHORN             ,WI,53121,2627234043,WALWORTH            ,SIMONSEN,CYNTHIA,VIP SERVICES INC                                            ,KELNHOFER,DANA,BRUNHART,ANGIE,811 E GENEVA ST               ,ELKHORN             ,WI,53121,2627234043,ADC                           ,B,12,,,,1-Jul-10,SOUTHERN REGION          ,,,1,1,,,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-125,15511,WILLOW HEART RESPITE & CARE CENTER,1000 W MAIN ST,LITTLE CHUTE,WI,54140,9206876454,OUTAGAMIE           ,SCHNEIDER,LISA,WILLOW HEART RESPITE & CARE CENTER,LUCKOW,JOYCE,SCHNEIDER,LISA,1000 W MAIN ST,LITTLE CHUTE,WI,54140,9206876454,ADC                           ,B,39,,,,23-Mar-15,NORTHEASTERN REGION      ,1,,,,,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-126,500004,WILLOW RIDGE ADULT DAY CARE I,W4266 COUNTY HIGHWAY X,OWEN                ,WI,54460,7152292626,CLARK               ,KOMANEC,JANICE,CLARK COUNTY HEALTH CARE CENTER                             ,,,SCHMITZ,JANE,W4266 COUNTY HIGHWAY X ,OWEN                ,WI,54460,7152292172,ADC                           ,B,16,0,0,,21-Dec-89,WESTERN REGION           ,,,1,,1,1,1,,,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-127,16581,WILLOW RIDGE ADULT DAY CARE SITE III,237 W 6TH ST APT 1,NEILLSVILLE,WI,54456,7152292172,CLARK               ,SCHMITZ,JANE,CLARK COUNTY REHABILITATION AND LIVING CENTER,,,SCHMITZ,JANE,W4266 CTH X,OWEN,WI,54460,7152292172,ADC                           ,B,10,,,,31-Jul-17,WESTERN REGION           ,1,1,1,1,1,1,1,,1,Adult Day Care
USA-WI-48-Facilities-48-AdultDayCare-128,500011,WILLOW RIDGE ADULT DAY CENTER II,W4266 COUNTY HIGHWAY X   ,OWEN                ,WI,54460,7152292172,CLARK               ,KOMANEC,JANICE,CLARK COUNTY HEALTH CARE CENTER                             ,,,SCHMITZ,JANE,W4266 COUNTY HIGHWAY X       ,OWEN                ,WI,54460,7152292172,ADC                           ,B,6,0,0,,1-Jan-98,WESTERN REGION           ,,,1,,,,1,,,Adult Day Care
