row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,Region,PUBLIC FUNDING,EMOTIONALLY DISTURBED/MENTAL ILLNESS,<>,facility_type
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-114,10288,GREENWAY TERRACE,547 EAST MCKINLEY STREET      ,SPRING GREEN        ,WI,53588,6085882586,SAUK                ,SCOLES,MARK,RIVER VALLEY NH INC                                         ,,,SCOLES,MARK,547 E MCKINLEY ST BOX 759     ,SPRING GREEN        ,WI,53588,6085882586,REGISTERED                    ,,24,2100,2750,,1-Nov-99,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-115,16547,HARBOR CLUB,333 W WALTERS ST,PORT WASHINGTON,WI,53024,2622681800,OZAUKEE             ,TORICIA,CATHERINE,CAPRI COMMUNITIES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20711 WATERTOWN ROAD SUITE A,WAUKESHA,WI,53186,2627981224,CERTIFIED                     ,B,40,,,,1-Mar-17,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-116,15905,HARBORCHASE OF SHOREWOOD,1111 E CAPITOL DR,SHOREWOOD,WI,53211,4144360311,MILWAUKEE           ,ADLINGTON,DONNA,CHP SHOREWOOD WI TENANT CORP,MADDRON,KEVIN,OBRIEN,CATHLEEN,1111 E CAPITOL DR,SHOREWOOD,WI,53211,4076501000,CERTIFIED                     ,B,59,4495,7095,,8-Dec-15,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-117,10859,HART PARK SQUARE,6600 W RIVER PKWY             ,WAUWATOSA           ,WI,53213,4144768787,MILWAUKEE           ,BELTMANN,KATHY,HART PARK SQUARE V LLC                                      ,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR            ,WAUKESHA            ,WI,53188,2625485965,CERTIFIED                     ,,55,3580,4280,,22-Jul-05,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-118,11422,HARWOOD PLACE,8220 W HARWOOD AV             ,WAUWATOSA           ,WI,53213,4142586170,MILWAUKEE           ,HAYES,EILEEN,LUTHERAN HOME INC (THE)                                     ,PIETERS,ROBERT,KERRI,LIVERMORE,8220 W HARWOOD AV             ,WAUWATOSA           ,WI,53213,4142586170,REGISTERED                    ,B,173,969,2028,,25-Apr-06,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-119,12494,HAVENWOOD LLC,614 E OAK ST                  ,GLENWOOD CITY       ,WI,54013,7152654140,ST CROIX            ,PRISSEL,DAVID,HAVENWOOD LLC                                               ,,,PRISSEL,DAVID,614 E OAK ST #17         ,GLENWOOD CITY       ,WI,54013,7152654140,CERTIFIED                     ,B,16,460,990,,16-Sep-08,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-120,14478,HEARTLAND HOUSE RCAC,668 W CUMMINGS RD             ,WAUTOMA             ,WI,54982,9207872467,WAUSHARA            ,WALKER,BEVERLY,HEARTLAND HOUSE INC                                         ,,,GROTHE,JOSIAH,668 W CUMMINGS RD             ,WAUTOMA             ,WI,54982,9207875817,CERTIFIED                     ,B,41,2250,4500,,17-Jan-13,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-121,16084,HEATHERWOOD,4510 GATEWAY DR,EAU CLAIRE ,WI,54701,7154698012,EAU CLAIRE          ,GALLAHAN,CARRIE,CSL EAU CLAIRE LLC,FORSYTH,WILL,FORSYTH,WILL,1580 VALLEY RIVER DR STE 260,EUGENE,OR,97401,5416363460,CERTIFIED                     ,B,28,3707,4460,,11-Apr-16,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-122,12587,HEIGHTS AT EVANSVILLE MANOR (THE)                 ,201 N 4TH ST                  ,EVANSVILLE          ,WI,53536,6088829995,ROCK                ,SCHMIDT,JENNY,THE HEIGHTS ASSISTED LIVING APARTMENTS                      ,SCHMIDT,JENNY,SCHMIDT,JENNY,201 N 4TH ST                  ,EVANSVILLE          ,WI,53536,6088829995,CERTIFIED                     ,B,25,3100,3700,,10-Dec-08,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-123,16238,HERITAGE 6 LLC,7901 W NATIONAL ,WEST ALLIS,WI,53214,4143029700,MILWAUKEE           ,ROTH BOTTONI,TAMMY,HERITAGE 6 LLC,PINKERTON,MILO,PINKERTON,MILO,1295 NORTHLAND DR STE 270,MENDOTA HEIGHTS,MN,55118,9523514540,CERTIFIED                     ,B,40,3500,4400,,1-Jun-17,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-124,13604,HERITAGE APARTMENT REDEVELOPMENT LLC,108 NATIONAL AVE              ,BRILLION            ,WI,54110,9207563041,CALUMET             ,PALMER,TONJA,HERITAGE APARTMENT REDEVELOPMENT LLC                        ,,,PALMER,TONJA,210 S PARKWAY DR              ,BRILLION            ,WI,54110,9207563041,CERTIFIED                     ,B,12,408,680,,26-Jul-11,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-125,10366,HERITAGE ASSISTED LIVING,2600 S HERITAGE WOODS DR      ,APPLETON            ,WI,54915,9207383000,WINNEBAGO           ,SCHOEN,DONNA,THEDACARE INC                                               ,,,SCHOEN,DONNA,2600 S HERITAGE WOODS DR      ,APPLETON            ,WI,54915,9207355560,REGISTERED                    , ,137,1016,2031,,8-Jun-01,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-126,14201,HERITAGE ASSISTED LIVING MIDDLETON,6234 MAYWOOD AVE              ,MIDDLETON           ,WI,53562,6088317004,DANE                ,LAUER,JESSICA,HERITAGE SENIOR LIVING LLC,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,9523514541,CERTIFIED                     ,B,43,3600,7000,,2-Jan-13,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-127,15682,HERITAGE COURT,425 DAVIS STREET,HAMMOND,WI,54015,7157962218,ST CROIX            ,EDELMAN,LAURIE,"FMG DAVIS STREET ALF WISCONSIN, LLC",MANN,DYLAN T,EDELMAN,LAURIE,425 DAVIS STREET,HAMMOND,WI,54015,4149088058,REGISTERED                    ,B,12,1425,1425,,1-Jul-15,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-128,13469,HERITAGE DEER CREEK H2 LLC,3585 S 147TH ST               ,NEW BERLIN          ,WI,53151,2627896600,WAUKESHA            ,KNAPP,CONNIE,HERITAGE DEER CREEK H2 LLC                                  ,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,4143029700,CERTIFIED                     ,B,43,3200,4500,,15-Jan-11,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-129,15093,HERITAGE ELM GROVE H12,800 WALL ST                   ,ELM GROVE           ,WI,53122,2627865800,WAUKESHA            ,GAST,DIANA,HERITAGE ASSISTED LIVING LLC                   ,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVE           ,WEST ALLIS       ,WI,53214,9523514540,CERTIFIED                     ,B,20,3500,6400,,5-Jun-14,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-130,15503,HERITAGE HOUSE OF PORTAGE,2685 AIRPORT ROAD,PORTAGE,WI,53901,6087453312,COLUMBIA            ,NALL,COLLEEN,SHA MSL PORTAGE OPCO LLC,OSTROM,TOM,OSTROM,TOM,700 N GREEN UNIT 401,CHICAGO,IL,60642,3124624462,CERTIFIED                     ,B,66,500,5000,,7-Apr-15,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-131,12506,HERITAGE I LLC,3706 DAMON ST                 ,EAU CLAIRE          ,WI,54701,7158319118,EAU CLAIRE          ,THORNTON,JILL,MSP REAL ESTATE INC                                         ,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVENUE        ,WEST ALLIS          ,WI,53214,9523514540,CERTIFIED                     ,B,39,3350,6300,,1-Sep-08,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-132,16505,HERITAGE LAKE COUNTRY,2975 VILLAGE SQUARE DR,HARTLAND,WI,53029,2623672975,WAUKESHA            ,BURNETT,MICHELLE,HSL 15 LLC,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,9523514540,CERTIFIED                     ,B,46,3550,6000,,1-May-17,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-133,12892,HERITAGE MONONA RCAC,111 OWEN RD                   ,MONONA              ,WI,53716,6084419990,DANE                ,STUPAR,ADRIANE,HERITAGE 9 LLC                                              ,PINKERTON,MILO,VERGER,PIERRE,7901 W NATIONAL AVE           ,WEST ALLIS          ,WI,53214,9523514541,CERTIFIED                     ,B,49,3500,6800,,17-Nov-09,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-134,14680,HICKORY PARK,3933 SOUTH PRAIRIE HILL LANE  ,GREENFIELD          ,WI,53228,3126734333,MILWAUKEE           ,PAKULSKI,NOEL,SL GREENFIELD LLC                                           ,,,PAKULSKI,NOEL,3933 S. PRAIRIE HILL LN,GREENFIELD,WI,53228,3126734333,CERTIFIED                     ,B,56,3460,4510,,10-Jul-13,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-135,15776,HIGHLAND HOUSE,161 GOEHL RD,WATERLOO,WI,53594,9204784193,JEFFERSON           ,FLOYD,DUANE,WATERTOWN MEDICAL CENTER LLC,SERAPHINE,JEFFREY,FLOYD,DUANE,161 GOEHL RD,WATERLOO,WI,53594,6159207000,CERTIFIED                     ,B,20,2918.34,5310,,1-Sep-15,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-136,10598,HIGHLAND VILLAGE APARTMENTS II,1408 MEMORIAL DR              ,WATERTOWN           ,WI,53098,9202616808,DODGE               ,BEAR,JUDY,WATERTOWN REGIONAL MEDICAL CENTER                           ,ROCHE,GERALD,ROCHE,GERALD,125 HOSPITAL DR               ,WATERTOWN           ,WI,53098,9202614210,CERTIFIED                     ,B,9,635,850,,1-Jun-04,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-137,16287,HIGHLANDS AT NEWCASTLE PLACE (THE),12600 NORTH PORT WASHINGTON RD,MEQUON,WI,53092,2623878861,OZAUKEE             ,MERRIMAN,DANIEL,NEWCASTLE SENIOR CARE LLC,BISSONNETTE,JULIE,BISSONNETTE,JULIE,12600 NORTH PORT WASHINGTON RD,MEQUON,WI,53092,4079992400,REGISTERED                    ,,36,4775,5597,,10-Jan-17,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-138,16627,HILLTOP GRAND VILLAGE INC,1400 24TH ST S,WISCONSIN RAPIDS,WI,54494,7154237400,WOOD                ,WHETSTONE,ANITA,HILLTOP GRAND VILLAGE INC,WHETSTONE,ANITA,WHETSTONE,ANITA,1400 24TH ST S,WISCONSIN RAPIDS,WI,54494,7154237400,CERTIFIED                     ,B,40,3650,4750,,11-Apr-17,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-139,13997,HILLVIEW TERRACE,3503 PARK LN                  ,LACROSSE            ,WI,54601,6087855500,LACROSSE            ,KRAMER,KELLY,LACROSSE COUNTY                                             ,,,MONROE,JILL,3503 PARK LN DR               ,LACROSSE            ,WI,54601,6087894800,CERTIFIED                     ,B,30,1900,2975,,5-Jan-12,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-140,11173,HOME HARBOR,1600 OHIO ST                  ,RACINE              ,WI,53405,2626190000,RACINE              ,GITZ,SUZANNE,HOME HARBOR OF RACINE LLC                                   ,KADLEC,KEVIN,GITZ,SUZANNE,PO BOX 703,PLATTEVILLE,WI,53818,2626190000,CERTIFIED                     ,,110,373,960,,1-Jun-06,SOUTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-141,11507,HOMEPLACE OF DURAND LLC (THE),315 COUNTRY LANE              ,DURAND              ,WI,54736,7156724813,PEPIN               ,WITTIG,VICKIE,HOME PLACE OF DURAND LLC (THE)                              ,TALLMAN,JILL,HAZUGA,JASON,225 E FOURTH AVE              ,STANLEY             ,WI,54768,7156442136,CERTIFIED                     ,,14,3250,6271,,8-Jun-06,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-142,10250,HOMEPLACE OF MONDOVI LLC (THE),158 EAST MAIN STREET          ,MONDOVI             ,WI,54755,7159264777,BUFFALO             ,MORGAN,SARAH,HOMEPLACE OF MONDOVI LLC (THE)                              ,,,HAZUGA,JASON,225 E 4TH AVENUE              ,STANLEY             ,WI,54768,7156442136,CERTIFIED                     ,,21,3250,6271,,1-Jun-99,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-143,11165,HOMEPLACE OF STANLEY LLC (THE),225 E FOURTH AVE              ,STANLEY             ,WI,54768,7156442136,CHIPPEWA            ,HULS,JUDY,,TALLMAN,JILL,HAZUGA,JASON,225 E FOURTH AVE              ,STANLEY             ,WI,54768,7156442137,CERTIFIED                     ,B,36,3200,3465,,4-Nov-05,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-144,11308,HOMESTEAD APARTMENTS                              ,331 S WATER ST                ,SPARTA              ,WI,54656,6082693168,MONROE              ,BONELLO,MICHAEL,MORROW MEMORIAL HOME & APARTMENTS                           ,,,BONELLO,MICHAEL,331 S WATER ST                ,SPARTA              ,WI,54656,6082693168,CERTIFIED                     ,B,24,2282,3232,,20-Jan-06,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-145,14707,HOPE SENIOR LIVING,475 GROVE STREET              ,LOMIRA              ,WI,53048,9202697667,DODGE               ,WELLS,PATTI,HOPE SENIOR LIVING INC                                      ,GALLINA,KIM,KURANZ,STEVEN,P O BOX 280                   ,LOMIRA              ,WI,53048,9202694386,CERTIFIED                     ,B,32,3275,4251,,22-Aug-13,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-146,10322,HOWARD VILLAGE,2500 E HOWARD AVE             ,ST FRANCIS          ,WI,53235,4144891400,MILWAUKEE           ,VORASS,THEA,HOWARD VILLAGE V LLC                                        ,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR            ,WAUKESHA            ,WI,53188,2625485965,CERTIFIED                     ,,55,3140,3655,,26-Jul-01,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-147,14099,HUNTINGTON (THE),3801 N WRIGHT RD              ,JANESVILLE          ,WI,53546,6088685035,ROCK                ,HUGHES-PAPICH,ANNA,FVE MW LLC                                                  ,,,HUGHES-PAPICH,ANNA,3801 N WRIGHT RD              ,JANESVILLE          ,WI,53546,6088685035,REGISTERED                    ,B,48,3190,4151,,13-Apr-12,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-148,14752,HYLAND PARK SUN PRAIRIE,881 LIBERTY BOULEVARD         ,SUN PRAIRIE         ,WI,53590,6088342073,DANE                ,WAGNER,RYAN,CAPRI LIFESTYLES LLC                                        ,TARANTINO,JAMES,CHOBAN,GLEN,20875 CROSSROADS CIR SUITE 400,WAUKESHA,WI,53186,2627981224,CERTIFIED                     ,,49,2400,3800,,28-Aug-13,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-149,14327,INGLEWOOD,407 N 8TH ST                  ,MOUNT HOREB         ,WI,53572,6084378111,DANE                ,KRUCHTEN,DONNA,WISCONSIN ILLINOIS SENIOR HOUSING INC                       ,,,KRUCHTEN,DONNA,407 N 8TH ST                  ,MOUNT HOREB         ,WI,57532,6084375511,REGISTERED                    ,B,24,2460,2995,,8-Oct-12,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-150,10323,INSPIRATION MINISTRIES RCAC,N2270 HWY 67                  ,WALWORTH            ,WI,53184,2622756131,WALWORTH            ,SNYDER,JILL,CHRISTIAN LEAGUE FOR THE HANDICAPPED INC                    ,ROWLAND,DAVID,PAPE,CRAIG,PO BOX 948                    ,WALWORTH            ,WI,53184,2622756131,CERTIFIED                     ,B,27,2200,6121,,1-Feb-03,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-151,14664,ISLAND SHORES,131 E NORTH WATER ST          ,NEENAH              ,WI,54956,9209804055,WINNEBAGO           ,ROGALA,MARY,SL NEENAH LLC                                               ,,,ROGALA,MARY,131 E NORTH WATER ST          ,NEENAH              ,WI,54956,3126734333,CERTIFIED                     ,B,101,2600,5000,,10-Jul-13,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-152,10246,KELLY HOUSE ASSISTED LIVING APARTMENTS,121 SOUTH FIFTH ST            ,EVANSVILLE          ,WI,53536,6088824191,ROCK                ,SKINNER,DIANE,DIANE AND GIL SKINNER                                       ,SKINNER,DIANE,SKINNER,DIANE,121 SOUTH FIFTH ST            ,EVANSVILLE          ,WI,53536,6088824191,CERTIFIED                     ,B,9,2660,3600,,1-Jul-97,SOUTHERN REGION          ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-153,12401,KETTLE MORAINE GARDENS RCAC                       ,1038 FOND DU LAC AVE          ,KEWASKUM            ,WI,53040,2626264070,WASHINGTON          ,THULL,TINA,,THULL,TINA,THULL,TINA,8735 HWY HH                   ,KEWASKUM            ,WI,53040,2626899725,CERTIFIED                     ,B,30,2480,3720,,31-May-08,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-154,13681,KILLARNEY KOURT,8800 SHANNON LN               ,STURTEVANT          ,WI,53177,2623210802,RACINE              ,Kumpula,Leah,CAPRI LIFESTYLES LLC                                        ,TARANTINO,JAMES,Choban,Glen,20875 Crossroads Cir Suite 400,Waukesha,WI,53186,2627981224,CERTIFIED                     ,,55,705,4120,,16-Aug-11,SOUTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-155,11583,KINDREDHEARTS GREEN LAKE,850 SUNNYSIDE RD              ,GREEN LAKE          ,WI,54941,9202941000,GREEN LAKE          ,BEDNAREK,KRISTI,PARTNERS IN COMMUNITY ELDERCARE LLC                         ,HENNIG,DOUGLAS,BEDNAREK,KRISTI,850 SUNNYSIDE RD              ,GREEN LAKE          ,WI,54941,6084428005,CERTIFIED                     ,B,25,1636,3186,,1-Sep-06,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-156,10324,KIRKLAND CROSSINGS RCAC,700 QUINLAN DR                ,PEWAUKEE            ,WI,53072,2626955800,WAUKESHA            ,SEEGERT,SUSAN,PRESBYTERIAN HOMES PARTNERS                                 ,,,SEEGERT,SUSAN,700 QUINLAN DR                ,PEWAUKEE            ,WI,53072,6516316100,CERTIFIED                     ,B,40,3235,4315,,1-Dec-02,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-157,16633,LAKE COUNTRY LANDING,2255 N STONEHEDGE TRAIL,SUMMIT,WI,530668677,2625675093,WAUKESHA            ,LUTZE,LORI,FMG OPERATING Z LLC,KEATING,DAVID,LUTZE,LORI,2255 N STONEHEDGE TRAIL,SUMMIT,WI,530668677,4149088019,CERTIFIED                     ,B,60,,,,22-Jun-17,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-158,16374,LAKE SHORE CEDAR LODGE,12440 WARPATH LN,MINOCQUA,WI,54548,7153562911,VILAS               ,HAINZ,TIFFANY,LAKE SHORE ASSISTED LIVING LLC,KELM,DALE,HAINZ,TIFFANY,12440 WARPATH LN,MINOCQUA,WI,54548,7153319148,CERTIFIED                     ,B,21,2500,4500,,6-Jan-17,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-159,14655,LAKE VIEW PLACE,517 LUCO RD                   ,FOND DU LAC         ,WI,54935,9209261100,FOND DU LAC         ,ROZELL,LORI,LAKE VIEW AID OPCO LLC                                      ,,,POC/LEGAL DEPT,ATTN:,330 N WABASH STE 3700,CHICAGO,IL,60611,4157069715,REGISTERED                    ,B,90,6974,7645,,11-Jul-13,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-160,15326,LAKESHORE AT JACKSON CROSSINGS (THE),N168 W22026 MAIN ST,JACKSON,WI,53037,2626773615,WASHINGTON          ,CONTRERAS,JACKIE,SNH SE TENANT TRS INC,DOYLE,RICHARD,NEWCOMB,LISA,400 CENTRE ST,NEWTON,MA,2458,6177968350,CERTIFIED                     ,B,32,2870,6180,,1-Dec-14,NORTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-161,14464,LANDMARK AT CHARLESTON HOUSE  RCAC,104 FAKES COURT               ,BEAVER DAM          ,WI,53916,9203569818,DODGE               ,JOHNSON,LAURI,LANDMARK AT BEAVER DAM LLC                                  ,GIOVANNUCCI,BILL,JOHNSON,LAURI,104 FAKES COURT,BEAVER DAM,WI,53916,7818497722,CERTIFIED                     ,B,80,2995,4550,,15-Mar-13,SOUTHERN REGION          ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-162,13268,LASATA CROSSINGS ASSISTED LIVING,W79N673 WAUWATOSA RD          ,CEDARBURG           ,WI,53012,2625122808,OZAUKEE             ,SONNENBERG,KRISTEN,OZAUKEE COUNTY                                              ,,,SONNENBERG,KRISTEN,W79N673 WAUWATOSA RD          ,CEDARBURG           ,WI,53012,2623775060,CERTIFIED                     ,B,60,3095,5975,,15-Jun-10,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-163,10367,LAUREL GROVE ASSISTED LIVING CENTER,1308 S 22ND ST                ,MANITOWOC           ,WI,54220,9206828254,MANITOWOC           ,MEERDINK,TODD,SHADY LANE INC                                              ,,,MEERDINK,TODD,1308 S 22ND ST                ,MANITOWOC           ,WI,54220,9206828254,REGISTERED                    ,,10,1000,1500,,19-Apr-99,NORTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-164,10274,LAUREL MANOR                                      ,108 17TH AVENUE SOURTH        ,ONALASKA            ,WI,54650,6087831815,LACROSSE            ,,,BETHANY ST JOSEPH CORPORATION                               ,,,,,108 17TH AVENUE SOUTH         ,ONALASKA            ,WI,54650,6087885700,REGISTERED                    ,,12,485,785,,1-Nov-02,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-165,10326,LAUREL OAKS,1700 W BENDER RD              ,GLENDALE            ,WI,53209,4143510505,MILWAUKEE           ,BEDNARSKI,SANDI,LAUREL OAKS V LLC                                           ,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR            ,WAUKESHA            ,WI,53188,2625485965,CERTIFIED                     ,,85,3135,5395,,1-Oct-01,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-166,10327,LAYTON TERRACE V LLC,9200 W LAYTON AVE             ,GREENFIELD          ,WI,53228,4144255600,MILWAUKEE           ,LOCICERO,FRANCESCA,LAYTON TERRACE V LLC                                        ,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR            ,WAUKESHA            ,WI,53188,2625485965,CERTIFIED                     ,,55,2540,4205,,1-Jul-99,SOUTHEASTERN REGION      ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-167,14245,LEGACY SENIOR LIVING CENTER INC,1001 E 11TH STREET N          ,LADYSMITH           ,WI,54848,7155325546,RUSK                ,SWEENEY,TONYA,LEGACY SENIOR LIVING CENTER INC,KELLEY,MICHAEL,SWEENEY,TONYA,1001 E 11TH ST N              ,LADYSMITH           ,WI,54848,7155325546,CERTIFIED                     ,B,20,3610,5095,,1-Jul-12,WESTERN REGION           ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-168,12864,LEXINGTON HERITAGE HERITAGE ASSISTED LIVING,5020 S 107TH ST               ,GREENFIELD          ,WI,53228,4144259551,MILWAUKEE           ,MCELRONE,CARMEN,MSP REAL ESTATE INC                                         ,REED,CINDY,MCELRONE,CARMEN,5020 S 107TH STREET,GREENFILED        ,WI,53228,2627896600,CERTIFIED                     ,B,20,3500,6500,,16-Oct-09,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-169,12805,LIBERTY VILLAGE RCAC                              ,200 LIBERTY PLACE             ,TOMAH               ,WI,54660,6083745005,MONROE              ,OSWALD,KERRY,LIBERTY VILLAGE LLC                                         ,,,OSWALD,KERRY,200 LIBERTY PLACE             ,TOMAH               ,WI,54660,6083879691,CERTIFIED                     ,B,39,2695,3770,,1-Jun-09,WESTERN REGION           ,2,,,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-170,10329,LIBRARY SQUARE,1820 S 75TH ST                ,WEST ALLIS          ,WI,53214,4147744411,MILWAUKEE           ,FINLEY,MARGARET,LIBRARY SQUARE V LLC                                       ,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR            ,WAUKESHA            ,WI,53188,2625485965,CERTIFIED                     ,B,65,3375,4185,,1-May-03,SOUTHEASTERN REGION      ,,,0,Residential Care
USA-WI-48-Facilities-48-ResidentialCareApartmentComplex-171,15730,LIBRARY TERRACE APARTMENTS,7905 36TH AVENUE,KENOSHA,WI,53142,2626977711,KENOSHA             ,ENDSLEY,COLLEEN,SCAL KENOSHA LLC,,,COLLINS,MICHAEL,425 WEST MAIN STREET,SUN PRAIRIE,WI,53590,6088372649,CERTIFIED                     ,B,26,3700,4700,,1-Jul-15,SOUTHEASTERN REGION      ,,,0,Residential Care
